일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","42150","-400","-0.94","42150","42400","41900","737557","31060.0","1.2472332E7","295903476"
"2023/04/20","42550","350","0.83","41900","42600","41700","689418","29186.0","1.2590693E7","295903476"
"2023/04/19","42200","200","0.48","41800","42350","41700","656689","27692.0","1.2487127E7","295903476"
"2023/04/18","42000","500","1.20","41650","42000","41200","666219","27795.0","1.2427946E7","295903476"
"2023/04/17","41500","-700","-1.66","42350","42500","41400","811175","33829.0","1.2279994E7","295903476"
"2023/04/14","42200","1450","3.56","41100","42800","41050","1236635","52129.0","1.2487127E7","295903476"
"2023/04/13","40750","-750","-1.81","41200","41450","40700","1272723","52185.0","1.2058067E7","295903476"
"2023/04/12","41500","450","1.10","41100","41550","40950","1195022","49379.0","1.2279994E7","295903476"
"2023/04/11","41050","600","1.48","40450","41150","40400","748986","30669.0","1.2146838E7","295903476"
"2023/04/10","40450","-350","-0.86","40500","41100","40450","625584","25500.0","1.1969296E7","295903476"
"2023/04/07","40800","450","1.12","40450","41100","40100","559145","22826.0","1.2072862E7","295903476"
"2023/04/06","40350","-850","-2.06","41100","41100","40350","761652","30955.0","1.1939705E7","295903476"
"2023/04/05","41200","0","0.00","41200","41550","41000","608712","25138.0","1.2191223E7","295903476"
"2023/04/04","41200","600","1.48","40750","41200","40300","737655","30098.0","1.2191223E7","295903476"
"2023/04/03","40600","-100","-0.25","40850","40900","40000","741489","30048.0","1.2013681E7","295903476"
"2023/03/31","40700","400","0.99","40250","40750","40150","1095218","44440.0","1.2043271E7","295903476"
"2023/03/30","40300","-150","-0.37","40750","40800","40000","1244700","50158.0","1.192491E7","295903476"
"2023/03/29","40450","-300","-0.74","40250","41200","40200","1499233","60786.0","1.1969296E7","295903476"
"2023/03/28","40750","650","1.62","40700","41200","40450","1330263","54284.0","1.2058067E7","295903476"
"2023/03/27","40100","-250","-0.62","40400","40600","39800","1006600","40446.0","1.1865729E7","295903476"
"2023/03/24","40350","-1600","-3.81","41250","41550","40300","1765067","71616.0","1.1939705E7","295903476"
"2023/03/23","41950","400","0.96","41150","41950","40950","923510","38364.0","1.2413151E7","295903476"
"2023/03/22","41550","-500","-1.19","42600","42600","41450","1144378","47907.0","1.2294789E7","295903476"
"2023/03/21","42050","750","1.82","41400","42700","41400","781382","32968.0","1.2442741E7","295903476"
"2023/03/20","41300","0","0.00","41250","42200","40700","719744","29835.0","1.2220814E7","295903476"
"2023/03/17","41300","650","1.60","41200","42100","40750","1695913","69986.0","1.2220814E7","295903476"
"2023/03/16","40650","-1350","-3.21","40550","41150","40400","1414819","57648.0","1.2028476E7","295903476"
"2023/03/15","42000","950","2.31","41750","42650","41400","1173759","49360.0","1.2427946E7","295903476"
"2023/03/14","41050","-1650","-3.86","41550","41600","40700","1496752","61551.0","1.2146838E7","295903476"
"2023/03/13","42700","450","1.07","42000","42850","41550","824463","34862.0","1.2635078E7","295903476"
"2023/03/10","42250","-550","-1.29","42200","42800","41750","1491859","63091.0","1.2501922E7","295903476"
"2023/03/09","42800","-700","-1.61","43500","43650","42800","1909133","82216.0","1.2664669E7","295903476"
"2023/03/08","43500","-300","-0.68","43250","43850","43050","1152865","50150.0","1.2871801E7","295903476"
"2023/03/07","43800","350","0.81","43300","43950","42550","2025850","87745.0","1.2960572E7","295903476"
"2023/03/06","43450","-550","-1.25","43650","44000","43050","1624588","70479.0","1.2857006E7","295903476"
"2023/03/03","44000","-700","-1.57","45000","45250","43950","941138","41603.0","1.3019753E7","295903476"
"2023/03/02","44700","-700","-1.54","45400","46000","44500","1236834","55708.0","1.3226885E7","295903476"
"2023/02/28","45400","-100","-0.22","45500","46050","45250","1168188","53235.0","1.3434018E7","295903476"
"2023/02/27","45500","200","0.44","45150","45650","44800","854798","38607.0","1.3463608E7","295903476"
"2023/02/24","45300","100","0.22","44500","46300","44500","825289","37507.0","1.3404427E7","295903476"
"2023/02/23","45200","200","0.44","45000","46200","44850","1275731","57984.0","1.3374837E7","295903476"
"2023/02/22","45000","-1350","-2.91","46350","46400","44750","1134213","51439.0","1.3315656E7","295903476"
"2023/02/21","46350","500","1.09","45850","46850","45650","888857","41190.0","1.3715126E7","295903476"
"2023/02/20","45850","-350","-0.76","46300","46650","45600","883308","40554.0","1.3567174E7","295903476"
"2023/02/17","46200","1800","4.05","44600","46350","44200","1849029","84737.0","1.3670741E7","295903476"
"2023/02/16","44400","100","0.23","44800","44800","43300","2780616","121979.0","1.3138114E7","295903476"
"2023/02/15","44300","-2550","-5.44","46550","46700","44300","2220070","99884.0","1.3108524E7","295903476"
"2023/02/14","46850","-2150","-4.39","48500","49150","46650","1674738","79596.0","1.3863078E7","295903476"
"2023/02/13","49000","150","0.31","49050","49800","48300","1081141","52909.0","1.449927E7","295903476"
"2023/02/10","48850","1000","2.09","48200","49750","48100","1519914","74552.0","1.4454885E7","295903476"
"2023/02/09","47850","-1050","-2.15","48900","49350","47700","1184125","57064.0","1.4158981E7","295903476"
"2023/02/08","48900","750","1.56","48050","49550","48000","1095702","53535.0","1.446968E7","295903476"
"2023/02/07","48150","300","0.63","47550","48200","47150","968888","46395.0","1.4247752E7","295903476"
"2023/02/06","47850","-750","-1.54","47700","48500","47150","1008263","48338.0","1.4158981E7","295903476"
"2023/02/03","48600","950","1.99","47400","49250","47150","1544258","74837.0","1.4380909E7","295903476"
"2023/02/02","47650","-1550","-3.15","49350","49350","47550","1621661","77839.0","1.4099801E7","295903476"
"2023/02/01","49200","450","0.92","48900","49650","48700","1153420","56671.0","1.4558451E7","295903476"
"2023/01/31","48750","-2450","-4.79","51200","51300","48600","2028531","100430.0","1.4425294E7","295903476"
"2023/01/30","51200","-600","-1.16","51000","51700","50900","1222532","62664.0","1.5150258E7","295903476"
"2023/01/27","51800","-1300","-2.45","53300","53300","51300","2070071","107637.0","1.53278E7","295903476"
"2023/01/26","53100","700","1.34","52400","53300","52000","1063573","56052.0","1.5712475E7","295903476"
"2023/01/25","52400","900","1.75","51500","52500","51400","1098681","57330.0","1.5505342E7","295903476"
"2023/01/20","51500","700","1.38","50500","52000","50500","768062","39501.0","1.5239029E7","295903476"
"2023/01/19","50800","-300","-0.59","50500","51000","50100","1172213","59206.0","1.5031897E7","295903476"
