일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","55500","700","1.28","55100","55500","54900","1152523","63718.0","4.5670212E7","822886700"
"2023/04/20","54800","-700","-1.26","55200","55500","54800","1430871","78690.0","4.5094191E7","822886700"
"2023/04/19","55500","-200","-0.36","55700","55700","55100","1714591","95114.0","4.5670212E7","822886700"
"2023/04/18","55700","0","0.00","55700","55700","55100","1085992","60160.0","4.5834789E7","822886700"
"2023/04/17","55700","500","0.91","55100","55700","54700","1200074","66212.0","4.5834789E7","822886700"
"2023/04/14","55200","200","0.36","55700","55700","54800","1077855","59539.0","4.5423346E7","822886700"
"2023/04/13","55000","-600","-1.08","55100","55400","54900","1995470","109859.0","4.5258769E7","822886700"
"2023/04/12","55600","300","0.54","55300","55600","55000","1443267","79788.0","4.5752501E7","822886700"
"2023/04/11","55300","-500","-0.90","56000","56100","55200","1303269","72257.0","4.5505635E7","822886700"
"2023/04/10","55800","1000","1.82","54700","55800","54400","1823859","101079.0","4.5917078E7","822886700"
"2023/04/07","54800","1700","3.20","54100","55000","53900","2309225","126111.0","4.5094191E7","822886700"
"2023/04/06","53100","-700","-1.30","53400","53600","53000","885221","47035.0","4.3695284E7","822886700"
"2023/04/05","53800","100","0.19","53300","53800","53200","990466","53089.0","4.4271304E7","822886700"
"2023/04/04","53700","-100","-0.19","53800","54000","53500","928846","49933.0","4.4189016E7","822886700"
"2023/04/03","53800","-100","-0.19","54300","54500","53600","1260998","67903.0","4.4271304E7","822886700"
"2023/03/31","53900","500","0.94","53600","53900","53400","1928018","103669.0","4.4353593E7","822886700"
"2023/03/30","53400","100","0.19","54000","54100","53200","1220077","65314.0","4.394215E7","822886700"
"2023/03/29","53300","300","0.57","52800","53300","52600","992377","52506.0","4.3859861E7","822886700"
"2023/03/28","53000","600","1.15","52200","53000","52200","1232098","64959.0","4.3612995E7","822886700"
"2023/03/27","52400","-400","-0.76","52700","52800","52000","1362392","71237.0","4.3119263E7","822886700"
"2023/03/24","52800","100","0.19","52500","53000","52400","2624397","138424.0","4.3448418E7","822886700"
"2023/03/23","52700","100","0.19","52100","52700","52000","2262144","118468.0","4.3366129E7","822886700"
