일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","18410","40","0.22","18340","18660","18020","5918451","108842.0","1.1792731E7","640561146"
"2023/04/20","18370","-170","-0.92","18700","19080","18240","7734047","144163.0","1.1725719E7","638308033"
"2023/04/19","18540","-100","-0.54","18330","19000","18300","7611256","142183.0","1.1834231E7","638308033"
"2023/04/18","18640","-660","-3.42","19400","19400","18560","11148031","209789.0","1.1898062E7","638308033"
"2023/04/17","19300","1220","6.75","18350","19480","18250","23326779","444098.0","1.2319345E7","638308033"
"2023/04/14","18080","220","1.23","17980","18250","17670","8155956","147128.0","1.1540609E7","638308033"
"2023/04/13","17860","160","0.90","17740","17980","17570","6339687","112829.0","1.1400181E7","638308033"
"2023/04/12","17700","730","4.30","17020","17910","17000","12799902","225352.0","1.1298052E7","638308033"
"2023/04/11","16970","220","1.31","16750","17230","16650","5106654","86531.0","1.0832087E7","638308033"
"2023/04/10","16750","-80","-0.48","16830","16940","16390","5000474","83334.0","1.069166E7","638308033"
"2023/04/07","16830","-220","-1.29","17130","17150","16800","4015924","67994.0","1.0742724E7","638308033"
"2023/04/06","17050","70","0.41","16950","17350","16900","5869627","100754.0","1.0883152E7","638308033"
"2023/04/05","16980","-300","-1.74","17080","17220","16610","6849792","115840.0","1.083847E7","638308033"
"2023/04/04","17280","220","1.29","17020","17480","17020","5979172","103483.0","1.1029963E7","638308033"
"2023/04/03","17060","60","0.35","17020","17290","16810","5999794","102151.0","1.0889535E7","638308033"
"2023/03/31","17000","650","3.98","16340","17150","16300","10667172","179570.0","1.0851237E7","638308033"
"2023/03/30","16350","-300","-1.80","16660","16690","16210","6071505","99658.0","1.0436336E7","638308033"
"2023/03/29","16650","550","3.42","16170","16920","15970","7640751","125383.0","1.0627829E7","638308033"
"2023/03/28","16100","150","0.94","15960","16170","15820","3746813","59942.0","1.0276759E7","638308033"
"2023/03/27","15950","-350","-2.15","16300","16310","15840","4820797","76891.0","1.0181013E7","638308033"
"2023/03/24","16300","170","1.05","16210","16790","16000","6524954","107029.0","1.0404421E7","638308033"
"2023/03/23","16130","-380","-2.30","16380","16450","16080","5722913","92740.0","1.0295909E7","638308033"
"2023/03/22","16510","-240","-1.43","16830","16970","16480","4702727","78003.0","1.0538466E7","638308033"
"2023/03/21","16750","-270","-1.59","17130","17140","16680","4084065","68730.0","1.069166E7","638308033"
"2023/03/20","17020","-70","-0.41","16990","17390","16860","4221727","72215.0","1.0864003E7","638308033"
"2023/03/17","17090","-270","-1.56","17560","17580","17050","4404664","75764.0","1.0908684E7","638308033"
"2023/03/16","17360","-330","-1.87","17690","17690","17200","5005319","87112.0","1.1081027E7","638308033"
"2023/03/15","17690","910","5.42","17250","17990","17120","8767717","154116.0","1.1291669E7","638308033"
"2023/03/14","16780","-1030","-5.78","17700","17860","16730","8669240","148737.0","1.0710809E7","638308033"
"2023/03/13","17810","-80","-0.45","17780","18040","17400","6962135","123148.0","1.1368266E7","638308033"
"2023/03/10","17890","-250","-1.38","18030","18370","17690","10207127","183836.0","1.1419331E7","638308033"
"2023/03/09","18140","1010","5.90","17290","18320","17280","25659871","461419.0","1.1578908E7","638308033"
"2023/03/08","17130","290","1.72","16800","17260","16660","8722695","148510.0","1.0934217E7","638308033"
"2023/03/07","16840","-50","-0.30","16900","16990","16670","4017290","67684.0","1.0749107E7","638308033"
"2023/03/06","16890","170","1.02","16700","16980","16600","5199228","87496.0","1.0781023E7","638308033"
"2023/03/03","16720","140","0.84","16600","16780","16210","5530314","91638.0","1.067251E7","638308033"
"2023/03/02","16580","320","1.97","16160","16670","16160","5444938","89894.0","1.0583147E7","638308033"
"2023/02/28","16260","0","0.00","16360","16500","16260","3788123","62055.0","1.0378889E7","638308033"
"2023/02/27","16260","-60","-0.37","16180","16430","16110","2645855","43064.0","1.0378889E7","638308033"
"2023/02/24","16320","-10","-0.06","16330","16640","16250","4298766","70693.0","1.0417187E7","638308033"
"2023/02/23","16330","100","0.62","16300","16420","16020","3445835","55936.0","1.042357E7","638308033"
"2023/02/22","16230","30","0.19","15970","16460","15950","4564945","73878.0","1.0359739E7","638308033"
"2023/02/21","16200","480","3.05","15900","16260","15800","5130282","82544.0","1.034059E7","638308033"
"2023/02/20","15720","250","1.62","15500","15880","15290","2891928","45225.0","1.0034202E7","638308033"
"2023/02/17","15470","0","0.00","15300","15620","15230","2271405","35107.0","9874625.0","638308033"
"2023/02/16","15470","150","0.98","15430","15620","15380","2673879","41451.0","9874625.0","638308033"
"2023/02/15","15320","-640","-4.01","15970","16010","15290","4650959","72155.0","9778879.0","638308033"
"2023/02/14","15960","240","1.53","15800","16030","15780","2766498","44127.0","1.0187396E7","638308033"
"2023/02/13","15720","70","0.45","15710","15920","15650","2636363","41548.0","1.0034202E7","638308033"
"2023/02/10","15650","-230","-1.45","15840","15860","15520","3276002","51322.0","9989521.0","638308033"
"2023/02/09","15880","-210","-1.31","16030","16040","15850","2419606","38496.0","1.0136332E7","638308033"
"2023/02/08","16090","380","2.42","15750","16210","15750","3679734","59024.0","1.0270376E7","638308033"
"2023/02/07","15710","-130","-0.82","15840","15960","15690","3766903","59436.0","1.0027819E7","638308033"
"2023/02/06","15840","-660","-4.00","16480","16480","15840","4853484","78064.0","1.0110799E7","638308033"
"2023/02/03","16500","-100","-0.60","16570","16690","16480","2696530","44639.0","1.0532083E7","638308033"
"2023/02/02","16600","70","0.42","16610","16700","16400","3154847","52282.0","1.0595913E7","638308033"
"2023/02/01","16530","-170","-1.02","16760","16770","16430","3314405","54882.0","1.0551232E7","638308033"
"2023/01/31","16700","90","0.54","16580","16750","16370","3626527","60341.0","1.0659744E7","638308033"
"2023/01/30","16610","20","0.12","16710","16870","16570","3894790","65067.0","1.0602296E7","638308033"
"2023/01/27","16590","310","1.90","16320","16900","16260","5215081","86716.0","1.058953E7","638308033"
"2023/01/26","16280","170","1.06","16110","16300","16070","2875285","46476.0","1.0391655E7","638308033"
"2023/01/25","16110","-140","-0.86","16360","16420","16100","3354716","54328.0","1.0283142E7","638308033"
"2023/01/20","16250","150","0.93","16150","16350","15900","2108912","34078.0","1.0372506E7","638308033"
"2023/01/19","16100","100","0.63","16100","16400","16050","2731748","44174.0","1.0276759E7","638308033"
"2023/01/18","16000","-300","-1.84","16350","16400","15900","3162026","50785.0","1.0212929E7","638308033"
"2023/01/17","16300","-200","-1.21","16500","16750","16250","3098591","51110.0","1.0404421E7","638308033"
"2023/01/16","16500","-650","-3.79","17400","17450","16450","8834739","148667.0","1.0532083E7","638308033"
"2023/01/13","17150","250","1.48","17000","17200","16750","5199400","88425.0","1.0946983E7","638308033"
