일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","11750","-10","-0.09","11710","11810","11680","1105137","12960.0","8554711.0","728060549"
"2023/04/20","11760","20","0.17","11710","11760","11620","1979541","23164.0","8561992.0","728060549"
"2023/04/19","11740","80","0.69","11680","11800","11660","2025210","23775.0","8547431.0","728060549"
"2023/04/18","11660","90","0.78","11580","11660","11470","1879229","21768.0","8489186.0","728060549"
"2023/04/17","11570","-100","-0.86","11730","11790","11530","1831062","21258.0","8423661.0","728060549"
"2023/04/14","11670","280","2.46","11440","11720","11410","3255002","37740.0","8496467.0","728060549"
"2023/04/13","11390","0","0.00","11350","11390","11280","2289701","25993.0","8292610.0","728060549"
"2023/04/12","11390","80","0.71","11360","11420","11280","1920821","21818.0","8292610.0","728060549"
"2023/04/11","11310","110","0.98","11200","11370","11150","2690170","30355.0","8234365.0","728060549"
"2023/04/10","11200","-120","-1.06","11310","11410","11200","2403073","27097.0","8154278.0","728060549"
"2023/04/07","11320","230","2.07","11130","11370","11100","2251233","25408.0","8241645.0","728060549"
"2023/04/06","11090","-220","-1.95","11310","11350","11070","2532490","28252.0","8074191.0","728060549"
"2023/04/05","11310","-40","-0.35","11330","11400","11280","1213205","13741.0","8234365.0","728060549"
"2023/04/04","11350","80","0.71","11300","11370","11230","1477816","16698.0","8263487.0","728060549"
"2023/04/03","11270","-140","-1.23","11410","11410","11240","1474356","16654.0","8205242.0","728060549"
"2023/03/31","11410","230","2.06","11230","11410","11190","2399017","27235.0","8307171.0","728060549"
"2023/03/30","11180","-70","-0.62","11320","11320","11130","1933125","21639.0","8139717.0","728060549"
"2023/03/29","11250","60","0.54","11140","11290","11130","1487193","16671.0","8190681.0","728060549"
"2023/03/28","11190","200","1.82","11130","11220","11090","1664838","18589.0","8146998.0","728060549"
"2023/03/27","10990","-20","-0.18","11050","11060","10890","1319731","14484.0","8001385.0","728060549"
"2023/03/24","11010","-170","-1.52","11100","11110","10980","1883684","20753.0","8015947.0","728060549"
"2023/03/23","11180","-60","-0.53","11120","11180","11070","1771366","19710.0","8139717.0","728060549"
"2023/03/22","11240","-30","-0.27","11460","11480","11200","2280459","25836.0","8183401.0","728060549"
"2023/03/21","11270","250","2.27","11070","11300","11030","2968024","33299.0","8205242.0","728060549"
"2023/03/20","11020","-70","-0.63","11070","11270","11000","2194665","24329.0","8023227.0","728060549"
"2023/03/17","11090","140","1.28","11060","11260","11010","4092995","45424.0","8074191.0","728060549"
"2023/03/16","10950","-150","-1.35","10940","11000","10880","3285192","35894.0","7972263.0","728060549"
"2023/03/15","11100","90","0.82","11170","11370","10990","3159120","35280.0","8081472.0","728060549"
"2023/03/14","11010","-390","-3.42","11250","11260","11000","3190350","35336.0","8015947.0","728060549"
"2023/03/13","11400","100","0.88","11250","11430","11150","2047813","23105.0","8299890.0","728060549"
"2023/03/10","11300","-280","-2.42","11400","11420","11260","2961524","33529.0","8227084.0","728060549"
"2023/03/09","11580","-70","-0.60","11700","11720","11550","2894562","33617.0","8430941.0","728060549"
"2023/03/08","11650","-130","-1.10","11800","11870","11620","2202726","25803.0","8481905.0","728060549"
"2023/03/07","11780","90","0.77","11700","11860","11650","1857755","21930.0","8576553.0","728060549"
"2023/03/06","11690","-20","-0.17","11720","11860","11640","2968575","34812.0","8511028.0","728060549"
"2023/03/03","11710","-250","-2.09","11950","12030","11680","3021688","35613.0","8525589.0","728060549"
"2023/03/02","11960","-240","-1.97","12150","12230","11860","4031150","48352.0","8707604.0","728060549"
"2023/02/28","12200","50","0.41","12150","12260","12110","2772077","33789.0","8882339.0","728060549"
"2023/02/27","12150","-160","-1.30","12240","12280","12030","1983694","24066.0","8845936.0","728060549"
"2023/02/24","12310","100","0.82","12190","12400","12180","2745395","33760.0","8962425.0","728060549"
"2023/02/23","12210","20","0.16","12210","12430","12190","1804960","22158.0","8889619.0","728060549"
"2023/02/22","12190","-200","-1.61","12340","12360","12160","1665701","20384.0","8875058.0","728060549"
"2023/02/21","12390","0","0.00","12390","12490","12260","1439823","17847.0","9020670.0","728060549"
"2023/02/20","12390","-10","-0.08","12380","12440","12270","1206388","14922.0","9020670.0","728060549"
"2023/02/17","12400","270","2.23","12100","12490","12100","2447769","30331.0","9027951.0","728060549"
"2023/02/16","12130","-70","-0.57","12200","12300","12040","3043985","36910.0","8831374.0","728060549"
"2023/02/15","12200","-390","-3.10","12550","12550","12160","4085986","50240.0","8882339.0","728060549"
"2023/02/14","12590","-360","-2.78","12900","12930","12500","3285926","41509.0","9166282.0","728060549"
"2023/02/13","12950","300","2.37","12560","12950","12560","3204914","41254.0","9428384.0","728060549"
"2023/02/10","12650","220","1.77","12440","12740","12390","2379611","30093.0","9209966.0","728060549"
"2023/02/09","12430","-370","-2.89","12850","12920","12400","3300649","41484.0","9049793.0","728060549"
"2023/02/08","12800","500","4.07","12310","12810","12310","3442538","43597.0","9319175.0","728060549"
"2023/02/07","12300","-30","-0.24","12340","12370","12230","1963216","24134.0","8955145.0","728060549"
"2023/02/06","12330","-190","-1.52","12490","12490","12220","2858638","35366.0","8976987.0","728060549"
"2023/02/03","12520","-30","-0.24","12510","12720","12400","2812319","35298.0","9115318.0","728060549"
"2023/02/02","12550","-250","-1.95","12820","12850","12470","3243812","40850.0","9137160.0","728060549"
"2023/02/01","12800","10","0.08","12810","12910","12670","2662426","34007.0","9319175.0","728060549"
"2023/01/31","12790","-650","-4.84","13440","13500","12780","4524749","58725.0","9311894.0","728060549"
"2023/01/30","13440","-40","-0.30","13460","13510","13320","3127477","42017.0","9785134.0","728060549"
"2023/01/27","13480","110","0.82","13350","13500","13220","3675353","49289.0","9814256.0","728060549"
"2023/01/26","13370","480","3.72","12890","13370","12890","4693207","62112.0","9734170.0","728060549"
"2023/01/25","12890","190","1.50","12800","12950","12750","2263463","29127.0","9384700.0","728060549"
"2023/01/20","12700","200","1.60","12450","12800","12450","2198932","27788.0","9246369.0","728060549"
"2023/01/19","12500","-300","-2.34","12650","12750","12400","2624786","32941.0","9100757.0","728060549"
"2023/01/18","12800","-50","-0.39","12850","12900","12600","2369189","30152.0","9319175.0","728060549"
"2023/01/17","12850","-450","-3.38","13200","13300","12850","3369812","43773.0","9355578.0","728060549"
"2023/01/16","13300","550","4.31","12750","13400","12700","6163074","81286.0","9683205.0","728060549"
"2023/01/13","12750","400","3.24","12400","12800","12300","4037630","50822.0","9282772.0","728060549"
"2023/01/12","12350","0","0.00","12400","12550","12350","2818179","34951.0","8991548.0","728060549"
"2023/01/11","12350","-350","-2.76","12700","12700","12350","2687370","33482.0","8991548.0","728060549"
"2023/01/10","12700","300","2.42","12400","12700","12300","2435948","30579.0","9246369.0","728060549"
"2023/01/09","12400","-50","-0.40","12600","12700","12300","2795327","34853.0","9027951.0","728060549"
"2023/01/06","12450","50","0.40","12350","12700","12300","3900142","48912.0","9064354.0","728060549"
"2023/01/05","12400","500","4.20","11850","12450","11850","4531914","55535.0","9027951.0","728060549"
"2023/01/04","11900","450","3.93","11350","11900","11350","2855036","33509.0","8663921.0","728060549"
"2023/01/03","11450","200","1.78","11250","11500","11100","2183993","24692.0","8336293.0","728060549"
"2023/01/02","11250","-300","-2.60","11600","11700","11200","2059497","23497.0","8190681.0","728060549"
"2022/12/29","11550","-250","-2.12","11700","11900","11550","2983405","34812.0","8409099.0","728060549"
"2022/12/28","11800","-1200","-9.23","12200","12250","11700","6610706","78639.0","8591114.0","728060549"
"2022/12/27","13000","250","1.96","12800","13000","12750","5054983","65236.0","9464787.0","728060549"
"2022/12/26","12750","0","0.00","12750","12800","12700","2216919","28311.0","9282772.0","728060549"
