일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","35850","-50","-0.14","35800","35900","35500","851688","30418.0","1.8108136E7","505108399"
"2023/04/20","35900","250","0.70","35450","35900","35300","902869","32272.0","1.8133392E7","505108399"
"2023/04/19","35650","400","1.13","35300","35900","35250","1074675","38334.0","1.8007114E7","505108399"
"2023/04/18","35250","-250","-0.70","35600","35600","35050","963786","33991.0","1.7805071E7","505108399"
"2023/04/17","35500","150","0.42","35700","35950","35300","1005738","35732.0","1.7931348E7","505108399"
"2023/04/14","35350","450","1.29","35000","35650","34950","1510047","53505.0","1.7855582E7","505108399"
"2023/04/13","34900","200","0.58","34500","34900","34300","1634225","56820.0","1.7628283E7","505108399"
"2023/04/12","34700","50","0.14","34650","35000","34500","1045551","36288.0","1.7527261E7","505108399"
"2023/04/11","34650","100","0.29","34600","34850","34400","917570","31797.0","1.7502006E7","505108399"
"2023/04/10","34550","-350","-1.00","34600","35050","34500","928680","32277.0","1.7451495E7","505108399"
"2023/04/07","34900","600","1.75","34350","35000","34300","799714","27836.0","1.7628283E7","505108399"
"2023/04/06","34300","-750","-2.14","35000","35200","34300","1246435","43049.0","1.7451321E7","508784869"
"2023/04/05","35050","-100","-0.28","35200","35350","34850","728126","25532.0","1.783291E7","508784869"
"2023/04/04","35150","600","1.74","34750","35150","34600","975943","34081.0","1.7883788E7","508784869"
"2023/04/03","34550","-800","-2.26","35150","35250","34550","1571580","54611.0","1.7578517E7","508784869"
"2023/03/31","35350","250","0.71","34750","35450","34550","1636843","57536.0","1.7985545E7","508784869"
"2023/03/30","35100","-1100","-3.04","35950","36000","34950","1547328","54529.0","1.7858349E7","508784869"
"2023/03/29","36200","250","0.70","36000","36250","35750","1045362","37695.0","1.8418012E7","508784869"
"2023/03/28","35950","1100","3.16","35800","36150","35350","1523706","54727.0","1.8290816E7","508784869"
"2023/03/27","34850","300","0.87","34650","35050","34450","1092755","38004.0","1.7731153E7","508784869"
"2023/03/24","34550","-1200","-3.36","35250","35250","34550","1856734","64526.0","1.7578517E7","508784869"
"2023/03/23","35750","300","0.85","35050","35950","35000","1471917","52534.0","1.8189059E7","508784869"
"2023/03/22","35450","500","1.43","35700","35850","35250","1548154","54996.0","1.8036424E7","508784869"
"2023/03/21","34950","250","0.72","34600","35300","34500","1645690","57405.0","1.7782031E7","508784869"
"2023/03/20","34700","150","0.43","34150","35150","33850","1474283","51118.0","1.7654835E7","508784869"
"2023/03/17","34550","100","0.29","34650","35050","34300","2886686","99844.0","1.7578517E7","508784869"
"2023/03/16","34450","-1000","-2.82","35000","35150","34350","2049117","71109.0","1.7527639E7","508784869"
"2023/03/15","35450","350","1.00","35550","36050","35100","1361596","48464.0","1.8036424E7","508784869"
"2023/03/14","35100","-950","-2.64","35450","35900","35000","1581214","55815.0","1.7858349E7","508784869"
"2023/03/13","36050","250","0.70","35700","36150","35100","1243036","44395.0","1.8341695E7","508784869"
"2023/03/10","35800","-600","-1.65","36000","36050","35400","1933663","69244.0","1.8214498E7","508784869"
"2023/03/09","36400","-200","-0.55","36600","37200","36400","2498303","91644.0","1.8519769E7","508784869"
"2023/03/08","36600","-200","-0.54","37100","37600","36550","1721848","63451.0","1.8621526E7","508784869"
"2023/03/07","36800","-250","-0.67","36900","37200","36500","1493635","55171.0","1.8723283E7","508784869"
"2023/03/06","37050","0","0.00","37150","37400","36600","1613174","59781.0","1.8850479E7","508784869"
"2023/03/03","37050","-650","-1.72","37700","38050","37050","1495245","55829.0","1.8850479E7","508784869"
"2023/03/02","37700","-1150","-2.96","38500","38850","37600","2032494","77124.0","1.918119E7","508784869"
"2023/02/28","38850","400","1.04","38400","39000","38400","1507797","58474.0","1.9766292E7","508784869"
"2023/02/27","38450","-300","-0.77","38650","39050","38200","1084391","41744.0","1.9562778E7","508784869"
"2023/02/24","38750","100","0.26","38400","39250","38350","1357069","52672.0","1.9715414E7","508784869"
"2023/02/23","38650","350","0.91","38550","39200","38350","1176055","45608.0","1.9664535E7","508784869"
"2023/02/22","38300","-750","-1.92","38950","39200","38300","1422983","54838.0","1.948646E7","508784869"
"2023/02/21","39050","250","0.64","38800","39400","38600","1091989","42690.0","1.9868049E7","508784869"
"2023/02/20","38800","450","1.17","38450","38950","38050","790817","30558.0","1.9740853E7","508784869"
"2023/02/17","38350","450","1.19","37900","38950","37750","1499760","57773.0","1.95119E7","508784869"
"2023/02/16","37900","-150","-0.39","38150","38300","37450","1633018","61732.0","1.9282947E7","508784869"
"2023/02/15","38050","-1400","-3.55","39300","39350","37850","2578534","98884.0","1.9359264E7","508784869"
"2023/02/14","39450","-1350","-3.31","41000","41200","39400","2034580","81402.0","2.0071563E7","508784869"
"2023/02/13","40800","-300","-0.73","41150","41650","40650","1443688","59237.0","2.0758423E7","508784869"
"2023/02/10","41100","1100","2.75","40300","41150","40150","1465602","59877.0","2.0911058E7","508784869"
"2023/02/09","40000","-1550","-3.73","41200","41950","39850","2265859","91461.0","2.0351395E7","508784869"
"2023/02/08","41550","750","1.84","41250","42750","41050","1964414","82092.0","2.1140011E7","508784869"
"2023/02/07","40800","-150","-0.37","40700","41250","40350","1339208","54600.0","2.0758423E7","508784869"
"2023/02/06","40950","-700","-1.68","40750","41450","40450","1572060","64524.0","2.083474E7","508784869"
"2023/02/03","41650","400","0.97","41300","42300","40900","1342368","56017.0","2.119089E7","508784869"
"2023/02/02","41250","-1200","-2.83","42150","42200","41100","1722535","71456.0","2.0987376E7","508784869"
"2023/02/01","42450","900","2.17","41600","42450","41600","1630068","68662.0","2.1597918E7","508784869"
"2023/01/31","41550","-1700","-3.93","42850","43250","41250","2588590","108855.0","2.1140011E7","508784869"
"2023/01/30","43250","-1500","-3.35","44250","44300","43150","1831802","79851.0","2.2004946E7","508784869"
"2023/01/27","44750","-150","-0.33","44150","44750","44000","1940802","86190.0","2.2768123E7","508784869"
"2023/01/26","44900","850","1.93","44050","44900","43750","2324170","103291.0","2.2844441E7","508784869"
"2023/01/25","44050","750","1.73","44000","44150","43450","1404743","61688.0","2.2411973E7","508784869"
"2023/01/20","43300","850","2.00","42700","43400","42450","1382953","59511.0","2.2030385E7","508784869"
"2023/01/19","42450","-250","-0.59","42550","42700","42200","1198094","50832.0","2.1597918E7","508784869"
"2023/01/18","42700","-600","-1.39","43150","43150","42150","2108358","89673.0","2.1725114E7","508784869"
"2023/01/17","43300","-500","-1.14","43500","43900","43250","2079236","90657.0","2.2030385E7","508784869"
"2023/01/16","43800","2750","6.70","41600","43900","41400","3988771","172619.0","2.2284777E7","508784869"
"2023/01/13","41050","1000","2.50","40050","41350","39500","1631414","66408.0","2.0885619E7","508784869"
"2023/01/12","40050","50","0.13","40100","40400","39850","1231244","49405.0","2.0376834E7","508784869"
"2023/01/11","40000","-900","-2.20","40900","40900","39600","1389565","55647.0","2.0351395E7","508784869"
"2023/01/10","40900","550","1.36","40150","41000","39700","1940122","78611.0","2.0809301E7","508784869"
"2023/01/09","40350","-250","-0.62","41000","41050","39700","1983917","80239.0","2.0529469E7","508784869"
"2023/01/06","40600","1150","2.92","39800","40800","39100","2806312","113003.0","2.0656666E7","508784869"
"2023/01/05","39450","3050","8.38","37000","39700","37000","3871736","149812.0","2.0071563E7","508784869"
"2023/01/04","36400","1400","4.00","34900","36450","34850","1087924","39125.0","1.8519769E7","508784869"
"2023/01/03","35000","700","2.04","34700","35250","34150","863125","29929.0","1.780747E7","508784869"
"2023/01/02","34300","-900","-2.56","35500","35550","34300","660649","22947.0","1.7451321E7","508784869"
"2022/12/29","35200","-700","-1.95","35500","35900","35200","1032343","36599.0","1.7909227E7","508784869"
"2022/12/28","35900","-1700","-4.52","36700","36700","35750","1262904","45444.0","1.8265377E7","508784869"
"2022/12/27","37600","400","1.08","37500","37750","37150","1464084","54988.0","1.9130311E7","508784869"
"2022/12/26","37200","-350","-0.93","37550","37650","37150","665781","24866.0","1.8926797E7","508784869"
"2022/12/23","37550","-350","-0.92","37900","38100","37450","628655","23679.0","1.9104872E7","508784869"
"2022/12/22","37900","-50","-0.13","37850","37900","37350","932697","35165.0","1.9282947E7","508784869"
"2022/12/21","37950","150","0.40","38100","38250","37750","538059","20431.0","1.9308386E7","508784869"
"2022/12/20","37800","300","0.80","37700","38100","37550","579403","21957.0","1.9232068E7","508784869"
"2022/12/19","37500","50","0.13","37300","37900","37300","767843","28829.0","1.9079433E7","508784869"
"2022/12/16","37450","-250","-0.66","37300","37600","37200","881055","32974.0","1.9053993E7","508784869"
"2022/12/15","37700","-350","-0.92","37850","38000","37400","694546","26219.0","1.918119E7","508784869"
"2022/12/14","38050","-300","-0.78","38600","38600","37850","980637","37379.0","1.9359264E7","508784869"
"2022/12/13","38350","-150","-0.39","38450","38650","37950","987143","37938.0","1.95119E7","508784869"
"2022/12/12","38500","500","1.32","38000","38750","37850","994927","38236.0","1.9588217E7","508784869"
"2022/12/09","38000","600","1.60","37700","38650","37600","2078940","79417.0","1.9333825E7","508784869"
"2022/12/08","37400","150","0.40","37450","37750","37000","2489635","93111.0","1.9028554E7","508784869"
"2022/12/07","37250","-650","-1.72","37900","37900","37200","1102976","41392.0","1.8952236E7","508784869"
"2022/12/06","37900","-300","-0.79","38100","38500","37850","1030282","39247.0","1.9440204E7","512934131"
"2022/12/05","38200","100","0.26","37900","38350","37600","940467","35854.0","1.9594084E7","512934131"
"2022/12/02","38100","-250","-0.65","37950","38350","37750","1483486","56601.0","1.954279E7","512934131"
"2022/12/01","38350","250","0.66","38300","38500","38000","1095794","41965.0","1.9671024E7","512934131"
"2022/11/30","38100","750","2.01","37350","38100","37100","1933239","73273.0","1.954279E7","512934131"
"2022/11/29","37350","1050","2.89","36450","37500","36200","966400","35861.0","1.915809E7","512934131"
"2022/11/28","36300","-250","-0.68","36450","36550","36050","646740","23475.0","1.8619509E7","512934131"
"2022/11/25","36550","-500","-1.35","37200","37300","36500","719528","26415.0","1.8747742E7","512934131"
"2022/11/24","37050","650","1.79","36400","37050","36350","844448","31140.0","1.900421E7","512934131"
"2022/11/23","36400","-50","-0.14","36450","36600","36050","843129","30625.0","1.8670802E7","512934131"
"2022/11/22","36450","-50","-0.14","36200","36550","36150","553472","20106.0","1.8696449E7","512934131"
"2022/11/21","36500","200","0.55","36350","36650","36100","481017","17516.0","1.8722096E7","512934131"
"2022/11/18","36300","450","1.26","35900","36650","35550","1006998","36506.0","1.8619509E7","512934131"
"2022/11/17","35850","-800","-2.18","36800","36800","35850","990634","35860.0","1.8388689E7","512934131"
"2022/11/16","36650","-150","-0.41","36700","37000","36200","1220113","44576.0","1.8799036E7","512934131"
"2022/11/15","36800","-450","-1.21","37450","37450","36550","900979","33212.0","1.8875976E7","512934131"
"2022/11/14","37250","50","0.13","37100","37500","37000","1085388","40385.0","1.9106796E7","512934131"
"2022/11/11","37200","-350","-0.93","38050","38200","37100","1577911","59183.0","1.908115E7","512934131"
"2022/11/10","37550","150","0.40","37000","37550","36950","1606428","60103.0","1.9260677E7","512934131"
"2022/11/09","37400","850","2.33","36900","37600","36600","1671055","62225.0","1.9183736E7","512934131"
