일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","83300","-800","-0.95","83300","83800","82200","734205","60992.0","3.3766767E7","405363347"
"2023/04/20","84100","-1300","-1.52","84400","85200","83600","1200517","101138.0","3.4091057E7","405363347"
"2023/04/19","85400","2700","3.26","82800","85900","82300","1758223","148658.0","3.461803E7","405363347"
"2023/04/18","82700","-1800","-2.13","83600","83600","81000","2125174","174887.0","3.3523549E7","405363347"
"2023/04/17","84500","-800","-0.94","85100","85300","84200","1161544","98235.0","3.4253203E7","405363347"
"2023/04/14","85300","-1300","-1.50","86900","87000","85000","1163781","99848.0","3.4577493E7","405363347"
"2023/04/13","86600","500","0.58","85600","86600","85000","1305756","112486.0","3.5104466E7","405363347"
"2023/04/12","86100","1100","1.29","86200","86500","84100","2437920","208800.0","3.4901784E7","405363347"
"2023/04/11","85000","4000","4.94","81000","85500","81000","3307242","278455.0","3.4455884E7","405363347"
"2023/04/10","81000","900","1.12","80200","82000","79500","1009786","81751.0","3.2834431E7","405363347"
"2023/04/07","80100","-900","-1.11","80600","81500","80000","1128013","90641.0","3.2469604E7","405363347"
"2023/04/06","81000","-300","-0.37","82000","83000","81000","1364098","111856.0","3.2834431E7","405363347"
"2023/04/05","81300","1200","1.50","80200","81800","80100","1013013","82051.0","3.295604E7","405363347"
"2023/04/04","80100","-1100","-1.35","80600","81700","79700","1009704","81245.0","3.2469604E7","405363347"
"2023/04/03","81200","200","0.25","81500","81600","80400","807758","65494.0","3.2915504E7","405363347"
"2023/03/31","81000","1600","2.02","80100","81500","79800","1577792","127591.0","3.2834431E7","405363347"
"2023/03/30","79400","-100","-0.13","78600","79900","78200","1033563","82104.0","3.218585E7","405363347"
"2023/03/29","79500","2600","3.38","77600","79500","77500","1500632","118225.0","3.2226386E7","405363347"
"2023/03/28","76900","900","1.18","76500","76900","76200","792849","60746.0","3.1172441E7","405363347"
"2023/03/27","76000","-1600","-2.06","77000","77000","75100","1635935","123977.0","3.0807614E7","405363347"
"2023/03/24","77600","-800","-1.02","77900","78400","76200","1261980","97432.0","3.1456196E7","405363347"
"2023/03/23","78400","-500","-0.63","77700","78600","77400","1361870","106358.0","3.1780486E7","405363347"
"2023/03/22","78900","1200","1.54","78700","79100","77900","967219","76126.0","3.1983168E7","405363347"
"2023/03/21","77700","-300","-0.38","78700","79300","77400","969220","75614.0","3.1496732E7","405363347"
"2023/03/20","78000","-2200","-2.74","80000","80000","77900","997524","78451.0","3.1618341E7","405363347"
"2023/03/17","80200","1100","1.39","79700","80400","78600","1454231","115765.0","3.251014E7","405363347"
"2023/03/16","79100","-500","-0.63","78500","79900","77900","1099113","86998.0","3.2064241E7","405363347"
"2023/03/15","79600","3300","4.33","77600","80000","77500","1755601","139516.0","3.2266922E7","405363347"
"2023/03/14","76300","-2500","-3.17","78500","78900","76300","1366264","105654.0","3.0929223E7","405363347"
"2023/03/13","78800","800","1.03","77700","79200","77400","1422962","111544.0","3.1942632E7","405363347"
"2023/03/10","78000","-100","-0.13","77300","78500","77300","851372","66551.0","3.1618341E7","405363347"
"2023/03/09","78100","-800","-1.01","78900","79700","78100","1315822","103510.0","3.1658877E7","405363347"
"2023/03/08","78900","1300","1.68","76800","79200","76700","1306974","102575.0","3.1983168E7","405363347"
"2023/03/07","77600","-900","-1.15","78500","79000","77600","992331","77881.0","3.1456196E7","405363347"
"2023/03/06","78500","300","0.38","78800","79300","77500","1204893","94549.0","3.1821023E7","405363347"
"2023/03/03","78200","400","0.51","78400","79100","77400","1149778","89992.0","3.1699414E7","405363347"
"2023/03/02","77800","2500","3.32","75700","78500","75700","1916651","149213.0","3.1537268E7","405363347"
"2023/02/28","75300","-700","-0.92","76200","77200","75300","1666461","126651.0","3.052386E7","405363347"
"2023/02/27","76000","700","0.93","75000","76200","74200","961024","72420.0","3.0807614E7","405363347"
"2023/02/24","75300","-1100","-1.44","76300","77000","75200","976800","74200.0","3.052386E7","405363347"
"2023/02/23","76400","1900","2.55","74500","77300","74500","1440318","109679.0","3.096976E7","405363347"
"2023/02/22","74500","-2100","-2.74","75800","76000","74300","1281613","96156.0","3.0199569E7","405363347"
"2023/02/21","76600","300","0.39","76800","76900","75500","800396","61003.0","3.1050832E7","405363347"
"2023/02/20","76300","-100","-0.13","76500","76800","75600","847290","64588.0","3.0929223E7","405363347"
"2023/02/17","76400","-100","-0.13","75600","76800","75500","1121854","85628.0","3.096976E7","405363347"
"2023/02/16","76500","3900","5.37","73200","76700","73100","2208024","167119.0","3.1010296E7","405363347"
"2023/02/15","72600","-900","-1.22","73500","74000","72000","1073567","78377.0","2.9429379E7","405363347"
"2023/02/14","73500","300","0.41","73500","74300","72900","1151903","84774.0","2.9794206E7","405363347"
"2023/02/13","73200","800","1.10","72400","73400","72100","1443643","105321.0","2.9672597E7","405363347"
"2023/02/10","72400","700","0.98","71400","72600","71100","1067878","76957.0","2.9348306E7","405363347"
"2023/02/09","71700","200","0.28","71400","72200","70900","1074569","77016.0","2.9064552E7","405363347"
"2023/02/08","71500","200","0.28","71700","71800","70600","1154049","82269.0","2.8983479E7","405363347"
"2023/02/07","71300","800","1.13","70600","71300","69700","1352790","95508.0","2.8902407E7","405363347"
"2023/02/06","70500","-700","-0.98","70900","71600","70500","1326873","94064.0","2.8578116E7","405363347"
"2023/02/03","71200","1500","2.15","69900","71600","69700","2211215","156762.0","2.886187E7","405363347"
"2023/02/02","69700","200","0.29","69900","70500","69000","1930702","134667.0","2.8253825E7","405363347"
"2023/02/01","69500","2700","4.04","67700","69600","67400","1858058","128276.0","2.8172753E7","405363347"
"2023/01/31","66800","-1800","-2.62","69200","69200","66800","1938157","131136.0","2.7078272E7","405363347"
"2023/01/30","68600","-100","-0.15","69300","70200","68500","2368164","164226.0","2.7807926E7","405363347"
