일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","786000","1000","0.13","785000","789000","781000","24832","19504.0","5.5942764E7","71174000"
"2023/04/20","785000","-3000","-0.38","788000","790000","781000","60280","47274.0","5.587159E7","71174000"
"2023/04/19","788000","-5000","-0.63","796000","796000","783000","61842","48732.0","5.6085112E7","71174000"
"2023/04/18","793000","-19000","-2.34","807000","807000","790000","83360","66348.0","5.6440982E7","71174000"
"2023/04/17","812000","-5000","-0.61","817000","818000","806000","41853","33871.0","5.7793288E7","71174000"
"2023/04/14","817000","2000","0.25","820000","825000","815000","80632","66240.0","5.8149158E7","71174000"
"2023/04/13","815000","15000","1.88","800000","815000","799000","85752","69488.0","5.800681E7","71174000"
"2023/04/12","800000","-12000","-1.48","807000","812000","799000","110378","88071.0","5.69392E7","71174000"
"2023/04/11","812000","9000","1.12","806000","819000","804000","63793","51826.0","5.7793288E7","71174000"
"2023/04/10","803000","7000","0.88","796000","809000","789000","61713","49351.0","5.7152722E7","71174000"
"2023/04/07","796000","-9000","-1.12","804000","805000","792000","61342","48882.0","5.6654504E7","71174000"
"2023/04/06","805000","17000","2.16","790000","824000","790000","169315","137401.0","5.729507E7","71174000"
"2023/04/05","788000","0","0.00","788000","795000","781000","38411","30333.0","5.6085112E7","71174000"
"2023/04/04","788000","10000","1.29","780000","788000","777000","44466","34796.0","5.6085112E7","71174000"
"2023/04/03","778000","-10000","-1.27","789000","793000","777000","59605","46678.0","5.5373372E7","71174000"
"2023/03/31","788000","6000","0.77","782000","790000","778000","58987","46278.0","5.6085112E7","71174000"
"2023/03/30","782000","-9000","-1.14","789000","789000","781000","64701","50715.0","5.5658068E7","71174000"
"2023/03/29","791000","-6000","-0.75","797000","801000","790000","60734","48321.0","5.6298634E7","71174000"
"2023/03/28","797000","0","0.00","800000","803000","792000","86680","68975.0","5.6725678E7","71174000"
"2023/03/27","797000","0","0.00","797000","800000","788000","47586","37783.0","5.6725678E7","71174000"
"2023/03/24","797000","-1000","-0.13","795000","805000","792000","28390","22649.0","5.6725678E7","71174000"
"2023/03/23","798000","-12000","-1.48","810000","810000","794000","41716","33270.0","5.6796852E7","71174000"
"2023/03/22","810000","1000","0.12","810000","815000","805000","29968","24258.0","5.765094E7","71174000"
"2023/03/21","809000","-3000","-0.37","814000","817000","805000","25661","20776.0","5.7579766E7","71174000"
"2023/03/20","812000","4000","0.50","813000","822000","810000","54173","44179.0","5.7793288E7","71174000"
"2023/03/17","808000","18000","2.28","798000","809000","797000","90344","72653.0","5.7508592E7","71174000"
"2023/03/16","790000","12000","1.54","772000","796000","771000","60191","47388.0","5.622746E7","71174000"
"2023/03/15","778000","6000","0.78","776000","781000","772000","36391","28292.0","5.5373372E7","71174000"
"2023/03/14","772000","-6000","-0.77","770000","785000","770000","69586","53962.0","5.4946328E7","71174000"
"2023/03/13","778000","2000","0.26","777000","779000","767000","46901","36343.0","5.5373372E7","71174000"
"2023/03/10","776000","5000","0.65","769000","778000","760000","63825","48925.0","5.5231024E7","71174000"
"2023/03/09","771000","-6000","-0.77","782000","782000","771000","61911","47914.0","5.4875154E7","71174000"
"2023/03/08","777000","-17000","-2.14","786000","787000","775000","70153","54745.0","5.5302198E7","71174000"
