일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","29800","-100","-0.33","29750","29850","29300","593865","17607.0","5840800.0","196000000"
"2023/04/20","29900","-200","-0.66","30050","30300","29650","550291","16478.0","5860400.0","196000000"
"2023/04/19","30100","400","1.35","29700","30400","29600","701024","21121.0","5899600.0","196000000"
"2023/04/18","29700","-1050","-3.41","30550","30600","29500","1118909","33375.0","5821200.0","196000000"
"2023/04/17","30750","400","1.32","30600","30850","30100","729561","22281.0","6027000.0","196000000"
"2023/04/14","30350","400","1.34","30550","30800","30250","1245060","37978.0","5948600.0","196000000"
"2023/04/13","29950","150","0.50","30000","30250","29450","1022634","30546.0","5870200.0","196000000"
"2023/04/12","29800","150","0.51","29650","29900","29300","898592","26672.0","5840800.0","196000000"
"2023/04/11","29650","350","1.19","29250","30000","29250","922368","27338.0","5811400.0","196000000"
"2023/04/10","29300","-400","-1.35","29700","29750","28850","1049311","30668.0","5742800.0","196000000"
"2023/04/07","29700","-250","-0.83","30050","30050","29250","1145315","33998.0","5821200.0","196000000"
"2023/04/06","29950","-1650","-5.22","31200","31300","29900","1763930","53514.0","5870200.0","196000000"
"2023/04/05","31600","150","0.48","31650","32400","31100","1321007","41868.0","6193600.0","196000000"
"2023/04/04","31450","350","1.13","31200","31550","30750","795136","24821.0","6164200.0","196000000"
"2023/04/03","31100","-600","-1.89","31900","32150","30900","1464002","45971.0","6095600.0","196000000"
"2023/03/31","31700","1350","4.45","30550","32200","30500","2785796","88147.0","6213200.0","196000000"
"2023/03/30","30350","350","1.17","30150","30700","29850","1201433","36345.0","5948600.0","196000000"
"2023/03/29","30000","100","0.33","29900","30200","29600","896073","26768.0","5880000.0","196000000"
"2023/03/28","29900","750","2.57","29200","30100","29200","1273091","37874.0","5860400.0","196000000"
"2023/03/27","29150","-100","-0.34","29300","29600","28650","584135","16976.0","5713400.0","196000000"
"2023/03/24","29250","50","0.17","29100","29550","28900","675831","19774.0","5733000.0","196000000"
"2023/03/23","29200","-250","-0.85","29350","29550","28850","1166242","33928.0","5723200.0","196000000"
"2023/03/22","29450","-500","-1.67","30250","30300","29350","1378011","40865.0","5772200.0","196000000"
"2023/03/21","29950","-300","-0.99","30400","30400","29350","1285532","38314.0","5870200.0","196000000"
"2023/03/20","30250","350","1.17","29950","30950","29950","1616822","49179.0","5929000.0","196000000"
"2023/03/17","29900","400","1.36","29900","30400","29250","1665505","49768.0","5860400.0","196000000"
"2023/03/16","29500","-700","-2.32","29750","30200","29050","1993922","58877.0","5782000.0","196000000"
"2023/03/15","30200","1300","4.50","29450","30500","29350","2583084","77585.0","5919200.0","196000000"
"2023/03/14","28900","-550","-1.87","29550","29850","28400","2159395","62461.0","5664400.0","196000000"
"2023/03/13","29450","700","2.43","28500","29550","28100","1924833","55684.0","5772200.0","196000000"
"2023/03/10","28750","100","0.35","28650","29750","28400","2430495","70622.0","5635000.0","196000000"
"2023/03/09","28650","1550","5.72","27450","29450","27300","3992979","114265.0","5615400.0","196000000"
"2023/03/08","27100","0","0.00","26700","27350","26600","834093","22526.0","5311600.0","196000000"
"2023/03/07","27100","150","0.56","27050","27800","26950","947116","25919.0","5311600.0","196000000"
"2023/03/06","26950","-100","-0.37","27300","27550","26850","725302","19625.0","5282200.0","196000000"
"2023/03/03","27050","0","0.00","27150","27250","26800","696231","18812.0","5301800.0","196000000"
"2023/03/02","27050","800","3.05","26200","27250","26150","979371","26445.0","5301800.0","196000000"
"2023/02/28","26250","-950","-3.49","27200","27400","26000","1644251","43700.0","5145000.0","196000000"
"2023/02/27","27200","400","1.49","26700","27200","26400","832580","22340.0","5331200.0","196000000"
"2023/02/24","26800","-100","-0.37","26950","27200","26600","547291","14686.0","5252800.0","196000000"
"2023/02/23","26900","-350","-1.28","27350","27400","26550","985896","26513.0","5272400.0","196000000"
"2023/02/22","27250","-550","-1.98","27250","27750","27150","915015","25028.0","5341000.0","196000000"
"2023/02/21","27800","50","0.18","27850","28300","27650","880333","24523.0","5448800.0","196000000"
"2023/02/20","27750","-400","-1.42","28250","28250","27250","1116925","30834.0","5439000.0","196000000"
"2023/02/17","28150","550","1.99","27200","28750","27200","1922717","54208.0","5517400.0","196000000"
"2023/02/16","27600","850","3.18","26900","27900","26900","1303088","35895.0","5409600.0","196000000"
"2023/02/15","26750","-450","-1.65","27250","27450","26650","1096194","29424.0","5243000.0","196000000"
"2023/02/14","27200","100","0.37","27250","27250","26900","1058553","28689.0","5331200.0","196000000"
"2023/02/13","27100","750","2.85","26550","27150","26300","1825613","49154.0","5311600.0","196000000"
"2023/02/10","26350","450","1.74","26050","26550","25900","950570","24886.0","5164600.0","196000000"
"2023/02/09","25900","0","0.00","25750","26100","25650","718167","18593.0","5076400.0","196000000"
"2023/02/08","25900","-50","-0.19","26100","26100","25800","585838","15183.0","5076400.0","196000000"
"2023/02/07","25950","250","0.97","25650","26250","25600","728586","18891.0","5086200.0","196000000"
"2023/02/06","25700","-250","-0.96","25800","26200","25300","714223","18413.0","5037200.0","196000000"
"2023/02/03","25950","250","0.97","25750","26200","25750","675596","17539.0","5086200.0","196000000"
"2023/02/02","25700","-750","-2.84","26500","26750","25700","1342190","34947.0","5037200.0","196000000"
"2023/02/01","26450","600","2.32","26100","26900","25600","2500313","66111.0","5184200.0","196000000"
"2023/01/31","25850","1600","6.60","24050","26000","23950","2810868","71407.0","5066600.0","196000000"
"2023/01/30","24250","-350","-1.42","24800","24800","24100","666085","16237.0","4753000.0","196000000"
"2023/01/27","24600","250","1.03","24250","25050","24200","992209","24538.0","4821600.0","196000000"
"2023/01/26","24350","150","0.62","24300","24650","24150","549125","13361.0","4772600.0","196000000"
"2023/01/25","24200","-150","-0.62","24450","24550","24050","419527","10178.0","4743200.0","196000000"
"2023/01/20","24350","400","1.67","23850","24400","23850","528649","12789.0","4772600.0","196000000"
"2023/01/19","23950","-100","-0.42","23800","24200","23700","467513","11201.0","4694200.0","196000000"
"2023/01/18","24050","-150","-0.62","24400","24600","23700","653698","15678.0","4713800.0","196000000"
"2023/01/17","24200","-100","-0.41","24350","24400","24000","625430","15132.0","4743200.0","196000000"
"2023/01/16","24300","-150","-0.61","24750","24800","24250","572761","13995.0","4762800.0","196000000"
"2023/01/13","24450","600","2.52","24000","24700","23850","1066321","26091.0","4792200.0","196000000"
"2023/01/12","23850","-50","-0.21","24050","24250","23750","658359","15755.0","4674600.0","196000000"
"2023/01/11","23900","-450","-1.85","24400","24700","23850","804324","19374.0","4684400.0","196000000"
"2023/01/10","24350","450","1.88","24100","24450","24050","996749","24192.0","4772600.0","196000000"
"2023/01/09","23900","300","1.27","23900","24050","23600","929819","22196.0","4684400.0","196000000"
"2023/01/06","23600","700","3.06","22650","24050","22600","1258257","29652.0","4625600.0","196000000"
"2023/01/05","22900","250","1.10","22700","23000","22300","645877","14633.0","4488400.0","196000000"
"2023/01/04","22650","250","1.12","22400","22800","21950","434160","9749.0","4439400.0","196000000"
"2023/01/03","22400","-600","-2.61","23000","23000","22050","608881","13666.0","4390400.0","196000000"
"2023/01/02","23000","750","3.37","22700","23250","22600","808240","18519.0","4508000.0","196000000"
"2022/12/29","22250","-850","-3.68","22800","23350","22250","677042","15325.0","4361000.0","196000000"
"2022/12/28","23100","450","1.99","22750","23300","22650","784875","18061.0","4527600.0","196000000"
"2022/12/27","22650","500","2.26","22300","22700","22150","901081","20292.0","4439400.0","196000000"
"2022/12/26","22150","-50","-0.23","22200","22300","21950","827477","18313.0","4341400.0","196000000"
"2022/12/23","22200","-800","-3.48","22650","22800","22150","913013","20435.0","4351200.0","196000000"
"2022/12/22","23000","-50","-0.22","23200","23300","22950","627575","14504.0","4508000.0","196000000"
"2022/12/21","23050","-50","-0.22","23200","23250","22550","537903","12334.0","4517800.0","196000000"
"2022/12/20","23100","50","0.22","23250","23650","22950","804294","18747.0","4527600.0","196000000"
"2022/12/19","23050","500","2.22","22800","23400","22750","750584","17359.0","4517800.0","196000000"
"2022/12/16","22550","-350","-1.53","22400","22700","22250","649520","14613.0","4419800.0","196000000"
"2022/12/15","22900","-300","-1.29","23100","23200","22850","503433","11563.0","4488400.0","196000000"
"2022/12/14","23200","400","1.75","23000","23250","22800","886938","20455.0","4547200.0","196000000"
"2022/12/13","22800","-250","-1.08","23150","23250","22700","485074","11137.0","4468800.0","196000000"
"2022/12/12","23050","200","0.88","22800","23050","22350","913535","20781.0","4517800.0","196000000"
"2022/12/09","22850","-300","-1.30","23300","23600","22750","748429","17186.0","4478600.0","196000000"
"2022/12/08","23150","-200","-0.86","23400","23450","22850","959675","22208.0","4537400.0","196000000"
"2022/12/07","23350","-450","-1.89","23700","23750","23050","652772","15212.0","4576600.0","196000000"
"2022/12/06","23800","50","0.21","23400","24200","23400","746667","17824.0","4664800.0","196000000"
"2022/12/05","23750","50","0.21","23750","23950","23450","768022","18220.0","4655000.0","196000000"
"2022/12/02","23700","-900","-3.66","24600","24600","23600","1338254","31967.0","4645200.0","196000000"
"2022/12/01","24600","50","0.20","24850","25250","24450","891140","22081.0","4821600.0","196000000"
"2022/11/30","24550","0","0.00","24600","24700","24150","1154151","28279.0","4811800.0","196000000"
"2022/11/29","24550","-100","-0.41","24800","24850","24450","757414","18658.0","4811800.0","196000000"
"2022/11/28","24650","-450","-1.79","24950","25000","24200","1196075","29379.0","4831400.0","196000000"
"2022/11/25","25100","-850","-3.28","26000","26250","24900","1312425","33196.0","4919600.0","196000000"
"2022/11/24","25950","100","0.39","26000","26150","25700","685566","17773.0","5086200.0","196000000"
"2022/11/23","25850","200","0.78","25650","26000","25450","751893","19343.0","5066600.0","196000000"
"2022/11/22","25650","-100","-0.39","25750","25950","25400","838949","21465.0","5027400.0","196000000"
"2022/11/21","25750","200","0.78","25650","25900","25350","898244","23029.0","5047000.0","196000000"
"2022/11/18","25550","350","1.39","25200","25750","25100","1118544","28492.0","5007800.0","196000000"
"2022/11/17","25200","-1300","-4.91","26600","26750","25200","1597801","40800.0","4939200.0","196000000"
"2022/11/16","26500","450","1.73","26250","26550","25600","1410737","37007.0","5194000.0","196000000"
"2022/11/15","26050","-300","-1.14","26500","26650","25800","1026913","26830.0","5105800.0","196000000"
"2022/11/14","26350","-550","-2.04","27250","27450","26150","1496906","39968.0","5164600.0","196000000"
"2022/11/11","26900","1350","5.28","26200","27000","25900","2199253","58355.0","5272400.0","196000000"
"2022/11/10","25550","-400","-1.54","25800","26400","25500","1175395","30283.0","5007800.0","196000000"
"2022/11/09","25950","100","0.39","25850","26250","25700","909101","23567.0","5086200.0","196000000"
"2022/11/08","25850","-250","-0.96","26300","27100","25250","2047228","53334.0","5066600.0","196000000"
"2022/11/07","26100","250","0.97","26050","26300","25500","1278449","33205.0","5115600.0","196000000"
"2022/11/04","25850","100","0.39","25900","26350","25250","1874951","48374.0","5066600.0","196000000"
"2022/11/03","25750","1400","5.75","23900","26200","23850","4006117","102579.0","5047000.0","196000000"
"2022/11/02","24350","200","0.83","24400","25000","24200","1463825","35906.0","4772600.0","196000000"
"2022/11/01","24150","300","1.26","23950","24350","23500","792072","19094.0","4733400.0","196000000"
"2022/10/31","23850","-150","-0.63","24350","24500","23550","739819","17723.0","4674600.0","196000000"
"2022/10/28","24000","100","0.42","23900","24200","23750","895938","21486.0","4704000.0","196000000"
"2022/10/27","23900","1050","4.60","22850","24050","22850","1258629","29784.0","4684400.0","196000000"
"2022/10/26","22850","-450","-1.93","23300","23550","22400","1143410","26108.0","4478600.0","196000000"
"2022/10/25","23300","-250","-1.06","23600","23650","23050","554781","12946.0","4566800.0","196000000"
"2022/10/24","23550","300","1.29","23600","24100","23350","754428","17831.0","4615800.0","196000000"
"2022/10/21","23250","-950","-3.93","24200","24350","23100","1102966","25748.0","4557000.0","196000000"
"2022/10/20","24200","600","2.54","23650","24400","23650","1008413","24248.0","4743200.0","196000000"
"2022/10/19","23600","-650","-2.68","24300","24650","23600","1009085","24234.0","4625600.0","196000000"
"2022/10/18","24250","1050","4.53","23400","24250","23200","1424945","33942.0","4753000.0","196000000"
"2022/10/17","23200","-1500","-6.07","24300","24650","22950","2270035","53149.0","4547200.0","196000000"
"2022/10/14","24700","1050","4.44","24000","25250","23850","2796332","68959.0","4841200.0","196000000"
"2022/10/13","23650","150","0.64","23550","24000","23250","1105357","26057.0","4635400.0","196000000"
"2022/10/12","23500","400","1.73","22950","23800","22650","781448","18274.0","4606000.0","196000000"
"2022/10/11","23100","-500","-2.12","23100","23300","22850","821682","18940.0","4527600.0","196000000"
"2022/10/07","23600","100","0.43","23200","23750","23200","963788","22554.0","4625600.0","196000000"
"2022/10/06","23500","-350","-1.47","24000","24050","23450","884496","20970.0","4606000.0","196000000"
"2022/10/05","23850","400","1.71","23850","24100","23500","1324694","31520.0","4674600.0","196000000"
"2022/10/04","23450","700","3.08","22900","23750","22700","1302106","30469.0","4596200.0","196000000"
"2022/09/30","22750","800","3.64","22100","23050","22000","1700439","38558.0","4459000.0","196000000"
"2022/09/29","21950","50","0.23","22350","22700","21950","766758","17094.0","4302200.0","196000000"
"2022/09/28","21900","-600","-2.67","22400","23100","21550","1246694","27747.0","4292400.0","196000000"
"2022/09/27","22500","700","3.21","21700","22500","21200","1321230","29125.0","4410000.0","196000000"
"2022/09/26","21800","-1950","-8.21","23750","23800","21650","2289241","50699.0","4272800.0","196000000"
"2022/09/23","23750","200","0.85","23550","23850","23350","1368128","32343.0","4655000.0","196000000"
"2022/09/22","23550","300","1.29","23000","23600","22800","957335","22209.0","4615800.0","196000000"
"2022/09/21","23250","300","1.31","22750","23900","22700","1179956","27597.0","4557000.0","196000000"
"2022/09/20","22950","1200","5.52","22250","23250","22200","1462845","33422.0","4498200.0","196000000"
"2022/09/19","21750","-300","-1.36","22150","22150","21550","886099","19333.0","4263000.0","196000000"
"2022/09/16","22050","-350","-1.56","22400","22800","21850","932949","20770.0","4321800.0","196000000"
"2022/09/15","22400","100","0.45","22350","22650","22000","841814","18842.0","4390400.0","196000000"
"2022/09/14","22300","-300","-1.33","21950","22400","21700","1129552","24916.0","4370800.0","196000000"
"2022/09/13","22600","-50","-0.22","22950","23100","22550","1766016","40218.0","4429600.0","196000000"
"2022/09/08","22650","-700","-3.00","23550","23650","22400","1440560","32850.0","4439400.0","196000000"
"2022/09/07","23350","200","0.86","23050","23600","22900","1157745","27007.0","4576600.0","196000000"
"2022/09/06","23150","-50","-0.22","23300","23600","23050","739280","17224.0","4537400.0","196000000"
"2022/09/05","23200","800","3.57","22400","23350","22400","1083375","24944.0","4547200.0","196000000"
"2022/09/02","22400","-50","-0.22","22650","22900","22150","928335","20952.0","4390400.0","196000000"
"2022/09/01","22450","-1000","-4.26","23000","23350","22450","1206554","27475.0","4400200.0","196000000"
"2022/08/31","23450","-450","-1.88","23750","23800","22650","2166550","50225.0","4596200.0","196000000"
"2022/08/30","23900","400","1.70","23650","24400","23500","1087951","26142.0","4684400.0","196000000"
"2022/08/29","23500","-450","-1.88","23250","24000","23200","1006482","23704.0","4606000.0","196000000"
"2022/08/26","23950","350","1.48","23700","24200","23350","1503947","35970.0","4694200.0","196000000"
"2022/08/25","23600","400","1.72","23700","23950","23350","1414688","33376.0","4625600.0","196000000"
"2022/08/24","23200","600","2.65","22800","23350","22650","1158974","26739.0","4547200.0","196000000"
"2022/08/23","22600","-250","-1.09","22650","23250","22400","1130578","25707.0","4429600.0","196000000"
"2022/08/22","22850","400","1.78","22250","23200","22100","1324669","30236.0","4478600.0","196000000"
"2022/08/19","22450","50","0.22","22550","22950","22400","846626","19155.0","4400200.0","196000000"
"2022/08/18","22400","150","0.67","22100","22700","21950","858885","19265.0","4390400.0","196000000"
"2022/08/17","22250","100","0.45","22350","23000","22250","1462892","33020.0","4361000.0","196000000"
"2022/08/16","22150","-50","-0.23","22200","22450","21850","852384","18897.0","4341400.0","196000000"
"2022/08/12","22200","800","3.74","21400","22450","21400","1849048","40910.0","4351200.0","196000000"
"2022/08/11","21400","300","1.42","21500","21950","21300","1934196","41712.0","4194400.0","196000000"
"2022/08/10","21100","650","3.18","20500","21500","20450","2399592","50610.0","4135600.0","196000000"
"2022/08/09","20450","450","2.25","20050","20600","19850","1201671","24353.0","4008200.0","196000000"
"2022/08/08","20000","200","1.01","19750","20100","19500","902460","17865.0","3920000.0","196000000"
"2022/08/05","19800","200","1.02","19600","20100","19550","989760","19669.0","3880800.0","196000000"
"2022/08/04","19600","-200","-1.01","19900","20050","19500","1049335","20718.0","3841600.0","196000000"
"2022/08/03","19800","300","1.54","19450","19850","19300","821368","16096.0","3880800.0","196000000"
"2022/08/02","19500","-300","-1.52","19800","19850","19400","549908","10752.0","3822000.0","196000000"
"2022/08/01","19800","200","1.02","19700","19900","19500","822938","16254.0","3880800.0","196000000"
"2022/07/29","19600","350","1.82","19350","19700","19200","1265378","24713.0","3841600.0","196000000"
"2022/07/28","19250","-600","-3.02","20000","20050","19050","1849565","35901.0","3773000.0","196000000"
"2022/07/27","19850","200","1.02","19600","19850","19550","728937","14396.0","3890600.0","196000000"
"2022/07/26","19650","200","1.03","19500","19850","19350","644237","12674.0","3851400.0","196000000"
"2022/07/25","19450","100","0.52","19200","19500","19150","474679","9192.0","3812200.0","196000000"
"2022/07/22","19350","-200","-1.02","19500","19700","19200","550264","10685.0","3792600.0","196000000"
"2022/07/21","19550","150","0.77","19350","19600","19250","587017","11395.0","3831800.0","196000000"
"2022/07/20","19400","50","0.26","19800","19800","19300","867218","16866.0","3802400.0","196000000"
"2022/07/19","19350","-200","-1.02","19550","19650","19300","460849","8967.0","3792600.0","196000000"
"2022/07/18","19550","950","5.11","18950","19650","18750","1184430","22849.0","3831800.0","196000000"
"2022/07/15","18600","-400","-2.11","19000","19150","18450","948687","17688.0","3645600.0","196000000"
"2022/07/14","19000","-300","-1.55","19150","19300","18550","1825324","34392.0","3724000.0","196000000"
"2022/07/13","19300","-700","-3.50","19700","19800","18600","2320541","44249.0","3782800.0","196000000"
"2022/07/12","20000","-350","-1.72","20300","20400","19600","930017","18544.0","3920000.0","196000000"
"2022/07/11","20350","-200","-0.97","20550","20750","20000","732566","14876.0","3988600.0","196000000"
"2022/07/08","20550","300","1.48","20500","21200","20450","1241192","25819.0","4027800.0","196000000"
"2022/07/07","20250","250","1.25","20150","20350","19200","1647556","32833.0","3969000.0","196000000"
"2022/07/06","20000","-2050","-9.30","21700","21750","20000","2435331","50036.0","3920000.0","196000000"
"2022/07/05","22050","100","0.46","22300","22700","21850","1045015","23172.0","4321800.0","196000000"
"2022/07/04","21950","-500","-2.23","22600","22700","21600","967773","21333.0","4302200.0","196000000"
"2022/07/01","22450","900","4.18","22050","22850","21700","1688751","37934.0","4400200.0","196000000"
"2022/06/30","21550","150","0.70","21400","22250","21000","1216525","26427.0","4223800.0","196000000"
"2022/06/29","21400","0","0.00","21000","21800","20900","689763","14774.0","4194400.0","196000000"
"2022/06/28","21400","300","1.42","21050","21600","20950","500861","10654.0","4194400.0","196000000"
"2022/06/27","21100","1000","4.98","20500","21300","20300","990853","20718.0","4135600.0","196000000"
"2022/06/24","20100","100","0.50","20000","20450","19500","917419","18437.0","3939600.0","196000000"
"2022/06/23","20000","-650","-3.15","20500","21050","19750","1569281","31700.0","3920000.0","196000000"
"2022/06/22","20650","-700","-3.28","21650","22200","20650","1134614","24173.0","4047400.0","196000000"
