일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","264500","10000","3.93","255000","266500","251000","287955","74966.0","6259950.0","23667107"
"2023/04/20","254500","-4000","-1.55","257500","258500","254000","133748","34164.0","6023279.0","23667107"
"2023/04/19","258500","1500","0.58","259500","260500","255500","123512","31894.0","6117947.0","23667107"
"2023/04/18","257000","-2000","-0.77","258000","258500","253500","176153","45089.0","6082446.0","23667107"
"2023/04/17","259000","-2500","-0.96","261000","261500","258000","141325","36590.0","6129781.0","23667107"
"2023/04/14","261500","0","0.00","266000","266500","261000","167550","44073.0","6188948.0","23667107"
"2023/04/13","261500","-3000","-1.13","261500","264500","260000","183994","48097.0","6188948.0","23667107"
"2023/04/12","264500","7500","2.92","257500","265500","255000","272375","71101.0","6259950.0","23667107"
"2023/04/11","257000","-4000","-1.53","260000","260500","256000","276952","71317.0","6082446.0","23667107"
"2023/04/10","261000","5500","2.15","257000","261500","255500","193878","50162.0","6177115.0","23667107"
"2023/04/07","255500","500","0.20","257000","258000","253500","259746","66345.0","6046946.0","23667107"
"2023/04/06","255000","-12000","-4.49","265000","267000","254000","306612","79088.0","6035112.0","23667107"
"2023/04/05","267000","2000","0.75","264500","269000","264500","126828","33822.0","6319118.0","23667107"
"2023/04/04","265000","-6500","-2.39","272000","272000","264000","173038","46128.0","6271783.0","23667107"
"2023/04/03","271500","1000","0.37","273000","273000","267000","215759","58208.0","6425620.0","23667107"
"2023/03/31","270500","-500","-0.18","272000","274000","269000","161597","43828.0","6401952.0","23667107"
"2023/03/30","271000","2000","0.74","272500","275000","270000","231281","62707.0","6413786.0","23667107"
"2023/03/29","269000","1500","0.56","268000","272500","266500","136100","36677.0","6366452.0","23667107"
"2023/03/28","267500","1500","0.56","264500","270000","262500","211814","56544.0","6330951.0","23667107"
"2023/03/27","266000","8000","3.10","261500","266500","255500","293772","77101.0","6295450.0","23667107"
"2023/03/24","258000","8000","3.20","249000","260000","248500","328774","84228.0","6106114.0","23667107"
"2023/03/23","250000","-2500","-0.99","250000","254500","248500","274986","68854.0","5916777.0","23667107"
"2023/03/22","252500","2500","1.00","252500","253000","249000","169904","42658.0","5975945.0","23667107"
"2023/03/21","250000","-3500","-1.38","255000","255500","249000","208332","52178.0","5916777.0","23667107"
"2023/03/20","253500","0","0.00","253500","257000","253000","107671","27421.0","5999612.0","23667107"
"2023/03/17","253500","500","0.20","257000","261000","253500","203507","52221.0","5999612.0","23667107"
"2023/03/16","253000","1000","0.40","251000","256500","248000","181290","45727.0","5987778.0","23667107"
"2023/03/15","252000","-4000","-1.56","262000","262000","251000","237908","60750.0","5964111.0","23667107"
"2023/03/14","256000","-12000","-4.48","268000","268000","256000","234044","60701.0","6058779.0","23667107"
"2023/03/13","268000","2500","0.94","264500","269500","263500","147413","39304.0","6342785.0","23667107"
"2023/03/10","265500","-7000","-2.57","269000","271500","263000","214275","57105.0","6283617.0","23667107"
"2023/03/09","272500","-1000","-0.37","275000","276500","272000","259033","70977.0","6449287.0","23667107"
"2023/03/08","273500","-5500","-1.97","275000","277000","272000","167696","46002.0","6472954.0","23667107"
"2023/03/07","279000","-2500","-0.89","281500","281500","276000","173710","48508.0","6603123.0","23667107"
"2023/03/06","281500","11000","4.07","274000","282500","271000","353560","98241.0","6662291.0","23667107"
"2023/03/03","270500","-1000","-0.37","274000","276000","269000","205224","55829.0","6401952.0","23667107"
"2023/03/02","271500","-5500","-1.99","277000","278000","271000","275812","75425.0","6425620.0","23667107"
"2023/02/28","277000","-6500","-2.29","284000","284000","277000","216724","60484.0","6555789.0","23667107"
"2023/02/27","283500","500","0.18","278000","283500","277000","115780","32502.0","6709625.0","23667107"
"2023/02/24","283000","-7500","-2.58","289000","290500","281500","220184","62780.0","6697791.0","23667107"
"2023/02/23","290500","4500","1.57","289000","291500","287000","146833","42507.0","6875295.0","23667107"
"2023/02/22","286000","-7500","-2.56","287000","290000","283500","204897","58759.0","6768793.0","23667107"
"2023/02/21","293500","-1000","-0.34","294500","296000","291000","163684","47980.0","6946296.0","23667107"
"2023/02/20","294500","6000","2.08","288000","296000","285000","229385","67009.0","6969963.0","23667107"
"2023/02/17","288500","-1500","-0.52","285000","292000","285000","140363","40571.0","6827960.0","23667107"
"2023/02/16","290000","14500","5.26","277500","291000","277000","303423","87028.0","6863461.0","23667107"
"2023/02/15","275500","-5500","-1.96","283500","284000","275500","164574","45767.0","6520288.0","23667107"
"2023/02/14","281000","3500","1.26","280000","285000","279500","146858","41409.0","6650457.0","23667107"
"2023/02/13","277500","-7000","-2.46","282000","282000","276500","172768","48164.0","6567622.0","23667107"
"2023/02/10","284500","-7000","-2.40","288000","289000","283500","219633","62777.0","6733292.0","23667107"
"2023/02/09","291500","-500","-0.17","288000","291500","285000","271467","78384.0","6898962.0","23667107"
"2023/02/08","292000","14500","5.23","280000","295000","279500","460294","133068.0","6910795.0","23667107"
"2023/02/07","277500","-2500","-0.89","278500","280000","274500","191583","53154.0","6567622.0","23667107"
"2023/02/06","280000","0","0.00","281000","286000","278000","208745","58966.0","6626790.0","23667107"
"2023/02/03","280000","2500","0.90","276000","280500","274000","168280","46834.0","6626790.0","23667107"
"2023/02/02","277500","5500","2.02","276000","279500","275000","272483","75713.0","6567622.0","23667107"
"2023/02/01","272000","500","0.18","272500","275000","271000","151282","41270.0","6437453.0","23667107"
