일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","735000","-14000","-1.87","746000","756000","729000","165107","121951.0","5.054193E7","68764530"
"2023/04/20","749000","-9000","-1.19","753000","765000","746000","182001","136929.0","5.1504633E7","68764530"
"2023/04/19","758000","-8000","-1.04","766000","766000","752000","221589","167981.0","5.2123514E7","68764530"
"2023/04/18","766000","11000","1.46","755000","774000","746000","291568","222492.0","5.267363E7","68764530"
"2023/04/17","755000","-7000","-0.92","757000","760000","749000","214568","161852.0","5.191722E7","68764530"
"2023/04/14","762000","-7000","-0.91","773000","775000","750000","236270","179730.0","5.2398572E7","68764530"
"2023/04/13","769000","5000","0.65","753000","769000","744000","278712","212309.0","5.2879924E7","68764530"
"2023/04/12","764000","-3000","-0.39","776000","779000","751000","290987","222668.0","5.2536101E7","68764530"
"2023/04/11","767000","18000","2.40","756000","776000","746000","441472","336457.0","5.2742395E7","68764530"
"2023/04/10","749000","11000","1.49","738000","756000","735000","352685","263849.0","5.1504633E7","68764530"
"2023/04/07","738000","-7000","-0.94","742000","747000","731000","259085","191613.0","5.0748223E7","68764530"
"2023/04/06","745000","-33000","-4.24","764000","766000","741000","402833","301966.0","5.1229575E7","68764530"
"2023/04/05","778000","52000","7.16","730000","787000","727000","470031","357641.0","5.3498804E7","68764530"
"2023/04/04","726000","-19000","-2.55","740000","750000","724000","208636","153616.0","4.9923049E7","68764530"
"2023/04/03","745000","10000","1.36","750000","750000","730000","222650","165048.0","5.1229575E7","68764530"
"2023/03/31","735000","14000","1.94","722000","735000","714000","248260","180826.0","5.054193E7","68764530"
"2023/03/30","721000","-14000","-1.90","736000","736000","721000","205051","148916.0","4.9579226E7","68764530"
"2023/03/29","735000","13000","1.80","716000","735000","716000","266278","193430.0","5.054193E7","68764530"
"2023/03/28","722000","-1000","-0.14","720000","725000","710000","171326","123208.0","4.9647991E7","68764530"
"2023/03/27","723000","4000","0.56","726000","738000","721000","253432","184263.0","4.9716755E7","68764530"
"2023/03/24","719000","-27000","-3.62","741000","741000","712000","266419","192271.0","4.9441697E7","68764530"
"2023/03/23","746000","14000","1.91","721000","751000","721000","294624","217403.0","5.1298339E7","68764530"
"2023/03/22","732000","15000","2.09","725000","735000","720000","241511","175896.0","5.0335636E7","68764530"
"2023/03/21","717000","2000","0.28","725000","732000","708000","217229","156091.0","4.9304168E7","68764530"
"2023/03/20","715000","-6000","-0.83","709000","724000","707000","178753","127891.0","4.9166639E7","68764530"
"2023/03/17","721000","-18000","-2.44","745000","747000","705000","344508","247521.0","4.9579226E7","68764530"
"2023/03/16","739000","5000","0.68","724000","739000","716000","214875","156883.0","5.0816988E7","68764530"
"2023/03/15","734000","9000","1.24","728000","748000","726000","237535","174864.0","5.0473165E7","68764530"
"2023/03/14","725000","-13000","-1.76","728000","733000","711000","291764","210077.0","4.9854284E7","68764530"
"2023/03/13","738000","1000","0.14","738000","745000","722000","212946","156520.0","5.0748223E7","68764530"
"2023/03/10","737000","5000","0.68","722000","741000","721000","233482","171182.0","5.0679459E7","68764530"
"2023/03/09","732000","-22000","-2.92","756000","757000","730000","406161","299080.0","5.0335636E7","68764530"
"2023/03/08","754000","-39000","-4.92","786000","786000","754000","467520","357109.0","5.1848456E7","68764530"
"2023/03/07","793000","12000","1.54","779000","801000","768000","599331","472862.0","5.4530272E7","68764530"
"2023/03/06","781000","50000","6.84","748000","781000","743000","754225","575119.0","5.3705098E7","68764530"
"2023/03/03","731000","21000","2.96","711000","740000","705000","327824","237350.0","5.0266871E7","68764530"
"2023/03/02","710000","14000","2.01","693000","713000","693000","312760","220113.0","4.8822816E7","68764530"
"2023/02/28","696000","18000","2.65","683000","703000","681000","272721","189262.0","4.7860113E7","68764530"
"2023/02/27","678000","-2000","-0.29","669000","679000","667000","167158","112398.0","4.6622351E7","68764530"
"2023/02/24","680000","-1000","-0.15","681000","696000","678000","199538","136596.0","4.675988E7","68764530"
"2023/02/23","681000","-3000","-0.44","680000","688000","668000","224390","152316.0","4.6828645E7","68764530"
"2023/02/22","684000","-8000","-1.16","682000","690000","677000","221152","151287.0","4.7034939E7","68764530"
"2023/02/21","692000","0","0.00","693000","700000","687000","177333","123028.0","4.7585055E7","68764530"
"2023/02/20","692000","-11000","-1.56","694000","696000","678000","260095","179014.0","4.7585055E7","68764530"
"2023/02/17","703000","-31000","-4.22","722000","728000","702000","240700","171232.0","4.8341465E7","68764530"
"2023/02/16","734000","8000","1.10","730000","738000","726000","203038","148952.0","5.0473165E7","68764530"
"2023/02/15","726000","-13000","-1.76","739000","743000","724000","270642","198348.0","4.9923049E7","68764530"
"2023/02/14","739000","16000","2.21","727000","740000","725000","199650","146608.0","5.0816988E7","68764530"
"2023/02/13","723000","-12000","-1.63","729000","729000","718000","216393","156481.0","4.9716755E7","68764530"
"2023/02/10","735000","-3000","-0.41","727000","736000","718000","198917","144721.0","5.054193E7","68764530"
"2023/02/09","738000","8000","1.10","726000","739000","723000","248965","182930.0","5.0748223E7","68764530"
"2023/02/08","730000","19000","2.67","715000","733000","709000","268936","194909.0","5.0198107E7","68764530"
"2023/02/07","711000","10000","1.43","695000","717000","690000","207203","146983.0","4.8891581E7","68764530"
"2023/02/06","701000","-13000","-1.82","707000","716000","701000","196338","138848.0","4.8203936E7","68764530"
"2023/02/03","714000","-2000","-0.28","723000","724000","702000","192762","137571.0","4.9097874E7","68764530"
"2023/02/02","716000","-4000","-0.56","722000","729000","712000","235254","168945.0","4.9235403E7","68764530"
"2023/02/01","720000","35000","5.11","697000","721000","691000","397659","283588.0","4.9510462E7","68764530"
"2023/01/31","685000","-2000","-0.29","697000","704000","682000","438716","304175.0","4.7103703E7","68764530"
"2023/01/30","687000","0","0.00","694000","694000","680000","321921","220789.0","4.7241232E7","68764530"
"2023/01/27","687000","15000","2.23","680000","689000","668000","264725","180539.0","4.7241232E7","68764530"
"2023/01/26","672000","23000","3.54","658000","676000","644000","279651","185290.0","4.6209764E7","68764530"
"2023/01/25","649000","30000","4.85","635000","652000","632000","254026","164263.0","4.462818E7","68764530"
"2023/01/20","619000","9000","1.48","613000","620000","608000","152086","93531.0","4.2565244E7","68764530"
"2023/01/19","610000","-3000","-0.49","611000","617000","604000","150375","91647.0","4.1946363E7","68764530"
"2023/01/18","613000","-3000","-0.49","620000","620000","606000","129238","79103.0","4.2152657E7","68764530"
"2023/01/17","616000","-8000","-1.28","622000","624000","611000","133980","82661.0","4.235895E7","68764530"
"2023/01/16","624000","-7000","-1.11","630000","637000","622000","129998","81613.0","4.2909067E7","68764530"
"2023/01/13","631000","2000","0.32","629000","638000","629000","155677","98365.0","4.3390418E7","68764530"
"2023/01/12","629000","5000","0.80","631000","633000","622000","240833","151457.0","4.3252889E7","68764530"
"2023/01/11","624000","12000","1.96","618000","626000","612000","215996","133861.0","4.2909067E7","68764530"
"2023/01/10","612000","12000","2.00","606000","620000","604000","248950","152476.0","4.2083892E7","68764530"
"2023/01/09","600000","14000","2.39","592000","602000","586000","227969","135883.0","4.1258718E7","68764530"
"2023/01/06","586000","3000","0.51","578000","594000","574000","224115","131301.0","4.0296015E7","68764530"
"2023/01/05","583000","-20000","-3.32","612000","612000","582000","367433","217045.0","4.0089721E7","68764530"
"2023/01/04","603000","-2000","-0.33","596000","606000","581000","223659","133263.0","4.1465012E7","68764530"
"2023/01/03","605000","3000","0.50","613000","618000","596000","203771","122999.0","4.1602541E7","68764530"
"2023/01/02","602000","11000","1.86","597000","616000","597000","142102","86329.0","4.1396247E7","68764530"
"2022/12/29","591000","-12000","-1.99","604000","606000","591000","197767","118177.0","4.0639837E7","68764530"
"2022/12/28","603000","-21000","-3.37","617000","622000","600000","238902","144865.0","4.1465012E7","68764530"
"2022/12/27","624000","0","0.00","628000","634000","617000","178861","111607.0","4.2909067E7","68764530"
"2022/12/26","624000","2000","0.32","618000","627000","618000","124629","77752.0","4.2909067E7","68764530"
"2022/12/23","622000","-15000","-2.35","626000","628000","614000","204131","126650.0","4.2771538E7","68764530"
"2022/12/22","637000","3000","0.47","637000","644000","631000","169014","107452.0","4.3803006E7","68764530"
"2022/12/21","634000","-11000","-1.71","646000","646000","628000","165675","105179.0","4.3596712E7","68764530"
"2022/12/20","645000","-2000","-0.31","646000","654000","638000","129253","83379.0","4.4353122E7","68764530"
"2022/12/19","647000","-20000","-3.00","658000","659000","642000","199805","129672.0","4.4490651E7","68764530"
"2022/12/16","667000","2000","0.30","654000","667000","648000","270035","177996.0","4.5865942E7","68764530"
