일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","66000","200","0.30","65700","66100","65100","184840","12157.0","1.32E7","200000000"
"2023/04/20","65800","600","0.92","65000","65800","64800","147172","9638.0","1.316E7","200000000"
"2023/04/19","65200","600","0.93","64300","65200","64300","147741","9592.0","1.304E7","200000000"
"2023/04/18","64600","-100","-0.15","64100","65000","64000","158106","10196.0","1.292E7","200000000"
"2023/04/17","64700","0","0.00","64300","64900","64200","128339","8279.0","1.294E7","200000000"
"2023/04/14","64700","600","0.94","64200","65200","64100","247507","16019.0","1.294E7","200000000"
"2023/04/13","64100","200","0.31","63400","64100","63300","231270","14785.0","1.282E7","200000000"
"2023/04/12","63900","1500","2.40","62200","63900","62200","242065","15358.0","1.278E7","200000000"
"2023/04/11","62400","900","1.46","61600","62800","61600","176433","10992.0","1.248E7","200000000"
"2023/04/10","61500","-100","-0.16","61400","62200","61300","161008","9940.0","1.23E7","200000000"
"2023/04/07","61600","0","0.00","61700","62000","61200","111269","6862.0","1.232E7","200000000"
"2023/04/06","61600","-900","-1.44","62600","62700","61600","166631","10316.0","1.232E7","200000000"
"2023/04/05","62500","-300","-0.48","62900","63400","62400","114284","7177.0","1.25E7","200000000"
"2023/04/04","62800","400","0.64","62200","62800","62100","192293","12013.0","1.256E7","200000000"
"2023/04/03","62400","-400","-0.64","62400","63000","62100","170636","10637.0","1.248E7","200000000"
"2023/03/31","62800","200","0.32","62300","63300","62200","251443","15814.0","1.256E7","200000000"
"2023/03/30","62600","-800","-1.26","63000","63300","62200","258666","16205.0","1.252E7","200000000"
"2023/03/29","63400","600","0.96","63100","63700","62600","219195","13864.0","1.268E7","200000000"
"2023/03/28","62800","400","0.64","62600","63000","62300","135143","8463.0","1.256E7","200000000"
"2023/03/27","62400","-200","-0.32","62700","62800","61600","246266","15317.0","1.248E7","200000000"
"2023/03/24","62600","-1400","-2.19","63500","63600","62200","317440","19895.0","1.252E7","200000000"
"2023/03/23","64000","-1100","-1.69","64300","65300","63500","253327","16201.0","1.28E7","200000000"
"2023/03/22","65100","1000","1.56","64700","65800","64300","229898","14966.0","1.302E7","200000000"
"2023/03/21","64100","500","0.79","63200","64700","63200","159032","10216.0","1.282E7","200000000"
"2023/03/20","63600","-500","-0.78","64400","64500","63200","135668","8646.0","1.272E7","200000000"
"2023/03/17","64100","300","0.47","64000","64700","63500","281694","18051.0","1.282E7","200000000"
"2023/03/16","63800","-2200","-3.33","65000","65300","63500","268335","17194.0","1.276E7","200000000"
"2023/03/15","66000","0","0.00","66100","66400","65500","186641","12321.0","1.32E7","200000000"
"2023/03/14","66000","-900","-1.35","66200","66200","64600","317801","20809.0","1.32E7","200000000"
"2023/03/13","66900","300","0.45","67000","67100","65700","175799","11688.0","1.338E7","200000000"
"2023/03/10","66600","0","0.00","66600","67300","66200","251869","16798.0","1.332E7","200000000"
"2023/03/09","66600","200","0.30","66500","67400","66000","280459","18700.0","1.332E7","200000000"
