일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2023/04/21","107800","400","0.37","107000","108100","106900","157040","16889.0","2.0146427E7","186887081"
"2023/04/20","107400","-900","-0.83","108300","108300","107000","232802","25016.0","2.0071672E7","186887081"
"2023/04/19","108300","700","0.65","107700","109200","107700","211125","22929.0","2.0239871E7","186887081"
"2023/04/18","107600","-900","-0.83","108100","108900","107500","247520","26722.0","2.010905E7","186887081"
"2023/04/17","108500","-1500","-1.36","109600","110300","107900","253946","27560.0","2.0277248E7","186887081"
"2023/04/14","110000","1100","1.01","109200","111000","109200","307796","33957.0","2.0557579E7","186887081"
"2023/04/13","108900","-600","-0.55","108700","109700","108500","244924","26701.0","2.0352003E7","186887081"
"2023/04/12","109500","1500","1.39","108000","109600","107800","278593","30407.0","2.0464135E7","186887081"
"2023/04/11","108000","1700","1.60","106400","108700","106300","281490","30333.0","2.0183805E7","186887081"
"2023/04/10","106300","-600","-0.56","106800","107400","106100","230582","24610.0","1.9866097E7","186887081"
"2023/04/07","106900","-200","-0.19","107300","107900","106600","193663","20767.0","1.9978229E7","186887081"
"2023/04/06","107100","-2100","-1.92","109200","109200","107100","245745","26483.0","2.0015606E7","186887081"
"2023/04/05","109200","800","0.74","108700","109600","108400","147336","16073.0","2.0408069E7","186887081"
"2023/04/04","108400","200","0.18","108800","109400","107700","203558","22065.0","2.025856E7","186887081"
"2023/04/03","108200","0","0.00","108200","109100","108100","175895","19095.0","2.0221182E7","186887081"
"2023/03/31","108200","-300","-0.28","109000","110200","108200","244363","26595.0","2.0221182E7","186887081"
"2023/03/30","108500","300","0.28","108500","109300","107700","220621","23939.0","2.0277248E7","186887081"
"2023/03/29","108200","100","0.09","108100","108700","107600","165546","17894.0","2.0221182E7","186887081"
"2023/03/28","108100","800","0.75","107200","108100","107000","188211","20277.0","2.0202493E7","186887081"
"2023/03/27","107300","-900","-0.83","108000","108300","106700","161500","17310.0","2.0052984E7","186887081"
"2023/03/24","108200","-300","-0.28","108100","108600","107400","219934","23742.0","2.0221182E7","186887081"
"2023/03/23","108500","-100","-0.09","108600","108800","107600","245943","26584.0","2.0277248E7","186887081"
"2023/03/22","108600","-200","-0.18","109300","109400","108100","161417","17516.0","2.0295937E7","186887081"
"2023/03/21","108800","600","0.55","108600","109800","108500","124868","13622.0","2.0333314E7","186887081"
