,retail_1,foreigner_1,institution_1,financial_1,invtrust_1,pension_1,privequity_1,bank_1,insurance_1,financeetc_1,corporateetc_1,foreigneretc_1,retail_2,foreigner_2,institution_2,financial_2,invtrust_2,pension_2,privequity_2,bank_2,insurance_2,financeetc_2,corporateetc_2,foreigneretc_2,open_1,high_1,low_1,close_1,vol_1,open_2,high_2,low_2,close_2,vol_2,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-07,-1.01992,-1.57462,-0.95092,-0.57774,-1.0636,-1.76861,0.5,-1.0,4.75,-1.0,-0.66057,0.66667,-1.16024,-0.62961,-0.93504,-0.67103,-1.28659,-6.40952,1.11111,-1.0,-12.5,-1.0,-391.0,-1.4,-0.0156,-0.02231,-0.01587,-0.02144,-0.10279,-0.02114,-0.02369,-0.03667,-0.03928,0.6468,3,1,1,1,1,1
2022-01-10,148.13889,9.43079,-54.73548,-1.3623,87.44681,2.82394,-9.67544,-1.0,31.69565,inf,-3.81282,-3.6,-3.97122,-6.99374,-3.63743,-1.15299,-6.62517,-3.93911,-14.01316,-1.0,187.0,inf,-1.95474,-5.33333,-0.01587,0.05278,-0.00146,0.06862,0.92734,-0.03122,0.02929,-0.0173,0.04571,0.72923,4,1,1,1,1,1
2022-01-11,0.07997,-1.08051,1.13699,6.13415,-0.63988,3.94153,2.2275,-inf,-0.25931,13.23077,-0.57338,11.80769,160.06481,-1.83981,-115.83226,-3.58468,30.85106,17.89613,-29.0,-inf,23.21739,inf,-2.2,-34.3,0.09224,0.0515,0.09092,0.04509,1.71725,0.07491,0.107,0.08933,0.1168,4.23706,0,0,0,0,0,0
2022-01-12,-1.39126,20.02963,-0.78336,-0.62849,-0.14228,-0.86481,-1.01535,-1.0,-0.06822,-1.0,0.43376,-1.06607,-1.42255,-2.69316,-0.53704,1.65041,-0.69112,-0.33195,-1.04954,-1.0,-0.30984,-1.0,-0.38833,-1.84615,0.01878,-0.01806,-0.01614,-0.03791,-0.61057,0.11276,0.03252,0.07331,0.00548,0.05819,1,1,1,1,1,1
2022-01-13,-5.75022,-2.0664,4.27905,7.71779,0.72741,3.60165,-61.79592,-inf,4.29865,inf,-1.14605,-2.77273,0.85858,-23.42593,0.14366,2.23875,0.48163,-0.3779,-0.06673,-0.85124,3.93716,-0.65405,-1.2094,-0.88288,-0.00791,0.04725,0.02186,0.06521,1.43888,0.01072,0.02834,0.00537,0.02483,-0.05022,2,1,1,0,0,0
2022-01-14,-1.01819,-1.66408,-0.62665,-0.90922,0.28855,-0.43582,-1.06109,-1.0,-0.76655,-1.0,1.04082,-2.41026,-0.91361,-0.29183,0.97095,-0.20859,1.22586,1.59614,2.71429,-1.0,0.23699,-1.0,-1.29806,1.5,0.03183,0.00376,0.03343,0.00509,-0.45538,0.02367,0.05119,0.05602,0.07064,0.32827,3,0,0,0,0,0
2022-01-17,-0.69218,-0.7237,-0.73816,-5.04845,-0.41148,-0.69896,-4.33516,-1.0,0.07009,-inf,-1.19,-0.78182,-1.0056,-1.18348,-0.90224,-1.36752,-0.24166,-0.83016,-0.79624,-1.0,-0.75018,-1.46875,-1.38776,-1.30769,0.0,-0.01249,0.00129,-0.00761,-0.46814,0.03183,-0.00878,0.03476,-0.00256,-0.71034,4,0,0,0,0,0
2022-01-18,4.01657,-1.17012,-1.7608,-0.93585,-0.93995,-0.72928,-3.56837,-inf,-1.18049,-1.9,4.31579,1.08333,0.54422,-1.047,-1.19921,-1.25969,-0.96466,-0.9185,7.56593,-inf,-1.19315,inf,-2.01,-0.54545,-0.01028,-0.00505,-0.01808,-0.02685,-0.03338,-0.01028,-0.01747,-0.01682,-0.03426,-0.4859,0,1,0,0,0,0
2022-01-19,-5.79736,-2.69577,-4.32893,-1.30597,10.25743,11.59283,-0.8576,-0.90226,-0.57258,9.51852,-1.12871,-1.68,-25.0663,-0.71152,1.53266,-1.01963,-0.32402,2.40917,-1.36573,-inf,-1.07715,-10.46667,-1.68421,-2.41667,-0.00908,-0.02414,-0.01449,0.00131,0.01905,-0.01927,-0.02906,-0.03231,-0.02558,-0.01497,1,1,1,1,1,0
2022-01-20,1.323,3.94384,1.69147,13.0,2.79332,-0.44697,-24.0991,-2.38462,-26.45283,-0.84155,9.92308,-1.41176,-12.14427,-9.3836,-9.95971,-5.28358,41.70297,5.96417,-4.28929,-1.13534,-11.87903,0.66667,-2.40594,-0.72,-0.02229,0.03515,-0.004,0.01839,0.85928,-0.03117,0.01016,-0.01844,0.01972,0.8947,2,0,0,0,0,0
