date,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2
2022-12-21,0.28%,-0.214828876,0.24%,0.262506378,-0.95%,-1.008016619,-0.16%,-1.335653785,0.01%,-1.478689769,0.10%,-0.573941445,-0.62%,-1.990068781,0.10%,-0.797952424,2.83%,5.155226431,0.04%,1.431424767,1.70%,0.891719745,-4.19%,-5.039793345,1.20%,2.422930947,0.31%,0.073476246,1.52%,1.652395135,-0.06%,-0.418822706,-1.13%,-2.771051174,0.14%,-0.37384348,0.06%,-0.351360458,-0.02%,-0.059113347,0.16%,-1.260733155,0.72%,-1.479951996,0.65%,-0.697747725,0.41%,0.780969031,-0.21%,-1.17730222,-0.65%,-1.888764769,1.22%,0.698943168,0.21%,-1.579616476,-0.86%,-1.895102429,0.13%,-0.774862049,1.28%,-0.635488083,0.09%,0.071662259,5.72%,6.985074627,3.52%,3.68852459,-1.96%,-1.990489232,-0.80%,-1.132616683,-1.35%,-1.967208107,,0.28%,-0.214828876,0.24%,0.262506378,-0.95%,-1.008016619,-0.16%,-1.335653785,0.01%,-1.478689769,0.10%,-0.573941445,-0.62%,-1.990068781,0.10%,-0.797952424,2.83%,5.155226431,0.04%,1.431424767,1.70%,0.891719745,-4.19%,-5.039793345,1.20%,2.422930947,0.31%,0.073476246,1.52%,1.652395135,-0.06%,-0.418822706,-1.13%,-2.771051174,0.14%,-0.37384348,0.06%,-0.351360458,-0.02%,-0.059113347,0.16%,-1.260733155,0.72%,-1.479951996,0.65%,-0.697747725,0.41%,0.780969031,-0.21%,-1.17730222,-0.65%,-1.888764769,1.22%,0.698943168,0.21%,-1.579616476,-0.86%,-1.895102429,0.13%,-0.774862049,1.28%,-0.635488083,0.09%,0.071662259,5.72%,6.985074627,3.52%,3.68852459,-1.96%,-1.990489232,-0.80%,-1.132616683,-1.35%,-1.967208107,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-22,1.60%,1.889462469,1.56%,1.807539502,0.23%,-0.715140389,1.42%,1.261921247,1.54%,1.548827753,1.47%,1.56676635,2.36%,1.717011329,1.49%,1.592074726,-0.51%,2.311977716,-1.00%,-0.959170751,-0.60%,1.097361662,-6.56%,-10.48171442,2.89%,4.122886519,1.70%,2.013427822,1.89%,3.436061977,1.31%,1.246366349,1.58%,0.433952474,1.85%,1.990805387,1.36%,1.419740511,0.82%,0.802282136,1.68%,1.835119052,1.19%,1.915219619,0.84%,1.492113984,1.73%,2.146821707,1.43%,1.222788581,1.37%,0.716412654,1.96%,3.203557688,1.67%,1.884275755,1.50%,0.62431898,1.36%,1.487233435,1.27%,2.569273509,1.55%,1.648569446,-0.47%,5.221238938,-0.95%,2.536824877,0.37%,-1.606196002,-0.19%,-0.987172333,-0.35%,-1.696777813,,1.60%,1.889462469,1.56%,1.807539502,0.23%,-0.715140389,1.42%,1.261921247,1.54%,1.548827753,1.47%,1.56676635,2.36%,1.717011329,1.49%,1.592074726,-0.51%,2.311977716,-1.00%,-0.959170751,-0.60%,1.097361662,-6.56%,-10.48171442,2.89%,4.122886519,1.70%,2.013427822,1.89%,3.436061977,1.31%,1.246366349,1.58%,0.433952474,1.85%,1.990805387,1.36%,1.419740511,0.82%,0.802282136,1.68%,1.835119052,1.19%,1.915219619,0.84%,1.492113984,1.73%,2.146821707,1.43%,1.222788581,1.37%,0.716412654,1.96%,3.203557688,1.67%,1.884275755,1.50%,0.62431898,1.36%,1.487233435,1.27%,2.569273509,1.55%,1.648569446,-0.47%,5.221238938,-0.95%,2.536824877,0.37%,-1.606196002,-0.19%,-0.987172333,-0.35%,-1.696777813,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-23,-1.05%,0.541100201,-1.08%,0.468943818,0.27%,0.502862845,-2.47%,-1.087175357,-2.18%,-0.673077573,-1.45%,0,-4.20%,-1.947245613,-1.45%,0.020148523,0.35%,-0.162513543,1.34%,0.33053589,0.05%,-0.550964187,9.47%,2.281190789,-1.02%,1.839928497,-0.98%,0.710878227,-2.31%,-0.463995109,-0.16%,1.145776336,-2.59%,-1.047879686,-1.25%,0.569555209,-0.63%,0.713660746,-0.29%,0.5298075,-2.54%,-0.907000825,-1.15%,0.019014248,-0.94%,-0.113729755,-0.51%,1.208602863,-0.84%,0.577736502,-2.42%,-1.078674798,-1.13%,0.810837841,-2.77%,-1.148143325,-1.36%,0.115437714,-0.85%,0.499677026,0.00%,1.268945402,-0.44%,1.104861208,-1.91%,-2.371651786,-1.54%,-2.476943347,1.32%,1.691012269,1.19%,1.004587557,0.97%,0.617740767,,-1.05%,0.541100201,-1.08%,0.468943818,0.27%,0.502862845,-2.47%,-1.087175357,-2.18%,-0.673077573,-1.45%,0,-4.20%,-1.947245613,-1.45%,0.020148523,0.35%,-0.162513543,1.34%,0.33053589,0.05%,-0.550964187,9.47%,2.281190789,-1.02%,1.839928497,-0.98%,0.710878227,-2.31%,-0.463995109,-0.16%,1.145776336,-2.59%,-1.047879686,-1.25%,0.569555209,-0.63%,0.713660746,-0.29%,0.5298075,-2.54%,-0.907000825,-1.15%,0.019014248,-0.94%,-0.113729755,-0.51%,1.208602863,-0.84%,0.577736502,-2.42%,-1.078674798,-1.13%,0.810837841,-2.77%,-1.148143325,-1.36%,0.115437714,-0.85%,0.499677026,0.00%,1.268945402,-0.44%,1.104861208,-1.91%,-2.371651786,-1.54%,-2.476943347,1.32%,1.691012269,1.19%,1.004587557,0.97%,0.617740767,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-27,0.53%,-0.516983153,0.50%,-0.577914147,-0.11%,0.156963623,0.19%,-2.287264546,0.21%,-1.974997253,0.53%,-0.92171798,0.09%,-4.12214066,0.59%,-0.86684337,1.76%,2.123604683,1.11%,2.469691229,0.07%,0.11778291,-5.01%,3.986054592,2.67%,1.622169662,0.62%,-0.366208807,3.16%,0.778086209,0.08%,-0.075481446,0.71%,-1.895714329,0.57%,-0.690399916,1.05%,0.41188368,0.53%,0.235960248,0.12%,-2.428146381,1.08%,-0.087696937,0.72%,-0.233617361,0.70%,0.18476821,0.49%,-0.359322336,0.62%,-1.815425521,0.55%,-0.592589686,0.16%,-2.610579995,0.79%,-0.585150328,0.75%,-0.10506294,-1.51%,-1.512901403,0.48%,0.030227067,2.51%,2.506336243,1.62%,1.615074024,,,0.15%,-1.679873733,-0.44%,-1.3726735,,0.53%,-0.516983153,0.50%,-0.577914147,-0.11%,0.156963623,0.19%,-2.287264546,0.21%,-1.974997253,0.53%,-0.92171798,0.09%,-4.12214066,0.59%,-0.86684337,1.76%,2.123604683,1.11%,2.469691229,0.07%,0.11778291,-5.01%,3.986054592,2.67%,1.622169662,0.62%,-0.366208807,3.16%,0.778086209,0.08%,-0.075481446,0.71%,-1.895714329,0.57%,-0.690399916,1.05%,0.41188368,0.53%,0.235960248,0.12%,-2.428146381,1.08%,-0.087696937,0.72%,-0.233617361,0.70%,0.18476821,0.49%,-0.359322336,0.62%,-1.815425521,0.55%,-0.592589686,0.16%,-2.610579995,0.79%,-0.585150328,0.75%,-0.10506294,-1.51%,-1.512901403,0.48%,0.030227067,2.51%,2.506336243,1.62%,1.615074024,,,0.15%,-1.679873733,-0.44%,-1.3726735,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-28,0.11%,0.648158015,0.12%,0.626355095,-0.11%,-0.224726692,-1.44%,-1.25517335,-1.38%,-1.173045432,-0.38%,0.149379749,-1.79%,-1.703692567,-0.40%,0.179468866,2.81%,2.61263663,1.18%,1.275563258,-1.32%,-0.555927199,3.74%,-1.456530291,-0.04%,2.632599009,-0.03%,0.581409166,1.14%,4.340576987,-0.27%,-0.18333389,-1.64%,-0.941085466,0.33%,0.8983991,0.62%,1.677680397,0.47%,0.996466682,-0.97%,-0.858712031,-1.18%,-0.114073467,0.03%,0.74615003,0.07%,0.770668073,-0.81%,-0.32648654,-1.63%,-1.01745797,-0.15%,0.398049271,-1.43%,-1.264158683,-0.36%,0.423788342,-0.04%,0.71181978,-2.22%,-3.694473907,0.35%,0.829707255,-0.77%,1.717825965,-0.37%,1.238223419,1.87%,-1.514645296,0.68%,0.825525379,-0.17%,-0.60646321,,0.11%,0.648158015,0.12%,0.626355095,-0.11%,-0.224726692,-1.44%,-1.25517335,-1.38%,-1.173045432,-0.38%,0.149379749,-1.79%,-1.703692567,-0.40%,0.179468866,2.81%,2.61263663,1.18%,1.275563258,-1.32%,-0.555927199,3.74%,-1.456530291,-0.04%,2.632599009,-0.03%,0.581409166,1.14%,4.340576987,-0.27%,-0.18333389,-1.64%,-0.941085466,0.33%,0.8983991,0.62%,1.677680397,0.47%,0.996466682,-0.97%,-0.858712031,-1.18%,-0.114073467,0.03%,0.74615003,0.07%,0.770668073,-0.81%,-0.32648654,-1.63%,-1.01745797,-0.15%,0.398049271,-1.43%,-1.264158683,-0.36%,0.423788342,-0.04%,0.71181978,-2.22%,-3.694473907,0.35%,0.829707255,-0.77%,1.717825965,-0.37%,1.238223419,1.87%,-1.514645296,0.68%,0.825525379,-0.17%,-0.60646321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-29,-1.10%,-0.988493691,-1.11%,-0.98576779,0.28%,0.165365894,-1.31%,-2.73131532,-1.35%,-2.710745837,-1.23%,-1.608631049,-1.47%,-3.234088887,-1.20%,-1.602155628,0.98%,3.820464868,-0.58%,0.593300552,3.39%,2.021196237,2.26%,6.085282699,-0.72%,-0.754145918,-0.42%,-0.452384296,-2.22%,-1.104245611,-0.64%,-0.90020639,-0.86%,-2.483878448,-1.31%,-0.991764512,-0.97%,-0.354766858,-1.26%,-0.795296937,-1.64%,-2.60027705,-1.51%,-2.670842951,-1.50%,-1.465543561,-0.74%,-0.665885516,-0.86%,-1.668288828,-1.07%,-2.680432271,-2.17%,-2.315166131,-1.75%,-3.153687979,-1.74%,-2.097792941,-1.09%,-1.124499922,-0.30%,-2.512813045,-0.31%,0.040275211,1.74%,0.961538462,0.48%,0.105960265,-1.68%,0.16202461,-2.24%,-1.583415033,0.20%,0.036109301,,-1.10%,-0.988493691,-1.11%,-0.98576779,0.28%,0.165365894,-1.31%,-2.73131532,-1.35%,-2.710745837,-1.23%,-1.608631049,-1.47%,-3.234088887,-1.20%,-1.602155628,0.98%,3.820464868,-0.58%,0.593300552,3.39%,2.021196237,2.26%,6.085282699,-0.72%,-0.754145918,-0.42%,-0.452384296,-2.22%,-1.104245611,-0.64%,-0.90020639,-0.86%,-2.483878448,-1.31%,-0.991764512,-0.97%,-0.354766858,-1.26%,-0.795296937,-1.64%,-2.60027705,-1.51%,-2.670842951,-1.50%,-1.465543561,-0.74%,-0.665885516,-0.86%,-1.668288828,-1.07%,-2.680432271,-2.17%,-2.315166131,-1.75%,-3.153687979,-1.74%,-2.097792941,-1.09%,-1.124499922,-0.30%,-2.512813045,-0.31%,0.040275211,1.74%,0.961538462,0.48%,0.105960265,-1.68%,0.16202461,-2.24%,-1.583415033,0.20%,0.036109301,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-12-30,1.05%,-0.062445365,1.00%,-0.122695715,-0.57%,-0.295495571,2.41%,1.074160597,2.59%,1.205994355,1.69%,0.434500649,3.32%,1.798272034,1.75%,0.523078932,-1.71%,-0.753442453,0.19%,-0.390170443,-0.76%,2.598005103,-3.16%,-0.969972694,-0.71%,-1.420844047,1.43%,1.009361997,0.96%,-1.285579348,1.05%,0.403323361,2.57%,1.691293403,1.22%,-0.10531665,0.68%,-0.2947435,0.41%,-0.857445203,2.64%,0.952479166,2.69%,1.135648141,1.05%,-0.464147034,1.68%,0.928703768,1.80%,0.918204372,2.43%,1.331924468,1.30%,-0.897593555,3.02%,1.216107302,1.32%,-0.441749232,1.21%,0.105204923,2.12%,1.809978319,1.70%,1.384844187,,,,,,,,,,,,1.05%,-0.062445365,1.00%,-0.122695715,-0.57%,-0.295495571,2.41%,1.074160597,2.59%,1.205994355,1.69%,0.434500649,3.32%,1.798272034,1.75%,0.523078932,-1.71%,-0.753442453,0.19%,-0.390170443,-0.76%,2.598005103,-3.16%,-0.969972694,-0.71%,-1.420844047,1.43%,1.009361997,0.96%,-1.285579348,1.05%,0.403323361,2.57%,1.691293403,1.22%,-0.10531665,0.68%,-0.2947435,0.41%,-0.857445203,2.64%,0.952479166,2.69%,1.135648141,1.05%,-0.464147034,1.68%,0.928703768,1.80%,0.918204372,2.43%,1.331924468,1.30%,-0.897593555,3.02%,1.216107302,1.32%,-0.441749232,1.21%,0.105204923,2.12%,1.809978319,1.70%,1.384844187,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-03,-0.22%,0.825956473,-0.27%,0.723234279,-0.31%,-0.876352941,-0.10%,2.316028869,-0.11%,2.479029076,-0.28%,1.405121471,-0.11%,3.204419725,-0.25%,1.487621656,1.53%,-0.180133814,1.43%,1.617937302,-0.41%,-1.166704061,1.07%,-2.122851519,2.37%,1.646407126,-0.29%,1.137871754,0.76%,1.723279286,-0.32%,0.71845021,-0.28%,2.280632206,-0.40%,0.824648197,-0.96%,-0.289268486,-0.47%,-0.06284988,-0.13%,2.510651491,-0.03%,2.660390027,-0.75%,0.29295925,-0.45%,1.214334547,-0.87%,0.90988546,-0.07%,2.353625677,-0.95%,0.344509588,-0.11%,2.912329401,-0.66%,0.653248869,0.10%,1.306389706,0.32%,2.449919581,-0.18%,1.520034419,2.09%,2.088353414,1.53%,1.52993933,-1.15%,-3.012837861,-0.48%,-2.402158805,0.64%,0.648768688,,-0.22%,0.825956473,-0.27%,0.723234279,-0.31%,-0.876352941,-0.10%,2.316028869,-0.11%,2.479029076,-0.28%,1.405121471,-0.11%,3.204419725,-0.25%,1.487621656,1.53%,-0.180133814,1.43%,1.617937302,-0.41%,-1.166704061,1.07%,-2.122851519,2.37%,1.646407126,-0.29%,1.137871754,0.76%,1.723279286,-0.32%,0.71845021,-0.28%,2.280632206,-0.40%,0.824648197,-0.96%,-0.289268486,-0.47%,-0.06284988,-0.13%,2.510651491,-0.03%,2.660390027,-0.75%,0.29295925,-0.45%,1.214334547,-0.87%,0.90988546,-0.07%,2.353625677,-0.95%,0.344509588,-0.11%,2.912329401,-0.66%,0.653248869,0.10%,1.306389706,0.32%,2.449919581,-0.18%,1.520034419,2.09%,2.088353414,1.53%,1.52993933,-1.15%,-3.012837861,-0.48%,-2.402158805,0.64%,0.648768688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-04,-0.03%,-0.254147057,-0.02%,-0.290636704,1.01%,0.700864919,-0.70%,-0.79082731,-0.76%,-0.86952275,-0.39%,-0.665073933,-1.23%,-1.339669879,-0.40%,-0.653109153,-3.26%,-3.274039701,-1.03%,-1.075001694,-0.49%,-0.726447219,5.68%,6.809697053,-4.15%,-1.875001521,0.38%,0.082258231,-3.62%,-2.892389627,-0.29%,-0.611679183,-0.59%,-0.870758215,0.21%,-0.18929161,0.01%,-0.955904392,-0.24%,-0.701353006,-1.01%,-1.130619562,1.39%,1.367538188,-0.10%,-0.849502737,-0.85%,-1.295457855,0.20%,-0.668442793,-0.81%,-0.878679934,0.04%,-0.9052912,-0.94%,-1.040527484,-0.42%,-1.080645128,0.65%,0.749164299,-0.92%,-0.601971458,0.60%,0.425616461,-3.99%,-1.981258367,-2.99%,-1.503561066,0.51%,-0.638897372,-0.31%,-0.792343565,0.79%,1.441804397,,-0.03%,-0.254147057,-0.02%,-0.290636704,1.01%,0.700864919,-0.70%,-0.79082731,-0.76%,-0.86952275,-0.39%,-0.665073933,-1.23%,-1.339669879,-0.40%,-0.653109153,-3.26%,-3.274039701,-1.03%,-1.075001694,-0.49%,-0.726447219,5.68%,6.809697053,-4.15%,-1.875001521,0.38%,0.082258231,-3.62%,-2.892389627,-0.29%,-0.611679183,-0.59%,-0.870758215,0.21%,-0.18929161,0.01%,-0.955904392,-0.24%,-0.701353006,-1.01%,-1.130619562,1.39%,1.367538188,-0.10%,-0.849502737,-0.85%,-1.295457855,0.20%,-0.668442793,-0.81%,-0.878679934,0.04%,-0.9052912,-0.94%,-1.040527484,-0.42%,-1.080645128,0.65%,0.749164299,-0.92%,-0.601971458,0.60%,0.425616461,-3.99%,-1.981258367,-2.99%,-1.503561066,0.51%,-0.638897372,-0.31%,-0.792343565,0.79%,1.441804397,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-05,0.40%,0.369622009,0.41%,0.393570677,-0.28%,0.72820164,0.49%,-0.208668829,0.69%,-0.073765992,0.74%,0.34965035,2.74%,1.475048554,0.75%,0.350826931,-1.65%,-4.872389791,-0.57%,-1.588413394,3.27%,2.762481227,-3.89%,1.568990085,-5.32%,-9.244960878,1.59%,1.967568042,0.06%,-3.56962237,0.25%,-0.039734404,1.41%,0.814536599,0.91%,1.122198193,0.94%,0.942862715,0.29%,0.051342448,0.26%,-0.752696801,1.10%,2.50361148,1.74%,1.634153855,0.69%,-0.159703953,1.47%,1.681906533,1.43%,0.609309074,0.98%,1.022774791,-0.02%,-0.959142652,1.80%,1.373428892,1.16%,1.814508013,1.12%,0.186092816,2.32%,2.935051194,-1.72%,-5.638604773,-1.15%,-4.104962328,1.29%,1.810840191,1.68%,1.36183979,-0.63%,0.15366067,,0.40%,0.369622009,0.41%,0.393570677,-0.28%,0.72820164,0.49%,-0.208668829,0.69%,-0.073765992,0.74%,0.34965035,2.74%,1.475048554,0.75%,0.350826931,-1.65%,-4.872389791,-0.57%,-1.588413394,3.27%,2.762481227,-3.89%,1.568990085,-5.32%,-9.244960878,1.59%,1.967568042,0.06%,-3.56962237,0.25%,-0.039734404,1.41%,0.814536599,0.91%,1.122198193,0.94%,0.942862715,0.29%,0.051342448,0.26%,-0.752696801,1.10%,2.50361148,1.74%,1.634153855,0.69%,-0.159703953,1.47%,1.681906533,1.43%,0.609309074,0.98%,1.022774791,-0.02%,-0.959142652,1.80%,1.373428892,1.16%,1.814508013,1.12%,0.186092816,2.32%,2.935051194,-1.72%,-5.638604773,-1.15%,-4.104962328,1.29%,1.810840191,1.68%,1.36183979,-0.63%,0.15366067,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-01-06,-1.02%,-0.622557516,-1.04%,-0.625037562,0.78%,0.494676056,-1.63%,-1.144305879,-1.47%,-0.786948956,-1.17%,-0.442017681,-1.98%,0.700923609,-1.16%,-0.419440711,0.86%,-0.799573561,2.49%,1.906262128,2.35%,5.694031557,2.04%,-1.921399744,1.14%,-4.237621374,-0.92%,0.65398164,1.99%,2.049482213,-1.03%,-0.784330167,-0.95%,0.449211774,-1.09%,-0.182449052,-2.22%,-1.305437288,-0.99%,-0.699867822,-1.96%,-1.705808687,-0.55%,0.538406087,-1.60%,0.114509559,-1.08%,-0.393440408,-1.60%,-0.15070106,-1.32%,0.089182197,-0.15%,0.82504205,-2.08%,-2.102557792,-0.82%,0.966673931,0.85%,2.014130849,0.21%,1.333401022,-1.11%,1.182736634,-0.78%,-2.485659656,0.00%,-1.151580075,-0.55%,0.736346487,0.38%,2.071951436,0.26%,-0.378391056,,-1.02%,-0.622557516,-1.04%,-0.625037562,0.78%,0.494676056,-1.63%,-1.144305879,-1.47%,-0.786948956,-1.17%,-0.442017681,-1.98%,0.700923609,-1.16%,-0.419440711,0.86%,-0.799573561,2.49%,1.906262128,2.35%,5.694031557,2.04%,-1.921399744,1.14%,-4.237621374,-0.92%,0.65398164,1.99%,2.049482213,-1.03%,-0.784330167,-0.95%,0.449211774,-1.09%,-0.182449052,-2.22%,-1.305437288,-0.99%,-0.699867822,-1.96%,-1.705808687,-0.55%,0.538406087,-1.60%,0.114509559,-1.08%,-0.393440408,-1.60%,-0.15070106,-1.32%,0.089182197,-0.15%,0.82504205,-2.08%,-2.102557792,-0.82%,0.966673931,0.85%,2.014130849,0.21%,1.333401022,-1.11%,1.182736634,-0.78%,-2.485659656,0.00%,-1.151580075,-0.55%,0.736346487,0.38%,2.071951436,0.26%,-0.378391056,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
