date,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2
2022-03-18,1.23%,2.791594288,1.18%,2.770487892,-0.66%,-1.099293874,1.14%,4.906424815,1.33%,5.144642056,1.20%,3.47841389,0.73%,5.795476416,1.23%,3.500803528,-1.14%,0.837598883,-1.66%,3.500621252,-13.73%,-14.65517241,-3.75%,-13.94569178,8.35%,6.781419276,1.23%,4.145544791,3.48%,3.039961569,1.61%,2.850683699,1.86%,5.277101736,1.34%,2.677294389,0.46%,0.286301632,0.59%,0.730342141,0.69%,4.034197036,0.93%,3.887506211,1.95%,3.561489018,-0.92%,2.091665005,1.52%,4.945032611,2.02%,6.032689905,1.06%,2.169835053,0.88%,4.804443479,1.01%,5.914840446,0.85%,2.258422556,2.21%,5.977210285,-0.12%,3.50723406,-2.21%,-1.993475897,-1.76%,-3.134040501,2.50%,4.925281286,1.33%,2.783869712,-1.26%,-2.476987313,,1.23%,2.791594288,1.18%,2.770487892,-0.66%,-1.099293874,1.14%,4.906424815,1.33%,5.144642056,1.20%,3.47841389,0.73%,5.795476416,1.23%,3.500803528,-1.14%,0.837598883,-1.66%,3.500621252,-13.73%,-14.65517241,-3.75%,-13.94569178,8.35%,6.781419276,1.23%,4.145544791,3.48%,3.039961569,1.61%,2.850683699,1.86%,5.277101736,1.34%,2.677294389,0.46%,0.286301632,0.59%,0.730342141,0.69%,4.034197036,0.93%,3.887506211,1.95%,3.561489018,-0.92%,2.091665005,1.52%,4.945032611,2.02%,6.032689905,1.06%,2.169835053,0.88%,4.804443479,1.01%,5.914840446,0.85%,2.258422556,2.21%,5.977210285,-0.12%,3.50723406,-2.21%,-1.993475897,-1.76%,-3.134040501,2.50%,4.925281286,1.33%,2.783869712,-1.26%,-2.476987313,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-21,0.80%,2.031019177,-0.14%,1.041311126,0.26%,-0.399514113,-0.12%,1.019920951,2.05%,3.40332932,-0.02%,1.178295036,2.01%,2.761318732,1.17%,2.412602256,-0.65%,-1.77919708,1.38%,-0.302843651,4.55%,-9.803921569,-7.01%,-10.49868477,1.67%,10.16413714,0.29%,1.523594798,0.09%,3.578570566,0.65%,2.268743653,2.18%,4.083644043,0.40%,1.742881928,-0.90%,-0.445498018,0.27%,0.863755547,2.19%,2.892483904,1.44%,2.384311947,0.60%,2.552880668,-0.14%,-1.050790797,1.37%,2.9105494,2.15%,4.208877097,-0.11%,0.948492662,2.39%,3.28521796,0.59%,1.606659134,0.11%,0.96117861,1.55%,3.787273019,-0.14%,-0.260913471,1.22%,-1.012658228,1.24%,-0.537897311,0.97%,3.494060844,0.46%,1.797138247,0.10%,-1.158852573,,0.80%,2.031019177,-0.14%,1.041311126,0.26%,-0.399514113,-0.12%,1.019920951,2.05%,3.40332932,-0.02%,1.178295036,2.01%,2.761318732,1.17%,2.412602256,-0.65%,-1.77919708,1.38%,-0.302843651,4.55%,-9.803921569,-7.01%,-10.49868477,1.67%,10.16413714,0.29%,1.523594798,0.09%,3.578570566,0.65%,2.268743653,2.18%,4.083644043,0.40%,1.742881928,-0.90%,-0.445498018,0.27%,0.863755547,2.19%,2.892483904,1.44%,2.384311947,0.60%,2.552880668,-0.14%,-1.050790797,1.37%,2.9105494,2.15%,4.208877097,-0.11%,0.948492662,2.39%,3.28521796,0.59%,1.606659134,0.11%,0.96117861,1.55%,3.787273019,-0.14%,-0.260913471,1.22%,-1.012658228,1.24%,-0.537897311,0.97%,3.494060844,0.46%,1.797138247,0.10%,-1.158852573,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-22,-0.58%,0.209469162,0.06%,-0.072545776,0.28%,0.53483244,1.95%,1.833578401,-0.40%,1.642918086,0.97%,0.952326966,-0.26%,1.744362264,-0.04%,1.122250758,6.68%,6.688341849,9.02%,9.015085208,20.44%,18.84057971,-1.42%,-8.336577263,7.09%,8.875508926,-0.13%,0.165856605,3.79%,3.88541844,-0.12%,0.532475016,-0.76%,1.404547003,0.17%,0.565941174,0.68%,-0.227281051,0.12%,0.385228127,-0.18%,2.007190384,-0.66%,0.76412539,0.85%,1.453609646,-0.46%,-0.598390388,-0.94%,0.420529325,-0.38%,1.756846944,0.18%,0.066604059,-0.18%,2.206786152,-0.71%,-0.128808636,-0.75%,-0.635392273,-1.37%,0.159617574,-0.53%,-0.66845575,0.37%,0.146145415,1.92%,1.819075713,-0.49%,0.467112939,-0.77%,-0.313970292,0.53%,0.633115407,,-0.58%,0.209469162,0.06%,-0.072545776,0.28%,0.53483244,1.95%,1.833578401,-0.40%,1.642918086,0.97%,0.952326966,-0.26%,1.744362264,-0.04%,1.122250758,6.68%,6.688341849,9.02%,9.015085208,20.44%,18.84057971,-1.42%,-8.336577263,7.09%,8.875508926,-0.13%,0.165856605,3.79%,3.88541844,-0.12%,0.532475016,-0.76%,1.404547003,0.17%,0.565941174,0.68%,-0.227281051,0.12%,0.385228127,-0.18%,2.007190384,-0.66%,0.76412539,0.85%,1.453609646,-0.46%,-0.598390388,-0.94%,0.420529325,-0.38%,1.756846944,0.18%,0.066604059,-0.18%,2.206786152,-0.71%,-0.128808636,-0.75%,-0.635392273,-1.37%,0.159617574,-0.53%,-0.66845575,0.37%,0.146145415,1.92%,1.819075713,-0.49%,0.467112939,-0.77%,-0.313970292,0.53%,0.633115407,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-23,0.74%,0.151147623,0.79%,0.858205266,0.02%,0.30134816,1.97%,3.963662003,1.95%,1.547307808,1.18%,2.169251709,0.66%,0.394780428,1.13%,1.087139179,3.65%,10.58987459,2.30%,11.52757041,9.35%,31.70134639,-2.51%,-3.896105038,-0.32%,6.743080605,1.60%,1.472901606,-0.66%,3.104780974,0.02%,-0.102920317,2.45%,1.668845644,0.53%,0.699736882,0.09%,0.769123226,0.66%,0.773574676,1.42%,1.242882583,2.01%,1.330117675,0.52%,1.37451948,1.52%,1.048096376,1.16%,0.209029001,2.52%,2.126250033,1.03%,1.211295744,1.83%,1.649989435,0.71%,-0.005781707,0.75%,-0.006565433,2.11%,0.720992832,2.27%,1.731168715,3.36%,3.734895643,4.10%,6.102362205,0.68%,0.185269231,0.89%,0.110083429,-0.20%,0.323659332,,0.74%,0.151147623,0.79%,0.858205266,0.02%,0.30134816,1.97%,3.963662003,1.95%,1.547307808,1.18%,2.169251709,0.66%,0.394780428,1.13%,1.087139179,3.65%,10.58987459,2.30%,11.52757041,9.35%,31.70134639,-2.51%,-3.896105038,-0.32%,6.743080605,1.60%,1.472901606,-0.66%,3.104780974,0.02%,-0.102920317,2.45%,1.668845644,0.53%,0.699736882,0.09%,0.769123226,0.66%,0.773574676,1.42%,1.242882583,2.01%,1.330117675,0.52%,1.37451948,1.52%,1.048096376,1.16%,0.209029001,2.52%,2.126250033,1.03%,1.211295744,1.83%,1.649989435,0.71%,-0.005781707,0.75%,-0.006565433,2.11%,0.720992832,2.27%,1.731168715,3.36%,3.734895643,4.10%,6.102362205,0.68%,0.185269231,0.89%,0.110083429,-0.20%,0.323659332,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-24,-1.29%,-0.562869641,-1.32%,-0.54013242,0.09%,0.117764966,-1.41%,0.532340559,-1.32%,0.608013093,-1.28%,-0.10668763,-2.48%,-1.838022518,-1.23%,-0.110957191,-3.82%,-0.30474532,-3.14%,-0.906772457,-7.62%,1.016260163,2.75%,0.16999153,2.84%,2.506241072,-1.84%,-0.270809789,1.74%,1.067127746,-1.77%,-1.753586835,-1.23%,1.184619904,-0.91%,-0.390132189,0.17%,0.258352827,-0.89%,-0.236451587,-1.50%,-0.102645242,-1.24%,0.736662875,-0.39%,0.125067622,-3.32%,-1.850379068,-1.31%,-0.162649174,-0.85%,1.652074761,-0.83%,0.197091377,-1.32%,0.48522017,-1.68%,-0.974157322,-1.88%,-1.151022273,-2.10%,-0.033035096,-2.79%,-0.580136144,-0.04%,3.31995622,0.65%,4.780299372,0.64%,1.325128766,0.92%,1.824240022,0.29%,0.087881401,,-1.29%,-0.562869641,-1.32%,-0.54013242,0.09%,0.117764966,-1.41%,0.532340559,-1.32%,0.608013093,-1.28%,-0.10668763,-2.48%,-1.838022518,-1.23%,-0.110957191,-3.82%,-0.30474532,-3.14%,-0.906772457,-7.62%,1.016260163,2.75%,0.16999153,2.84%,2.506241072,-1.84%,-0.270809789,1.74%,1.067127746,-1.77%,-1.753586835,-1.23%,1.184619904,-0.91%,-0.390132189,0.17%,0.258352827,-0.89%,-0.236451587,-1.50%,-0.102645242,-1.24%,0.736662875,-0.39%,0.125067622,-3.32%,-1.850379068,-1.31%,-0.162649174,-0.85%,1.652074761,-0.83%,0.197091377,-1.32%,0.48522017,-1.68%,-0.974157322,-1.88%,-1.151022273,-2.10%,-0.033035096,-2.79%,-0.580136144,-0.04%,3.31995622,0.65%,4.780299372,0.64%,1.325128766,0.92%,1.824240022,0.29%,0.087881401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-25,1.02%,-0.285914366,1.03%,-0.302515198,0.19%,0.28115305,2.19%,0.748942268,1.93%,0.588422911,1.46%,0.166481687,5.13%,2.52099977,1.43%,0.189511061,3.50%,-0.46199076,1.73%,-1.458775736,4.63%,-3.345724907,-8.06%,-5.536183209,-2.25%,0.518964022,0.76%,-1.09968332,0.13%,1.869505781,1.15%,-0.642022497,0.73%,-0.507012209,0.75%,-0.176291648,0.99%,1.162920506,0.62%,-0.274705989,2.71%,1.163767514,1.69%,0.420563092,1.96%,1.566302063,0.77%,-2.571096285,0.63%,-0.68365534,0.95%,0.094798638,1.33%,0.490838328,2.87%,1.507651599,1.06%,-0.63369449,0.44%,-1.45111617,1.37%,-0.765560344,0.65%,-2.163062006,0.81%,0.776561948,0.32%,0.974025974,0.13%,0.765680429,-0.20%,0.725458011,0.08%,0.371172031,,1.02%,-0.285914366,1.03%,-0.302515198,0.19%,0.28115305,2.19%,0.748942268,1.93%,0.588422911,1.46%,0.166481687,5.13%,2.52099977,1.43%,0.189511061,3.50%,-0.46199076,1.73%,-1.458775736,4.63%,-3.345724907,-8.06%,-5.536183209,-2.25%,0.518964022,0.76%,-1.09968332,0.13%,1.869505781,1.15%,-0.642022497,0.73%,-0.507012209,0.75%,-0.176291648,0.99%,1.162920506,0.62%,-0.274705989,2.71%,1.163767514,1.69%,0.420563092,1.96%,1.566302063,0.77%,-2.571096285,0.63%,-0.68365534,0.95%,0.094798638,1.33%,0.490838328,2.87%,1.507651599,1.06%,-0.63369449,0.44%,-1.45111617,1.37%,-0.765560344,0.65%,-2.163062006,0.81%,0.776561948,0.32%,0.974025974,0.13%,0.765680429,-0.20%,0.725458011,0.08%,0.371172031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-28,0.44%,1.463213706,0.45%,1.486131387,0.02%,0.209907962,-0.05%,2.137121894,-0.16%,1.771940602,0.53%,2.001124227,-0.21%,4.910842306,0.51%,1.948059234,4.98%,8.64628821,7.01%,8.869507197,3.46%,8.249496982,-3.97%,-11.70980172,1.39%,-0.896196621,1.31%,2.073051065,2.28%,2.408040592,0.52%,1.669137847,-0.09%,0.646333679,0.63%,1.37831354,1.48%,2.491000528,0.81%,1.429826723,-0.09%,2.614626569,0.38%,2.07768822,1.10%,3.087916053,1.64%,2.426686456,-0.19%,0.437679948,-0.11%,0.837207677,1.12%,2.458413518,-0.18%,2.679593851,0.08%,1.137346975,0.12%,0.555441832,-1.61%,-0.269980587,1.53%,2.186258138,0.46%,1.271186441,2.02%,2.350230415,0.32%,0.442738868,0.01%,-0.185373879,0.45%,0.530107827,,0.44%,1.463213706,0.45%,1.486131387,0.02%,0.209907962,-0.05%,2.137121894,-0.16%,1.771940602,0.53%,2.001124227,-0.21%,4.910842306,0.51%,1.948059234,4.98%,8.64628821,7.01%,8.869507197,3.46%,8.249496982,-3.97%,-11.70980172,1.39%,-0.896196621,1.31%,2.073051065,2.28%,2.408040592,0.52%,1.669137847,-0.09%,0.646333679,0.63%,1.37831354,1.48%,2.491000528,0.81%,1.429826723,-0.09%,2.614626569,0.38%,2.07768822,1.10%,3.087916053,1.64%,2.426686456,-0.19%,0.437679948,-0.11%,0.837207677,1.12%,2.458413518,-0.18%,2.679593851,0.08%,1.137346975,0.12%,0.555441832,-1.61%,-0.269980587,1.53%,2.186258138,0.46%,1.271186441,2.02%,2.350230415,0.32%,0.442738868,0.01%,-0.185373879,0.45%,0.530107827,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-29,0.27%,0.714387569,0.27%,0.719569992,0.24%,0.258094378,1.56%,1.500296334,1.31%,1.148973978,0.69%,1.229916898,0.62%,0.409031887,0.71%,1.224735408,-0.22%,-0.884244373,2.55%,2.26765311,6.35%,3.345724907,-5.67%,-9.413940509,-6.97%,-5.679185919,-0.30%,1.005647065,-2.56%,-0.34527243,0.74%,1.255673639,2.67%,2.583733511,0.03%,0.65940367,0.62%,2.107060111,0.41%,1.224128528,1.23%,1.13748386,0.27%,0.655697388,-0.46%,0.637753433,-1.10%,0.5219546,0.89%,0.691528764,2.14%,2.025392059,0.11%,1.230147703,1.09%,0.911791993,0.96%,1.03939098,0.92%,1.032735263,0.50%,-1.12674711,-1.16%,0.355601973,5.25%,5.248522767,10.46%,10.45987376,-0.81%,-0.49798923,-0.02%,-0.003658094,-0.12%,0.333721445,,0.27%,0.714387569,0.27%,0.719569992,0.24%,0.258094378,1.56%,1.500296334,1.31%,1.148973978,0.69%,1.229916898,0.62%,0.409031887,0.71%,1.224735408,-0.22%,-0.884244373,2.55%,2.26765311,6.35%,3.345724907,-5.67%,-9.413940509,-6.97%,-5.679185919,-0.30%,1.005647065,-2.56%,-0.34527243,0.74%,1.255673639,2.67%,2.583733511,0.03%,0.65940367,0.62%,2.107060111,0.41%,1.224128528,1.23%,1.13748386,0.27%,0.655697388,-0.46%,0.637753433,-1.10%,0.5219546,0.89%,0.691528764,2.14%,2.025392059,0.11%,1.230147703,1.09%,0.911791993,0.96%,1.03939098,0.92%,1.032735263,0.50%,-1.12674711,-1.16%,0.355601973,5.25%,5.248522767,10.46%,10.45987376,-0.81%,-0.49798923,-0.02%,-0.003658094,-0.12%,0.333721445,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-30,0.97%,1.241932721,0.97%,1.239966627,-0.62%,-0.385538351,1.68%,3.26652322,1.84%,3.178278743,1.26%,1.961864874,2.21%,2.843413337,1.23%,1.949355498,-2.75%,-2.954269527,1.57%,4.157155399,3.24%,9.793420046,-3.72%,-9.178279176,-1.62%,-8.481126894,0.23%,-0.063844654,-0.44%,-2.99664395,0.55%,1.293256686,1.54%,4.25508961,0.90%,0.928798901,0.93%,1.549103853,0.92%,1.335617541,2.06%,3.317538078,1.39%,1.664558322,0.77%,0.304713549,1.72%,0.597588121,2.23%,3.139067156,1.70%,3.869884471,1.48%,1.594807641,1.83%,2.946161513,1.62%,2.595222251,1.23%,2.158483298,2.69%,3.200565385,0.89%,-0.274098234,-1.85%,3.302050747,-1.76%,8.521190261,1.16%,0.335941825,0.42%,0.406233305,-1.33%,-1.447252424,,0.97%,1.241932721,0.97%,1.239966627,-0.62%,-0.385538351,1.68%,3.26652322,1.84%,3.178278743,1.26%,1.961864874,2.21%,2.843413337,1.23%,1.949355498,-2.75%,-2.954269527,1.57%,4.157155399,3.24%,9.793420046,-3.72%,-9.178279176,-1.62%,-8.481126894,0.23%,-0.063844654,-0.44%,-2.99664395,0.55%,1.293256686,1.54%,4.25508961,0.90%,0.928798901,0.93%,1.549103853,0.92%,1.335617541,2.06%,3.317538078,1.39%,1.664558322,0.77%,0.304713549,1.72%,0.597588121,2.23%,3.139067156,1.70%,3.869884471,1.48%,1.594807641,1.83%,2.946161513,1.62%,2.595222251,1.23%,2.158483298,2.69%,3.200565385,0.89%,-0.274098234,-1.85%,3.302050747,-1.76%,8.521190261,1.16%,0.335941825,0.42%,0.406233305,-1.33%,-1.447252424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-03-31,-0.19%,0.780749579,-0.21%,0.757467076,-0.57%,-1.191257687,-1.09%,0.575565973,-1.21%,0.608636342,-0.64%,0.61295972,-3.23%,-1.086776375,-0.63%,0.588566983,-1.67%,-4.379562044,-2.55%,-1.018792004,-6.27%,-3.237410072,2.28%,-1.52826923,3.43%,1.75537998,-0.71%,-0.472658137,1.17%,0.721948667,0.22%,0.775535386,-1.51%,0.004689126,-0.15%,0.747365145,0.84%,1.770695139,0.15%,1.075797096,-1.36%,0.672255581,-0.55%,0.832140753,-0.33%,0.431434139,-3.00%,-1.333197202,-1.29%,0.916781572,-1.04%,0.633072252,-0.75%,0.720544932,-1.36%,0.446470497,-1.11%,0.488746202,-0.17%,1.063945901,-1.30%,1.359996477,-2.21%,-1.332622777,-2.93%,-4.722589168,-2.29%,-4,0.13%,1.2900327,0.21%,0.629402954,0.25%,-1.090181016,,-0.19%,0.780749579,-0.21%,0.757467076,-0.57%,-1.191257687,-1.09%,0.575565973,-1.21%,0.608636342,-0.64%,0.61295972,-3.23%,-1.086776375,-0.63%,0.588566983,-1.67%,-4.379562044,-2.55%,-1.018792004,-6.27%,-3.237410072,2.28%,-1.52826923,3.43%,1.75537998,-0.71%,-0.472658137,1.17%,0.721948667,0.22%,0.775535386,-1.51%,0.004689126,-0.15%,0.747365145,0.84%,1.770695139,0.15%,1.075797096,-1.36%,0.672255581,-0.55%,0.832140753,-0.33%,0.431434139,-3.00%,-1.333197202,-1.29%,0.916781572,-1.04%,0.633072252,-0.75%,0.720544932,-1.36%,0.446470497,-1.11%,0.488746202,-0.17%,1.063945901,-1.30%,1.359996477,-2.21%,-1.332622777,-2.93%,-4.722589168,-2.29%,-4,0.13%,1.2900327,0.21%,0.629402954,0.25%,-1.090181016,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04-01,-1.56%,-1.744875911,-1.42%,-1.625461779,0.50%,-0.082284089,-1.35%,-2.421617365,-1.54%,-2.730027051,-1.42%,-2.048427197,-2.27%,-5.422031065,-1.57%,-2.18477416,-0.54%,-2.210175146,0.96%,-1.605765584,-3.35%,-9.407665505,6.36%,8.783068153,-6.99%,-3.798924756,-2.32%,-3.010349609,-1.39%,-0.238293669,-1.18%,-0.964386872,-1.95%,-3.431777287,-1.57%,-1.712902999,-0.17%,0.665566272,-0.43%,-0.270913589,-1.59%,-2.933787395,-2.01%,-2.553369394,-1.35%,-1.678808278,-1.70%,-4.651160493,-1.52%,-2.792278112,-1.40%,-2.431524036,-1.18%,-1.919142132,-1.78%,-3.11750434,-1.52%,-2.616823149,-1.41%,-1.567827206,-0.34%,-1.632231152,-3.08%,-5.222168698,2.91%,-0.100942127,0.81%,-1.495637723,0.58%,0.714416481,0.40%,0.604867208,0.32%,0.564873483,,-1.56%,-1.744875911,-1.42%,-1.625461779,0.50%,-0.082284089,-1.35%,-2.421617365,-1.54%,-2.730027051,-1.42%,-2.048427197,-2.27%,-5.422031065,-1.57%,-2.18477416,-0.54%,-2.210175146,0.96%,-1.605765584,-3.35%,-9.407665505,6.36%,8.783068153,-6.99%,-3.798924756,-2.32%,-3.010349609,-1.39%,-0.238293669,-1.18%,-0.964386872,-1.95%,-3.431777287,-1.57%,-1.712902999,-0.17%,0.665566272,-0.43%,-0.270913589,-1.59%,-2.933787395,-2.01%,-2.553369394,-1.35%,-1.678808278,-1.70%,-4.651160493,-1.52%,-2.792278112,-1.40%,-2.431524036,-1.18%,-1.919142132,-1.78%,-3.11750434,-1.52%,-2.616823149,-1.41%,-1.567827206,-0.34%,-1.632231152,-3.08%,-5.222168698,2.91%,-0.100942127,0.81%,-1.495637723,0.58%,0.714416481,0.40%,0.604867208,0.32%,0.564873483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
