,bond_kor_10_cr,bond_kor_10_cr_2,bond_kor_2_cr,bond_kor_2_cr_2,kosdaq_cr,kosdaq_cr_2,kospi_cr,kospi_cr_2,krw_cr,krw_cr_2,dji_cr,dji_cr_2,dji_f_cr,dji_f_cr_2,dxy_cr,dxy_cr_2,ixic_f_cr,ixic_f_cr_2,ixic_cr,ixic_cr_2,spx_f_cr,spx_f_cr_2,sox_cr,sox_cr_2,spx_cr,spx_cr_2,bond_usa_10_cr,bond_usa_10_cr_2,bond_usa_2_cr,bond_usa_2_cr_2,bond_usa_3m_cr,bond_usa_3m_cr_2,vix_cr,vix_cr_2,wti_cr,wti_cr_2,spsy_cr,spsy_cr_2,spny_cr,spny_cr_2,spxhc_cr,spxhc_cr_2,splrcd_cr,splrcd_cr_2,splrci_cr,splrci_cr_2,splrcu_cr,splrcu_cr_2,splrcs_cr,splrcs_cr_2,splrct_cr,splrct_cr_2,splrcl_cr,splrcl_cr_2,splrcm_cr,splrcm_cr_2,ixbk_cr,ixbk_cr_2,ixfn_cr,ixfn_cr_2,ixid_cr,ixid_cr_2,ixis_cr,ixis_cr_2,ixk_cr,ixk_cr_2,ixtr_cr,ixtr_cr_2,ixut_cr,ixut_cr_2,nbi_cr,nbi_cr_2,bkx_cr,bkx_cr_2
2023-09-05,+2.01%,2.01058,+2.32%,2.31931,-0.06,-0.99526,0.81,1.1063,-0.03%,-0.02581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-06,+0.83%,2.85714,+0.11%,2.42718,0.25,0.18918,-0.09,0.72044,+0.90%,0.80321,-0.56%,-0.23023,0.45,0.40439,0.55,0.54682,1.32,1.38884,-0.08%,-0.09989,0.71,0.71354,0.03%,0.35032,-0.42%,-0.24026,1.41,1.88679,1.1,1.72272,-0.78,0.09184,7.03%,3.24245,1.01,0.97845,-0.96%,-0.16121,0.49%,2.54912,-0.94%,-0.71193,-0.09%,-0.62835,-1.69%,-1.18415,-1.54%,-2.05199,-0.83%,-1.65316,0.39%,0.61675,0.04%,-0.49626,-1.81%,-0.80831,-1.92%,0.17228,-0.71%,-0.36099,-0.10%,-0.85467,-1.80%,-1.00038,0.38%,0.543,-2.10%,-0.97935,-1.50%,-1.98714,-1.40%,-0.47075,-0.95%,0.11042
2023-09-07,-0.13%,0.70021,-0.29%,-0.1845,-0.38,-0.13164,-0.73,-0.82065,+0.34%,1.24278,-0.57%,-1.13245,-0.58,-0.12912,0.05,0.59478,-0.87,0.44278,-1.06%,-1.13556,-0.69,0.01106,-0.80%,-0.7706,-0.70%,-1.11365,0.7,2.1398,1.39,2.50713,0.42,-0.36417,3.14%,10.38961,0.98,2.00419,-0.17%,-1.12643,0.14%,0.63206,-0.61%,-1.54673,-0.97%,-1.05718,-0.48%,-2.15894,0.20%,-1.34451,-0.19%,-1.02159,-1.37%,-0.98938,-0.54%,-0.49895,-0.33%,-2.13445,-2.07%,-3.95048,-0.06%,-0.76951,-0.82%,-0.91518,-0.11%,-1.9019,-1.40%,-1.021,-0.12%,-2.22282,-0.05%,-1.54833,-0.55%,-1.93695,-1.35%,-2.28239
2023-09-08,+2.42%,2.28909,+2.03%,1.73776,-1.26,-1.64084,-0.59,-1.31362,-0.01%,0.33106,0.17%,-0.40771,0.12,-0.45704,0.19,0.23853,-0.76,-1.61931,-0.89%,-1.94081,-0.34,-1.02702,-1.98%,-2.7602,-0.32%,-1.01605,-1.06,-0.37506,-1.5,-0.14113,-0.26,0.16517,-0.35%,2.78372,-0.77,0.20764,-0.20%,-0.36858,-0.22%,-0.07341,0.47%,-0.13651,0.50%,-0.47442,-0.32%,-0.79151,1.26%,1.46842,0.34%,0.14507,-1.57%,-2.92348,0.11%,-0.43311,-0.44%,-0.77619,-1.05%,-3.09537,0.04%,-0.01378,-0.10%,-0.9175,0.11%,0.00304,-1.39%,-2.76913,-0.16%,-0.28392,-0.11%,-0.16697,-0.14%,-0.68541,-1.22%,-2.54933
2023-09-11,-2.04%,0.33479,-1.40%,0.60734,0.86,-0.4107,-0.02,-0.61092,+0.11%,0.10348,0.22%,0.3873,0.25,0.36775,0.03,0.21934,0.11,-0.65243,0.09%,-0.79971,0.13,-0.20462,-0.45%,-2.42088,+0.14%,-0.17893,0.24,-0.83799,0.71,-0.79539,0.24,-0.01827,-3.89%,-4.22145,0.74,-0.03427,0.24%,0.03692,0.97%,0.74882,-0.04%,0.42905,0.03%,0.53499,-0.46%,-0.77749,0.96%,2.23825,0.16%,0.49473,0.21%,-1.36702,0.35%,0.46186,0.12%,-0.31851,0.81%,-0.2497,-0.18%,-0.13788,-0.09%,-0.18796,-0.08%,0.02916,0.21%,-1.18746,-0.12%,-0.28115,0.22%,0.10978,0.38%,0.23472,1.11%,-0.12424
2023-09-12,+2.16%,2.16161,+2.10%,2.09974,-0.18,0.68295,0.36,0.33827,-0.71%,-0.70938,0.25%,0.47242,1.17,0.22328,-0.5,-0.4664,2.36,1.16499,1.14%,1.22963,1.7,0.62621,0.09%,-0.35957,+0.67%,0.81597,0.8,1.03529,0.13,0.84797,-0.2,0.03664,-0.29%,-4.16666,-0.25,0.48348,0.37%,0.606,-1.32%,-0.3601,0.68%,0.63533,2.77%,2.80372,-0.01%,-0.47043,0.34%,1.30149,0.83%,0.98744,0.45%,0.66128,1.17%,1.52467,0.41%,0.54037,-0.55%,0.24814,0.19%,0.01319,2.42%,2.32866,0.82%,0.74336,0.65%,0.86468,0.77%,0.64909,0.95%,1.17788,0.45%,0.82512,0.30%,1.40862
2023-09-13,-0.20%,1.95574,-0.46%,1.6273,-1.59,-1.76552,-0.79,-0.43569,+0.05%,-0.76105,-0.05%,0.20071,-0.05,1.12405,0.14,-0.36159,-1.11,1.22118,-1.04%,0.08778,-0.57,1.1258,-0.79%,-0.69826,-0.57%,0.09893,-0.32,0.46948,0.5,0.62137,0.31,0.10967,3.12%,2.81791,1.78,1.51983,0.85%,1.21968,2.31%,0.96153,-0.17%,0.51189,-0.90%,1.84974,-0.37%,-0.37719,0.13%,0.4642,-0.71%,0.11677,-1.75%,-1.3002,-1.06%,0.09633,-0.24%,0.17145,1.06%,0.50224,-0.09%,0.10883,-0.68%,1.72225,0.77%,1.60526,-1.47%,-0.82411,0.12%,0.89566,-0.36%,0.5912,0.00%,0.44947,1.72%,2.02761
2023-09-14,-0.23%,-0.42821,+0.13%,-0.33419,-1.71,-3.26886,-0.07,-0.86746,+0.03%,0.08299,-0.20%,-0.25441,-0.22,-0.26848,0.05,0.19126,0.34,-0.77835,0.29%,-0.74939,0.08,-0.48463,0.55%,-0.24571,+0.12%,-0.44613,-0.6,-0.93153,-0.97,-0.48048,-0.09,0.21978,-5.27%,-2.31885,-0.36,1.4091,-0.10%,0.74593,-0.76%,1.52801,0.02%,-0.1436,0.90%,-0.00659,-0.67%,-1.03398,1.21%,1.3348,0.26%,-0.45402,0.31%,-1.44129,0.40%,-0.66649,-0.59%,-0.83432,-0.97%,0.07629,-0.66%,-0.74663,0.48%,-0.20446,-0.41%,0.36098,0.42%,-1.0564,-0.86%,-0.7404,0.15%,-0.2078,-0.59%,-0.58525,-0.90%,0.80615
2023-09-15,-0.91%,-1.13579,-0.62%,-0.4907,1.9,0.15924,1.51,1.43145,+0.22%,0.25412,0.96%,0.75368,0.97,0.7458,0.61,0.65896,0.78,1.11935,0.81%,1.10675,0.83,0.91387,0.67%,1.21827,+0.84%,0.9682,0.75,0.14019,0.85,-0.11952,-0.02,-0.10955,-4.90%,-9.90864,1.85,1.48582,0.87%,0.76918,1.26%,0.49172,0.25%,0.27667,0.88%,1.78146,0.99%,0.31327,1.47%,2.69739,0.82%,1.07488,0.70%,1.01553,1.18%,1.58348,1.40%,0.79939,1.73%,0.73415,1.01%,0.34146,0.78%,1.26469,1.20%,0.78808,0.84%,1.26049,0.93%,0.06135,1.14%,1.28919,0.35%,-0.24336,1.88%,0.96318
2023-09-15,-0.91%,-1.13579,-0.62%,-0.4907,1.9,0.15924,1.51,1.43145,+0.22%,0.25412,0.96%,0.75368,0.97,0.7458,0.61,0.65896,0.78,1.11935,0.81%,1.10675,0.83,0.91387,0.67%,1.21827,+0.84%,0.9682,0.75,0.14019,0.85,-0.11952,-0.02,-0.10955,-4.90%,-9.90864,1.85,1.48582,0.87%,0.76918,1.26%,0.49172,0.25%,0.27667,0.88%,1.78146,0.99%,0.31327,1.47%,2.69739,0.82%,1.07488,0.70%,1.01553,1.18%,1.58348,1.40%,0.79939,1.73%,0.73415,1.01%,0.34146,0.78%,1.26469,1.20%,0.78808,0.84%,1.26049,0.93%,0.06135,1.14%,1.28919,0.35%,-0.24336,1.88%,0.96318
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,-0.05,1.8477,1.1,2.62674,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,-0.05,1.8477,1.1,1.10343,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,13.09,-0.04892,1.1,2.62674,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,13.09,-0.04892,1.1,1.10343,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,-0.05,1.8477,1.1,2.62674,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,-0.05,1.8477,1.1,1.10343,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,13.09,-0.04892,1.1,2.62674,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-18,+0.28%,-0.63243,+0.57%,-0.05159,13.09,-0.04892,1.1,1.10343,-0.08%,0.14096,-0.83%,0.12352,-0.94,0.02577,-0.08,0.52496,-1.79,-1.02879,-1.56%,-0.762,-1.25,-0.43165,-3.01%,-2.36121,-1.22%,-0.38322,1.17,1.9276,0.46,1.3277,-0.09,-0.10965,7.57%,2.29971,0.68,2.5418,-0.55%,0.31632,-1.31%,-0.06834,-0.74%,-0.48778,-1.88%,-1.01739,-0.53%,0.44696,-0.49%,0.97479,-0.82%,-0.00529,-1.95%,-1.25605,-1.11%,0.05664,-1.09%,0.2974,-0.88%,0.82661,-0.51%,0.49538,-1.31%,-0.53885,-0.31%,0.89452,-1.92%,-1.09884,-0.07%,0.85815,-0.95%,0.17983,-0.81%,-0.4712,-0.60%,1.26722
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-19,+0.91%,0.91209,+1.42%,1.42266,-0.86,-0.86093,-1.02,-1.02104,-0.37%,-0.3681,0.02%,-0.81017,0.02,-0.91329,-0.11,-0.18975,0.14,-1.65247,0.01%,-1.54968,0.08,-1.17453,0.46%,-2.5601,+0.07%,-1.1447,-0.78,0.39664,0.38,0.83765,-0.02,-0.10967,1.52%,9.20437,0.78,1.46406,0.32%,-0.23606,0.68%,-0.63977,-0.18%,-0.91689,-1.01%,-2.86613,0.11%,-0.42125,-0.05%,-0.54416,0.08%,-0.73169,0.47%,-1.48269,0.27%,-0.8483,-0.43%,-1.51278,-1.45%,-2.31667,-0.53%,-1.03221,-0.69%,-1.99454,0.97%,0.65907,0.53%,-1.39725,-0.10%,-0.16922,0.25%,-0.69723,-1.08%,-1.88222,-0.64%,-1.24381
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
2023-09-20,-0.80%,0.10134,-0.48%,0.9312,-0.83,-0.83026,-0.6,-0.6024,+0.38%,-0.06018,-0.31%,-0.29033,-0.34,-0.31494,-0.04,-0.15192,-0.25,-0.11045,-0.23%,-0.21986,-0.26,-0.17786,-0.96%,-0.49965,-0.22%,-0.14314,1.44,0.66882,0.72,1.09192,0.22,0.20124,0.79%,2.32052,-0.31,0.47372,-0.11%,0.20444,-0.83%,-0.15531,0.10%,-0.08462,-0.65%,-1.64782,-0.46%,-0.35236,-0.55%,-0.59878,-0.25%,-0.16526,-0.08%,0.39477,0.01%,0.27433,-0.10%,-0.52671,-0.37%,-1.81066,-0.58%,-1.10127,-0.53%,-1.22244,0.96%,1.93455,-0.12%,0.41604,-0.48%,-0.57874,0.04%,0.29762,0.36%,-0.72111,-0.42%,-1.05697
