,retail_1,foreigner_1,institution_1,financial_1,invtrust_1,pension_1,privequity_1,bank_1,insurance_1,financeetc_1,corporateetc_1,foreigneretc_1,retail_2,foreigner_2,institution_2,financial_2,invtrust_2,pension_2,privequity_2,bank_2,insurance_2,financeetc_2,corporateetc_2,foreigneretc_2,open_1,high_1,low_1,close_1,vol_1,open_2,high_2,low_2,close_2,vol_2,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-07,-2.17718,1.51307,-1.68872,-1.54965,-0.58896,-3.89357,-1.07688,-1.05051,-0.92408,-1.0,-0.68837,-1.52941,-0.5684,-0.46879,-0.61953,-0.85233,-1.27853,0.36009,-0.88127,-6.0,-1.14151,-1.0,-0.88833,0.8,0.01821,-0.00162,0.00166,-0.01786,-0.32015,0.01151,0.01149,0.00833,0.00498,-0.10199,3,0,0,0,0,0
2022-01-10,-0.52357,-1.82165,0.16768,0.36695,-1.76852,-0.19788,0.23577,-10.8,-0.66667,-1.0,0.1791,0.0,-1.56084,-3.06486,-1.8042,-1.75135,-1.31589,-3.321,-1.095,-0.50505,-0.97469,-1.0,-0.63256,-1.52941,-0.01626,-0.01136,-0.00496,0.0,-0.35529,0.00166,-0.01297,-0.00331,-0.01786,-0.56169,4,1,1,1,1,0
2022-01-11,-1.681,-0.46273,-1.23104,0.15574,-2.63855,-1.03825,-0.97368,12.5102,25.65714,-inf,-1.78481,-0.83333,-1.32445,-1.44145,-1.26977,0.57983,0.25926,-1.03068,-0.96748,-133.4,7.88571,-inf,-1.92537,-0.83333,0.00496,0.01478,0.00831,0.01818,0.07889,-0.01138,0.00325,0.00331,0.01818,-0.30443,0,0,0,0,0,0
2022-01-12,-0.56707,2.68499,-3.40613,-0.57358,-0.73346,-21.60256,14.75,-1.0,-1.05681,-1.82385,-1.59677,1.33333,-1.29483,0.97984,-0.4441,-0.50717,-1.43675,-0.21187,-0.58553,-1.0,-2.51429,inf,-0.53165,-0.61111,0.00822,0.00647,0.00824,-0.00487,0.2862,0.01322,0.02135,0.01661,0.01322,0.38766,1,1,1,0,0,0
2022-01-13,3.29933,-0.5515,-1.78023,-5.8815,-2.16552,-0.99969,0.22222,inf,-15.32075,-1.59868,1.86486,-1.0,0.86133,0.65271,0.87734,-3.08156,-1.31066,-1.00641,18.25,-0.99849,-0.1865,-0.50678,-2.70968,-1.0,0.00489,0.00161,0.0049,0.00979,-0.09425,0.01316,0.00809,0.01318,0.00487,0.16497,2,1,1,1,0,0
2022-01-14,1.56452,3.79937,0.45259,-0.80664,-4.69527,-1775.0,4.41558,16.0,-0.20685,-0.82967,-11.96226,-inf,10.02574,1.1525,-2.13335,-1.94387,3.3069,-1.55196,5.61905,inf,-12.35849,-1.10197,-32.40541,-2.14286,0.00487,0.01124,0.0065,0.01131,0.28693,0.00979,0.01286,0.01144,0.02121,0.16563,3,0,0,0,0,0
2022-01-17,-0.51686,-0.53487,-0.61711,-6.39648,-0.61249,0.48196,-2.35012,-1.0,-0.59136,1.45161,-0.98881,1.875,0.23902,1.23231,-0.44382,-2.04344,-2.43195,-2630.0,-8.31169,-1.0,-0.67589,-0.58242,-1.12264,-inf,0.01131,0.0,0.00646,-0.00319,-0.29597,0.01623,0.01124,0.01301,0.00808,-0.09397,4,0,0,0,0,0
2022-01-18,-0.77219,-0.5816,312.13897,-0.68531,-1.07231,-0.52263,-2.32682,inf,-1.36992,-1.0,6.15385,19022.69565,-0.88994,-0.80539,118.89632,-2.69824,-1.02802,-0.29256,0.79137,25736.11765,-1.15116,-1.0,-0.91997,54692.125,0.0016,-0.00159,-0.00642,-0.00641,19.35552,0.01292,-0.00159,0.0,-0.00958,13.3308,0,1,1,1,1,1
2022-01-19,5.76984,2.05709,-0.99248,-1.23865,-72.77143,-0.96892,0.38554,-1.00013,-19.04396,-1.0,-0.36559,-0.99996,0.54223,0.27909,1.35387,-1.0751,4.19008,-0.98517,-2.83837,-inf,5.6748,-1.0,3.53846,-0.21739,-0.00478,0.01272,0.00808,0.02258,-0.93631,-0.00319,0.01111,0.00161,0.01603,0.29649,1,1,1,0,0,0
2022-01-20,0.6317,0.20803,1.3308,7.77174,-0.07046,121.38462,-0.09082,3.57895,-0.20889,-inf,0.72881,0.61111,10.04635,2.69305,-0.98248,-3.09339,-67.71429,2.80319,0.25971,-1.0006,-15.27473,-inf,0.09677,-0.99993,0.01282,0.00471,0.00801,0.00631,0.14388,0.00797,0.01749,0.01616,0.02903,-0.92714,2,0,0,0,0,0
