,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-21,-0.5515537848605577,-0.551980198019802,-0.488148061653433,0.5385579937304075,-0.6795120061967467,0.012172284644194757,-0.522635589421784,-3.5886792452830187,3.1363636363636362,-1.0,3.2363636363636363,27.416666666666668,0.00646551724137931,-0.0021344717182497333,-0.029347826086956522,-0.032188841201716736,0.08171292377020356,2.16,1.23,2.51,1.34,2.45,1.37,-0.03,-0.08,-0.28,0.06,-1.6,-4.18,1.09,0.75,0.01,2.75,-2.71,1.66,0,0,1,1,1,1
2022-06-22,-2.0277185501066097,2.9035660472124563,-0.7253336375042774,-0.16096169519152403,0.35891238670694864,-0.6151711378353376,-0.7300469483568075,-0.9052478134110787,1.0384615384615385,-1.7847533632286996,-0.12017167381974249,-0.9838709677419355,-0.033190578158458245,-0.022459893048128343,0.007838745800671893,0.008869179600886918,-0.43659021130576126,-0.16,-0.18,-0.15,-0.1,-0.13,-0.13,-1.93,-3.73,-0.24,-3.62,-4.13,0.82,-4.03,-2.74,0.45,-1.12,-4.11,-4.03,1,0,0,0,0,0
2022-06-23,-3.6637275242047025,-1.8968090581574883,1.745016611295681,-0.7889752306945119,-0.4851044908848377,1.6025641025641026,-1.8217391304347825,-1.876923076923077,0.46765498652291104,0.49714285714285716,-3.948780487804878,-57.18181818181818,0.012181616832779624,0.0010940919037199124,-0.03222222222222222,-0.041758241758241756,1.2552250288498525,0.64,0.66,1.62,1.48,0.95,0.98,-0.22,2.9,0.19,-2.25,-1.63,2.57,-4.36,-1.22,0.17,-0.65,0.35,-1.81,2,0,1,1,1,1
2022-06-24,-2.4764717336275717,-1.7760401721664276,-3.6532526475037823,12.952819332566168,-1.6744386873920554,-1.603448275862069,-1.2571428571428571,-2.8596491228070176,-1.921028466483012,-0.7786259541984732,-0.8296112489660876,-1.0113268608414239,-0.05032822757111598,-0.018579234972677595,-0.01722158438576349,0.01261467889908257,0.17732230339900124,2.69,2.66,3.34,3.43,3.06,3.07,-1.43,-2.19,-0.22,1.58,1.69,3.24,5.03,2.26,-0.84,4.45,-6.27,3.21,3,0,1,1,1,1
2022-06-27,-0.894891858624934,-2.232205583287114,-0.496578857338351,-0.5478762886597938,4.376440460947503,-2.3122448979591836,-19.31275720164609,-0.8301886792452831,-1.1475573280159521,-0.8620689655172413,-1.703883495145631,10.714285714285714,0.01728110599078341,0.0022271714922048997,0.03154205607476635,0.007927519818799546,-0.37018286597340716,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,0,1,1,1,0
2022-06-28,-3.907151819322459,-0.17179294823705926,-1.1529051987767585,-0.7902225465158701,-1.1864729697547034,-0.5789269051321928,-0.6892134831460675,7.777777777777778,2.4054054054054053,-35.0,-1.4482758620689655,-1.1951219512195121,0.021517553793884484,0.011111111111111112,0.007927519818799546,0.007865168539325843,-0.030069903260022235,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,0,0,1,0,1
2022-06-29,0.7262264422385268,-0.8432971014492754,7.41925925925926,-0.6991304347826087,0.24010217113665389,3.902123730378578,-0.5538684020245842,-1.0,0.4662698412698413,-1.0,-3.3384615384615386,-5.9375,-0.012195121951219513,-0.00989010989010989,-0.01348314606741573,-0.007803790412486065,-0.14971408996284488,0.26,0.21,-0.03,0.14,-0.07,-0.11,0.08,0.0,0.58,-2.83,-2.22,-1.29,-0.93,-1.82,0.76,-2.2,-0.71,-1.77,1,0,1,1,1,1
2022-07-05,-0.83107202680067,1.5237536656891495,-0.5066220124828741,0.5201651317878692,-0.7093316519546028,-1.9485981308411215,-0.887071240105541,8.5,-0.6965040338071457,-1.0,-1.3718592964824121,-1.1388888888888888,0.020224719101123594,-0.02045209903121636,-0.0022522522522522522,0.0033370411568409346,-0.5003284397135056,-0.42,-0.76,1.75,0.97,0.16,-0.33,-3.17,-3.04,1.34,-3.87,-3.01,-1.29,3.9,1.8,1.01,0.78,0.04,-9.87,0,0,1,1,1,1
2022-07-06,9.99652949925632,-2.3650941203811295,1.4350509102128972,-0.6751618968038438,2.3568329718004337,-19.66256157635468,2.467289719626168,-1.0,1.5848101265822785,-16.5,-5.601351351351352,9.533333333333333,0.0022026431718061676,0.054945054945054944,0.023702031602708805,0.058758314855875834,1.0161556006082109,0.23,0.25,0.35,0.61,0.36,0.37,-3.13,-1.45,0.58,4.09,6.14,8.9,-0.84,-2.13,-0.32,0.66,-2.94,-0.97,1,0,0,0,0,0
2022-07-07,-1.4253381424706943,-1.0364317330609465,-1.5785605676634566,-8.268167202572346,-0.7340872374798061,-1.3171439883859046,1.591644204851752,1.0,-1.0724779627815866,0.03225806451612903,-1.1380323054331865,-1.0379746835443038,0.04065934065934066,-0.009375,0.023153252480705624,-0.025130890052356022,-0.2444536970115954,1.12,1.14,2.28,2.17,1.5,1.47,0.27,0.55,0.03,2.27,0.96,3.34,1.79,1.84,-0.55,4.48,-2.43,4.26,2,0,1,1,1,1
