,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-03-08,-1.4751761942051684,-0.9655673398227517,8.290322580645162,1.4747307373653686,-15.197368421052632,-4.901079136690647,167.33333333333334,-237.0,0.0007930214115781126,-0.5770925110132159,104.86666666666666,1.6428571428571428,-2.37,-2.39,-3.62,-3.75,-2.95,-2.98,2.27,5.93,0.78,5.57,9.01,3.09,-2.16,-2.29,1.21,-4.91,13.98,3.22,-0.015463917525773196,-0.013628620102214651,-0.010416666666666666,0.10396420441164926,0.0,0,0,0,0,0
2022-03-09,4.656888595912986,-48.44303797468354,0.36070261437908496,0.042852360227653166,-0.8767377201112141,-0.23420931304748732,-0.0891089108910891,0.6483050847457628,-0.18066561014263074,-1.0,-0.5207808564231738,-1.5135135135135136,-0.56,-0.55,-0.28,-0.4,-0.73,-0.71,0.55,-1.17,-0.17,3.58,2.86,10.29,-1.29,-1.09,0.11,1.87,-3.62,3.6,-0.017452006980802792,-0.013816925734024179,-0.03333333333333333,0.43177325540054323,1.0,0,0,0,0,0
2022-03-17,-0.21266521996449003,-0.5969603152265691,-1.605657237936772,-11.441520467836257,-1.3907232704402517,-2.644578313253012,1.0759878419452888,-15.571428571428571,-1.0242424242424242,-1.0,-1.0171306209850106,-1.0,1.55,1.57,3.77,3.73,2.24,2.25,0.22,-1.4,-0.49,2.0,5.25,-1.08,2.36,1.44,-1.23,5.03,-10.59,-1.45,-0.007017543859649123,0.0,-0.0035714285714285713,-0.041037114223543475,2.0,1,0,0,0,0
2022-03-18,-0.5166624906038587,-0.60143156424581,-0.461996336996337,-0.6247549705964716,-2.3621730382293764,0.060580445195829814,-1.1939970717423134,-2.1143790849673203,1.5714285714285714,-5.222222222222222,48.125,-0.9016393442622951,1.23,1.18,1.33,1.14,1.23,1.2,-2.21,-1.76,-0.64,-1.14,-1.66,-13.73,2.5,1.33,-1.26,0.73,-3.75,8.35,0.012367491166077738,0.010526315789473684,0.016129032258064516,0.029674017257909874,3.0,1,0,0,0,0
2022-03-19,-2.181441161223432,-1.9067017082785809,-3.443404255319149,-2.014179104477612,0.41654357459379615,-1.238575982996812,0.36981132075471695,-0.1495601173020528,-25.5,-2.1578947368421053,0.01272264631043257,-3.5,0.8,-0.14,2.05,-0.12,1.17,-0.02,1.22,1.24,0.27,-0.65,1.38,4.55,0.97,0.46,0.1,2.01,-7.01,1.67,0.0,0.019097222222222224,0.003527336860670194,0.6883933144001118,4.0,1,1,1,0,0
2022-03-22,-2.0215006581834136,-4.101932367149758,-0.4231974921630094,0.2619573215599706,-0.8404588112617309,1.7795100222717148,0.7245179063360881,-2.3620689655172415,-0.40532879818594103,11.727272727272727,-1.2889447236180904,-1.4,-0.58,-0.47,-0.4,-0.24,-0.04,0.0,0.37,1.92,0.26,6.68,9.02,20.44,-0.49,-0.77,0.53,-0.26,-1.42,7.09,0.008726003490401396,-0.008517887563884156,0.005272407732864675,-0.5183786019578106,0.0,0,0,0,0,0
2022-03-23,-4.939218213058419,-2.013082074443233,7.257246376811594,-5.270553935860058,12.483660130718954,0.18549679487179488,-0.48562300319488816,-1.5139240506329115,-0.20591039084842708,-0.9482142857142857,-17.14782608695652,-4.333333333333333,0.74,0.79,1.95,1.97,1.13,1.18,3.36,4.1,0.01,3.65,2.3,9.35,0.68,0.89,-0.2,0.66,-2.51,-0.32,0.0,0.012027491408934709,0.005244755244755245,0.8056605213939463,1.0,1,1,1,1,1
2022-03-24,1.9058393762608363,2.6948501152959263,1.2959631417288284,0.6919716002184598,0.6330586524478914,1.3237580263602569,26.080745341614907,-2.044334975369458,-0.5630252100840336,2.9310344827586206,0.1362412493268713,-2.2,-1.29,-1.32,-1.32,-1.41,-1.23,-1.28,-0.04,0.65,0.08,-3.82,-3.14,-7.62,0.64,0.92,0.29,-2.48,2.75,2.84,0.029411764705882353,0.04074702886247878,0.03304347826086956,0.6682168412374621,2.0,1,1,1,1,1
2022-03-25,-1.1201966376463524,-1.209194924069066,-1.2108297499601848,-1.5005648805681084,-1.3431285247848026,-1.0814426992437465,-0.9321100917431193,-1.2547169811320755,0.5357142857142857,-1.8333333333333333,-1.0639810426540284,-213.75,1.02,1.03,1.93,2.19,1.43,1.46,0.81,0.32,0.19,3.5,1.73,4.63,0.13,-0.2,0.08,5.13,-8.06,-2.25,0.020168067226890758,-0.0065252854812398045,0.006734006734006734,-0.3239649000538537,3.0,0,0,0,0,0
2022-03-26,1.4461442397752107,2.467183770883055,-0.5810545399607191,-0.4455908431404159,-0.967128027681661,1.105357142857143,1.4763513513513513,-1.1111111111111112,-0.3112701252236136,-0.5894736842105263,1.8148148148148149,-0.1862514688601645,0.44,0.45,-0.16,-0.05,0.51,0.53,0.46,2.02,0.02,4.98,7.01,3.46,0.32,0.01,0.45,-0.21,-3.97,1.39,0.0016474464579901153,0.0016420361247947454,-0.005016722408026756,-0.25947030046297165,4.0,0,0,0,0,0
2022-03-29,-0.7395022335673261,-0.6081569437274136,-2.1633609808871257,-1.6562954347193952,37.10526315789474,-4.704834605597965,-2.109822646657572,-1.3333333333333333,-1.7064935064935065,-2.358974358974359,-2.055263157894737,-1.018531889290012,0.27,0.27,1.31,1.56,0.71,0.69,5.25,10.46,0.23,-0.22,2.55,6.35,-0.81,-0.02,-0.12,0.62,-5.67,-6.97,-0.014802631578947368,-0.01639344262295082,-0.011764705882352941,0.0007719955452060342,0.0,0,0,0,0,0
2022-03-30,1.3664870161685447,2.0620699751134532,2.4804711717296963,2.0119627824545856,-0.9095303867403315,0.08173076923076923,-0.9926244622003688,-5.0,-0.5367647058823529,-0.660377358490566,-0.800498753117207,-2.4155844155844157,0.97,0.97,1.84,1.68,1.23,1.26,-1.85,-1.76,-0.62,-2.75,1.57,3.24,1.16,0.42,-1.33,2.21,-3.72,-1.62,0.00333889816360601,0.0033333333333333335,0.006802721088435374,0.07192989111878295,1.0,0,0,0,0,0
2022-03-31,5.054347826086956,1.5562461155997513,-1.5817598859992874,-0.7917034421888791,29.0381679389313,-0.7553439153439153,293.75,38.125,8.801587301587302,3.6666666666666665,-18.3875,0.14678899082568808,-0.19,-0.21,-1.21,-1.09,-0.63,-0.64,-2.93,-2.29,-0.58,-1.67,-2.55,-6.27,0.13,0.21,0.25,-3.23,2.28,3.43,-0.013311148086522463,-0.008305647840531562,-0.02364864864864865,0.5141862797145048,2.0,0,0,0,0,0
2022-04-01,-1.1923570146191331,-1.079878060184406,-2.2633190447030005,1.7019774011299436,-1.273697585768742,1.9878892733564013,-0.9474130619168787,-0.9968051118210862,-1.0672064777327934,-1.0,-1.9065420560747663,-1.096,-1.56,-1.42,-1.54,-1.35,-1.57,-1.42,2.91,0.81,0.5,-0.54,0.96,-3.35,0.58,0.4,0.32,-2.27,6.36,-6.99,-0.01854974704890388,-0.01340033500837521,0.0034602076124567475,-0.3321231008959875,3.0,1,1,1,0,0
2022-04-02,-3.376622222222222,-3.8044954343245143,-2.5987639360155113,-3.4228959749085206,-2.1754874651810585,-1.6401273885350318,2.1559139784946235,-50.0,-0.9036144578313253,1.0,0.2624900872323553,-3.25,0.4,0.29,0.29,-0.03,0.34,0.19,1.28,4.72,0.27,1.89,5.48,1.54,-0.42,-0.65,0.46,-1.82,-4.52,-1.01,-0.005154639175257732,-0.010186757215619695,-0.013793103448275862,0.02139474113996407,4.0,0,0,0,0,0
2022-04-05,-1.9067584246549725,-2.297879445650359,-1.6248768286212385,-1.0560949298813376,-2.0102685624012637,-3.5454545454545454,-1.8057921635434413,-0.12244897959183673,25.5,0.047619047619047616,-1.270100502512563,-0.07407407407407407,0.3,0.41,1.9,2.1,0.81,0.86,2.23,4.23,0.36,-0.3,-2.92,7.75,0.72,0.66,-0.49,1.73,-5.4,4.04,-0.008635578583765112,0.008576329331046312,0.0017482517482517483,-0.30948193156379916,0.0,1,1,1,1,1
2022-04-06,-1.7158472199307044,-1.4769715682490674,-2.2588549247937895,-3.2326923076923078,-0.5261923377638781,-2.5300284292821607,-1.0887949260042282,-1.069767441860465,-6.570754716981132,-0.8409090909090909,0.0069767441860465115,-0.76,-0.8,-0.8,-2.26,-2.22,-1.26,-1.26,0.26,1.7,0.45,6.73,4.38,21.55,0.54,0.05,0.37,-4.53,13.25,-1.28,0.01916376306620209,-0.0017006802721088435,0.0034904013961605585,-0.08420582543541905,1.0,0,0,0,0,0
2022-04-07,0.1063094209161625,-0.7294672960215779,0.5949123145114665,5.051679586563307,-4.925742574257426,-0.3126233886888863,0.6904761904761905,-0.6666666666666666,-0.02201524132091448,-1.0714285714285714,-2.4618937644341803,-2.6666666666666665,-0.42,-0.44,-2.22,-2.18,-0.97,-0.98,1.75,4.53,0.15,1.69,-1.6,0.0,-0.98,-0.88,-0.06,-2.32,5.09,-5.62,-0.022222222222222223,-0.018739352640545145,-0.01391304347826087,0.21189134518133218,2.0,0,0,0,0,0
2022-04-08,-0.07171875,1.96061814556331,-0.26999758337361046,0.0012809564474807857,-0.3005464480874317,-0.7381314411218112,5.732394366197183,61.0,0.12121212121212122,-1.0,-1.382306477093207,3.4,0.25,0.26,0.06,0.21,0.43,0.46,-0.06,-1.06,0.19,2.61,-0.64,-0.73,-1.61,-1.43,0.42,0.11,-2.49,-0.21,-0.008741258741258742,-0.005208333333333333,-0.010582010582010581,-0.07166915052160953,3.0,0,0,0,0,0
2022-04-09,-0.9837849969140997,-1.3955211315036202,-0.7854009765786643,-0.8932480454868514,-1.6189903846153846,0.7238709677419355,-0.9205020920502092,-1.1129032258064515,-0.8586872586872587,1.0,-1.177685950413223,-0.9545454545454546,0.4,0.36,-1.34,-1.44,-0.27,-0.28,1.12,3.13,-0.02,1.44,1.94,2.2,0.73,0.17,0.54,-2.42,-1.81,2.32,0.003527336860670194,-0.006980802792321117,0.0017825311942959,-0.1586585542052624,4.0,1,1,0,0,0
2022-04-12,-21.242214532871973,0.5449127288207748,-1.8013883532587736,-0.8428761651131824,1.4834951456310679,-0.20696107784431136,-17.263157894736842,0.0,-7.639344262295082,-6.466666666666667,-1.8372093023255813,-54.0,-1.19,-1.14,-2.18,-2.28,-1.69,-1.66,3.68,6.46,0.17,1.9,-1.76,1.12,-1.38,-0.27,0.42,-2.09,15.17,-4.04,-0.007029876977152899,0.015817223198594025,0.0017793594306049821,0.06997023355212945,0.0,1,1,1,0,0
2022-04-13,-1.7372649572649572,-0.9165059244971067,-3.6328200192492783,9.898305084745763,-1.1149335418295543,0.561113732892874,-2.3770226537216828,36.142857142857146,-1.0156378600823046,-1.3414634146341464,24.36111111111111,-1.5471698113207548,-0.26,-0.23,-0.3,-0.39,-0.34,-0.36,0.49,0.47,0.38,-1.7,-3.77,7.51,-0.87,-0.98,-0.51,-0.25,-0.45,6.69,0.010619469026548672,-0.006920415224913495,0.0017761989342806395,-0.005510477039679001,1.0,0,0,0,0,0
2022-04-14,-0.9979132854161836,7.67986798679868,-0.5265947724364832,-3.7573872472783827,-0.8503401360544217,0.7273276904474002,-0.9377203290246768,-1.0076923076923077,20.789473684210527,2.25,-1.031763417305586,-0.6551724137931034,1.01,1.0,2.03,1.98,1.12,1.12,-0.91,-3.51,-0.38,-0.9,-1.7,-0.26,1.48,1.86,-0.39,2.36,-10.06,3.63,-0.0017513134851138354,-0.0017421602787456446,0.0035460992907801418,-0.3424308718574042,2.0,1,1,1,0,0
