,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-01-11,-0.11279454567202264,0.06437913636858598,-0.8508090425842632,-1.8348160821214714,0.2505384063173008,-3.6154170176916596,-0.4245762711864407,-8.3,0.316688567674113,-0.9642545771578029,-2.0394477317554243,0.008695652173913044,-0.45,-0.43,0.05,0.17,-0.14,-0.12,1.1,0.63,0.27,-0.59,3.25,2.8,-1.49,-0.95,0.03,0.24,3.41,-0.85,0.0,-0.009852216748768473,-0.04609218436873747,0.30345094277556944,0.0,0,0,0,0,0
2022-01-12,-0.11329318712924681,-0.05747283226481153,-3.177368833202819,1.3578235474946203,-0.052525832376578645,0.8114028023836366,0.1487481590574374,-1.8904109589041096,-0.2879241516966068,5.890243902439025,-2.455407969639469,-1.0754310344827587,0.51,0.49,1.41,1.43,0.92,0.92,0.04,-0.79,-0.39,-0.5,-1.1,28.28,-1.07,0.02,-0.48,1.84,-5.1,3.82,-0.04,-0.03283582089552239,-0.007352941176470588,-0.1916564724467091,1.0,0,0,0,0,0
2022-01-13,-0.5873371851401348,-0.4743837136378986,0.7714439848948031,-0.08009561060408518,0.00969403211148137,-0.6355472570463234,-2.732051282051282,8.392307692307693,1.775052557813595,-0.904424778761062,-1.6427640156453716,-6.0285714285714285,0.11,0.09,0.23,0.36,0.28,0.24,-2.29,-2.12,-0.75,0.31,3.87,-3.94,2.21,1.54,-0.54,0.66,-4.29,1.75,0.0010416666666666667,0.01440329218106996,0.016931216931216932,-0.21904723319169017,2.0,1,1,1,1,1
2022-01-14,0.16438945009057693,-0.405213161396907,-2.2303319459953306,-0.02957433741200926,-0.36033603360336036,4.360575750182972,-4.670614359733531,-1.0,-0.09191919191919191,-1.0,-1.0933062880324544,0.19886363636363635,-0.49,-0.47,-2.51,-2.5,-1.42,-1.36,-1.28,-2.11,-0.14,-2.92,-3.03,0.0,-0.82,-0.35,0.02,-2.29,15.27,-0.63,0.014568158168574402,-0.004056795131845842,0.001040582726326743,-0.2537787583883401,3.0,0,0,0,0,0
2022-01-15,1.4363051446351818,0.8281382609366561,2.8096534653465346,-2.301640621196631,2.1979362101313322,-0.6917580667182451,-0.5218794111716072,-1.0,-0.1243047830923248,-1.0,-15.315217391304348,-1.6966824644549763,-0.56,-0.54,0.59,0.68,0.08,0.06,2.34,3.98,0.41,5.43,8.27,5.74,-1.21,-1.36,0.33,2.33,-5.51,2.07,-0.02358974358974359,-0.029531568228105907,-0.02702702702702703,0.03203736192731273,4.0,0,0,0,0,0
2022-01-19,-0.4909274193548387,-0.1132404181184669,-0.737599124965819,-0.8256125574272588,-0.9429347826086957,-0.6359185490152442,-1.0665961945031712,-0.7985865724381626,-0.7012692656391659,-0.8725490196078431,-1.7415946205571566,0.1935483870967742,-1.51,-1.58,-2.6,-2.45,-1.83,-1.84,-0.58,-0.3,0.58,3.67,4.3,1.79,-1.46,-0.89,0.23,-4.44,18.76,2.08,0.0,0.0010604453870625664,0.0,-0.36109677956228675,1.0,0,0,0,0,0
2022-01-20,-1.9243716679360243,-2.656581532416503,-0.7680283451438099,-13.186608122941822,82.53968253968254,-1.824877750611247,-65.61904761904762,-7.0701754385964914,6.613050075872534,15.615384615384615,-1.3860103626943006,3.0945945945945947,-0.96,-0.99,-1.15,-1.13,-0.97,-1.03,-0.67,-4.11,-0.23,-1.14,0.43,21.13,-1.06,-0.77,-0.38,-3.09,4.65,1.79,-0.04843918191603875,-0.0423728813559322,-0.051086956521739134,1.6578337262461413,2.0,0,0,0,0,0
2022-01-21,-1.7050341929636648,-3.556451612903226,-21.707996406109615,0.27463520086470905,-1.187345620368611,0.31678399407187846,-1.2213215426185213,-1.0,-1.683675503288818,-1.1203703703703705,1.6174496644295302,-1.1683168316831682,-0.89,-0.84,-1.3,-1.28,-1.1,-1.09,0.83,2.75,0.23,-2.31,-2.29,4.65,2.66,0.72,0.36,-3.25,7.3,-0.07,0.027149321266968326,0.025442477876106196,0.01718213058419244,-0.33050982429230547,3.0,1,1,1,1,1
2022-01-22,3.0143741965642166,-0.04694748561885322,-1.045209996528983,-1.2665536004522648,2.084178498985801,-3.1567248171074844,3.5061043285238624,1.0,-0.011370262390670554,-4.923076923076923,-4.415384615384616,-4.333333333333333,-1.3,-1.33,-2.72,-2.79,-1.89,-1.89,-0.66,0.36,-0.09,-2.24,-1.08,-5.56,-1.65,-0.99,0.01,-1.72,12.74,-2.03,0.003303964757709251,0.015102481121898598,0.02027027027027027,-0.0007978538463509166,4.0,0,0,0,0,0
2022-01-25,-0.6691508253034846,0.04893561786085151,-22.13915547024952,-6.362672322375397,-0.9782966129562644,-1.1685583822570125,-0.4874384236453202,42.8,-1.6231200235918608,-3.5,-0.5912162162162162,-0.8764705882352941,0.29,0.28,0.63,0.52,0.28,0.31,-0.16,-0.93,0.28,0.2,-5.36,-4.23,-2.91,-1.49,0.26,1.31,3.64,-2.15,-0.0021953896816684962,-0.021253985122210415,-0.009933774834437087,-0.32828599161218247,0.0,0,0,0,0,0
