,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-02-04,-1.9385358593375546,-1.2217830950535522,-0.062459609223534586,-1.9196243832564062,0.6306998293099244,-0.4989056800416884,-2.7300814623484997,20.59016393442623,0.1383555455161509,-1.2359116022099448,-0.7480731116494165,-1.3198314970836034,-1.45,-1.47,-3.74,-4.12,-2.44,-2.36,-0.85,-1.01,-0.55,3.64,4.56,6.22,2.15,1.67,0.0,-4.58,10.23,2.28,-0.037815126050420166,0.025879917184265012,-0.008988764044943821,-0.346455619350934,3.0,1,1,1,1,1
2022-02-05,0.17835656081029624,-0.31785100517871767,0.5341756557575402,-0.20993423329871927,0.8723738317757009,0.3033832501386578,2.780304335343095,1.1450265755504936,-0.15199920627046334,-12.035128805620609,-4.560314685314685,0.25835866261398177,-0.06,0.02,1.58,1.33,0.52,0.53,1.99,1.27,0.09,4.34,9.49,16.1,1.26,1.57,-0.1,0.6,-4.64,2.26,0.04039301310043668,0.01917255297679112,0.07936507936507936,-0.24534294003010815,4.0,1,1,1,1,1
2022-02-08,-0.22955356769477,0.05530662969413117,-0.31870238129379486,4.043373493975904,-0.09763207283472428,-0.49459574468085105,-0.6266215025670626,-0.9274336283185841,-0.7800982800982801,-0.5415959252971138,-1.2997790326540632,1.827697262479871,0.0,-0.03,-0.58,-0.86,-0.37,-0.37,1.35,3.59,-0.09,0.48,-2.09,-5.47,-0.38,-0.19,-0.12,-0.02,-1.55,-1.07,0.0912906610703043,0.08514851485148515,0.07352941176470588,-0.017368739928355876,0.0,1,1,1,1,1
2022-02-09,-0.7379292308755101,-1.4211555099817348,-0.37216301732181817,-0.6361681796464406,1.254491547924595,-0.4133409110044624,-0.9384077132744802,3.0439024390243903,-2.874168661878159,-0.36203703703703705,-9.456183456183457,-1.0660592255125285,1.06,1.07,1.28,1.2,0.84,0.82,3.68,2.34,0.25,2.37,3.95,27.35,-0.46,0.05,-0.04,2.4,-6.21,-2.15,0.06538461538461539,0.05291970802919708,0.025440313111545987,0.4074625914689434,1.0,0,0,0,0,0
2022-02-10,-1.7574325469300145,-1.3634253975500266,-1.507352776846575,-1.4746612547006506,-0.9034290537224959,-0.5471995981486133,-28.824966974900924,-0.8142340168878166,0.5941802696948191,0.29680696661828737,-0.6012590799031478,-2.125,0.86,0.85,2.08,2.06,1.45,1.45,-1.65,-0.48,-0.15,-1.01,1.55,-1.76,1.7,0.81,-0.19,3.35,-6.9,0.34,-0.007220216606498195,-0.03466204506065858,-0.03625954198473282,-0.2422236615755347,2.0,0,0,0,0,0
2022-02-11,5.876702794073779,-17.22422275724903,1.7799044116027576,6.603998993963783,-2.502642276422764,0.3156101426307448,0.6965841384385311,1.9025974025974026,-0.6904995102840352,-0.7442641298265249,-2.272528540199174,1.5632183908045978,-1.47,-1.41,-2.1,-2.24,-1.81,-1.75,-0.11,-0.1,0.04,5.04,17.77,46.59,-1.63,0.11,0.48,-3.22,19.79,0.25,-0.07818181818181819,-0.08976660682226212,-0.06633663366336634,0.02586950088140304,3.0,0,0,0,0,0
2022-02-12,-0.8977139634754696,-1.1730692302729209,-0.5449150662356596,-0.501149387269089,-2.4511023941566346,-1.54291393121725,-0.6002910230579808,-1.0,-0.9706559263521288,-0.30196936542669583,-0.5943882420309219,-1.289985052316891,-1.43,-1.46,-2.78,-3.13,-1.9,-1.96,2.35,3.26,0.57,-6.13,-7.56,-8.8,-2.04,-0.87,-0.03,-4.83,14.43,3.58,-0.08579881656804733,-0.045364891518737675,-0.030752916224814422,-0.39732929577086235,4.0,1,1,1,1,0
2022-02-15,-1.889277636415041,3.6995973754846405,0.7486725047441634,0.6248176634398621,2.3069537658463832,3.051586421122698,0.615163819658359,-1.0,31.147058823529413,-0.36363636363636365,-1.2569411764705882,-0.5360824742268041,-0.49,-0.45,0.0,0.09,-0.38,-0.35,-1.02,0.23,0.31,3.53,5.56,4.83,-2.81,-1.57,-0.18,0.15,3.55,2.53,0.020496224379719527,-0.004132231404958678,0.005470459518599562,1.2752299715174256,0.0,0,0,0,0,0
2022-02-16,-3.906728132575607,-1.7660595579952723,-1.2372613050317596,-0.9107547285303299,-0.4497279927840573,-1.3938555899345582,-0.9083264704607515,-0.8414154652686763,-0.6087221713937176,-0.6748768472906403,2.001831501831502,12.744444444444444,1.22,1.26,2.53,2.5,1.58,1.6,0.11,0.98,-0.38,2.9,0.46,6.39,-1.51,-1.03,-0.05,5.47,-9.28,-3.55,-0.02748414376321353,-0.029045643153526972,-0.020674646354733407,-0.754428697528763,1.0,0,0,0,0,0
2022-02-17,1.001175795028848,0.8333868345569581,0.1799336998027779,-0.5866483767718336,0.19536932691322612,-0.3260567296996663,-0.3458628841607565,-1.0,-0.7381137957911146,-0.9848484848484849,-2.1732763880414887,-0.48181083265966046,-0.16,-0.15,-0.11,-0.07,0.09,0.12,-0.33,-0.97,-0.31,-0.17,-3.2,-7.93,4.55,1.99,-0.02,0.03,-5.49,1.73,0.008695652173913044,-0.00641025641025641,-0.0011111111111111111,0.16361938412255822,2.0,1,1,0,0,0
2022-02-18,-0.9009769761563162,-0.6726103065765989,0.5391728013087237,-0.7201327433628318,0.22908810421666095,0.6884670930472457,-0.18467654499457897,1.0,-3.4166666666666665,28.0,-1.0254810192407697,-0.6271450858034321,-1.78,-1.78,-2.88,-2.98,-2.12,-2.14,0.26,-1.49,0.1,-3.51,-3.71,-4.7,-0.45,0.53,0.18,-3.74,15.73,-2.03,-0.020474137931034482,-0.010752688172043012,-0.0055617352614015575,-0.2618537513347403,3.0,0,0,0,0,0
2022-02-19,-1.1097695598178556,-0.586923143276115,-0.40233364140480593,1.859683794466403,-0.18286730353531833,-0.42803030303030304,0.30319148936170215,-1.0,-4.1330049261083746,-0.9655172413793104,7.122448979591836,-0.7238493723849372,-0.68,-0.65,-1.23,-1.19,-0.72,-0.71,0.74,1.18,0.24,-2.11,-0.05,-1.92,0.86,0.02,-0.25,-1.12,-1.28,-0.75,-0.013201320132013201,-0.011956521739130435,0.0022371364653243847,-0.4146064944599153,4.0,0,0,0,0,0
2022-02-23,-6.776588915043869,2.3491851191360777,-0.6784104191016864,0.37192118226600984,-1.1333523537803138,0.03104489367288002,0.4772605671482076,1.0,-0.03522504892367906,-0.8275862068965517,-10.426470588235293,-37.5,-1.42,-0.1,-1.23,1.34,-1.01,0.66,-2.05,-2.41,-0.03,3.78,8.7,2.9,-1.83,-1.35,-0.15,-0.83,3.82,-0.32,-0.012222222222222223,-0.011037527593818985,-0.01675977653631285,0.671566235667236,1.0,0,0,0,0,0
2022-02-24,-0.9177224568422613,-0.49705664842478925,2.075804776739356,0.6624775583482945,0.21480530594779632,0.9845311604812528,-1.0358565737051793,-1.0,-5.283975659229209,-0.8,-0.9521580863234529,-2.6575342465753424,-1.38,-1.37,-2.57,-2.56,-1.84,-1.81,0.26,-0.62,0.17,2.78,2.82,0.0,1.06,0.47,0.05,-2.33,7.67,-0.27,-0.0022497187851518562,-0.004464285714285714,-0.004545454545454545,-0.31619659211150436,2.0,1,0,0,0,0
2022-02-25,12.914002701485817,1.2138277849664745,-0.7190411883862255,-2.6900647948164145,0.039802747446283905,-0.3100882117080994,-95.51515151515152,1.0,-2.0459280303030303,332.0,28.244565217391305,-0.045454545454545456,0.28,0.27,3.34,3.4,1.5,1.47,-3.74,-3.63,0.98,-1.4,-1.74,-9.3,-3.32,-2.6,1.14,3.7,-2.26,0.77,-0.019165727170236752,-0.017937219730941704,-0.0502283105022831,1.2197202805494787,3.0,0,0,0,0,0
2022-02-26,-0.8837653302268388,-0.9708816535820083,-1.6709925498678202,-2.2345047923322685,-1.3658536585365855,-1.0944764738701878,-0.7790958640589932,-0.21,-0.27252150294250793,-3.6876876876876876,-0.8816205166325962,-0.8051948051948052,2.51,2.53,1.64,1.53,2.24,2.24,1.87,0.3,-0.51,0.0,-0.51,8.07,2.92,1.06,-0.7,1.57,-9.0,-1.31,-0.022988505747126436,-0.0182648401826484,0.006009615384615385,-0.47323436556819215,4.0,1,1,0,0,0
2022-03-01,16.73009465478842,26.41925182481752,10.30945558739255,11.72256728778468,-17.62037037037037,-17.562992125984252,20.9811320754717,-87.75949367088607,-0.13690105787181084,-1.6726256983240224,-7.762951334379906,-5.2444444444444445,-0.49,-0.45,0.41,0.33,-0.25,-0.27,0.3,-0.7,0.08,-3.82,-3.48,-3.85,0.93,0.84,0.21,-0.67,9.28,4.51,-0.04823529411764706,-0.018604651162790697,-0.03464755077658303,1.017518507250786,0.0,0,0,0,0,0
2022-03-03,-1.329426173521861,-0.9319168760294827,-1.815983658474791,-1.0070382424735558,-1.2201671309192201,0.49313643926788686,-0.7198635413227688,-0.9967901955062737,-8.604181687094448,0.07142857142857142,0.393686165273909,1.7539267015706805,1.79,1.75,1.62,1.67,1.86,1.81,-2.68,-1.61,0.03,9.49,13.6,0.9,1.63,0.16,-0.18,3.37,-7.74,6.95,0.016069221260815822,0.02962085308056872,0.011138613861386138,-0.046876688573618666,2.0,1,1,1,1,1
2022-03-04,-1.0738083889418495,3.8519061583577714,-0.644641089829423,-5.404624277456647,-1.4498987854251013,-0.5739955823532923,-0.4678661219358894,-73.0909090909091,-0.5562719256660662,-0.924031007751938,-0.7241838774150566,-0.8098859315589354,-0.29,-0.33,-1.56,-1.47,-0.53,-0.51,1.3,-0.05,0.4,-2.02,0.8,8.96,1.88,1.61,0.2,-2.24,-0.85,-2.65,0.06934306569343066,0.014959723820483314,0.05263157894736842,-0.47075094332657424,3.0,1,1,0,0,0
2022-03-05,4.084597998062641,-0.21552332023773546,-0.9624836173001311,-0.28346456692913385,0.8526434195725534,-0.617292600896861,-0.5803927358629853,-0.9810844892812106,-1.1848290598290598,-1.2040816326530612,-0.6902173913043478,-4.45,-0.53,-0.46,-1.66,-1.36,-0.79,-0.73,0.57,0.05,0.9,-5.6,-2.37,-8.22,-1.25,-1.22,0.99,-2.42,4.92,7.44,-0.013651877133105802,-0.01020408163265306,-0.0069767441860465115,-0.33400261067987286,4.0,0,0,0,0,0
2022-03-08,1.5364196354861244,0.15621187800963082,-33.54002911208151,-0.35714285714285715,-0.5324833029751063,-2.3466373733675088,-0.8043631245601689,-1.0333333333333334,9.00693641618497,-22.7,-1.8265107212475633,-0.991304347826087,-2.37,-2.39,-3.62,-3.75,-2.95,-2.98,2.27,5.93,0.78,5.57,9.01,3.09,-2.16,-2.29,1.21,-4.91,13.98,3.22,-0.029988465974625143,-0.035509736540664374,-0.0351288056206089,0.15245184215447916,0.0,0,0,0,0,0
2022-03-09,-0.9635462306902681,-0.9587405597512216,-0.9958845895772758,7.39031339031339,-1.264935064935065,-2.391190066165141,2.5017985611510793,-47.0,0.2710258780036969,-1.0,-2.7476415094339623,-41.0,-0.56,-0.55,-0.28,-0.4,-0.73,-0.71,0.55,-1.17,-0.17,3.58,2.86,10.29,-1.29,-1.09,0.11,1.87,-3.62,3.6,-0.034482758620689655,-0.009501187648456057,-0.023058252427184466,0.051462474197359366,1.0,0,0,0,0,0
2022-03-11,-36.864010989010985,101.51413189771198,-1400.1521739130435,9.227164685908319,433.00735294117646,-2.5724151410515343,4.862352336928608,5.456521739130435,-2.593528449372841,-1.0,-0.815114709851552,-2.658333333333333,-0.34,-0.34,-0.95,-1.08,-0.43,-0.42,0.33,0.14,0.5,2.15,1.59,3.94,2.18,2.21,0.47,-2.17,-6.84,-2.47,0.03694581280788178,0.03237410071942446,0.037267080745341616,1.8077255497524416,3.0,1,1,1,1,0
2022-03-12,-6.355184036156115,1.4711427371074468,-1.7350414070632836,-0.17630067399316046,-0.934846816320768,1.3506111456391132,0.29709129139653057,-3.457912457912458,-1.4985740360483688,-0.34757281553398056,-19.445255474452555,-4.386934673366834,-0.69,-0.68,-2.18,-2.16,-1.3,-1.31,-0.95,-1.9,0.64,0.18,2.56,0.0,0.3,-0.71,0.67,-2.08,1.72,3.12,-0.022565320665083134,-0.0429732868757259,-0.06467065868263473,0.5732880974316239,4.0,0,0,0,0,0
2022-03-15,-0.09973286796811581,0.581313555269841,-1.462596178236239,-1.0572372929178926,-3.0836439282309094,-2.1919375308467886,-0.9760216143194866,-1.2863013698630137,-0.8550509095069214,-1.5386904761904763,-0.1745152354570637,-0.9480712166172107,0.0,0.06,-2.04,-1.85,-0.74,-0.7,1.6,0.93,-0.16,5.04,4.38,9.96,-2.16,-0.59,0.29,-3.07,3.32,-5.78,-0.06439854191980558,-0.06432038834951456,-0.07426376440460948,0.022885038146388776,0.0,0,0,0,0,0
2022-03-16,-0.6668096668096668,-0.622746423507751,-0.3861865704037104,-1.3007042253521126,-0.498856025625026,-0.40441578799485367,6.907042253521126,-0.5215311004784688,-2.7411207576953434,-3.3922651933701657,-0.3581016299137105,4.714285714285714,1.82,1.78,2.92,3.11,2.14,2.16,0.77,0.73,-0.14,0.34,-0.75,9.43,-0.14,-0.91,0.0,4.36,-6.11,-6.38,-0.05714285714285714,-0.040207522697795074,-0.017980636237897647,-0.47336823753805124,1.0,0,0,0,0,0
2022-03-17,-0.9503934191702432,-0.6010954268156922,0.47457753294126404,-7.114754098360656,-1.3085415456130156,-0.19526245220241348,-0.24545778411115068,2.88,-0.05666364460562103,-2.2170900692840645,-0.26362957430918593,-0.86,1.55,1.57,3.77,3.73,2.24,2.25,0.22,-1.4,-0.49,2.0,5.25,-1.08,2.36,1.44,-1.23,5.03,-10.59,-1.45,0.011019283746556474,-0.006756756756756757,0.014084507042253521,-0.4097175739273465,2.0,1,1,1,0,0
2022-03-18,-6.925498678202355,-0.38931928289165235,0.28198202746365103,1.1895825354270395,1.3497444175410278,-0.09987658130206727,-1.1808309726156752,-0.7010309278350515,1.6895723209995195,1.0246679316888045,0.22616632860040567,-0.5357142857142857,1.23,1.18,1.33,1.14,1.23,1.2,-2.21,-1.76,-0.64,-1.14,-1.66,-13.73,2.5,1.33,-1.26,0.73,-3.75,8.35,0.01907356948228883,0.0380952380952381,0.03611111111111111,0.3523483443359324,3.0,1,1,1,1,1
2022-03-19,-0.2544613887086308,-0.13186853361605674,-0.16874396991356055,-1.1747419975511633,-0.832837188000916,0.4302608576423405,-0.8720626631853786,0.6206896551724138,-1.0384134357691621,-0.9906279287722587,-0.9594706368899917,-11.615384615384615,0.8,-0.14,2.05,-0.12,1.17,-0.02,1.22,1.24,0.27,-0.65,1.38,4.55,0.97,0.46,0.1,2.01,-7.01,1.67,0.009358288770053475,0.00655307994757536,-0.006702412868632708,-0.21124902092697498,4.0,1,1,1,1,0
2022-03-22,0.09003372864759003,-0.9722900699065106,-0.5391903735462018,0.4014014014014014,3.367808219178082,-0.8457998801677651,-12.816326530612244,-4.074468085106383,-43.27906976744186,9.9,22.551020408163264,-1.6376811594202898,-0.58,-0.47,-0.4,-0.24,-0.04,0.0,0.37,1.92,0.26,6.68,9.02,20.44,-0.49,-0.77,0.53,-0.26,-1.42,7.09,0.019867549668874173,0.03515625,0.03643724696356275,0.05668960402159133,0.0,1,1,1,0,0
2022-03-23,1.582821779707541,-35.74012158054711,0.4518350981803228,-1.995,-0.7379645601379959,2.982903326080199,0.5578583765112263,-1.0,-0.9498349834983498,-1.0091743119266054,-1.0901213171577122,7.556818181818182,0.74,0.79,1.95,1.97,1.13,1.18,3.36,4.1,0.01,3.65,2.3,9.35,0.68,0.89,-0.2,0.66,-2.51,-0.32,0.00909090909090909,0.0037735849056603774,0.010416666666666666,-0.36352788869478414,1.0,1,1,1,1,1
2022-03-24,-0.15699876333281806,-0.06802572291001356,-0.17143464098569608,-1.1830581478822686,1.4213046080191503,-0.36447358151877,-1.598669623059867,-1.0,5.392543859649122,-10.0,8.884615384615385,-1.0690571049136786,-1.29,-1.32,-1.32,-1.41,-1.23,-1.28,-0.04,0.65,0.08,-3.82,-3.14,-7.62,0.64,0.92,0.29,-2.48,2.75,2.84,0.03732303732303732,0.021303258145363407,0.02577319587628866,0.29380843268677015,2.0,1,1,1,1,1
2022-03-25,-0.7464185023036193,-0.8448178745775441,-0.6366122553627895,5.5019607843137255,-0.6265447355412753,-0.552069261942773,0.3388888888888889,-1.0,-0.7135506003430532,-23.333333333333332,-0.35797665369649806,0.6730769230769231,1.02,1.03,1.93,2.19,1.43,1.46,0.81,0.32,0.19,3.5,1.73,4.63,0.13,-0.2,0.08,5.13,-8.06,-2.25,0.004962779156327543,0.006134969325153374,0.0,-0.38612923694703044,3.0,1,0,0,0,0
