,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-21,1.4006320224719102,-0.7504023037181333,-0.30548730548730546,-0.01164427383237364,0.12745545911375056,5.510489510489511,-16.23913043478261,-0.602291325695581,-18.564102564102566,-1.0,-3.8095238095238093,0.9024390243902439,0.030107526881720432,-0.002070393374741201,-0.010752688172043012,-0.014736842105263158,-0.28696069561080456,2.16,1.23,2.51,1.34,2.45,1.37,-0.03,-0.08,-0.28,0.06,-1.6,-4.18,1.09,0.75,0.01,2.75,-2.71,1.66,0,3,1,1,1,1
2022-06-22,1.2261225683779435,-1.8707159823549373,0.3338246855345912,-0.02731745209735888,-1.3577795786061588,-2.386143931256713,-0.9174988112220637,-1.9958847736625513,-2.216058394160584,-1.0,2.8686440677966103,-0.967948717948718,-0.014613778705636743,0.002074688796680498,0.01956521739130435,0.023504273504273504,-0.2522175821950043,-0.16,-0.18,-0.15,-0.1,-0.13,-0.13,-1.93,-3.73,-0.24,-3.62,-4.13,0.82,-4.03,-2.74,0.45,-1.12,-4.11,-4.03,1,2,0,0,0,0
2022-06-23,-2.926412614980289,-6.948168355416992,-2.111839681721064,-1.284639957407161,-2.6704416761041903,2.8981015110422317,-3.5734870317002883,-1.43801652892562,-1.2160864345738296,-1.0,-2.208105147864184,12.8,0.014830508474576272,-0.008281573498964804,-0.031982942430703626,-0.04384133611691023,0.6426369249153555,0.64,0.66,1.62,1.48,0.95,0.98,-0.22,2.9,0.19,-2.25,-1.63,2.57,-4.36,-1.22,0.17,-0.65,0.35,-1.81,2,1,1,1,1,1
2022-06-24,-2.645225102319236,-2.767870012448405,-2.421840832284143,-6.9048398410100535,-3.5742372881355933,0.3415167478381871,4.402015677491601,-1.2264150943396226,-10.294444444444444,4.88659793814433,-1.0951949229374434,0.42028985507246375,-0.04384133611691023,0.0,0.00881057268722467,0.021834061135371178,0.01619849460696826,2.69,2.66,3.34,3.43,3.06,3.07,-1.43,-2.19,-0.22,1.58,1.69,3.24,5.03,2.26,-0.84,4.45,-6.27,3.21,3,3,1,1,1,1
2022-06-27,-0.1942037397902069,-2.11937145610199,2.106119215174535,-0.28002375767174814,2.185409533842507,-2.410017040823887,0.24150082918739635,-6.625,5.848774656306037,-0.574430823117338,-22.476190476190474,-2.7448979591836733,0.04148471615720524,0.04384133611691023,0.03056768558951965,0.057692307692307696,0.15424374319912948,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,1,1,1,1,1
2022-06-28,-0.9343709801903782,-1.0975036419017348,-1.0020705797623335,-1.6694164879282847,-0.6231500620090946,-0.8715254059166623,-0.6652195692102187,-0.4444444444444444,-0.7519636934892652,-1.4444444444444444,-1.025720620842572,-2.152046783625731,0.03773584905660377,0.014,0.036016949152542374,0.006060606060606061,-0.3452704351026045,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,3,1,1,1,1
2022-06-29,2.7855742845942766,4.879456706281833,54.63768115942029,-0.7152481104173513,-1.2810443176831945,-1.4695296523517383,-2.5541147132169577,-2.9466666666666668,-0.47959183673469385,-1.0,-1.793103448275862,-0.868020304568528,0.00404040404040404,-0.0019723865877712033,0.006134969325153374,0.014056224899598393,-0.2731848408874181,0.26,0.21,-0.03,0.14,-0.07,-0.11,0.08,0.0,0.58,-2.83,-2.22,-1.29,-0.93,-1.82,0.76,-2.2,-0.71,-1.77,1,2,0,1,0,1
2022-07-05,-0.3997445721583653,-5.563989817171951,-4.270355454386272,3.3568883610451308,-0.7333776595744681,-1.49573194037457,3.7805486284289276,1.0,9.745901639344263,14.833333333333334,-1.4860335195530727,4.666666666666667,-0.010416666666666666,-0.010309278350515464,-0.01284796573875803,-0.008438818565400843,-0.035500825227939174,-0.42,-0.76,1.75,0.97,0.16,-0.33,-3.17,-3.04,1.34,-3.87,-3.01,-1.29,3.9,1.8,1.01,0.78,0.04,-9.87,0,2,1,1,1,1
2022-07-06,-16.22872340425532,-0.08067542213883677,0.730256465171066,-0.7644132479214938,-12.907730673316708,4.016962220508867,-1.4762649973917579,2.0,-4.9298245614035086,-4.368421052631579,-0.7931034482758621,5.529411764705882,0.004210526315789474,0.035416666666666666,0.028199566160520606,0.03404255319148936,0.3240573835176063,0.23,0.25,0.35,0.61,0.36,0.37,-3.13,-1.45,0.58,4.09,6.14,8.9,-0.84,-2.13,-0.32,0.66,-2.94,-0.97,1,3,1,1,1,1
2022-07-07,-1.2621725462801257,1.5316050744622174,0.2967879688080208,-3.5467168064796066,2.183455497382199,0.022027560063521336,-7.966046002190581,9.0,0.6376164596273292,1.2875,16.5,-1.6846846846846846,0.006289308176100629,0.004024144869215292,-0.002109704641350211,0.00205761316872428,0.3464747732035083,1.12,1.14,2.28,2.17,1.5,1.47,0.27,0.55,0.03,2.27,0.96,3.34,1.79,1.84,-0.55,4.48,-2.43,4.26,2,1,1,1,1,1
