,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,open,high,low,vol,weekday,cr_00,cr_05,cr_10,cr_15,cr_20
2022-02-12,-1.0173534696844273,-0.8727374058009644,-1.5287149434910003,-1.0564639754726621,0.6444223107569721,-1.5371953826421547,-0.828012784357962,-1.0,0.31868131868131866,-1.0,-1.0633162975582056,-0.8865030674846626,-1.43,-1.46,-2.78,-3.13,-1.9,-1.96,2.35,3.26,0.57,-6.13,-7.56,-8.8,-2.04,-0.87,-0.03,-4.83,14.43,3.58,0.052202283849918436,-0.012012012012012012,0.03262642740619902,-0.5576523219147836,4.0,0,0,0,0,0
2022-02-15,4.038394415357766,-1.61490860624524,-0.7970073628374634,-9.018099547511312,0.14038112099892838,0.45284520493434144,-0.004809794490599038,1.0,-0.36041666666666666,0.4755244755244755,-0.28475336322869954,-2.1621621621621623,-0.49,-0.45,0.0,0.09,-0.38,-0.35,-1.02,0.23,0.31,3.53,5.56,4.83,-2.81,-1.57,-0.18,0.15,3.55,2.53,-0.020155038759689922,-0.02735562310030395,-0.023696682464454975,-0.3124661382562456,0.0,0,0,0,0,0
2022-02-16,-1.2995035215333102,-1.6291995664963617,-0.4582683307332293,-0.022234762979683974,-0.25204281745383234,-0.5145165708025199,-0.02460456942003515,-1.0,-0.12052117263843648,-1.0,-1.1316614420062696,-1.8837209302325582,1.22,1.26,2.53,2.5,1.58,1.6,0.11,0.98,-0.38,2.9,0.46,6.39,-1.51,-1.03,-0.05,5.47,-9.28,-3.55,-0.0031645569620253164,0.021875,0.006472491909385114,0.28050462229940243,1.0,1,0,0,0,0
2022-02-17,11.682343870470316,10.048720472440944,6.8207343412527,-0.02862749624841279,0.0952641066258808,-1.2739069111424541,-0.8743243243243243,1.0,2.6925925925925926,1.0,17.928571428571427,8.105263157894736,-0.16,-0.15,-0.11,-0.07,0.09,0.12,-0.33,-0.97,-0.31,-0.17,-3.2,-7.93,4.55,1.99,-0.02,0.03,-5.49,1.73,0.031746031746031744,0.0045871559633027525,0.022508038585209004,0.4126737209183063,2.0,1,1,1,1,1
2022-02-18,-1.0773603258556752,-0.7911897020177275,0.10844149866519377,-0.5344028520499109,-0.067328312802354,-1.4994850669412976,-1.2670250896057347,-1.0,1.1374122367101305,0.6545454545454545,-1.1522012578616352,-0.9971098265895953,-1.78,-1.78,-2.88,-2.98,-2.12,-2.14,0.26,-1.49,0.1,-3.51,-3.71,-4.7,-0.45,0.53,0.18,-3.74,15.73,-2.03,0.0,-0.0045662100456621,-0.0015723270440251573,-0.23200225879315908,3.0,0,0,0,0,0
2022-02-25,1.571759975255181,0.5480600243341895,-4.757491289198606,-1.6377820451272203,52.12105263157895,2.0930543187889583,-0.8760824126604957,-1.105263157894737,-4.577223088923557,1.0,-1.2160875773441218,3.7294117647058824,0.28,0.27,3.34,3.4,1.5,1.47,-3.74,-3.63,0.98,-1.4,-1.74,-9.3,-3.32,-2.6,1.14,3.7,-2.26,0.77,-0.026981450252951095,-0.03333333333333333,-0.058419243986254296,0.7174426419538422,3.0,0,0,0,0,0
2022-02-26,-0.7871038547116483,-0.5002401536983669,-1.3802856083086052,-3.914941663530297,-0.8013474685425542,-1.3248884410536923,1.963855421686747,82.0,-0.6253815961622329,-1.0,0.1013215859030837,-0.9303482587064676,2.51,2.53,1.64,1.53,2.24,2.24,1.87,0.3,-0.51,0.0,-0.51,8.07,2.92,1.06,-0.7,1.57,-9.0,-1.31,-0.025996533795493933,-0.027586206896551724,-0.0036496350364963502,-0.26055862712716304,4.0,1,1,0,0,0
2022-03-01,-1.8819998587670361,-2.19702066314272,-2.841745915630334,-1.9582956746287927,0.45885286783042395,-2.8732831191847583,-0.9691056910569106,0.6807228915662651,-0.8044237485448196,-1.0,-0.614,-0.8928571428571429,-0.49,-0.45,0.41,0.33,-0.25,-0.27,0.3,-0.7,0.08,-3.82,-3.48,-3.85,0.93,0.84,0.21,-0.67,9.28,4.51,-0.021352313167259787,0.008865248226950355,-0.007326007326007326,-0.042755044570895885,0.0,1,1,1,1,0
2022-03-03,-3.288070456365092,-1.7455567315061493,-0.4436647689659738,-0.787523578550256,-0.4211965811965812,0.14262062440870388,1.394736842105263,-1.0,1.3273809523809523,-0.967479674796748,0.15025906735751296,9.666666666666666,1.79,1.75,1.62,1.67,1.86,1.81,-2.68,-1.61,0.03,9.49,13.6,0.9,1.63,0.16,-0.18,3.37,-7.74,6.95,0.02727272727272727,-0.007029876977152899,0.012915129151291513,-0.22064537071790138,2.0,0,0,0,0,0
2022-03-05,22.854689110271384,9.098776702574401,-7.838990825688073,-11.089617486338797,-0.06639566395663957,-19.41,-1.2502606882168925,1.0,-1.2282958199356913,1.0,1.985645933014354,-0.12429378531073447,-0.53,-0.46,-1.66,-1.36,-0.79,-0.73,0.57,0.05,0.9,-5.6,-2.37,-8.22,-1.25,-1.22,0.99,-2.42,4.92,7.44,-0.012522361359570662,-0.019469026548672566,-0.030852994555353903,0.3136026561631285,4.0,0,0,0,0,0
