,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-24,38.37980769230769,5.082872928176796,10.54113475177305,33.54415954415954,-3.095505617977528,-5.192023633677991,-0.7641304347826087,-1.0,6.756756756756757,-1.0,-9.425,-2.56,-0.019801980198019802,-0.012285012285012284,-0.010101010101010102,-0.007575757575757576,0.2997191964698985,2.69,2.66,3.34,3.43,3.06,3.07,-1.43,-2.19,-0.22,1.58,1.69,3.24,5.03,2.26,-0.84,4.45,-6.27,3.21,3,0,1,1,1,1
2022-06-27,-1.0318642412403858,-0.8998313221746465,-0.9614084680145025,-0.43167010309278353,-7.142091152815014,-1.6638477801268499,-2.870967741935484,27.275862068965516,-1.7195121951219512,0.05,-0.6973293768545994,-0.6153846153846154,-0.015151515151515152,-0.007462686567164179,-0.015306122448979591,0.005089058524173028,0.1391500474833808,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,0,1,1,1,1
2022-06-28,-26.96551724137931,-7.917098445595855,0.08121019108280254,-1.458859381802351,-1.6508075076385857,0.4713375796178344,-7.080049261083744,-1.024390243902439,-1.414043583535109,-0.8333333333333334,-8.696078431372548,0.8,0.020512820512820513,0.03007518796992481,0.02072538860103627,0.030379746835443037,-0.007502969925595548,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,0,1,1,1,1
2022-06-29,-0.6005607200826324,-1.5348314606741573,4.237113402061856,-1.030044275774826,-0.6800804828973843,-0.8192640692640693,-0.4699210046586996,0.95,3.7076023391812867,-4.571428571428571,1.5222929936305734,-2.0,0.022613065326633167,0.014598540145985401,0.03299492385786802,0.014742014742014743,-0.3210558367106949,0.26,0.21,-0.03,0.14,-0.07,-0.11,0.08,0.0,0.58,-2.83,-2.22,-1.29,-0.93,-1.82,0.76,-2.2,-0.71,-1.77,1,0,0,1,0,1
2022-06-30,-4.658293313631326,-0.12570028011204482,-3.1782902137232845,-55.526315789473685,-5.339622641509434,4.277445109780439,0.22621322124570117,-0.1794871794871795,-2.356521739130435,-1.0,-0.8277777777777777,-1.0,-0.014742014742014743,-0.026378896882494004,-0.03194103194103194,-0.03631961259079903,0.4274712359272547,-0.8,-0.7,-1.33,-1.38,-0.88,-0.83,-0.82,0.45,-0.38,-2.29,-2.87,-3.24,-2.22,-1.91,-1.11,-1.07,1.95,-3.66,2,0,0,1,0,1
2022-07-05,-0.49620976761526037,1.4287790697674418,-0.15156139938952806,9.336206896551724,2.6317567567567566,-1.3022638345444382,-2.166787527193619,-1.0,-0.6072786529060293,-1.0,-0.7884828349944629,-8.0,-0.0024752475247524753,-0.009685230024213076,-0.005012531328320802,0.0,-0.26255367231638416,-0.42,-0.76,1.75,0.97,0.16,-0.33,-3.17,-3.04,1.34,-3.87,-3.01,-1.29,3.9,1.8,1.01,0.78,0.04,-9.87,0,0,0,1,0,0
2022-07-06,-0.7498766650222003,-0.933871932974267,-0.8217794382177944,-0.9869891576313594,-0.1516279069767442,-0.8372630605640314,-1.1193287756370416,1.0,0.16459197786998617,2.8181818181818183,-1.1518324607329844,0.19047619047619047,0.0,-0.004889975550122249,-0.005037783375314861,-0.0024813895781637717,-0.17847511645011033,0.23,0.25,0.35,0.61,0.36,0.37,-3.13,-1.45,0.58,4.09,6.14,8.9,-0.84,-2.13,-0.32,0.66,-2.94,-0.97,1,0,0,1,0,0
2022-07-07,-20.65877712031558,11.036199095022624,-14.402950310559007,-76.6025641025641,-1.1403508771929824,17.213068181818183,23.307291666666668,-1.1666666666666667,-1.16270783847981,-0.6190476190476191,1.3448275862068966,-3.28,-0.01488833746898263,-0.0171990171990172,-0.027848101265822784,-0.04228855721393035,0.8030811698000597,1.12,1.14,2.28,2.17,1.5,1.47,0.27,0.55,0.03,2.27,0.96,3.34,1.79,1.84,-0.55,4.48,-2.43,4.26,2,0,1,0,1,0
2022-07-08,-0.6911808969599679,1.8345864661654134,-1.0888605688466664,-1.196710191622859,2.546875,-1.206052097956637,-0.9055067495178916,-4.285714285714286,-0.5693430656934306,-0.0625,1.3529411764705883,-0.8421052631578947,-0.017632241813602016,-0.0225,-0.010416666666666666,0.005194805194805195,0.001220597058154209,-0.14,-0.18,0.12,0.11,-0.08,-0.1,2.25,0.97,-0.14,2.67,2.66,0.77,1.12,0.7,-0.23,0.47,-5.52,2.01,3,0,1,1,1,1
2022-07-11,-6.381903833658219,-4.969628647214854,1.179921773142112,-2.8224137931034483,-7.361233480176211,-0.5783497350492052,-2.8616780045351473,1.8695652173913044,-21.084745762711865,2.933333333333333,-0.81875,-13.777777777777779,0.002564102564102564,0.05370843989769821,0.02631578947368421,0.056847545219638244,0.43933382924208614,-0.52,-0.54,-2.26,-2.2,-1.15,-1.14,0.74,-0.3,0.97,-3.37,-1.72,7.2,0.07,-0.44,1.25,-2.46,6.21,-0.67,4,0,0,0,0,0
2022-07-12,-1.0042558329057378,-1.0958203868898466,-0.17464114832535885,-0.7928098391674551,-0.2905124653739612,-0.533213644524237,0.1510353227771011,-1.0,-1.0455696202531646,-0.9661016949152542,0.13793103448275862,-1.0,0.04859335038363171,-0.0024271844660194173,0.028205128205128206,-0.017114914425427872,-0.6196703896178472,-0.61,-0.56,-0.95,-0.89,-0.92,-0.86,-0.89,-1.48,0.09,-0.74,-0.6,6.99,-2.12,-0.96,-0.43,0.18,4.28,-7.93,0,0,1,1,1,1
