,retail,foreigner,institution,financial,invtrust,pension,privequity,bank,insurance,financeetc,corporateetc,foreigneretc,open,high,low,close,vol,dji_cr,dji_f_cr,ixic_cr,ixic_f_cr,spx_cr,spx_f_cr,bond_kor_10_cr,bond_kor_2_cr,dxy_cr,bond_usa_10_cr,bond_usa_2_cr,bond_usa_3m_cr,kosdaq_cr,kospi_cr,krw_cr,sox_cr,vix_cr,wti_cr,weekday,value,close_cr_5,r_open_high_5,close_cr_1,r_open_high_1
2022-06-27,-0.7520770392749244,-1.349194593593779,-69.6304347826087,0.028666389696717906,-0.9185552407932012,-1.7300908605024052,-1.653225806451613,-1.3043478260869565,-0.7044967880085653,-1.0,-1.65,2.0,-0.042735042735042736,-0.0375,-0.008968609865470852,0.022321428571428572,-0.25053991948720605,-0.2,-0.21,-0.72,-0.82,-0.3,-0.32,2.73,1.06,-0.27,2.16,2.03,-0.58,2.71,1.49,-0.2,-0.18,-1.03,1.81,4,0,1,1,1,1
2022-06-28,-0.8484386900228484,-0.7409862142099682,-0.8457396262274312,-1.2122374798061388,-9.88695652173913,-0.37042459736456806,-0.5308641975308642,-1.0,-0.8297101449275363,-1.0,4.17948717948718,-1.5,0.03125,0.025974025974025976,0.04072398190045249,0.013100436681222707,-0.348425469131818,-1.56,-1.55,-2.98,-3.04,-2.01,-2.0,-1.61,0.34,0.54,-0.76,-0.65,5.64,-0.14,0.84,0.45,-2.63,5.23,2.0,0,0,1,1,1,1
2022-07-01,4.746209994385177,-0.45884705098300566,1.4726092765794998,0.5072674418604651,-0.11778563015312132,-1.9376704324113752,0.30542452830188677,1.0,4.345132743362832,-1.0,1.4028925619834711,1.4285714285714286,0.008695652173913044,0.004310344827586207,-0.04954954954954955,-0.06550218340611354,0.631753875113974,1.03,0.91,0.9,0.71,1.06,1.0,-4.07,-3.56,0.45,-4.22,-3.94,0.59,-2.14,-1.17,0.87,-3.83,-7.0,2.52,3,0,0,1,0,0
2022-07-21,24.477272727272727,-1.5962797106441613,0.6341721854304636,-2.011904761904762,-0.4001354096140826,-29.49367088607595,3.389473684210526,-1.0,-0.2871287128712871,1.0,-0.967687074829932,-2.375,0.04035874439461883,0.043478260869565216,0.04524886877828054,0.039647577092511016,0.752222326190699,0.5,0.48,1.36,1.4,0.99,0.98,0.33,0.18,-0.12,-4.89,-4.33,-1.36,0.56,0.93,-0.53,1.53,-3.22,-5.78,2,0,1,1,1,1
2022-07-22,-0.9657193832037722,-2.334488734835355,-0.6124169233263089,6.317647058823529,0.9311512415349887,-0.12616614837849843,-1.1612709832134294,-1.0,7.916666666666667,-1.2982857142857143,-10.052631578947368,-1.4545454545454546,0.021551724137931036,0.004166666666666667,0.012987012987012988,0.00423728813559322,0.12111502723486062,-0.43,-0.41,-1.87,-1.71,-0.93,-0.91,-2.1,-2.14,-0.15,-4.44,-3.99,-0.41,-0.68,-0.66,0.29,-2.55,-0.35,-1.71,3,0,0,1,0,1
2022-07-29,-3.45640362225097,-6.643303929430633,-1.9808575056157829,1.5141129032258065,-1.7370689655172413,-0.28427344041837876,-5.862674793832915,-1.0,133.57692307692307,-1.0,-9.193516699410608,-272.75,0.0,0.16806722689075632,0.026200873362445413,0.16810344827586207,13.40608762036102,0.98,1.03,1.88,1.84,1.42,1.47,-2.19,-3.88,-0.42,-0.48,0.77,-0.54,0.66,0.67,0.58,0.77,-4.48,2.28,3,0,0,1,0,1
2022-08-01,-0.9688750789972614,-0.9964474506906156,-0.7620232998108135,-1.6027265437048916,-1.7906432748538013,-0.9692066805845512,-1.0166642088187583,-1.0,-0.9282652186338954,-1.1111111111111112,-0.9219518043400072,-1.6292548298068077,0.13924050632911392,-0.017985611510791366,0.11063829787234042,-0.02952029520295203,-0.7767612327090471,-0.14,-0.18,-0.18,-0.07,-0.28,-0.31,1.95,2.25,-0.43,-3.1,-1.18,0.32,0.5,0.03,0.33,0.38,7.08,-4.8,4,0,1,1,1,1
2022-08-05,-1.729666471620831,-1.340079571008476,-2.65543219666931,-11.278688524590164,-0.5400238948626045,-0.07946210268948656,-1.1869829012686155,-1.0,-0.2043343653250774,1.0,-1.348936170212766,-2.7142857142857144,0.033707865168539325,0.021897810218978103,0.01509433962264151,-0.007326007326007326,0.05530565167243368,0.23,0.23,-0.5,-0.74,-0.16,-0.13,-0.6,-1.58,0.82,4.94,5.94,3.56,0.79,0.72,-0.01,-0.91,-1.35,0.53,3,0,1,1,1,1
2022-08-08,-2.7149959903769045,-5.741098677517803,-1.3995209580838324,-1.0813397129186604,-1.387012987012987,-2.1075697211155378,-2.896755162241888,-1.0,-0.8638132295719845,-1.0,2.658536585365854,-1.25,-0.014492753623188406,-0.014285714285714285,0.007434944237918215,0.007380073800738007,-0.37138641455817256,0.09,0.11,-0.1,-0.34,-0.12,-0.12,2.02,1.57,-0.15,-2.91,-1.26,-0.33,-0.09,0.09,-0.24,-1.61,0.66,1.97,4,0,1,1,1,1
2022-08-10,0.8446513619093488,1.1366834170854272,0.8195867629766505,-3.853810264385692,1.1329394387001477,3.9367816091954024,-0.40465608465608466,1.0,25.5625,2.8333333333333335,-3.3080110497237567,-3.9420289855072466,0.05474452554744526,0.07216494845360824,0.054945054945054944,0.05574912891986063,0.6860105693488883,1.63,1.6,2.89,2.77,2.13,2.07,1.39,0.77,-1.11,0.2,-1.45,-1.37,-1.6,-0.9,-0.67,4.25,-9.32,1.58,1,0,1,1,1,1
2022-08-11,-0.8425343041977315,-0.9907102539981185,-0.3553360413589365,1.27574931880109,-0.7094875346260388,-0.40085370585952657,-1.0209740490579453,53.42857142857143,-0.8741176470588236,-0.9637681159420289,-0.003590664272890485,-0.37438423645320196,0.058823529411764705,-0.003205128205128205,0.04513888888888889,0.009900990099009901,-0.5465032544450745,0.08,0.13,-0.58,-0.6,-0.07,-0.01,0.84,-0.96,-0.08,3.76,0.2,-1.5,1.45,1.73,0.6,-0.34,2.33,2.62,2,0,1,1,1,1
2022-08-12,4.595062638172439,54.61181434599156,1.3406845195474724,0.19061302681992337,3.99523241954708,0.7778497409326425,-44.23728813559322,-0.9081364829396326,16.822429906542055,10.2,-1.5621621621621622,-0.28346456692913385,0.02287581699346405,0.05787781350482315,0.029900332225913623,0.049019607843137254,1.0124579047093027,1.27,1.24,2.09,2.0,1.73,1.69,1.98,1.0,0.48,-1.64,0.73,0.2,-0.06,0.16,-0.29,2.99,-3.32,-2.38,3,0,0,1,0,1
2022-08-16,-1.1337504115903851,-0.9192716236722307,-1.3535637809727745,-1.4489139179404666,-1.0622763063707945,-0.15992714025500912,-3.271658173265386,0.02857142857142857,-0.9124278972207656,-1.0,-0.31196581196581197,-1.098901098901099,0.019169329073482427,-0.015197568389057751,0.016129032258064516,-0.003115264797507788,-0.5839552949966075,0.71,0.72,-0.19,-0.17,0.19,0.22,-3.54,-3.12,-0.02,0.52,2.29,2.82,0.37,0.22,0.04,-1.03,-1.3,-3.22,4,0,1,1,1,1
2022-08-18,-1.2466194462330973,0.7044932764840931,-8.60381679389313,-2.342512908777969,-1.153446033810143,-2.118497999384426,4.430897537728356,-1.0,4.333333333333333,-1.0,0.9166666666666666,0.42857142857142855,0.0,0.021406727828746176,-0.01567398119122257,-0.021604938271604937,1.108083852239236,0.06,0.05,0.21,0.22,0.23,0.23,0.97,0.92,0.89,-0.56,-2.35,1.06,-0.16,-0.33,0.91,2.28,-1.71,2.71,2,0,1,1,1,1
2022-08-19,-1.8971932114882506,-0.39330382913219164,-0.6785463306896898,0.39807692307692305,-2.9661016949152543,-0.825536598789213,-0.7164168190127971,-1.0,-1.2544642857142858,-1.0,-1.2872670807453417,-4.2,-0.02786377708978328,-0.03293413173652695,-0.006369426751592357,0.01892744479495268,-0.5530712750245712,-0.87,-0.81,-2.01,-1.88,-1.29,-1.28,2.83,2.01,0.65,3.12,0.94,0.64,-1.44,-0.61,0.66,-2.78,5.32,0.3,3,0,0,0,0,0
2022-08-26,-1.4514420107378725,15.915254237288135,-1.0734892126962612,-1.1104528950888592,-1.2410388495385276,-1.5047915668423575,-0.8963942141324659,1.0,12.703703703703704,-7.666666666666667,-1.1735985533453888,-1.2148760330578512,0.05345911949685535,0.018072289156626505,0.025236593059936908,0.0030120481927710845,-0.21676835463197378,-3.04,-3.04,-3.94,-4.07,-3.37,-3.37,0.53,0.31,0.29,-0.06,0.24,1.36,-0.61,0.15,0.56,-5.81,17.36,0.58,3,0,0,1,0,0
2022-08-29,-0.3298426564226701,-0.9123246492985972,2.3922533046418692,3.8819204152249136,-0.8219056099732859,0.273374466065496,1.156312625250501,-1.0,-1.1486486486486487,-0.15,-2.625,-0.5769230769230769,-0.0029850746268656717,-0.005917159763313609,0.003076923076923077,-0.018018018018018018,-0.3889258945036145,-0.57,-0.58,-1.02,-1.01,-0.67,-0.7,2.6,4.2,0.08,1.4,-0.18,0.42,-2.81,-2.18,0.28,-1.93,2.54,4.24,4,0,1,1,1,1
2022-09-01,-1.0929069986794944,-1.0684428504333718,-1.2026523964634714,-0.8451973888716195,-4.309173272933182,13.039123630672927,-0.2660389752572805,-1.0,-0.9472477064220184,1.0,-2.5324074074074074,13.5,-0.023391812865497075,-0.017391304347826087,-0.02694610778443114,0.0,-0.09022764904038304,0.46,0.42,-0.26,0.06,0.3,0.31,1.39,2.41,0.93,1.96,0.65,0.78,-2.32,-2.28,1.09,-1.92,-1.2,-3.28,2,0,0,1,0,1
2022-09-02,-0.899492385786802,0.3605739238927012,-2.2330654420206657,0.9116465863453815,-0.4240246406570842,-0.8589900791439081,-0.9501789976133651,1.0,8.434782608695652,-1.0,-1.7401812688821752,-1.3275862068965518,-0.0029940119760479044,-0.0029498525073746312,0.0,-0.02976190476190476,-0.2533015357856893,-1.07,-1.11,-1.31,-1.53,-1.07,-1.11,-1.42,-3.04,-0.14,-1.96,-3.48,-1.52,-0.31,-0.26,0.39,-1.02,-0.35,0.3,3,0,1,1,1,1
2022-09-08,-1.129911113448693,-1.2754785503518196,-1.7560566082993523,-2.136566056407719,-0.2700892857142857,-2.9420289855072466,-2.48841059602649,-1.0,-0.16964285714285715,1.0,25.416666666666668,-0.8625850340136054,0.027522935779816515,0.005917159763313609,0.01529051987767584,0.0,-0.002057559578070061,0.61,0.6,0.6,0.48,0.66,0.64,-3.05,-4.0,-0.1,1.7,2.11,-0.59,1.25,0.33,0.54,1.79,-4.18,1.95,2,0,0,1,0,0
2022-09-14,16.398294243070364,-3.6601313694267517,0.36737588652482267,-0.8648583192056188,4.19588202559822,-3.18359375,-0.4699828473413379,-1.0,1.26953125,-1.0,-0.7036265110462693,-2.105691056910569,0.0,0.043478260869565216,0.03636363636363636,0.0621301775147929,0.7280563811656608,0.1,0.15,0.74,0.88,0.34,0.41,0.36,2.36,-0.14,-0.22,1.14,-1.56,-1.74,-1.56,-0.26,1.14,-4.07,1.34,1,0,1,1,1,1
2022-09-15,-1.267334983700581,-1.1401848179879532,-1.6224807350326023,-17.8584229390681,-0.09050016065117275,0.2960644007155635,-4.411003236245954,-1.0,-0.8502581755593803,-0.4117647058823529,0.5147679324894515,-2.2058823529411766,0.023391812865497075,0.03888888888888889,0.02046783625730994,0.033426183844011144,0.19698124714133253,-0.56,-0.56,-1.43,-1.71,-1.13,-1.15,3.64,2.09,0.07,1.31,1.96,-0.81,-0.2,-0.4,0.53,-1.62,0.42,-3.82,2,0,0,1,0,1
2022-09-20,2.3997014925373135,-0.26700543817419986,-1.3470572231794686,-2.0220548682087145,-1.5388845247446976,-1.201972242512783,-1.1875446656457376,-1.0,-0.9745762711864406,-1.0,-0.969596827495043,-6.5777777777777775,-0.021739130434782608,-0.034482758620689655,0.0,0.0,-0.4209476148344761,-1.01,-1.02,-0.95,-0.85,-1.13,-1.14,0.55,1.09,0.56,2.13,0.62,7.03,1.12,0.52,0.17,-1.49,5.43,-1.49,0,0,1,1,1,0
2022-09-21,-0.5404337518658354,-0.46691802481148137,-1.1335249542722758,-0.51,-0.3396501457725947,0.6401446654611211,-1.2531301034295046,-1.0,3.6666666666666665,-1.0,14.0,-0.9760956175298805,0.0,-0.005494505494505495,0.002840909090909091,0.008450704225352112,-0.34576910527697974,-1.7,-1.69,-1.79,-1.78,-1.71,-1.72,2.17,1.45,0.37,-0.98,2.23,-1.67,-0.72,-0.87,0.37,-0.97,3.06,-1.79,1,0,1,1,1,1
2022-09-26,-2.1017650639074863,-2.0720100187852224,-2.7715588723051408,-0.49667826637140144,-3.6992337164750957,-0.1862947658402204,-1.3977812995245642,-1.0,0.6540880503144654,1.0,-0.7454545454545455,0.015151515151515152,0.030985915492957747,0.0,-0.014124293785310734,-0.04632152588555858,0.5050263748256836,-1.11,-1.1,-0.6,-0.53,-1.03,-1.05,4.24,6.36,0.94,5.08,2.17,2.08,-5.07,-3.02,0.62,-1.47,7.82,-2.58,4,0,0,1,0,0
2022-09-27,-4.492873715611535,-6.161799065420561,-2.5911537561432247,-4.658076681332496,-0.9060799621480956,-0.6948793906051629,-0.9641434262948207,-6.080645161290323,-2.4904942965779466,-4.777777777777778,-5.709821428571429,-5.7835820895522385,-0.060109289617486336,-0.059782608695652176,-0.05730659025787966,-0.05142857142857143,0.4780279102745907,-0.44,-0.48,0.25,0.15,-0.21,-0.25,-2.23,-3.29,0.02,0.53,-1.33,1.71,0.83,0.13,-0.27,1.04,1.05,2.33,0,0,1,1,1,1
2022-09-28,-0.7350224584045043,-0.8408207913696202,-0.27180467715840567,-0.652405498281787,-4.183879093198993,0.6255201109570042,-15.38888888888889,-0.8888888888888888,-0.4107142857142857,-0.029411764705882353,-0.17061611374407584,-1.1263650546021842,-0.029069767441860465,-0.02023121387283237,-0.00911854103343465,0.018072289156626505,-0.2698851401813117,1.87,1.87,2.05,1.96,1.97,1.94,0.59,-1.25,-1.35,-5.37,-3.74,1.38,-3.47,-2.45,-0.13,1.22,-7.42,4.65,1,0,0,0,0,0
2022-09-29,-1.2019816163304287,-0.023696682464454975,-2.149666733993133,-1.5106277805239743,-2.5735759493670884,-2.113481228668942,-7.05019305019305,4.685714285714286,-3.1125541125541125,-15.848484848484848,-0.5645714285714286,2.2098765432098766,0.0,-0.011799410029498525,-0.04294478527607362,-0.0621301775147929,0.46487422815885554,-1.53,-1.56,-2.84,-2.83,-2.11,-2.08,-0.09,1.38,-0.27,1.19,1.59,-1.78,0.18,0.08,0.39,-3.29,5.5,-1.12,2,0,0,0,0,0
2022-09-30,-4.638297872340425,1.675,0.022839072382290933,0.33204259438528555,-0.4374057315233786,0.1793103448275862,-0.2635609444798979,-0.8391959798994975,0.3668032786885246,-1.0,-0.30446194225721784,3.703846153846154,-0.029940119760479042,-0.03283582089552239,-0.019230769230769232,-0.03470031545741325,-0.08452305104615306,-1.7,-1.65,-1.51,-1.72,-1.51,-1.44,-2.79,-2.66,-0.11,1.25,1.91,-0.94,-0.36,-0.71,0.7,-1.73,-0.69,-2.14,3,0,0,1,0,1
2022-10-07,-1.60750231651596,-0.9714696154745599,-9.646219686162626,-0.8910137775035986,-11.757990867579908,1.427064574221765,-13.204892966360855,0.21428571428571427,-2.3743589743589744,1.0,-0.06338028169014084,3.121794871794872,-0.051118210862619806,0.022292993630573247,0.01020408163265306,0.07457627118644068,-0.04350646110861647,-2.1,-2.1,-3.8,-3.81,-2.8,-2.76,2.78,2.08,0.45,1.56,1.32,-0.09,-1.07,-0.22,1.18,-6.06,2.75,4.74,3,0,1,1,1,1
2022-10-11,-1.2437805711881345,14.90632318501171,-0.5315954462959908,-1.420754716981132,-0.41850594227504245,-0.8557345770616918,-0.03733400150338261,-0.7352941176470589,-0.36007462686567165,-1.0,-0.8220551378446115,-0.7192846034214619,0.05723905723905724,0.024922118380062305,0.04713804713804714,0.01892744479495268,-0.04092490890258352,0.12,0.02,-1.1,-1.27,-0.65,-0.72,2.23,2.82,0.05,-0.25,0.0,0.45,-4.15,-1.83,0.27,-2.5,3.64,-1.95,4,0,1,1,1,1
2022-10-17,-0.0640606164973308,-2.0514136231009155,-1.296970085196336,-0.4824692837878334,-1.1283890497499343,-1.2744186046511627,-1.221459227467811,1.0,-1.5263157894736843,-1.0,-3.5244755244755246,1.5714285714285714,0.006211180124223602,-0.0030303030303030303,0.0031545741324921135,0.00946372239747634,-0.22868886148787504,1.84,1.76,3.43,3.41,2.65,2.55,0.48,1.42,-1.14,0.26,-0.7,0.34,0.55,0.32,-0.68,2.28,-2.03,-0.18,4,0,1,1,1,1
2022-10-18,-8.230910763569458,-2.6352153110047847,3.819025021570319,-1.1864504921829762,0.822655048692978,19.03129074315515,11.74031007751938,-3.25531914893617,-5.927272727272728,-6.0,-0.9196675900277008,-9.777777777777779,-0.027777777777777776,0.0425531914893617,-0.015723270440251572,0.06875,0.7464326737480314,1.12,1.14,0.9,0.8,1.14,1.18,1.76,-0.02,0.08,-0.15,-0.42,4.07,2.21,1.36,-0.4,0.42,-2.77,-3.09,0,0,1,1,1,1
2022-10-19,0.26592875318066156,-1.5256905430711611,1.397744058009937,12.962732919254659,3.1968503937007875,0.356547774017183,5.078186796470946,-1.650943396226415,2.374538745387454,20.05,159.68965517241378,-4.208860759493671,0.10793650793650794,0.08454810495626822,0.08626198083067092,0.07017543859649122,1.3124538076091157,-0.33,-0.38,-0.85,-0.41,-0.67,-0.68,2.43,2.18,0.79,3.27,2.93,1.58,-0.94,-0.56,0.69,0.76,0.85,3.3,1,0,1,1,1,1
2022-10-20,0.10866113243954896,-7.789157297116776,-1.0377650836320191,0.4383896797153025,-1.0471723398552666,-0.7821226369830151,-0.9981981080134141,-2.028985507246377,-0.4827774740295243,-1.7220902612826603,-1.6579399141630902,-2.4615384615384617,0.06017191977077364,0.04838709677419355,0.07941176470588235,0.03551912568306011,0.15053233756447135,-0.3,-0.35,-0.61,-0.56,-0.8,-0.86,0.85,-0.12,-0.05,2.29,1.13,0.13,-1.47,-0.86,-0.33,0.69,-2.54,0.5,2,0,1,1,1,1
2022-10-21,-1.0923908116830139,-0.9284437667043797,4.279782501235789,0.12231328282047317,-0.5710227272727273,-1.9015635322616165,22.63888888888889,-0.9154929577464789,-0.8488372093023255,-0.9506578947368421,-1.3939986953685584,-1.0175438596491229,0.021621621621621623,-0.015384615384615385,0.013623978201634877,0.0079155672823219,-0.49664739118356904,2.47,2.54,2.31,2.41,2.37,2.41,5.44,4.15,-0.74,-0.32,-2.8,-0.22,-0.88,-0.22,-0.13,3.7,-0.97,-1.08,3,0,0,1,0,1
