,iter1,iter1,iter1,iter2,iter2,iter2,iter3,iter3,iter3,iter4,iter4,iter4,iter5,iter5,iter5,iter6,iter6,iter6,iter7,iter7,iter7,iter8,iter8,iter8,iter9,iter9,iter9
9,16.0,0.521025641025641,0.06416244194526417,35.0,0.5369532428355958,0.007264913773027037,35.0,0.473015873015873,0.11419749681653936,26.0,0.48588509316770184,0.04892118087141711,42.0,0.4722495255002995,0.020055635444943508,48,0.47999747999748,0.03390454788720215,7.0,0.45462040113202906,0.03117710359470519,16.0,0.521025641025641,0.06416244194526417,,,
10,26.0,0.5199242424242424,0.1009276304745374,29.0,0.5369532428355958,0.007264913773027037,17.0,0.4717741935483871,0.03715283281894429,30.0,0.48166666666666663,0.08533430989024547,47.0,0.47218605955448056,0.02970317076413221,89,0.47960288585288585,0.029480069827377803,17.0,0.4529863204034406,0.024055310410122325,26.0,0.5199242424242424,0.1009276304745374,,,
11,19.0,0.5141295267153391,0.08567549656211174,36.0,0.5369532428355958,0.007264913773027037,40.0,0.4716283716283717,0.06727691363017248,11.0,0.48124708624708623,0.0949232147613348,14.0,0.47130161505161505,0.03510064331454441,94,0.4790707375840616,0.03337914385268392,5.0,0.4471144947007016,0.03782626840623841,19.0,0.5141295267153391,0.08567549656211174,,,
12,38.0,0.49333333333333335,0.0646357314322177,26.0,0.5369532428355958,0.007264913773027037,30.0,0.4714137043447388,0.04432222197605254,18.0,0.47631950852386284,0.018003457184454223,10.0,0.471003276003276,0.038058352966229524,92,0.47786324786324785,0.03491994329770968,6.0,0.43833333333333335,0.21603397229616872,38.0,0.49333333333333335,0.0646357314322177,,,
13,41.0,0.488016248457425,0.05932732261151023,1.0,0.5369532428355958,0.007264913773027037,42.0,0.46811669324827215,0.05484332293804878,0.0,0.4730225259637025,0.08117557733647315,20.0,0.47031642648340943,0.03420636570908196,65,0.4772314013462715,0.04766509503048456,18.0,0.43697968697968703,0.1342099789951139,41.0,0.488016248457425,0.05932732261151023,,,
14,20.0,0.48571428571428577,0.3345555822904818,39.0,0.5369532428355958,0.007264913773027037,16.0,0.46787089675408033,0.028457745998342242,12.0,0.4722737556561086,0.09085689759160015,16.0,0.4678653530377669,0.036306068546778945,2,0.476391440537782,0.017083489146711477,8.0,0.41326418242491664,0.09778881796005157,20.0,0.48571428571428577,0.3345555822904818,,,
15,9.0,0.48456631049654303,0.015574015471505356,40.0,0.5369532428355958,0.007264913773027037,6.0,0.46469696969696966,0.07980635424667065,38.0,0.4713553113553114,0.03929906445570669,37.0,0.4658357328945565,0.060946278061413936,11,0.4758241758241758,0.09936399609193243,12.0,0.4096324442820606,0.0544296465598371,9.0,0.48456631049654303,0.015574015471505356,,,
16,12.0,0.48083583083583087,0.05245105147719013,22.0,0.5369532428355958,0.007264913773027037,14.0,0.46426587301587297,0.054795552694649564,9.0,0.46921983701053466,0.01827835611625354,33.0,0.4653276955602538,0.02839914521810906,0,0.47537727480801484,0.026667665906389817,4.0,0.18461538461538463,0.226106745487678,12.0,0.48083583083583087,0.05245105147719013,,,
17,30.0,0.4791531247473523,0.036202849322408776,21.0,0.5369532428355958,0.007264913773027037,0.0,0.45987792610054273,0.06585604078769046,24.0,0.46728755054116566,0.04187330687345137,35.0,0.4634151201893138,0.010280260406851706,19,0.4744884572791549,0.05204947944594355,9.0,0.0,0.0,30.0,0.4791531247473523,0.036202849322408776,,,
18,43.0,0.47880341880341887,0.08085741127709802,20.0,0.5369532428355958,0.007264913773027037,15.0,0.4597869311009906,0.020849089996325575,35.0,0.4666161616161616,0.1278546500908037,44.0,0.45969052224371376,0.0324140901665165,88,0.47435897435897434,0.04514568426066412,1.0,0.0,0.0,43.0,0.47880341880341887,0.08085741127709802,,,
19,17.0,0.4710077519379845,0.023548816360872086,31.0,0.5369532428355958,0.007264913773027037,4.0,0.45840442452284547,0.03318631021311238,29.0,0.4647514619883041,0.021664496264930486,49.0,0.4566564559211618,0.07403558335169684,91,0.4742337461300309,0.07088032453790231,13.0,0.0,0.0,17.0,0.4710077519379845,0.023548816360872086,,,
20,2.0,0.46974358974358976,0.09645116426172612,48.0,0.5369532428355958,0.007264913773027037,28.0,0.45795884554505245,0.04141282084812854,47.0,0.4632872503840246,0.07034753362135805,7.0,0.45462040113202906,0.03117710359470519,42,0.4722495255002995,0.020055635444943508,,,,2.0,0.46974358974358976,0.09645116426172612,,,
21,8.0,0.4697026502908856,0.10196202021252299,17.0,0.5369532428355958,0.007264913773027037,13.0,0.4569071669071668,0.0683469227892188,14.0,0.4625556841699113,0.03493163580072423,22.0,0.4537278972520908,0.060475790604401475,47,0.47218605955448056,0.02970317076413221,,,,8.0,0.4697026502908856,0.10196202021252299,,,
22,6.0,0.4682109557109557,0.06843390233114664,32.0,0.5369532428355958,0.007264913773027037,49.0,0.45555555555555555,0.0905402168331705,32.0,0.4592760180995475,0.11692939633975448,40.0,0.45363001237868683,0.02125388492025809,97,0.4721250971250971,0.06820798989436734,,,,6.0,0.4682109557109557,0.06843390233114664,,,
23,47.0,0.46712121212121216,0.1411740747289456,42.0,0.5369532428355958,0.007264913773027037,37.0,0.4544062419062419,0.06569723864035792,6.0,0.45867816091954017,0.07421683407088907,23.0,0.4532219742242062,0.02902313303401396,14,0.47130161505161505,0.03510064331454441,,,,47.0,0.46712121212121216,0.1411740747289456,,,
24,0.0,0.46645502645502646,0.05897570102116247,43.0,0.5369532428355958,0.007264913773027037,12.0,0.4532102247218527,0.019196544582963968,17.0,0.45782559463773886,0.048105049814373115,17.0,0.4529863204034406,0.024055310410122325,10,0.471003276003276,0.038058352966229524,,,,0.0,0.46645502645502646,0.05897570102116247,,,
25,33.0,0.4655462184873949,0.060492114771241855,13.0,0.5369532428355958,0.007264913773027037,19.0,0.4511563599798894,0.11218081027508381,41.0,0.4573711947853824,0.047050315595966945,36.0,0.4526318312126392,0.03511292630320625,81,0.47099154878224647,0.03301529024458197,,,,33.0,0.4655462184873949,0.060492114771241855,,,
26,23.0,0.463869159063667,0.07079164102575465,44.0,0.5369532428355958,0.007264913773027037,48.0,0.448698703279939,0.08099910090194987,34.0,0.4563973063973064,0.052987262743391626,26.0,0.4517593517593518,0.027463284878238414,60,0.47061183261183254,0.06684567435361895,,,,23.0,0.463869159063667,0.07079164102575465,,,
27,28.0,0.4603196950928348,0.05941144837183112,47.0,0.5369532428355958,0.007264913773027037,32.0,0.44714703425229746,0.020928825669369818,4.0,0.4563356793145655,0.037217740333392375,5.0,0.4471144947007016,0.03782626840623841,82,0.4703376452015739,0.021818508509558625,,,,28.0,0.4603196950928348,0.05941144837183112,,,
28,4.0,0.4587608502964729,0.03308202822286963,34.0,0.5369532428355958,0.007264913773027037,3.0,0.445530492898914,0.05880301983971135,15.0,0.45505874047103434,0.07251099145261296,38.0,0.4467643467643468,0.07607474539075358,20,0.47031642648340943,0.03420636570908196,,,,4.0,0.4587608502964729,0.03308202822286963,,,
29,21.0,0.4557539682539683,0.09286816513065277,30.0,0.5331070889894419,0.01001739964845872,26.0,0.4409865597365597,0.049537987617997624,48.0,0.4530709057024847,0.0720833812173893,21.0,0.4431746031746032,0.09169823547658248,55,0.4697105394332012,0.014943081253415338,,,,21.0,0.4557539682539683,0.09286816513065277,,,
30,35.0,0.45385964912280696,0.059472390401493956,45.0,0.5251885369532429,0.02799747728548322,38.0,0.4409090909090909,0.12143694409152445,36.0,0.4502024291497976,0.06885686372336049,6.0,0.43833333333333335,0.21603397229616872,77,0.4691399286987522,0.07727027291239603,,,,35.0,0.45385964912280696,0.059472390401493956,,,
31,11.0,0.453781512605042,0.06579531733019156,38.0,0.521417797888386,0.033542541475517676,47.0,0.44000000000000006,0.12,45.0,0.4487734123646655,0.04700357645595603,18.0,0.43697968697968703,0.1342099789951139,71,0.46816894816894816,0.02882152356314999,,,,11.0,0.453781512605042,0.06579531733019156,,,
32,25.0,0.45166666666666666,0.2726617766472676,19.0,0.5212669683257918,0.04158261897116324,44.0,0.43833333333333335,0.11150485789118487,44.0,0.4453902259528858,0.07063095652602024,34.0,0.43428809788654055,0.052753550038379116,16,0.4678653530377669,0.036306068546778945,,,,25.0,0.45166666666666666,0.2726617766472676,,,
33,45.0,0.45111111111111113,0.1305894588962635,2.0,0.5210407239819005,0.047130557925693754,39.0,0.4362193362193362,0.056040870424139334,13.0,0.4383333333333333,0.0819213715162967,32.0,0.42985712143606875,0.07681184493309787,85,0.4675126338520448,0.05560358989923382,,,,45.0,0.45111111111111113,0.1305894588962635,,,
34,32.0,0.44403302733473515,0.03675526486832556,8.0,0.5138009049773755,0.0630575813234578,46.0,0.43527636063133024,0.0775606365569464,43.0,0.43719047619047624,0.050935555744511786,27.0,0.42920879120879124,0.05203903674404589,84,0.4670231729055258,0.03610230798069971,,,,32.0,0.44403302733473515,0.03675526486832556,,,
35,49.0,0.43837320574162686,0.07865609025199032,9.0,0.5136500754147812,0.01590232923450644,25.0,0.43151709401709404,0.11353595833887456,16.0,0.43527950310559005,0.05884764572350194,30.0,0.4285202252944188,0.05210959287382099,70,0.46587320239494157,0.0389911479345461,,,,49.0,0.43837320574162686,0.07865609025199032,,,
36,29.0,0.4349374871899979,0.03635139061588954,33.0,0.5135746606334841,0.028007226276766613,24.0,0.4286894586894586,0.06292063911184703,8.0,0.4333583959899749,0.08839545036583676,31.0,0.4283167812579577,0.049365337345306924,37,0.4658357328945565,0.060946278061413936,,,,29.0,0.4349374871899979,0.03635139061588954,,,
37,14.0,0.43293499765273963,0.07455709925845903,37.0,0.5098793363499246,0.018482622844090968,11.0,0.42757575757575755,0.12338357996640391,3.0,0.43191166321601104,0.06507970319150874,29.0,0.4251782531194296,0.15375612853167098,33,0.4653276955602538,0.02839914521810906,,,,14.0,0.43293499765273963,0.07455709925845903,,,
38,3.0,0.4298421186656481,0.07047944424830972,25.0,0.5093514328808446,0.07873584884264877,36.0,0.42584466575645186,0.085884448758562,40.0,0.43155929038281976,0.11143805518287597,43.0,0.42313131313131314,0.06716100772833748,86,0.4652078726227333,0.03666607507917855,,,,3.0,0.4298421186656481,0.07047944424830972,,,
39,48.0,0.4257142857142857,0.10247946533977689,24.0,0.5092760180995475,0.052378049516139044,43.0,0.4257142857142857,0.08207684641578952,22.0,0.401403743315508,0.06938038994120131,8.0,0.41326418242491664,0.09778881796005157,35,0.4634151201893138,0.010280260406851706,,,,48.0,0.4257142857142857,0.10247946533977689,,,
40,27.0,0.40384615384615385,0.09262765060609458,12.0,0.5058823529411764,0.0411253335800163,18.0,0.424917905623788,0.05451402329291568,2.0,0.39538748832866477,0.06423538087050969,25.0,0.41293040293040295,0.23703431143244602,64,0.46119047619047615,0.07170999859631577,,,,27.0,0.40384615384615385,0.09262765060609458,,,
41,22.0,0.3371428571428571,0.1861752520873704,6.0,0.5021870286576169,0.07470723898447813,2.0,0.4193306796402772,0.07217943599154732,28.0,0.36666666666666664,0.3711842908553348,12.0,0.4096324442820606,0.0544296465598371,98,0.46115041820924174,0.03493707208126098,,,,22.0,0.3371428571428571,0.1861752520873704,,,
42,7.0,0.2,0.2666666666666667,0.0,0.49811463046757165,0.060249755643539765,8.0,0.4127923976608187,0.07574581015177484,46.0,0.35,0.43588989435406733,39.0,0.39629629629629626,0.37324807962501105,62,0.45981263314330934,0.03334396839103426,,,,7.0,0.2,0.2666666666666667,,,
43,36.0,0.13333333333333333,0.26666666666666666,23.0,0.4980392156862745,0.03353321451666444,7.0,0.2,0.2666666666666667,21.0,0.3333333333333333,0.42163702135578396,28.0,0.3870929739808458,0.05511017298785193,44,0.45969052224371376,0.0324140901665165,,,,36.0,0.13333333333333333,0.26666666666666666,,,
44,37.0,0.0,0.0,15.0,0.49788838612368025,0.03352405461430522,29.0,0.2,0.4,7.0,0.2,0.2666666666666667,4.0,0.18461538461538463,0.226106745487678,52,0.45948547625966984,0.048754504425304046,,,,37.0,0.0,0.0,,,
45,1.0,0.0,0.0,3.0,0.4942684766214178,0.04603539646245874,27.0,0.18571428571428572,0.22857142857142856,37.0,0.1933333333333333,0.26364959911046915,9.0,0.0,0.0,49,0.4566564559211618,0.07403558335169684,,,,1.0,0.0,0.0,,,
46,40.0,0.0,0.0,41.0,0.4902714932126697,0.0281817278172308,41.0,0.13333333333333333,0.26666666666666666,25.0,0.0,0.0,13.0,0.0,0.0,73,0.45631480662440416,0.047352366988086626,,,,40.0,0.0,0.0,,,
47,31.0,0.0,0.0,14.0,0.48634992458521875,0.0364608435183442,22.0,0.09411764705882353,0.18823529411764706,1.0,0.0,0.0,45.0,0.0,0.0,90,0.45520631850419085,0.017964749937053527,,,,31.0,0.0,0.0,,,
48,15.0,0.0,0.0,4.0,0.4785067873303167,0.038773760085886996,10.0,0.0,0.0,10.0,0.0,0.0,46.0,0.0,0.0,57,0.4548658008658009,0.04588129992330344,,,,15.0,0.0,0.0,,,
49,10.0,0.0,0.0,11.0,0.4592006033182504,0.034130833762208115,1.0,0.0,0.0,49.0,0.0,0.0,1.0,0.0,0.0,7,0.45462040113202906,0.03117710359470519,,,,10.0,0.0,0.0,,,
50,,,,,,,,,,,,,,,,50,0.45404438698556343,0.014079056876286493,,,,,,,,,
51,,,,,,,,,,,,,,,,72,0.45403823818457967,0.029332052264914095,,,,,,,,,
52,,,,,,,,,,,,,,,,58,0.45392533936651586,0.03357445481758091,,,,,,,,,
53,,,,,,,,,,,,,,,,22,0.4537278972520908,0.060475790604401475,,,,,,,,,
54,,,,,,,,,,,,,,,,40,0.45363001237868683,0.02125388492025809,,,,,,,,,
55,,,,,,,,,,,,,,,,96,0.4533479532163742,0.10233149929396834,,,,,,,,,
56,,,,,,,,,,,,,,,,23,0.4532219742242062,0.02902313303401396,,,,,,,,,
57,,,,,,,,,,,,,,,,17,0.4529863204034406,0.024055310410122325,,,,,,,,,
58,,,,,,,,,,,,,,,,54,0.45287545787545785,0.08252048114577923,,,,,,,,,
59,,,,,,,,,,,,,,,,51,0.45280491698595143,0.03902370494375365,,,,,,,,,
60,,,,,,,,,,,,,,,,36,0.4526318312126392,0.03511292630320625,,,,,,,,,
61,,,,,,,,,,,,,,,,26,0.4517593517593518,0.027463284878238414,,,,,,,,,
62,,,,,,,,,,,,,,,,93,0.45139939291042863,0.03585816780333889,,,,,,,,,
63,,,,,,,,,,,,,,,,80,0.44835516392791935,0.06321185795842932,,,,,,,,,
64,,,,,,,,,,,,,,,,5,0.4471144947007016,0.03782626840623841,,,,,,,,,
65,,,,,,,,,,,,,,,,38,0.4467643467643468,0.07607474539075358,,,,,,,,,
66,,,,,,,,,,,,,,,,69,0.44508347016967703,0.10729435488294953,,,,,,,,,
67,,,,,,,,,,,,,,,,56,0.4436807636807636,0.05467152659180325,,,,,,,,,
68,,,,,,,,,,,,,,,,21,0.4431746031746032,0.09169823547658248,,,,,,,,,
69,,,,,,,,,,,,,,,,83,0.4418431804841541,0.025409321435351906,,,,,,,,,
70,,,,,,,,,,,,,,,,99,0.4404202279202279,0.07137693923108454,,,,,,,,,
71,,,,,,,,,,,,,,,,6,0.43833333333333335,0.21603397229616872,,,,,,,,,
72,,,,,,,,,,,,,,,,59,0.4382972582972583,0.07181060689334803,,,,,,,,,
73,,,,,,,,,,,,,,,,18,0.43697968697968703,0.1342099789951139,,,,,,,,,
74,,,,,,,,,,,,,,,,87,0.43565728900255757,0.04501271913503262,,,,,,,,,
75,,,,,,,,,,,,,,,,75,0.43436507936507934,0.0915873015873016,,,,,,,,,
76,,,,,,,,,,,,,,,,34,0.43428809788654055,0.052753550038379116,,,,,,,,,
77,,,,,,,,,,,,,,,,32,0.42985712143606875,0.07681184493309787,,,,,,,,,
78,,,,,,,,,,,,,,,,27,0.42920879120879124,0.05203903674404589,,,,,,,,,
79,,,,,,,,,,,,,,,,30,0.4285202252944188,0.05210959287382099,,,,,,,,,
80,,,,,,,,,,,,,,,,31,0.4283167812579577,0.049365337345306924,,,,,,,,,
81,,,,,,,,,,,,,,,,63,0.4262517459219108,0.05456739118856242,,,,,,,,,
82,,,,,,,,,,,,,,,,29,0.4251782531194296,0.15375612853167098,,,,,,,,,
83,,,,,,,,,,,,,,,,43,0.42313131313131314,0.06716100772833748,,,,,,,,,
84,,,,,,,,,,,,,,,,53,0.41932695416997384,0.06344896036727546,,,,,,,,,
85,,,,,,,,,,,,,,,,61,0.4170940170940171,0.11168556301727407,,,,,,,,,
86,,,,,,,,,,,,,,,,8,0.41326418242491664,0.09778881796005157,,,,,,,,,
87,,,,,,,,,,,,,,,,25,0.41293040293040295,0.23703431143244602,,,,,,,,,
88,,,,,,,,,,,,,,,,12,0.4096324442820606,0.0544296465598371,,,,,,,,,
89,,,,,,,,,,,,,,,,39,0.39629629629629626,0.37324807962501105,,,,,,,,,
90,,,,,,,,,,,,,,,,28,0.3870929739808458,0.05511017298785193,,,,,,,,,
91,,,,,,,,,,,,,,,,95,0.325,0.291547594742265,,,,,,,,,
92,,,,,,,,,,,,,,,,68,0.3223809523809524,0.2699273438817503,,,,,,,,,
93,,,,,,,,,,,,,,,,4,0.18461538461538463,0.226106745487678,,,,,,,,,
94,,,,,,,,,,,,,,,,1,0.0,0.0,,,,,,,,,
95,,,,,,,,,,,,,,,,13,0.0,0.0,,,,,,,,,
96,,,,,,,,,,,,,,,,9,0.0,0.0,,,,,,,,,
97,,,,,,,,,,,,,,,,76,0.0,0.0,,,,,,,,,
98,,,,,,,,,,,,,,,,45,0.0,0.0,,,,,,,,,
99,,,,,,,,,,,,,,,,46,0.0,0.0,,,,,,,,,
