date,time,price,change,change(%),amount,volume
2022-09-22,15:50:00,193500,"▼ 3,500",-1.78,105,528710
2022-09-22,15:40:00,193500,"▼ 3,500",-1.78,709,528605
2022-09-22,15:30:00,193500,"▼ 3,500",-1.78,41984,527896
2022-09-22,15:10:00,193500,"▼ 3,500",-1.78,39963,485912
2022-09-22,15:00:00,193000,"▼ 4,000",-2.03,13415,445949
2022-09-22,14:50:00,192500,"▼ 4,500",-2.28,10158,432534
2022-09-22,14:40:00,192500,"▼ 4,500",-2.28,25183,422376
2022-09-22,14:30:00,193000,"▼ 4,000",-2.03,8890,397193
2022-09-22,14:20:00,193000,"▼ 4,000",-2.03,10783,388303
2022-09-22,14:10:00,193500,"▼ 3,500",-1.78,5158,377520
2022-09-22,14:00:00,193500,"▼ 3,500",-1.78,9109,372362
2022-09-22,13:50:00,193500,"▼ 3,500",-1.78,4474,363253
2022-09-22,13:40:00,193000,"▼ 4,000",-2.03,3010,358779
2022-09-22,13:30:00,193500,"▼ 3,500",-1.78,11911,355769
2022-09-22,13:20:00,193500,"▼ 3,500",-1.78,17374,343858
2022-09-22,13:10:00,193000,"▼ 4,000",-2.03,3227,326484
2022-09-22,13:00:00,193500,"▼ 3,500",-1.78,7406,323257
2022-09-22,12:50:00,193500,"▼ 3,500",-1.78,3062,315851
2022-09-22,12:40:00,193500,"▼ 3,500",-1.78,3072,312789
2022-09-22,12:30:00,193000,"▼ 4,000",-2.03,4432,309717
2022-09-22,13:20:00,193500,"▼ 3,500",-1.78,17374,343858
2022-09-22,13:10:00,193000,"▼ 4,000",-2.03,3227,326484
2022-09-22,13:00:00,193500,"▼ 3,500",-1.78,7406,323257
2022-09-22,12:50:00,193500,"▼ 3,500",-1.78,3062,315851
2022-09-22,12:40:00,193500,"▼ 3,500",-1.78,3072,312789
2022-09-22,12:30:00,193000,"▼ 4,000",-2.03,4432,309717
2022-09-22,12:20:00,193500,"▼ 3,500",-1.78,2325,305285
2022-09-22,12:10:00,193500,"▼ 3,500",-1.78,28565,302960
2022-09-22,12:00:00,193500,"▼ 3,500",-1.78,3648,274395
2022-09-22,11:50:00,193500,"▼ 3,500",-1.78,3619,270747
2022-09-22,11:40:00,194000,"▼ 3,000",-1.52,2182,267128
2022-09-22,11:30:00,194000,"▼ 3,000",-1.52,12514,264946
2022-09-22,11:20:00,194500,"▼ 2,500",-1.27,20632,252432
2022-09-22,11:10:00,194000,"▼ 3,000",-1.52,2082,231800
2022-09-22,11:00:00,194000,"▼ 3,000",-1.52,2507,229718
2022-09-22,10:50:00,193500,"▼ 3,500",-1.78,10591,227211
2022-09-22,10:40:00,193500,"▼ 3,500",-1.78,18586,216620
2022-09-22,10:30:00,194000,"▼ 3,000",-1.52,27255,198034
2022-09-22,10:20:00,195000,"▼ 2,000",-1.02,3969,170779
2022-09-22,10:10:00,195000,"▼ 2,000",-1.02,19645,166810
2022-09-22,10:00:00,195000,"▼ 2,000",-1.02,7500,147165
2022-09-22,09:50:00,195500,"▼ 1,500",-0.76,26375,139665
2022-09-22,09:40:00,195500,"▼ 1,500",-0.76,13336,113290
2022-09-22,09:30:00,195500,"▼ 1,500",-0.76,26307,99954
2022-09-22,09:20:00,197000,0,0.0,28813,73647
2022-09-22,09:10:00,195000,"▼ 2,000",-1.02,15424,44834
2022-09-22,09:00:00,195500,"▼ 1,500",-0.76,29405,29410
2022-09-22,08:30:00,197000,0,0.0,5,5
