date,time,price,change,change(%),amount,volume
2022-07-27,15:50:00,246000,"▲ 1,000",0.41,171,484577
2022-07-27,15:40:00,246000,"▲ 1,000",0.41,343,484406
2022-07-27,15:30:00,246000,"▲ 1,000",0.41,34252,484063
2022-07-27,15:10:00,245500,▲ 500,0.2,34413,449811
2022-07-27,15:00:00,246000,"▲ 1,000",0.41,16432,415398
2022-07-27,14:50:00,246000,"▲ 1,000",0.41,12804,398966
2022-07-27,14:40:00,246000,"▲ 1,000",0.41,8458,386162
2022-07-27,14:30:00,245500,▲ 500,0.2,7280,377704
2022-07-27,14:20:00,246000,"▲ 1,000",0.41,7958,370424
2022-07-27,14:10:00,245500,▲ 500,0.2,14575,362466
2022-07-27,14:00:00,245500,▲ 500,0.2,5282,347891
2022-07-27,13:50:00,245000,0,0.0,7627,342609
2022-07-27,13:40:00,245000,0,0.0,4730,334982
2022-07-27,13:30:00,245000,0,0.0,11725,330252
2022-07-27,13:20:00,245000,0,0.0,3364,318527
2022-07-27,13:10:00,244500,▼ 500,-0.2,9727,315163
2022-07-27,13:00:00,244000,"▼ 1,000",-0.41,3125,305436
2022-07-27,12:50:00,244000,"▼ 1,000",-0.41,10354,302311
2022-07-27,12:40:00,245000,0,0.0,3253,291957
2022-07-27,12:30:00,245000,0,0.0,4539,288704
2022-07-27,13:20:00,245000,0,0.0,3364,318527
2022-07-27,13:10:00,244500,▼ 500,-0.2,9727,315163
2022-07-27,13:00:00,244000,"▼ 1,000",-0.41,3125,305436
2022-07-27,12:50:00,244000,"▼ 1,000",-0.41,10354,302311
2022-07-27,12:40:00,245000,0,0.0,3253,291957
2022-07-27,12:30:00,245000,0,0.0,4539,288704
2022-07-27,12:20:00,245500,▲ 500,0.2,11577,284165
2022-07-27,12:10:00,244500,▼ 500,-0.2,2377,272588
2022-07-27,12:00:00,244000,"▼ 1,000",-0.41,4322,270211
2022-07-27,11:50:00,244500,▼ 500,-0.2,13007,265889
2022-07-27,11:40:00,244500,▼ 500,-0.2,2934,252882
2022-07-27,11:30:00,244000,"▼ 1,000",-0.41,2612,249948
2022-07-27,11:20:00,244500,▼ 500,-0.2,12059,247336
2022-07-27,11:10:00,243500,"▼ 1,500",-0.61,10262,235277
2022-07-27,11:00:00,243000,"▼ 2,000",-0.82,5589,225015
2022-07-27,10:50:00,244000,"▼ 1,000",-0.41,11665,219426
2022-07-27,10:40:00,243000,"▼ 2,000",-0.82,8004,207761
2022-07-27,10:30:00,242000,"▼ 3,000",-1.22,12113,199757
2022-07-27,10:20:00,242000,"▼ 3,000",-1.22,7265,187644
2022-07-27,10:10:00,242000,"▼ 3,000",-1.22,2485,180379
2022-07-27,10:00:00,242500,"▼ 2,500",-1.02,11177,177894
2022-07-27,09:50:00,243000,"▼ 2,000",-0.82,7070,166717
2022-07-27,09:40:00,242000,"▼ 3,000",-1.22,10984,159647
2022-07-27,09:30:00,242500,"▼ 2,500",-1.02,13160,148663
2022-07-27,09:20:00,241000,"▼ 4,000",-1.63,30293,135503
2022-07-27,09:10:00,242500,"▼ 2,500",-1.02,29660,105210
2022-07-27,09:00:00,244000,"▼ 1,000",-0.41,75084,75550
2022-07-27,08:30:00,245000,0,0.0,466,466
