date,time,price,change,change(%),amount,volume
2022-08-05,15:40:00,81100,▲ 400,0.5,13,215152
2022-08-05,15:30:00,81100,▲ 400,0.5,20544,215139
2022-08-05,15:10:00,81200,▲ 500,0.62,13036,194595
2022-08-05,15:00:00,81200,▲ 500,0.62,3972,181559
2022-08-05,14:50:00,81300,▲ 600,0.74,7640,177587
2022-08-05,14:40:00,81300,▲ 600,0.74,5193,169947
2022-08-05,14:30:00,81400,▲ 700,0.87,3781,164754
2022-08-05,14:20:00,81400,▲ 700,0.87,5203,160973
2022-08-05,14:10:00,81300,▲ 600,0.74,4776,155770
2022-08-05,14:00:00,81300,▲ 600,0.74,8944,150994
2022-08-05,13:50:00,81400,▲ 700,0.87,5213,142050
2022-08-05,13:40:00,81400,▲ 700,0.87,9284,136837
2022-08-05,13:30:00,81300,▲ 600,0.74,4384,127553
2022-08-05,13:20:00,81300,▲ 600,0.74,4365,123169
2022-08-05,13:10:00,81200,▲ 500,0.62,5859,118804
2022-08-05,13:00:00,81300,▲ 600,0.74,6403,112945
2022-08-05,12:50:00,81300,▲ 600,0.74,2684,106542
2022-08-05,12:40:00,81200,▲ 500,0.62,2555,103858
2022-08-05,12:30:00,81200,▲ 500,0.62,2969,101303
2022-08-05,12:20:00,81200,▲ 500,0.62,3184,98334
2022-08-05,13:10:00,81200,▲ 500,0.62,5859,118804
2022-08-05,13:00:00,81300,▲ 600,0.74,6403,112945
2022-08-05,12:50:00,81300,▲ 600,0.74,2684,106542
2022-08-05,12:40:00,81200,▲ 500,0.62,2555,103858
2022-08-05,12:30:00,81200,▲ 500,0.62,2969,101303
2022-08-05,12:20:00,81200,▲ 500,0.62,3184,98334
2022-08-05,12:10:00,81200,▲ 500,0.62,2419,95150
2022-08-05,12:00:00,81200,▲ 500,0.62,5202,92731
2022-08-05,11:50:00,81200,▲ 500,0.62,2399,87529
2022-08-05,11:40:00,81200,▲ 500,0.62,2804,85130
2022-08-05,11:30:00,81100,▲ 400,0.5,2407,82326
2022-08-05,11:20:00,81100,▲ 400,0.5,2528,79919
2022-08-05,11:10:00,81100,▲ 400,0.5,4967,77391
2022-08-05,11:00:00,81000,▲ 300,0.37,2962,72424
2022-08-05,10:50:00,81100,▲ 400,0.5,4826,69462
2022-08-05,10:40:00,81100,▲ 400,0.5,2833,64636
2022-08-05,10:30:00,81000,▲ 300,0.37,4362,61803
2022-08-05,10:20:00,81200,▲ 500,0.62,2330,57441
2022-08-05,10:10:00,81200,▲ 500,0.62,3379,55111
2022-08-05,10:00:00,81200,▲ 500,0.62,10244,51732
2022-08-05,09:50:00,81200,▲ 500,0.62,5152,41488
2022-08-05,09:40:00,81100,▲ 400,0.5,4581,36336
2022-08-05,09:30:00,81100,▲ 400,0.5,4042,31755
2022-08-05,09:20:00,81100,▲ 400,0.5,2495,27713
2022-08-05,09:10:00,81100,▲ 400,0.5,10546,25218
2022-08-05,09:00:00,81200,▲ 500,0.62,14672,14672
