date,time,price,change,change(%),amount,volume
2022-08-23,15:50:00,241000,"▼ 4,500",-1.83,42,396515
2022-08-23,15:40:00,241000,"▼ 4,500",-1.83,268,396473
2022-08-23,15:30:00,241000,"▼ 4,500",-1.83,34254,396205
2022-08-23,15:10:00,241000,"▼ 4,500",-1.83,7368,361951
2022-08-23,15:00:00,241000,"▼ 4,500",-1.83,7841,354583
2022-08-23,14:50:00,240500,"▼ 5,000",-2.04,10523,346742
2022-08-23,14:40:00,240500,"▼ 5,000",-2.04,10049,336219
2022-08-23,14:30:00,240000,"▼ 5,500",-2.24,12763,326170
2022-08-23,14:20:00,241000,"▼ 4,500",-1.83,35198,313407
2022-08-23,14:10:00,240500,"▼ 5,000",-2.04,13292,278209
2022-08-23,14:00:00,241000,"▼ 4,500",-1.83,6036,264917
2022-08-23,13:50:00,241000,"▼ 4,500",-1.83,8396,258881
2022-08-23,13:40:00,241000,"▼ 4,500",-1.83,12053,250485
2022-08-23,13:30:00,241500,"▼ 4,000",-1.63,5160,238432
2022-08-23,13:20:00,241500,"▼ 4,000",-1.63,14646,233272
2022-08-23,13:10:00,242500,"▼ 3,000",-1.22,2029,218626
2022-08-23,13:00:00,242000,"▼ 3,500",-1.43,2564,216597
2022-08-23,12:50:00,242000,"▼ 3,500",-1.43,3445,214033
2022-08-23,12:40:00,242500,"▼ 3,000",-1.22,7736,210588
2022-08-23,12:30:00,243000,"▼ 2,500",-1.02,1314,202852
2022-08-23,13:20:00,241500,"▼ 4,000",-1.63,14646,233272
2022-08-23,13:10:00,242500,"▼ 3,000",-1.22,2029,218626
2022-08-23,13:00:00,242000,"▼ 3,500",-1.43,2564,216597
2022-08-23,12:50:00,242000,"▼ 3,500",-1.43,3445,214033
2022-08-23,12:40:00,242500,"▼ 3,000",-1.22,7736,210588
2022-08-23,12:30:00,243000,"▼ 2,500",-1.02,1314,202852
2022-08-23,12:20:00,243000,"▼ 2,500",-1.02,1786,201538
2022-08-23,12:10:00,242500,"▼ 3,000",-1.22,1408,199752
2022-08-23,12:00:00,243000,"▼ 2,500",-1.02,1613,198344
2022-08-23,11:50:00,243000,"▼ 2,500",-1.02,2666,196731
2022-08-23,11:40:00,242500,"▼ 3,000",-1.22,10963,194065
2022-08-23,11:30:00,242000,"▼ 3,500",-1.43,1893,183102
2022-08-23,11:20:00,242000,"▼ 3,500",-1.43,4172,181209
2022-08-23,11:10:00,242500,"▼ 3,000",-1.22,3525,177037
2022-08-23,11:00:00,242000,"▼ 3,500",-1.43,3010,173512
2022-08-23,10:50:00,242000,"▼ 3,500",-1.43,2713,170502
2022-08-23,10:40:00,242500,"▼ 3,000",-1.22,9849,167789
2022-08-23,10:30:00,242500,"▼ 3,000",-1.22,11212,157940
2022-08-23,10:20:00,244000,"▼ 1,500",-0.61,7608,146728
2022-08-23,10:10:00,244000,"▼ 1,500",-0.61,8945,139120
2022-08-23,10:00:00,243500,"▼ 2,000",-0.81,7177,130175
2022-08-23,09:50:00,243000,"▼ 2,500",-1.02,14014,122998
2022-08-23,09:40:00,242500,"▼ 3,000",-1.22,18201,108984
2022-08-23,09:30:00,243500,"▼ 2,000",-0.81,4902,90783
2022-08-23,09:20:00,244000,"▼ 1,500",-0.61,14108,85881
2022-08-23,09:10:00,243000,"▼ 2,500",-1.02,11514,71773
2022-08-23,09:00:00,243500,"▼ 2,000",-0.81,60199,60259
2022-08-23,08:30:00,245500,0,0.0,60,60
