date,time,price,change,change(%),amount,volume
2023-01-10,15:50:00,60400,▼ 300,-0.49,1990,14609202
2023-01-10,15:40:00,60400,▼ 300,-0.49,7179,14607212
2023-01-10,15:30:00,60400,▼ 300,-0.49,1207184,14600033
2023-01-10,15:10:00,60600,▼ 100,-0.16,388260,13392849
2023-01-10,15:00:00,60700,0,0.0,297979,13004589
2023-01-10,14:50:00,60700,0,0.0,305836,12706610
2023-01-10,14:40:00,60700,0,0.0,133777,12400774
2023-01-10,14:30:00,60800,▲ 100,0.16,239997,12266997
2023-01-10,14:20:00,60700,0,0.0,361513,12027000
2023-01-10,14:10:00,60500,▼ 200,-0.33,91003,11665487
2023-01-10,14:00:00,60600,▼ 100,-0.16,101368,11574484
2023-01-10,13:50:00,60500,▼ 200,-0.33,221781,11473116
2023-01-10,13:40:00,60600,▼ 100,-0.16,123077,11251335
2023-01-10,13:30:00,60700,0,0.0,174745,11128258
2023-01-10,13:20:00,60800,▲ 100,0.16,279734,10953513
2023-01-10,13:10:00,60900,▲ 200,0.33,265726,10673779
2023-01-10,13:00:00,60800,▲ 100,0.16,315724,10408053
2023-01-10,12:50:00,60500,▼ 200,-0.33,32836,10092329
2023-01-10,12:40:00,60600,▼ 100,-0.16,227371,10059493
2023-01-10,12:30:00,60500,▼ 200,-0.33,115127,9832122
2023-01-10,13:20:00,60800,▲ 100,0.16,279734,10953513
2023-01-10,13:10:00,60900,▲ 200,0.33,265726,10673779
2023-01-10,13:00:00,60800,▲ 100,0.16,315724,10408053
2023-01-10,12:50:00,60500,▼ 200,-0.33,32836,10092329
2023-01-10,12:40:00,60600,▼ 100,-0.16,227371,10059493
2023-01-10,12:30:00,60500,▼ 200,-0.33,115127,9832122
2023-01-10,12:20:00,60600,▼ 100,-0.16,53238,9716995
2023-01-10,12:10:00,60600,▼ 100,-0.16,234695,9663757
2023-01-10,12:00:00,60500,▼ 200,-0.33,127973,9429062
2023-01-10,11:50:00,60500,▼ 200,-0.33,131227,9301089
2023-01-10,11:40:00,60500,▼ 200,-0.33,274202,9169862
2023-01-10,11:30:00,60500,▼ 200,-0.33,154245,8895660
2023-01-10,11:20:00,60600,▼ 100,-0.16,199393,8741415
2023-01-10,11:10:00,60800,▲ 100,0.16,236020,8542022
2023-01-10,11:00:00,60800,▲ 100,0.16,507965,8306002
2023-01-10,10:50:00,61000,▲ 300,0.49,477397,7798037
2023-01-10,10:40:00,61000,▲ 300,0.49,487433,7320640
2023-01-10,10:30:00,60900,▲ 200,0.33,663979,6833207
2023-01-10,10:20:00,60800,▲ 100,0.16,590365,6169228
2023-01-10,10:10:00,60500,▼ 200,-0.33,312275,5578863
2023-01-10,10:00:00,60300,▼ 400,-0.66,475449,5266588
2023-01-10,09:50:00,60300,▼ 400,-0.66,89970,4791139
2023-01-10,09:40:00,60300,▼ 400,-0.66,377862,4701169
2023-01-10,09:30:00,60200,▼ 500,-0.82,461142,4323307
2023-01-10,09:20:00,60100,▼ 600,-0.99,734977,3862165
2023-01-10,09:10:00,60100,▼ 600,-0.99,819798,3127188
2023-01-10,09:00:00,60300,▼ 400,-0.66,2303178,2307390
2023-01-10,08:30:00,60700,0,0.0,4212,4212
