date,time,price,change,change(%),amount,volume
2022-12-01,15:50:00,187500,▲ 500,0.27,6,1153140
2022-12-01,15:40:00,187500,▲ 500,0.27,1036,1153134
2022-12-01,15:30:00,187500,▲ 500,0.27,84108,1152098
2022-12-01,15:10:00,188500,"▲ 1,500",0.8,53415,1067990
2022-12-01,15:00:00,188500,"▲ 1,500",0.8,53639,1014575
2022-12-01,14:50:00,189000,"▲ 2,000",1.07,28303,960936
2022-12-01,14:40:00,190000,"▲ 3,000",1.6,33352,932633
2022-12-01,14:30:00,190000,"▲ 3,000",1.6,5995,899281
2022-12-01,14:20:00,190000,"▲ 3,000",1.6,4856,893286
2022-12-01,14:10:00,190000,"▲ 3,000",1.6,20040,888430
2022-12-01,14:00:00,190000,"▲ 3,000",1.6,9260,868390
2022-12-01,13:50:00,190500,"▲ 3,500",1.87,17656,859130
2022-12-01,13:40:00,190500,"▲ 3,500",1.87,7424,841474
2022-12-01,13:30:00,191500,"▲ 4,500",2.41,9759,834050
2022-12-01,13:20:00,191000,"▲ 4,000",2.14,11431,824291
2022-12-01,13:10:00,191000,"▲ 4,000",2.14,4899,812860
2022-12-01,13:00:00,190500,"▲ 3,500",1.87,18629,807961
2022-12-01,12:50:00,191000,"▲ 4,000",2.14,6956,789332
2022-12-01,12:40:00,190500,"▲ 3,500",1.87,11272,782376
2022-12-01,12:30:00,191500,"▲ 4,500",2.41,12510,771104
2022-12-01,13:20:00,191000,"▲ 4,000",2.14,11431,824291
2022-12-01,13:10:00,191000,"▲ 4,000",2.14,4899,812860
2022-12-01,13:00:00,190500,"▲ 3,500",1.87,18629,807961
2022-12-01,12:50:00,191000,"▲ 4,000",2.14,6956,789332
2022-12-01,12:40:00,190500,"▲ 3,500",1.87,11272,782376
2022-12-01,12:30:00,191500,"▲ 4,500",2.41,12510,771104
2022-12-01,12:20:00,191000,"▲ 4,000",2.14,5670,758594
2022-12-01,12:10:00,191000,"▲ 4,000",2.14,16851,752924
2022-12-01,12:00:00,191500,"▲ 4,500",2.41,7701,736073
2022-12-01,11:50:00,191500,"▲ 4,500",2.41,18544,728372
2022-12-01,11:40:00,190500,"▲ 3,500",1.87,20660,709828
2022-12-01,11:30:00,191000,"▲ 4,000",2.14,20975,689168
2022-12-01,11:20:00,191500,"▲ 4,500",2.41,7167,668193
2022-12-01,11:10:00,191000,"▲ 4,000",2.14,8111,661026
2022-12-01,11:00:00,192000,"▲ 5,000",2.67,13235,652915
2022-12-01,10:50:00,191500,"▲ 4,500",2.41,16030,639680
2022-12-01,10:40:00,192000,"▲ 5,000",2.67,48409,623650
2022-12-01,10:30:00,193000,"▲ 6,000",3.21,18630,575241
2022-12-01,10:20:00,193000,"▲ 6,000",3.21,24647,556611
2022-12-01,10:10:00,193000,"▲ 6,000",3.21,14611,531964
2022-12-01,10:00:00,193500,"▲ 6,500",3.48,19471,517353
2022-12-01,09:50:00,194000,"▲ 7,000",3.74,43709,497882
2022-12-01,09:40:00,192500,"▲ 5,500",2.94,31130,454173
2022-12-01,09:30:00,193000,"▲ 6,000",3.21,45703,423043
2022-12-01,09:20:00,194000,"▲ 7,000",3.74,76049,377340
2022-12-01,09:10:00,193500,"▲ 6,500",3.48,100514,301291
2022-12-01,09:00:00,192500,"▲ 5,500",2.94,200772,200777
2022-12-01,08:30:00,187000,0,0.0,5,5
