date,time,price,change,change(%),amount,volume
2022-11-17,16:50:00,61400,"▼ 1,300",-2.07,2371,13270565
2022-11-17,16:40:00,61400,"▼ 1,300",-2.07,8470,13268194
2022-11-17,16:30:00,61400,"▼ 1,300",-2.07,1643157,13259724
2022-11-17,16:10:00,61600,"▼ 1,100",-1.75,164779,11616567
2022-11-17,16:00:00,61700,"▼ 1,000",-1.59,329145,11451788
2022-11-17,15:50:00,61700,"▼ 1,000",-1.59,74984,11122643
2022-11-17,15:40:00,61700,"▼ 1,000",-1.59,68904,11047659
2022-11-17,15:30:00,61600,"▼ 1,100",-1.75,128583,10978755
2022-11-17,15:20:00,61600,"▼ 1,100",-1.75,418005,10850172
2022-11-17,15:10:00,61600,"▼ 1,100",-1.75,77823,10432167
2022-11-17,15:00:00,61500,"▼ 1,200",-1.91,231876,10354344
2022-11-17,14:50:00,61400,"▼ 1,300",-2.07,166685,10122468
2022-11-17,14:40:00,61600,"▼ 1,100",-1.75,152932,9955783
2022-11-17,14:30:00,61500,"▼ 1,200",-1.91,129921,9802851
2022-11-17,14:20:00,61600,"▼ 1,100",-1.75,80964,9672930
2022-11-17,14:10:00,61500,"▼ 1,200",-1.91,208702,9591966
2022-11-17,14:00:00,61500,"▼ 1,200",-1.91,264554,9383264
2022-11-17,13:50:00,61300,"▼ 1,400",-2.23,737442,9118710
2022-11-17,13:40:00,61500,"▼ 1,200",-1.91,148210,8381268
2022-11-17,13:30:00,61600,"▼ 1,100",-1.75,340067,8233058
2022-11-17,14:40:00,61600,"▼ 1,100",-1.75,152932,9955783
2022-11-17,14:30:00,61500,"▼ 1,200",-1.91,129921,9802851
2022-11-17,14:20:00,61600,"▼ 1,100",-1.75,80964,9672930
2022-11-17,14:10:00,61500,"▼ 1,200",-1.91,208702,9591966
2022-11-17,14:00:00,61500,"▼ 1,200",-1.91,264554,9383264
2022-11-17,13:50:00,61300,"▼ 1,400",-2.23,737442,9118710
2022-11-17,13:40:00,61500,"▼ 1,200",-1.91,148210,8381268
2022-11-17,13:30:00,61600,"▼ 1,100",-1.75,340067,8233058
2022-11-17,13:20:00,61800,▼ 900,-1.44,440593,7892991
2022-11-17,13:10:00,61700,"▼ 1,000",-1.59,243556,7452398
2022-11-17,13:00:00,61600,"▼ 1,100",-1.75,206624,7208842
2022-11-17,12:50:00,61600,"▼ 1,100",-1.75,192497,7002218
2022-11-17,12:40:00,61500,"▼ 1,200",-1.91,85772,6809721
2022-11-17,12:30:00,61600,"▼ 1,100",-1.75,67443,6723949
2022-11-17,12:20:00,61600,"▼ 1,100",-1.75,57626,6656506
2022-11-17,12:10:00,61600,"▼ 1,100",-1.75,82858,6598880
2022-11-17,12:00:00,61500,"▼ 1,200",-1.91,217271,6516022
2022-11-17,11:50:00,61600,"▼ 1,100",-1.75,160160,6298751
2022-11-17,11:40:00,61500,"▼ 1,200",-1.91,175468,6138591
2022-11-17,11:30:00,61400,"▼ 1,300",-2.07,412829,5963123
2022-11-17,11:20:00,61400,"▼ 1,300",-2.07,957309,5550294
2022-11-17,11:10:00,61600,"▼ 1,100",-1.75,379703,4592985
2022-11-17,11:00:00,61700,"▼ 1,000",-1.59,382060,4213282
2022-11-17,10:50:00,61700,"▼ 1,000",-1.59,105715,3831222
2022-11-17,10:40:00,61700,"▼ 1,000",-1.59,201777,3725507
2022-11-17,10:30:00,61700,"▼ 1,000",-1.59,568264,3523730
2022-11-17,10:20:00,61800,▼ 900,-1.44,422430,2955466
2022-11-17,10:10:00,61900,▼ 800,-1.28,558101,2533036
2022-11-17,10:00:00,61900,▼ 800,-1.28,1974253,1974935
2022-11-17,09:30:00,62700,0,0.0,682,682
