date,time,price,change,change(%),amount,volume
2022-06-27,15:50:00,58800,▲ 400,0.68,5458,17896197
2022-06-27,15:40:00,58800,▲ 400,0.68,5140,17890739
2022-06-27,15:30:00,58800,▲ 400,0.68,1335118,17885599
2022-06-27,15:10:00,59300,▲ 900,1.54,624440,16550481
2022-06-27,15:00:00,59200,▲ 800,1.37,518706,15926041
2022-06-27,14:50:00,59300,▲ 900,1.54,184192,15407335
2022-06-27,14:40:00,59400,"▲ 1,000",1.71,254805,15223143
2022-06-27,14:30:00,59500,"▲ 1,100",1.88,291468,14968338
2022-06-27,14:20:00,59400,"▲ 1,000",1.71,442689,14676870
2022-06-27,14:10:00,59500,"▲ 1,100",1.88,517243,14234181
2022-06-27,14:00:00,59600,"▲ 1,200",2.05,329599,13716938
2022-06-27,13:50:00,59700,"▲ 1,300",2.23,293404,13387339
2022-06-27,13:40:00,59600,"▲ 1,200",2.05,242490,13093935
2022-06-27,13:30:00,59600,"▲ 1,200",2.05,319395,12851445
2022-06-27,13:20:00,59500,"▲ 1,100",1.88,116411,12532050
2022-06-27,13:10:00,59500,"▲ 1,100",1.88,360654,12415639
2022-06-27,13:00:00,59700,"▲ 1,300",2.23,260560,12054985
2022-06-27,12:50:00,59800,"▲ 1,400",2.4,488844,11794425
2022-06-27,12:40:00,59600,"▲ 1,200",2.05,218962,11305581
2022-06-27,12:30:00,59700,"▲ 1,300",2.23,857089,11086619
2022-06-27,13:20:00,59500,"▲ 1,100",1.88,116411,12532050
2022-06-27,13:10:00,59500,"▲ 1,100",1.88,360654,12415639
2022-06-27,13:00:00,59700,"▲ 1,300",2.23,260560,12054985
2022-06-27,12:50:00,59800,"▲ 1,400",2.4,488844,11794425
2022-06-27,12:40:00,59600,"▲ 1,200",2.05,218962,11305581
2022-06-27,12:30:00,59700,"▲ 1,300",2.23,857089,11086619
2022-06-27,12:20:00,59400,"▲ 1,000",1.71,279418,10229530
2022-06-27,12:10:00,59400,"▲ 1,000",1.71,303262,9950112
2022-06-27,12:00:00,59200,▲ 800,1.37,298359,9646850
2022-06-27,11:50:00,59400,"▲ 1,000",1.71,250335,9348491
2022-06-27,11:40:00,59400,"▲ 1,000",1.71,162580,9098156
2022-06-27,11:30:00,59400,"▲ 1,000",1.71,403350,8935576
2022-06-27,11:20:00,59300,▲ 900,1.54,349788,8532226
2022-06-27,11:10:00,59200,▲ 800,1.37,162693,8182438
2022-06-27,11:00:00,59200,▲ 800,1.37,255181,8019745
2022-06-27,10:50:00,59200,▲ 800,1.37,219316,7764564
2022-06-27,10:40:00,59200,▲ 800,1.37,281415,7545248
2022-06-27,10:30:00,59400,"▲ 1,000",1.71,408362,7263833
2022-06-27,10:20:00,59200,▲ 800,1.37,357400,6855471
2022-06-27,10:10:00,59100,▲ 700,1.2,338684,6498071
2022-06-27,10:00:00,58900,▲ 500,0.86,339441,6159387
2022-06-27,09:50:00,58700,▲ 300,0.51,515283,5819946
2022-06-27,09:40:00,58700,▲ 300,0.51,373982,5304663
2022-06-27,09:30:00,58700,▲ 300,0.51,423440,4930681
2022-06-27,09:20:00,58700,▲ 300,0.51,798024,4507241
2022-06-27,09:10:00,58400,0,0.0,1375016,3709217
2022-06-27,09:00:00,58600,▲ 200,0.34,2334179,2334201
2022-06-27,08:30:00,58400,0,0.0,22,22
