date,time,price,change,change(%),amount,volume
2023-02-03,15:30:00,63800,300,0.47%,1022226,14804617
2023-02-03,15:15:00,63800,300,0.47%,194690,13782391
2023-02-03,15:10:00,63800,300,0.47%,110000,13587701
2023-02-03,15:05:00,63800,300,0.47%,64601,13477701
2023-02-03,15:00:00,63800,300,0.47%,48274,13413100
2023-02-03,14:55:00,63800,300,0.47%,34597,13364826
2023-02-03,14:50:00,63900,400,0.63%,470138,13330229
2023-02-03,14:45:00,63900,400,0.63%,101806,12860091
2023-02-03,14:40:00,63900,400,0.63%,44588,12758285
2023-02-03,14:35:00,63900,400,0.63%,48862,12713697
2023-02-03,14:30:00,63900,400,0.63%,41696,12664835
2023-02-03,14:25:00,63900,400,0.63%,43350,12623139
2023-02-03,14:20:00,63900,400,0.63%,34842,12579789
2023-02-03,14:15:00,63900,400,0.63%,31236,12544947
2023-02-03,14:10:00,63900,400,0.63%,192304,12513711
2023-02-03,14:05:00,63900,400,0.63%,94354,12321407
2023-02-03,14:00:00,63900,400,0.63%,77872,12227053
2023-02-03,13:55:00,63900,400,0.63%,507623,12149181
2023-02-03,13:50:00,63900,400,0.63%,130306,11641558
2023-02-03,13:45:00,63900,400,0.63%,39327,11511252
2023-02-03,13:40:00,63900,400,0.63%,47241,11471925
2023-02-03,13:35:00,63900,400,0.63%,49518,11424684
2023-02-03,13:30:00,63900,400,0.63%,53319,11375166
2023-02-03,13:25:00,63900,400,0.63%,36633,11321847
2023-02-03,13:20:00,63900,400,0.63%,43208,11285214
2023-02-03,13:15:00,63900,400,0.63%,68702,11242006
2023-02-03,13:10:00,63900,400,0.63%,64803,11173304
2023-02-03,13:05:00,63900,400,0.63%,42325,11108501
2023-02-03,13:00:00,63900,400,0.63%,37817,11066176
2023-02-03,12:55:00,63900,400,0.63%,40668,11028359
2023-02-03,12:50:00,63900,400,0.63%,45181,10987691
2023-02-03,12:45:00,63900,400,0.63%,168414,10942510
2023-02-03,12:40:00,63800,300,0.47%,135073,10774096
2023-02-03,12:35:00,63800,300,0.47%,30758,10639023
2023-02-03,12:30:00,63800,300,0.47%,35993,10608265
2023-02-03,12:25:00,63800,300,0.47%,30296,10572272
2023-02-03,12:20:00,63800,300,0.47%,31524,10541976
2023-02-03,12:15:00,63800,300,0.47%,26228,10510452
2023-02-03,12:10:00,63800,300,0.47%,141772,10484224
2023-02-03,12:05:00,63700,200,0.31%,19911,10342452
