date,time,price,change,change(%),amount,volume
2022-11-16,15:50:00,172000,"▼ 2,500",-1.43,31,633183
2022-11-16,15:40:00,172000,"▼ 2,500",-1.43,2458,633152
2022-11-16,15:30:00,172000,"▼ 2,500",-1.43,76026,630694
2022-11-16,15:10:00,172000,"▼ 2,500",-1.43,12674,554668
2022-11-16,15:00:00,172500,"▼ 2,000",-1.15,7358,541994
2022-11-16,14:50:00,172000,"▼ 2,500",-1.43,9500,534636
2022-11-16,14:40:00,172000,"▼ 2,500",-1.43,6467,525136
2022-11-16,14:30:00,172500,"▼ 2,000",-1.15,5014,518669
2022-11-16,14:20:00,172500,"▼ 2,000",-1.15,5515,513655
2022-11-16,14:10:00,172000,"▼ 2,500",-1.43,14429,508140
2022-11-16,14:00:00,171500,"▼ 3,000",-1.72,8217,493711
2022-11-16,13:50:00,171500,"▼ 3,000",-1.72,3701,485494
2022-11-16,13:40:00,172000,"▼ 2,500",-1.43,4013,481793
2022-11-16,13:30:00,171500,"▼ 3,000",-1.72,33707,477780
2022-11-16,13:20:00,172000,"▼ 2,500",-1.43,3976,444073
2022-11-16,13:10:00,172500,"▼ 2,000",-1.15,17613,440097
2022-11-16,13:00:00,172500,"▼ 2,000",-1.15,2104,422484
2022-11-16,12:50:00,172500,"▼ 2,000",-1.15,4747,420380
2022-11-16,12:40:00,173000,"▼ 1,500",-0.86,2874,415633
2022-11-16,12:30:00,173000,"▼ 1,500",-0.86,6346,412759
2022-11-16,13:20:00,172000,"▼ 2,500",-1.43,3976,444073
2022-11-16,13:10:00,172500,"▼ 2,000",-1.15,17613,440097
2022-11-16,13:00:00,172500,"▼ 2,000",-1.15,2104,422484
2022-11-16,12:50:00,172500,"▼ 2,000",-1.15,4747,420380
2022-11-16,12:40:00,173000,"▼ 1,500",-0.86,2874,415633
2022-11-16,12:30:00,173000,"▼ 1,500",-0.86,6346,412759
2022-11-16,12:20:00,172000,"▼ 2,500",-1.43,7795,406413
2022-11-16,12:10:00,173000,"▼ 1,500",-0.86,5074,398618
2022-11-16,12:00:00,172500,"▼ 2,000",-1.15,2111,393544
2022-11-16,11:50:00,172500,"▼ 2,000",-1.15,7670,391433
2022-11-16,11:40:00,173000,"▼ 1,500",-0.86,3466,383763
2022-11-16,11:30:00,173000,"▼ 1,500",-0.86,6671,380297
2022-11-16,11:20:00,173000,"▼ 1,500",-0.86,30025,373626
2022-11-16,11:10:00,172500,"▼ 2,000",-1.15,7601,343601
2022-11-16,11:00:00,172500,"▼ 2,000",-1.15,16624,336000
2022-11-16,10:50:00,172000,"▼ 2,500",-1.43,7417,319376
2022-11-16,10:40:00,171500,"▼ 3,000",-1.72,12292,311959
2022-11-16,10:30:00,172500,"▼ 2,000",-1.15,5083,299667
2022-11-16,10:20:00,172500,"▼ 2,000",-1.15,7307,294584
2022-11-16,10:10:00,172500,"▼ 2,000",-1.15,23670,287277
2022-11-16,10:00:00,171500,"▼ 3,000",-1.72,11371,263607
2022-11-16,09:50:00,171500,"▼ 3,000",-1.72,10017,252236
2022-11-16,09:40:00,171500,"▼ 3,000",-1.72,14013,242219
2022-11-16,09:30:00,171500,"▼ 3,000",-1.72,20061,228206
2022-11-16,09:20:00,171500,"▼ 3,000",-1.72,95152,208145
2022-11-16,09:10:00,172500,"▼ 2,000",-1.15,71207,112993
2022-11-16,09:00:00,174000,▼ 500,-0.29,41786,41786
