date,time,price,change,change(%),amount,volume
2023-01-31,15:30:00,202500,4500,-2.17%,137361,1062414
2023-01-31,15:10:00,203500,4500,-2.16%,37459,925053
2023-01-31,15:00:00,203500,4500,-2.16%,32098,887594
2023-01-31,14:50:00,204000,4000,-1.92%,25512,855496
2023-01-31,14:40:00,204500,3500,-1.68%,14144,829984
2023-01-31,14:30:00,204500,3500,-1.68%,21732,815840
2023-01-31,14:20:00,204500,3000,-1.45%,9748,794108
2023-01-31,14:10:00,204500,3000,-1.45%,8375,784360
2023-01-31,14:00:00,205000,3000,-1.44%,17948,775985
2023-01-31,13:50:00,204500,4000,-1.92%,15472,758037
2023-01-31,13:40:00,204000,4000,-1.92%,15681,742565
2023-01-31,13:30:00,204000,4000,-1.92%,22943,726884
2023-01-31,13:20:00,203500,4000,-1.93%,7265,703941
2023-01-31,13:10:00,203500,4500,-2.16%,18981,696676
2023-01-31,13:00:00,203500,5000,-2.40%,59806,677695
2023-01-31,12:50:00,204000,4000,-1.92%,34481,617889
2023-01-31,12:40:00,204500,4000,-1.92%,46755,583408
2023-01-31,12:30:00,205000,3000,-1.44%,26703,536653
2023-01-31,12:20:00,205500,2500,-1.20%,25936,509950
2023-01-31,12:10:00,206000,2000,-0.96%,9802,484014
2023-01-31,12:00:00,206000,2000,-0.96%,13507,474212
2023-01-31,11:50:00,206000,1500,-0.72%,4305,460705
2023-01-31,11:40:00,206000,1500,-0.72%,9792,456400
2023-01-31,11:30:00,206000,1500,-0.72%,2718,446608
2023-01-31,11:20:00,206000,1500,-0.72%,14392,443890
2023-01-31,11:10:00,206500,1500,-0.72%,12489,429498
2023-01-31,11:00:00,207000,1000,-0.48%,11665,417009
2023-01-31,10:50:00,207000,1000,-0.48%,14340,405344
2023-01-31,10:40:00,207000,1000,-0.48%,8598,391004
2023-01-31,10:30:00,207500,1000,0.00%,28724,382406
2023-01-31,10:20:00,208000,1000,0.48%,24079,353682
2023-01-31,10:10:00,208500,1500,0.72%,30493,329603
2023-01-31,10:00:00,207500,500,-0.24%,10389,299110
2023-01-31,09:50:00,207000,1000,0.00%,32189,288721
2023-01-31,09:40:00,208000,1000,0.48%,35417,256532
2023-01-31,09:30:00,208500,1500,0.72%,24067,221115
2023-01-31,09:20:00,208000,1000,-0.48%,37483,197048
2023-01-31,09:10:00,207500,2000,-0.95%,58708,159565
2023-01-31,09:00:00,206500,3000,-1.43%,100857,100857
