date,time,price,change,change(%),amount,volume
2022-10-24,15:40:00,87800,▼ 400,-0.45,21,249540
2022-10-24,15:30:00,87800,▼ 400,-0.45,28559,249519
2022-10-24,15:10:00,87600,▼ 600,-0.68,6282,220960
2022-10-24,15:00:00,87600,▼ 600,-0.68,14338,214678
2022-10-24,14:50:00,87600,▼ 600,-0.68,8713,200340
2022-10-24,14:40:00,87600,▼ 600,-0.68,1910,191627
2022-10-24,14:30:00,87700,▼ 500,-0.57,4978,189717
2022-10-24,14:20:00,87500,▼ 700,-0.79,7722,184739
2022-10-24,14:10:00,87500,▼ 700,-0.79,5864,177017
2022-10-24,14:00:00,87500,▼ 700,-0.79,3507,171153
2022-10-24,13:50:00,87500,▼ 700,-0.79,3103,167646
2022-10-24,13:40:00,87500,▼ 700,-0.79,2572,164543
2022-10-24,13:30:00,87500,▼ 700,-0.79,5674,161971
2022-10-24,13:20:00,87700,▼ 500,-0.57,2855,156297
2022-10-24,13:10:00,87600,▼ 600,-0.68,14337,153442
2022-10-24,13:00:00,87800,▼ 400,-0.45,5172,139105
2022-10-24,12:50:00,87900,▼ 300,-0.34,2695,133933
2022-10-24,12:40:00,87800,▼ 400,-0.45,3845,131238
2022-10-24,12:30:00,87900,▼ 300,-0.34,2910,127393
2022-10-24,12:20:00,87800,▼ 400,-0.45,1483,124483
2022-10-24,13:10:00,87600,▼ 600,-0.68,14337,153442
2022-10-24,13:00:00,87800,▼ 400,-0.45,5172,139105
2022-10-24,12:50:00,87900,▼ 300,-0.34,2695,133933
2022-10-24,12:40:00,87800,▼ 400,-0.45,3845,131238
2022-10-24,12:30:00,87900,▼ 300,-0.34,2910,127393
2022-10-24,12:20:00,87800,▼ 400,-0.45,1483,124483
2022-10-24,12:10:00,87800,▼ 400,-0.45,2463,123000
2022-10-24,12:00:00,87900,▼ 300,-0.34,2487,120537
2022-10-24,11:50:00,87900,▼ 300,-0.34,1315,118050
2022-10-24,11:40:00,87900,▼ 300,-0.34,2160,116735
2022-10-24,11:30:00,87900,▼ 300,-0.34,1704,114575
2022-10-24,11:20:00,87800,▼ 400,-0.45,1227,112871
2022-10-24,11:10:00,87900,▼ 300,-0.34,5486,111644
2022-10-24,11:00:00,87800,▼ 400,-0.45,3007,106158
2022-10-24,10:50:00,87800,▼ 400,-0.45,6220,103151
2022-10-24,10:40:00,88100,▼ 100,-0.11,5974,96931
2022-10-24,10:30:00,88000,▼ 200,-0.23,1808,90957
2022-10-24,10:20:00,87900,▼ 300,-0.34,2941,89149
2022-10-24,10:10:00,87800,▼ 400,-0.45,10055,86208
2022-10-24,10:00:00,88200,0,0.0,2225,76153
2022-10-24,09:50:00,88200,0,0.0,14841,73928
2022-10-24,09:40:00,88100,▼ 100,-0.11,4869,59087
2022-10-24,09:30:00,88100,▼ 100,-0.11,9338,54218
2022-10-24,09:20:00,87900,▼ 300,-0.34,10649,44880
2022-10-24,09:10:00,87900,▼ 300,-0.34,11249,34231
2022-10-24,09:00:00,88000,▼ 200,-0.23,22982,22982
