date,time,price,change,change(%),amount,volume
2023-01-13,15:50:00,60800,▲ 300,0.5,851,12469564
2023-01-13,15:40:00,60800,▲ 300,0.5,9153,12468713
2023-01-13,15:30:00,60800,▲ 300,0.5,727388,12459560
2023-01-13,15:10:00,61000,▲ 500,0.83,438955,11732172
2023-01-13,15:00:00,60800,▲ 300,0.5,156946,11293217
2023-01-13,14:50:00,60800,▲ 300,0.5,117267,11136271
2023-01-13,14:40:00,60800,▲ 300,0.5,74861,11019004
2023-01-13,14:30:00,60800,▲ 300,0.5,50795,10944143
2023-01-13,14:20:00,60800,▲ 300,0.5,199542,10893348
2023-01-13,14:10:00,60800,▲ 300,0.5,94817,10693806
2023-01-13,14:00:00,60800,▲ 300,0.5,141984,10598989
2023-01-13,13:50:00,60800,▲ 300,0.5,142828,10457005
2023-01-13,13:40:00,60800,▲ 300,0.5,47260,10314177
2023-01-13,13:30:00,60900,▲ 400,0.66,41758,10266917
2023-01-13,13:20:00,60900,▲ 400,0.66,146119,10225159
2023-01-13,13:10:00,60700,▲ 200,0.33,62414,10079040
2023-01-13,13:00:00,60800,▲ 300,0.5,228583,10016626
2023-01-13,12:50:00,60900,▲ 400,0.66,206014,9788043
2023-01-13,12:40:00,60900,▲ 400,0.66,233628,9582029
2023-01-13,12:30:00,60900,▲ 400,0.66,302194,9348401
2023-01-13,13:20:00,60900,▲ 400,0.66,146119,10225159
2023-01-13,13:10:00,60700,▲ 200,0.33,62414,10079040
2023-01-13,13:00:00,60800,▲ 300,0.5,228583,10016626
2023-01-13,12:50:00,60900,▲ 400,0.66,206014,9788043
2023-01-13,12:40:00,60900,▲ 400,0.66,233628,9582029
2023-01-13,12:30:00,60900,▲ 400,0.66,302194,9348401
2023-01-13,12:20:00,60900,▲ 400,0.66,218026,9046207
2023-01-13,12:10:00,60900,▲ 400,0.66,123658,8828181
2023-01-13,12:00:00,60800,▲ 300,0.5,471556,8704523
2023-01-13,11:50:00,60700,▲ 200,0.33,50796,8232967
2023-01-13,11:40:00,60800,▲ 300,0.5,73285,8182171
2023-01-13,11:30:00,60700,▲ 200,0.33,64401,8108886
2023-01-13,11:20:00,60700,▲ 200,0.33,50411,8044485
2023-01-13,11:10:00,60700,▲ 200,0.33,179615,7994074
2023-01-13,11:00:00,60800,▲ 300,0.5,407150,7814459
2023-01-13,10:50:00,60800,▲ 300,0.5,329210,7407309
2023-01-13,10:40:00,60700,▲ 200,0.33,454885,7078099
2023-01-13,10:30:00,60900,▲ 400,0.66,221131,6623214
2023-01-13,10:20:00,61000,▲ 500,0.83,782993,6402083
2023-01-13,10:10:00,61100,▲ 600,0.99,709362,5619090
2023-01-13,10:00:00,61000,▲ 500,0.83,547302,4909728
2023-01-13,09:50:00,61000,▲ 500,0.83,290259,4362426
2023-01-13,09:40:00,60800,▲ 300,0.5,350506,4072167
2023-01-13,09:30:00,60700,▲ 200,0.33,289306,3721661
2023-01-13,09:20:00,60900,▲ 400,0.66,775710,3432355
2023-01-13,09:10:00,60600,▲ 100,0.17,774347,2656645
2023-01-13,09:00:00,60600,▲ 100,0.17,1880738,1882298
2023-01-13,08:30:00,60500,0,0.0,1560,1560
