date,time,price,change,change(%),amount,volume
2022-09-27,15:50:00,186000,"▲ 3,500",1.92,19,864571
2022-09-27,15:40:00,186000,"▲ 3,500",1.92,1046,864552
2022-09-27,15:30:00,186000,"▲ 3,500",1.92,65543,863506
2022-09-27,15:10:00,186000,"▲ 3,500",1.92,41141,797963
2022-09-27,15:00:00,185500,"▲ 3,000",1.64,66836,756822
2022-09-27,14:50:00,185000,"▲ 2,500",1.37,40133,689986
2022-09-27,14:40:00,183500,"▲ 1,000",0.55,9977,649853
2022-09-27,14:30:00,183500,"▲ 1,000",0.55,21214,639876
2022-09-27,14:20:00,183000,▲ 500,0.27,6839,618662
2022-09-27,14:10:00,183000,▲ 500,0.27,7586,611823
2022-09-27,14:00:00,183000,▲ 500,0.27,25401,604237
2022-09-27,13:50:00,182500,0,0.0,5059,578836
2022-09-27,13:40:00,183000,▲ 500,0.27,6418,573777
2022-09-27,13:30:00,183000,▲ 500,0.27,9987,567359
2022-09-27,13:20:00,183000,▲ 500,0.27,4254,557372
2022-09-27,13:10:00,183000,▲ 500,0.27,21858,553118
2022-09-27,13:00:00,183500,"▲ 1,000",0.55,14295,531260
2022-09-27,12:50:00,183000,▲ 500,0.27,10457,516965
2022-09-27,12:40:00,182500,0,0.0,7715,506508
2022-09-27,12:30:00,182500,0,0.0,13082,498793
2022-09-27,13:20:00,183000,▲ 500,0.27,4254,557372
2022-09-27,13:10:00,183000,▲ 500,0.27,21858,553118
2022-09-27,13:00:00,183500,"▲ 1,000",0.55,14295,531260
2022-09-27,12:50:00,183000,▲ 500,0.27,10457,516965
2022-09-27,12:40:00,182500,0,0.0,7715,506508
2022-09-27,12:30:00,182500,0,0.0,13082,498793
2022-09-27,12:20:00,182500,0,0.0,13139,485711
2022-09-27,12:10:00,182500,0,0.0,40351,472572
2022-09-27,12:00:00,182500,0,0.0,22133,432221
2022-09-27,11:50:00,183000,▲ 500,0.27,10456,410088
2022-09-27,11:40:00,184000,"▲ 1,500",0.82,7908,399632
2022-09-27,11:30:00,184000,"▲ 1,500",0.82,2206,391724
2022-09-27,11:20:00,184000,"▲ 1,500",0.82,11418,389518
2022-09-27,11:10:00,183500,"▲ 1,000",0.55,5098,378100
2022-09-27,11:00:00,183500,"▲ 1,000",0.55,22135,373002
2022-09-27,10:50:00,185000,"▲ 2,500",1.37,9547,350867
2022-09-27,10:40:00,184500,"▲ 2,000",1.1,20781,341320
2022-09-27,10:30:00,183000,▲ 500,0.27,13467,320539
2022-09-27,10:20:00,183000,▲ 500,0.27,15875,307072
2022-09-27,10:10:00,183000,▲ 500,0.27,33326,291197
2022-09-27,10:00:00,184500,"▲ 2,000",1.1,11781,257871
2022-09-27,09:50:00,185000,"▲ 2,500",1.37,16707,246090
2022-09-27,09:40:00,184000,"▲ 1,500",0.82,22530,229383
2022-09-27,09:30:00,185000,"▲ 2,500",1.37,35642,206853
2022-09-27,09:20:00,185000,"▲ 2,500",1.37,19527,171211
2022-09-27,09:10:00,184000,"▲ 1,500",0.82,57895,151684
2022-09-27,09:00:00,185000,"▲ 2,500",1.37,93660,93789
2022-09-27,08:30:00,182500,0,0.0,129,129
