date,time,price,change,change(%),amount,volume
2022-06-30,15:50:00,61300,▲ 300,0.49,1,139140
2022-06-30,15:40:00,61300,▲ 300,0.49,30,139139
2022-06-30,15:30:00,61300,▲ 300,0.49,24583,139109
2022-06-30,15:10:00,61500,▲ 500,0.82,3393,114526
2022-06-30,15:00:00,61300,▲ 300,0.49,2879,111133
2022-06-30,14:50:00,61600,▲ 600,0.98,3361,108254
2022-06-30,14:40:00,61500,▲ 500,0.82,7912,104893
2022-06-30,14:30:00,61800,▲ 800,1.31,4485,96981
2022-06-30,14:20:00,61700,▲ 700,1.15,3800,92496
2022-06-30,14:10:00,62000,"▲ 1,000",1.64,4725,88696
2022-06-30,14:00:00,62200,"▲ 1,200",1.97,3330,83971
2022-06-30,13:50:00,62000,"▲ 1,000",1.64,4242,80641
2022-06-30,13:40:00,62000,"▲ 1,000",1.64,3209,76399
2022-06-30,13:30:00,61700,▲ 700,1.15,3016,73190
2022-06-30,13:20:00,61800,▲ 800,1.31,5179,70174
2022-06-30,13:10:00,61700,▲ 700,1.15,3310,64995
2022-06-30,13:00:00,61800,▲ 800,1.31,1919,61685
2022-06-30,12:50:00,61800,▲ 800,1.31,2023,59766
2022-06-30,12:40:00,61700,▲ 700,1.15,3102,57743
2022-06-30,12:30:00,61600,▲ 600,0.98,3506,54641
2022-06-30,13:40:00,62000,"▲ 1,000",1.64,3209,76399
2022-06-30,13:30:00,61700,▲ 700,1.15,3016,73190
2022-06-30,13:20:00,61800,▲ 800,1.31,5179,70174
2022-06-30,13:10:00,61700,▲ 700,1.15,3310,64995
2022-06-30,13:00:00,61800,▲ 800,1.31,1919,61685
2022-06-30,12:50:00,61800,▲ 800,1.31,2023,59766
2022-06-30,12:40:00,61700,▲ 700,1.15,3102,57743
2022-06-30,12:30:00,61600,▲ 600,0.98,3506,54641
2022-06-30,12:20:00,61600,▲ 600,0.98,2736,51135
2022-06-30,12:10:00,61700,▲ 700,1.15,3020,48399
2022-06-30,12:00:00,61900,▲ 900,1.48,2098,45379
2022-06-30,11:50:00,61800,▲ 800,1.31,3452,43281
2022-06-30,11:40:00,61400,▲ 400,0.66,2914,39829
2022-06-30,11:30:00,61600,▲ 600,0.98,1292,36915
2022-06-30,11:20:00,61600,▲ 600,0.98,1760,35623
2022-06-30,11:10:00,61200,▲ 200,0.33,2791,33863
2022-06-30,11:00:00,61300,▲ 300,0.49,2186,31072
2022-06-30,10:50:00,61000,0,0.0,1624,28886
2022-06-30,10:40:00,61300,▲ 300,0.49,2840,27262
2022-06-30,10:30:00,61400,▲ 400,0.66,848,24422
2022-06-30,10:20:00,61200,▲ 200,0.33,3093,23574
2022-06-30,10:10:00,61300,▲ 300,0.49,570,20481
2022-06-30,10:00:00,61400,▲ 400,0.66,3584,19911
2022-06-30,09:50:00,61700,▲ 700,1.15,2797,16327
2022-06-30,09:40:00,61300,▲ 300,0.49,1035,13530
2022-06-30,09:30:00,61200,▲ 200,0.33,4095,12495
2022-06-30,09:20:00,61200,▲ 200,0.33,2075,8400
2022-06-30,09:10:00,61100,▲ 100,0.16,2267,6325
2022-06-30,09:00:00,61000,0,0.0,4058,4058
