date,time,price,change,change(%),amount,volume
2022-12-12,15:50:00,193000,"▼ 2,000",-1.03,118,650885
2022-12-12,15:40:00,193000,"▼ 2,000",-1.03,368,650767
2022-12-12,15:30:00,193000,"▼ 2,000",-1.03,35138,650399
2022-12-12,15:10:00,193000,"▼ 2,000",-1.03,12188,615261
2022-12-12,15:00:00,193000,"▼ 2,000",-1.03,13609,603073
2022-12-12,14:50:00,192500,"▼ 2,500",-1.28,15089,589464
2022-12-12,14:40:00,193000,"▼ 2,000",-1.03,7031,574375
2022-12-12,14:30:00,193500,"▼ 1,500",-0.77,11487,567344
2022-12-12,14:20:00,193000,"▼ 2,000",-1.03,5665,555857
2022-12-12,14:10:00,193000,"▼ 2,000",-1.03,16133,550192
2022-12-12,14:00:00,193000,"▼ 2,000",-1.03,10281,534059
2022-12-12,13:50:00,192500,"▼ 2,500",-1.28,11811,523778
2022-12-12,13:40:00,193000,"▼ 2,000",-1.03,7475,511967
2022-12-12,13:30:00,193000,"▼ 2,000",-1.03,19634,504492
2022-12-12,13:20:00,194000,"▼ 1,000",-0.51,16962,484858
2022-12-12,13:10:00,193500,"▼ 1,500",-0.77,8443,467896
2022-12-12,13:00:00,193500,"▼ 1,500",-0.77,3758,459453
2022-12-12,12:50:00,193500,"▼ 1,500",-0.77,7352,455695
2022-12-12,12:40:00,192500,"▼ 2,500",-1.28,12250,448343
2022-12-12,12:30:00,192500,"▼ 2,500",-1.28,3653,436093
2022-12-12,13:20:00,194000,"▼ 1,000",-0.51,16962,484858
2022-12-12,13:10:00,193500,"▼ 1,500",-0.77,8443,467896
2022-12-12,13:00:00,193500,"▼ 1,500",-0.77,3758,459453
2022-12-12,12:50:00,193500,"▼ 1,500",-0.77,7352,455695
2022-12-12,12:40:00,192500,"▼ 2,500",-1.28,12250,448343
2022-12-12,12:30:00,192500,"▼ 2,500",-1.28,3653,436093
2022-12-12,12:20:00,192500,"▼ 2,500",-1.28,6495,432440
2022-12-12,12:10:00,192000,"▼ 3,000",-1.54,2148,425945
2022-12-12,12:00:00,191500,"▼ 3,500",-1.79,8245,423797
2022-12-12,11:50:00,192000,"▼ 3,000",-1.54,3286,415552
2022-12-12,11:40:00,192000,"▼ 3,000",-1.54,5570,412266
2022-12-12,11:30:00,192000,"▼ 3,000",-1.54,9318,406696
2022-12-12,11:20:00,192500,"▼ 2,500",-1.28,13233,397378
2022-12-12,11:10:00,191000,"▼ 4,000",-2.05,30382,384145
2022-12-12,11:00:00,192000,"▼ 3,000",-1.54,9811,353763
2022-12-12,10:50:00,192500,"▼ 2,500",-1.28,12829,343952
2022-12-12,10:40:00,192500,"▼ 2,500",-1.28,16128,331123
2022-12-12,10:30:00,193500,"▼ 1,500",-0.77,14007,314995
2022-12-12,10:20:00,193000,"▼ 2,000",-1.03,16515,300988
2022-12-12,10:10:00,192000,"▼ 3,000",-1.54,21074,284473
2022-12-12,10:00:00,192500,"▼ 2,500",-1.28,14088,263399
2022-12-12,09:50:00,192000,"▼ 3,000",-1.54,5089,249311
2022-12-12,09:40:00,192500,"▼ 2,500",-1.28,22120,244222
2022-12-12,09:30:00,192000,"▼ 3,000",-1.54,30320,222102
2022-12-12,09:20:00,193000,"▼ 2,000",-1.03,59603,191782
2022-12-12,09:10:00,196500,"▲ 1,500",0.77,67872,132179
2022-12-12,09:00:00,195500,▲ 500,0.26,64201,64307
2022-12-12,08:30:00,195000,0,0.0,106,106
