date,time,price,change,change(%),amount,volume
2022-09-20,15:50:00,86200,"▲ 1,900",2.25,6,819315
2022-09-20,15:40:00,86200,"▲ 1,900",2.25,380,819309
2022-09-20,15:30:00,86200,"▲ 1,900",2.25,44697,818929
2022-09-20,15:10:00,85900,"▲ 1,600",1.9,24272,774232
2022-09-20,15:00:00,86000,"▲ 1,700",2.02,22354,749960
2022-09-20,14:50:00,86000,"▲ 1,700",2.02,11674,727606
2022-09-20,14:40:00,85900,"▲ 1,600",1.9,10367,715932
2022-09-20,14:30:00,86000,"▲ 1,700",2.02,15244,705565
2022-09-20,14:20:00,86000,"▲ 1,700",2.02,10175,690321
2022-09-20,14:10:00,85900,"▲ 1,600",1.9,16235,680146
2022-09-20,14:00:00,85900,"▲ 1,600",1.9,10372,663911
2022-09-20,13:50:00,86000,"▲ 1,700",2.02,9163,653539
2022-09-20,13:40:00,86000,"▲ 1,700",2.02,8681,644376
2022-09-20,13:30:00,86000,"▲ 1,700",2.02,9360,635695
2022-09-20,13:20:00,86000,"▲ 1,700",2.02,8343,626335
2022-09-20,13:10:00,85900,"▲ 1,600",1.9,11738,617992
2022-09-20,13:00:00,86000,"▲ 1,700",2.02,8016,606254
2022-09-20,12:50:00,85900,"▲ 1,600",1.9,9035,598238
2022-09-20,12:40:00,86000,"▲ 1,700",2.02,13159,589203
2022-09-20,12:30:00,85900,"▲ 1,600",1.9,4128,576044
2022-09-20,13:20:00,86000,"▲ 1,700",2.02,8343,626335
2022-09-20,13:10:00,85900,"▲ 1,600",1.9,11738,617992
2022-09-20,13:00:00,86000,"▲ 1,700",2.02,8016,606254
2022-09-20,12:50:00,85900,"▲ 1,600",1.9,9035,598238
2022-09-20,12:40:00,86000,"▲ 1,700",2.02,13159,589203
2022-09-20,12:30:00,85900,"▲ 1,600",1.9,4128,576044
2022-09-20,12:20:00,85900,"▲ 1,600",1.9,5193,571916
2022-09-20,12:10:00,85900,"▲ 1,600",1.9,4593,566723
2022-09-20,12:00:00,85800,"▲ 1,500",1.78,6743,562130
2022-09-20,11:50:00,85900,"▲ 1,600",1.9,33519,555387
2022-09-20,11:40:00,86000,"▲ 1,700",2.02,4699,521868
2022-09-20,11:30:00,86100,"▲ 1,800",2.14,3015,517169
2022-09-20,11:20:00,86000,"▲ 1,700",2.02,5135,514154
2022-09-20,11:10:00,86200,"▲ 1,900",2.25,19547,509019
2022-09-20,11:00:00,86200,"▲ 1,900",2.25,23230,489472
2022-09-20,10:50:00,86100,"▲ 1,800",2.14,25120,466242
2022-09-20,10:40:00,86300,"▲ 2,000",2.37,37062,441122
2022-09-20,10:30:00,86100,"▲ 1,800",2.14,119315,404060
2022-09-20,10:20:00,85900,"▲ 1,600",1.9,52119,284745
2022-09-20,10:10:00,85600,"▲ 1,300",1.54,21302,232626
2022-09-20,10:00:00,85600,"▲ 1,300",1.54,11185,211324
2022-09-20,09:50:00,85600,"▲ 1,300",1.54,35342,200139
2022-09-20,09:40:00,85600,"▲ 1,300",1.54,13829,164797
2022-09-20,09:30:00,85600,"▲ 1,300",1.54,57713,150968
2022-09-20,09:20:00,85300,"▲ 1,000",1.19,11846,93255
2022-09-20,09:10:00,85100,▲ 800,0.95,35642,81409
2022-09-20,09:00:00,85100,▲ 800,0.95,45767,45767
