date,time,price,change,change(%),amount,volume
2023-01-17,15:50:00,61000,▼ 100,-0.16,300,9602275
2023-01-17,15:40:00,61000,▼ 100,-0.16,1550,9601975
2023-01-17,15:30:00,61000,▼ 100,-0.16,1100257,9600425
2023-01-17,15:10:00,60800,▼ 300,-0.49,597240,8500168
2023-01-17,15:00:00,60800,▼ 300,-0.49,89646,7902928
2023-01-17,14:50:00,60800,▼ 300,-0.49,472577,7813282
2023-01-17,14:40:00,60600,▼ 500,-0.82,502541,7340705
2023-01-17,14:30:00,60700,▼ 400,-0.65,75312,6838164
2023-01-17,14:20:00,60700,▼ 400,-0.65,165913,6762852
2023-01-17,14:10:00,60900,▼ 200,-0.33,307081,6596939
2023-01-17,14:00:00,60800,▼ 300,-0.49,604181,6289858
2023-01-17,13:50:00,60900,▼ 200,-0.33,45267,5685677
2023-01-17,13:40:00,60900,▼ 200,-0.33,66041,5640410
2023-01-17,13:30:00,61000,▼ 100,-0.16,76949,5574369
2023-01-17,13:20:00,60900,▼ 200,-0.33,77452,5497420
2023-01-17,13:10:00,60900,▼ 200,-0.33,47028,5419968
2023-01-17,13:00:00,60900,▼ 200,-0.33,32521,5372940
2023-01-17,12:50:00,60900,▼ 200,-0.33,54285,5340419
2023-01-17,12:40:00,61000,▼ 100,-0.16,178952,5286134
2023-01-17,12:30:00,61100,0,0.0,76478,5107182
2023-01-17,13:20:00,60900,▼ 200,-0.33,77452,5497420
2023-01-17,13:10:00,60900,▼ 200,-0.33,47028,5419968
2023-01-17,13:00:00,60900,▼ 200,-0.33,32521,5372940
2023-01-17,12:50:00,60900,▼ 200,-0.33,54285,5340419
2023-01-17,12:40:00,61000,▼ 100,-0.16,178952,5286134
2023-01-17,12:30:00,61100,0,0.0,76478,5107182
2023-01-17,12:20:00,61000,▼ 100,-0.16,300355,5030704
2023-01-17,12:10:00,60900,▼ 200,-0.33,51449,4730349
2023-01-17,12:00:00,60900,▼ 200,-0.33,47166,4678900
2023-01-17,11:50:00,60900,▼ 200,-0.33,47608,4631734
2023-01-17,11:40:00,60900,▼ 200,-0.33,37935,4584126
2023-01-17,11:30:00,60900,▼ 200,-0.33,177553,4546191
2023-01-17,11:20:00,61000,▼ 100,-0.16,211535,4368638
2023-01-17,11:10:00,61100,0,0.0,94368,4157103
2023-01-17,11:00:00,61200,▲ 100,0.16,199453,4062735
2023-01-17,10:50:00,61000,▼ 100,-0.16,96827,3863282
2023-01-17,10:40:00,61100,0,0.0,127741,3766455
2023-01-17,10:30:00,61200,▲ 100,0.16,115914,3638714
2023-01-17,10:20:00,61200,▲ 100,0.16,350634,3522800
2023-01-17,10:10:00,61100,0,0.0,104575,3172166
2023-01-17,10:00:00,61200,▲ 100,0.16,480524,3067591
2023-01-17,09:50:00,61400,▲ 300,0.49,362106,2587067
2023-01-17,09:40:00,61100,0,0.0,170240,2224961
2023-01-17,09:30:00,61100,0,0.0,439986,2054721
2023-01-17,09:20:00,61100,0,0.0,253621,1614735
2023-01-17,09:10:00,61200,▲ 100,0.16,508795,1361114
2023-01-17,09:00:00,61100,0,0.0,852121,852319
2023-01-17,08:30:00,61100,0,0.0,198,198
