date,time,price,change,change(%),amount,volume
2022-08-18,15:50:00,81200,▼ 100,-0.12,1,127474
2022-08-18,15:40:00,81200,▼ 100,-0.12,46,127473
2022-08-18,15:30:00,81200,▼ 100,-0.12,28067,127427
2022-08-18,15:10:00,81300,0,0.0,4997,99360
2022-08-18,15:00:00,81300,0,0.0,2892,94363
2022-08-18,14:50:00,81300,0,0.0,1987,91471
2022-08-18,14:40:00,81300,0,0.0,2085,89484
2022-08-18,14:30:00,81400,▲ 100,0.12,1280,87399
2022-08-18,14:20:00,81300,0,0.0,1665,86119
2022-08-18,14:10:00,81400,▲ 100,0.12,856,84454
2022-08-18,14:00:00,81300,0,0.0,2977,83598
2022-08-18,13:50:00,81300,0,0.0,2953,80621
2022-08-18,13:40:00,81400,▲ 100,0.12,1606,77668
2022-08-18,13:30:00,81200,▼ 100,-0.12,2014,76062
2022-08-18,13:20:00,81300,0,0.0,1304,74048
2022-08-18,13:10:00,81300,0,0.0,2105,72744
2022-08-18,13:00:00,81300,0,0.0,1496,70639
2022-08-18,12:50:00,81300,0,0.0,2661,69143
2022-08-18,12:40:00,81300,0,0.0,3030,66482
2022-08-18,12:30:00,81300,0,0.0,2529,63452
2022-08-18,13:20:00,81300,0,0.0,1304,74048
2022-08-18,13:10:00,81300,0,0.0,2105,72744
2022-08-18,13:00:00,81300,0,0.0,1496,70639
2022-08-18,12:50:00,81300,0,0.0,2661,69143
2022-08-18,12:40:00,81300,0,0.0,3030,66482
2022-08-18,12:30:00,81300,0,0.0,2529,63452
2022-08-18,12:20:00,81500,▲ 200,0.25,4124,60923
2022-08-18,12:10:00,81300,0,0.0,1755,56799
2022-08-18,12:00:00,81400,▲ 100,0.12,1317,55044
2022-08-18,11:50:00,81400,▲ 100,0.12,1257,53727
2022-08-18,11:40:00,81300,0,0.0,1142,52470
2022-08-18,11:30:00,81400,▲ 100,0.12,2940,51328
2022-08-18,11:20:00,81300,0,0.0,9778,48388
2022-08-18,11:10:00,81300,0,0.0,2727,38610
2022-08-18,11:00:00,81200,▼ 100,-0.12,1293,35883
2022-08-18,10:50:00,81300,0,0.0,1181,34590
2022-08-18,10:40:00,81200,▼ 100,-0.12,1285,33409
2022-08-18,10:30:00,81200,▼ 100,-0.12,1278,32124
2022-08-18,10:20:00,81200,▼ 100,-0.12,2168,30846
2022-08-18,10:10:00,81200,▼ 100,-0.12,1304,28678
2022-08-18,10:00:00,81200,▼ 100,-0.12,1239,27374
2022-08-18,09:50:00,81200,▼ 100,-0.12,2019,26135
2022-08-18,09:40:00,81300,0,0.0,5089,24116
2022-08-18,09:30:00,81200,▼ 100,-0.12,1580,19027
2022-08-18,09:20:00,81200,▼ 100,-0.12,6101,17447
2022-08-18,09:10:00,81400,▲ 100,0.12,4676,11346
2022-08-18,09:00:00,81100,▼ 200,-0.25,6670,6670
