date,time,price,change,change(%),amount,volume
2022-07-29,15:50:00,61400,▼ 500,-0.81,1463,15036436
2022-07-29,15:40:00,61400,▼ 500,-0.81,20038,15034973
2022-07-29,15:30:00,61400,▼ 500,-0.81,2249755,15014935
2022-07-29,15:10:00,61300,▼ 600,-0.97,530597,12765180
2022-07-29,15:00:00,61400,▼ 500,-0.81,324412,12234583
2022-07-29,14:50:00,61400,▼ 500,-0.81,502804,11910171
2022-07-29,14:40:00,61400,▼ 500,-0.81,339165,11407367
2022-07-29,14:30:00,61400,▼ 500,-0.81,400909,11068202
2022-07-29,14:20:00,61400,▼ 500,-0.81,555526,10667293
2022-07-29,14:10:00,61400,▼ 500,-0.81,702353,10111767
2022-07-29,14:00:00,61500,▼ 400,-0.65,199813,9409414
2022-07-29,13:50:00,61500,▼ 400,-0.65,132077,9209601
2022-07-29,13:40:00,61500,▼ 400,-0.65,366300,9077524
2022-07-29,13:30:00,61600,▼ 300,-0.48,375579,8711224
2022-07-29,13:20:00,61700,▼ 200,-0.32,366890,8335645
2022-07-29,13:10:00,61800,▼ 100,-0.16,81922,7968755
2022-07-29,13:00:00,61900,0,0.0,100888,7886833
2022-07-29,12:50:00,61900,0,0.0,101188,7785945
2022-07-29,12:40:00,61800,▼ 100,-0.16,175397,7684757
2022-07-29,12:30:00,61900,0,0.0,378747,7509360
2022-07-29,13:20:00,61700,▼ 200,-0.32,366890,8335645
2022-07-29,13:10:00,61800,▼ 100,-0.16,81922,7968755
2022-07-29,13:00:00,61900,0,0.0,100888,7886833
2022-07-29,12:50:00,61900,0,0.0,101188,7785945
2022-07-29,12:40:00,61800,▼ 100,-0.16,175397,7684757
2022-07-29,12:30:00,61900,0,0.0,378747,7509360
2022-07-29,12:20:00,62100,▲ 200,0.32,68146,7130613
2022-07-29,12:10:00,62000,▲ 100,0.16,171728,7062467
2022-07-29,12:00:00,62100,▲ 200,0.32,91757,6890739
2022-07-29,11:50:00,62100,▲ 200,0.32,52778,6798982
2022-07-29,11:40:00,62100,▲ 200,0.32,276076,6746204
2022-07-29,11:30:00,62100,▲ 200,0.32,96688,6470128
2022-07-29,11:20:00,62100,▲ 200,0.32,198883,6373440
2022-07-29,11:10:00,62000,▲ 100,0.16,170758,6174557
2022-07-29,11:00:00,62200,▲ 300,0.48,245017,6003799
2022-07-29,10:50:00,62200,▲ 300,0.48,341164,5758782
2022-07-29,10:40:00,61900,0,0.0,500250,5417618
2022-07-29,10:30:00,62000,▲ 100,0.16,249349,4917368
2022-07-29,10:20:00,62100,▲ 200,0.32,232919,4668019
2022-07-29,10:10:00,62000,▲ 100,0.16,420137,4435100
2022-07-29,10:00:00,61900,0,0.0,922762,4014963
2022-07-29,09:50:00,62100,▲ 200,0.32,420667,3092201
2022-07-29,09:40:00,62100,▲ 200,0.32,383465,2671534
2022-07-29,09:30:00,62300,▲ 400,0.65,721039,2288069
2022-07-29,09:20:00,62500,▲ 600,0.97,288813,1567030
2022-07-29,09:10:00,62300,▲ 400,0.65,393893,1278217
2022-07-29,09:00:00,62400,▲ 500,0.81,883719,884324
2022-07-29,08:30:00,61900,0,0.0,605,605
