date,time,price,change,change(%),amount,volume
2022-07-12,15:50:00,233500,"▼ 7,000",-2.91,28,599102
2022-07-12,15:40:00,233500,"▼ 7,000",-2.91,500,599074
2022-07-12,15:30:00,233500,"▼ 7,000",-2.91,31870,598574
2022-07-12,15:10:00,232500,"▼ 8,000",-3.33,14605,566704
2022-07-12,15:00:00,232500,"▼ 8,000",-3.33,27397,552099
2022-07-12,14:50:00,233000,"▼ 7,500",-3.12,7406,524702
2022-07-12,14:40:00,233000,"▼ 7,500",-3.12,20478,517296
2022-07-12,14:30:00,233000,"▼ 7,500",-3.12,13318,496818
2022-07-12,14:20:00,232500,"▼ 8,000",-3.33,13040,483500
2022-07-12,14:10:00,231500,"▼ 9,000",-3.74,5741,470460
2022-07-12,14:00:00,231500,"▼ 9,000",-3.74,26404,464719
2022-07-12,13:50:00,231500,"▼ 9,000",-3.74,5562,438315
2022-07-12,13:40:00,231500,"▼ 9,000",-3.74,3563,432753
2022-07-12,13:30:00,231000,"▼ 9,500",-3.95,7648,429190
2022-07-12,13:20:00,231000,"▼ 9,500",-3.95,7856,421542
2022-07-12,13:10:00,231500,"▼ 9,000",-3.74,3640,413686
2022-07-12,13:00:00,231500,"▼ 9,000",-3.74,9748,410046
2022-07-12,12:50:00,232500,"▼ 8,000",-3.33,15393,400298
2022-07-12,12:40:00,231500,"▼ 9,000",-3.74,16453,384905
2022-07-12,12:30:00,231000,"▼ 9,500",-3.95,13859,368452
2022-07-12,13:20:00,231000,"▼ 9,500",-3.95,7856,421542
2022-07-12,13:10:00,231500,"▼ 9,000",-3.74,3640,413686
2022-07-12,13:00:00,231500,"▼ 9,000",-3.74,9748,410046
2022-07-12,12:50:00,232500,"▼ 8,000",-3.33,15393,400298
2022-07-12,12:40:00,231500,"▼ 9,000",-3.74,16453,384905
2022-07-12,12:30:00,231000,"▼ 9,500",-3.95,13859,368452
2022-07-12,12:20:00,231500,"▼ 9,000",-3.74,2756,354593
2022-07-12,12:10:00,231500,"▼ 9,000",-3.74,1939,351837
2022-07-12,12:00:00,232000,"▼ 8,500",-3.53,6429,349898
2022-07-12,11:50:00,232000,"▼ 8,500",-3.53,9703,343469
2022-07-12,11:40:00,232000,"▼ 8,500",-3.53,2783,333766
2022-07-12,11:30:00,231500,"▼ 9,000",-3.74,12439,330983
2022-07-12,11:20:00,231500,"▼ 9,000",-3.74,9573,318544
2022-07-12,11:10:00,231500,"▼ 9,000",-3.74,8322,308971
2022-07-12,11:00:00,231500,"▼ 9,000",-3.74,14263,300649
2022-07-12,10:50:00,231000,"▼ 9,500",-3.95,6887,286386
2022-07-12,10:40:00,231500,"▼ 9,000",-3.74,13677,279499
2022-07-12,10:30:00,231000,"▼ 9,500",-3.95,16791,265822
2022-07-12,10:20:00,231500,"▼ 9,000",-3.74,29969,249031
2022-07-12,10:10:00,232000,"▼ 8,500",-3.53,7242,219062
2022-07-12,10:00:00,232000,"▼ 8,500",-3.53,3339,211820
2022-07-12,09:50:00,232000,"▼ 8,500",-3.53,21955,208481
2022-07-12,09:40:00,231500,"▼ 9,000",-3.74,20390,186526
2022-07-12,09:30:00,232000,"▼ 8,500",-3.53,30931,166136
2022-07-12,09:20:00,232500,"▼ 8,000",-3.33,41616,135205
2022-07-12,09:10:00,234500,"▼ 6,000",-2.49,35998,93589
2022-07-12,09:00:00,235000,"▼ 5,500",-2.29,57578,57591
2022-07-12,08:30:00,240500,0,0.0,13,13
