date,time,price,change,change(%),amount,volume
2022-11-02,15:50:00,174000,"▲ 3,500",2.05,171,1547590
2022-11-02,15:40:00,174000,"▲ 3,500",2.05,846,1547419
2022-11-02,15:30:00,174000,"▲ 3,500",2.05,55795,1546573
2022-11-02,15:10:00,173500,"▲ 3,000",1.76,25620,1490778
2022-11-02,15:00:00,173500,"▲ 3,000",1.76,17296,1465158
2022-11-02,14:50:00,174000,"▲ 3,500",2.05,13836,1447862
2022-11-02,14:40:00,174500,"▲ 4,000",2.35,22601,1434026
2022-11-02,14:30:00,174500,"▲ 4,000",2.35,26622,1411425
2022-11-02,14:20:00,174500,"▲ 4,000",2.35,8489,1384803
2022-11-02,14:10:00,174500,"▲ 4,000",2.35,8918,1376314
2022-11-02,14:00:00,174500,"▲ 4,000",2.35,10688,1367396
2022-11-02,13:50:00,174500,"▲ 4,000",2.35,8387,1356708
2022-11-02,13:40:00,174000,"▲ 3,500",2.05,8251,1348321
2022-11-02,13:30:00,174000,"▲ 3,500",2.05,22506,1340070
2022-11-02,13:20:00,174500,"▲ 4,000",2.35,15394,1317564
2022-11-02,13:10:00,175000,"▲ 4,500",2.64,25348,1302170
2022-11-02,13:00:00,174500,"▲ 4,000",2.35,13836,1276822
2022-11-02,12:50:00,175500,"▲ 5,000",2.93,17707,1262986
2022-11-02,12:40:00,175500,"▲ 5,000",2.93,18265,1245279
2022-11-02,12:30:00,176000,"▲ 5,500",3.23,13460,1227014
2022-11-02,13:40:00,174000,"▲ 3,500",2.05,8251,1348321
2022-11-02,13:30:00,174000,"▲ 3,500",2.05,22506,1340070
2022-11-02,13:20:00,174500,"▲ 4,000",2.35,15394,1317564
2022-11-02,13:10:00,175000,"▲ 4,500",2.64,25348,1302170
2022-11-02,13:00:00,174500,"▲ 4,000",2.35,13836,1276822
2022-11-02,12:50:00,175500,"▲ 5,000",2.93,17707,1262986
2022-11-02,12:40:00,175500,"▲ 5,000",2.93,18265,1245279
2022-11-02,12:30:00,176000,"▲ 5,500",3.23,13460,1227014
2022-11-02,12:20:00,176000,"▲ 5,500",3.23,35002,1213554
2022-11-02,12:10:00,175000,"▲ 4,500",2.64,40777,1178552
2022-11-02,12:00:00,173500,"▲ 3,000",1.76,37712,1137775
2022-11-02,11:50:00,174500,"▲ 4,000",2.35,15948,1100063
2022-11-02,11:40:00,175000,"▲ 4,500",2.64,8621,1084115
2022-11-02,11:30:00,174500,"▲ 4,000",2.35,7606,1075494
2022-11-02,11:20:00,174500,"▲ 4,000",2.35,28787,1067888
2022-11-02,11:10:00,174500,"▲ 4,000",2.35,26251,1039101
2022-11-02,11:00:00,174500,"▲ 4,000",2.35,45318,1012850
2022-11-02,10:50:00,176000,"▲ 5,500",3.23,42485,967532
2022-11-02,10:40:00,175500,"▲ 5,000",2.93,48510,925047
2022-11-02,10:30:00,176000,"▲ 5,500",3.23,59790,876537
2022-11-02,10:20:00,174500,"▲ 4,000",2.35,12172,816747
2022-11-02,10:10:00,174500,"▲ 4,000",2.35,25214,804575
2022-11-02,10:00:00,173500,"▲ 3,000",1.76,53549,779361
2022-11-02,09:50:00,174500,"▲ 4,000",2.35,71463,725812
2022-11-02,09:40:00,175000,"▲ 4,500",2.64,45088,654349
2022-11-02,09:30:00,175000,"▲ 4,500",2.64,69459,609261
2022-11-02,09:20:00,174500,"▲ 4,000",2.35,226191,539802
2022-11-02,09:10:00,174000,"▲ 3,500",2.05,201599,313611
2022-11-02,09:00:00,171500,"▲ 1,000",0.59,108710,112012
2022-11-02,08:30:00,170500,0,0.0,3302,3302
