date,time,price,change,change(%),amount,volume
2023-01-30,15:30:00,94200,200,0.21%,58178,462817
2023-01-30,15:10:00,94300,300,0.32%,21350,404639
2023-01-30,15:00:00,94300,300,0.32%,17170,383289
2023-01-30,14:50:00,94300,300,0.32%,11509,366119
2023-01-30,14:40:00,94300,300,0.32%,7309,354610
2023-01-30,14:30:00,94300,300,0.32%,3473,347301
2023-01-30,14:20:00,94400,400,0.43%,15329,343828
2023-01-30,14:10:00,94400,400,0.43%,7183,328499
2023-01-30,14:00:00,94300,300,0.00%,8060,321316
2023-01-30,13:50:00,94200,200,0.21%,18101,313256
2023-01-30,13:40:00,94300,300,0.32%,17607,295155
2023-01-30,13:30:00,94500,500,0.53%,7553,277548
2023-01-30,13:20:00,94500,500,0.53%,5241,269995
2023-01-30,13:10:00,94600,600,0.64%,5928,264754
2023-01-30,13:00:00,94700,700,0.74%,5224,258826
2023-01-30,12:50:00,95000,1000,1.06%,17705,253602
2023-01-30,12:40:00,94800,800,0.85%,7611,235897
2023-01-30,12:30:00,94700,700,0.74%,5714,228286
2023-01-30,12:20:00,94800,800,0.85%,7627,222572
2023-01-30,12:10:00,94800,800,0.85%,23658,214945
2023-01-30,12:00:00,94200,200,0.21%,8780,191287
2023-01-30,11:50:00,94200,200,0.21%,4384,182507
2023-01-30,11:40:00,94200,200,0.21%,2557,178123
2023-01-30,11:30:00,94200,200,0.21%,9458,175566
2023-01-30,11:20:00,94300,300,0.32%,5565,166108
2023-01-30,11:10:00,94300,300,0.32%,4701,160543
2023-01-30,11:00:00,94500,500,0.53%,3397,155842
2023-01-30,10:50:00,94700,700,0.74%,7692,152445
2023-01-30,10:40:00,94500,500,0.53%,6822,144654
2023-01-30,10:30:00,94700,700,0.74%,4051,137095
2023-01-30,10:20:00,94900,900,0.96%,18149,133007
2023-01-30,10:10:00,94300,300,0.32%,8773,114817
2023-01-30,10:00:00,94400,400,0.43%,6905,106038
2023-01-30,09:50:00,94400,400,0.43%,6140,98761
2023-01-30,09:40:00,94200,200,0.21%,9924,90711
2023-01-30,09:30:00,94200,200,0.21%,11263,79109
2023-01-30,09:20:00,94400,400,0.43%,5347,66698
2023-01-30,09:10:00,94700,700,0.74%,17994,60538
2023-01-30,09:00:00,94600,700,-0.73%,42544,42544
