date,time,price,change,change(%),amount,volume
2022-12-23,15:50:00,178000,"▼ 6,500",-3.52,124,610495
2022-12-23,15:40:00,178000,"▼ 6,500",-3.52,1331,610371
2022-12-23,15:30:00,178000,"▼ 6,500",-3.52,29404,609040
2022-12-23,15:10:00,178500,"▼ 6,000",-3.25,36298,579636
2022-12-23,15:00:00,178500,"▼ 6,000",-3.25,16244,543338
2022-12-23,14:50:00,179000,"▼ 5,500",-2.98,5551,527094
2022-12-23,14:40:00,178500,"▼ 6,000",-3.25,31527,521543
2022-12-23,14:30:00,178500,"▼ 6,000",-3.25,9346,490016
2022-12-23,14:20:00,179000,"▼ 5,500",-2.98,11642,480670
2022-12-23,14:10:00,178500,"▼ 6,000",-3.25,32339,469028
2022-12-23,14:00:00,179500,"▼ 5,000",-2.71,18505,436689
2022-12-23,13:50:00,179000,"▼ 5,500",-2.98,3966,418184
2022-12-23,13:40:00,179000,"▼ 5,500",-2.98,3298,414218
2022-12-23,13:30:00,179000,"▼ 5,500",-2.98,5470,410920
2022-12-23,13:20:00,179000,"▼ 5,500",-2.98,3064,405450
2022-12-23,13:10:00,179500,"▼ 5,000",-2.71,8914,402386
2022-12-23,13:00:00,179000,"▼ 5,500",-2.98,4155,393472
2022-12-23,12:50:00,179500,"▼ 5,000",-2.71,25200,389317
2022-12-23,12:40:00,179000,"▼ 5,500",-2.98,5062,364117
2022-12-23,12:30:00,179000,"▼ 5,500",-2.98,4005,359055
2022-12-23,13:20:00,179000,"▼ 5,500",-2.98,3064,405450
2022-12-23,13:10:00,179500,"▼ 5,000",-2.71,8914,402386
2022-12-23,13:00:00,179000,"▼ 5,500",-2.98,4155,393472
2022-12-23,12:50:00,179500,"▼ 5,000",-2.71,25200,389317
2022-12-23,12:40:00,179000,"▼ 5,500",-2.98,5062,364117
2022-12-23,12:30:00,179000,"▼ 5,500",-2.98,4005,359055
2022-12-23,12:20:00,179000,"▼ 5,500",-2.98,3109,355050
2022-12-23,12:10:00,179000,"▼ 5,500",-2.98,6681,351941
2022-12-23,12:00:00,179000,"▼ 5,500",-2.98,4510,345260
2022-12-23,11:50:00,178500,"▼ 6,000",-3.25,21588,340750
2022-12-23,11:40:00,179500,"▼ 5,000",-2.71,2328,319162
2022-12-23,11:30:00,179000,"▼ 5,500",-2.98,3632,316834
2022-12-23,11:20:00,179500,"▼ 5,000",-2.71,3393,313202
2022-12-23,11:10:00,179000,"▼ 5,500",-2.98,17847,309809
2022-12-23,11:00:00,180000,"▼ 4,500",-2.44,24016,291962
2022-12-23,10:50:00,179500,"▼ 5,000",-2.71,8190,267946
2022-12-23,10:40:00,179500,"▼ 5,000",-2.71,10374,259756
2022-12-23,10:30:00,179500,"▼ 5,000",-2.71,3549,249382
2022-12-23,10:20:00,179500,"▼ 5,000",-2.71,11520,245833
2022-12-23,10:10:00,179000,"▼ 5,500",-2.98,49577,234313
2022-12-23,10:00:00,179000,"▼ 5,500",-2.98,13052,184736
2022-12-23,09:50:00,179000,"▼ 5,500",-2.98,59280,171684
2022-12-23,09:40:00,181000,"▼ 3,500",-1.9,5750,112404
2022-12-23,09:30:00,180500,"▼ 4,000",-2.17,3355,106654
2022-12-23,09:20:00,181000,"▼ 3,500",-1.9,19664,103299
2022-12-23,09:10:00,181000,"▼ 3,500",-1.9,8519,83635
2022-12-23,09:00:00,180500,"▼ 4,000",-2.17,75116,75116
