date,time,price,change,change(%),amount,volume
2022-07-26,15:50:00,196000,0,0.0,117,733762
2022-07-26,15:40:00,196000,0,0.0,235,733645
2022-07-26,15:30:00,196000,0,0.0,20904,733410
2022-07-26,15:10:00,195500,▼ 500,-0.26,44468,712506
2022-07-26,15:00:00,195500,▼ 500,-0.26,25530,668038
2022-07-26,14:50:00,195000,"▼ 1,000",-0.51,14477,642508
2022-07-26,14:40:00,195500,▼ 500,-0.26,20049,628031
2022-07-26,14:30:00,195000,"▼ 1,000",-0.51,7783,607982
2022-07-26,14:20:00,195000,"▼ 1,000",-0.51,9773,600199
2022-07-26,14:10:00,195000,"▼ 1,000",-0.51,8610,590426
2022-07-26,14:00:00,194500,"▼ 1,500",-0.77,4926,581816
2022-07-26,13:50:00,194500,"▼ 1,500",-0.77,8955,576890
2022-07-26,13:40:00,194500,"▼ 1,500",-0.77,24284,567935
2022-07-26,13:30:00,195000,"▼ 1,000",-0.51,4276,543651
2022-07-26,13:20:00,195000,"▼ 1,000",-0.51,6585,539375
2022-07-26,13:10:00,195000,"▼ 1,000",-0.51,10648,532790
2022-07-26,13:00:00,194500,"▼ 1,500",-0.77,17611,522142
2022-07-26,12:50:00,194000,"▼ 2,000",-1.02,3709,504531
2022-07-26,12:40:00,194500,"▼ 1,500",-0.77,4528,500822
2022-07-26,12:30:00,194000,"▼ 2,000",-1.02,4059,496294
2022-07-26,13:20:00,195000,"▼ 1,000",-0.51,6585,539375
2022-07-26,13:10:00,195000,"▼ 1,000",-0.51,10648,532790
2022-07-26,13:00:00,194500,"▼ 1,500",-0.77,17611,522142
2022-07-26,12:50:00,194000,"▼ 2,000",-1.02,3709,504531
2022-07-26,12:40:00,194500,"▼ 1,500",-0.77,4528,500822
2022-07-26,12:30:00,194000,"▼ 2,000",-1.02,4059,496294
2022-07-26,12:20:00,194000,"▼ 2,000",-1.02,3694,492235
2022-07-26,12:10:00,194500,"▼ 1,500",-0.77,11133,488541
2022-07-26,12:00:00,194500,"▼ 1,500",-0.77,13539,477408
2022-07-26,11:50:00,194500,"▼ 1,500",-0.77,2579,463869
2022-07-26,11:40:00,194500,"▼ 1,500",-0.77,2922,461290
2022-07-26,11:30:00,194500,"▼ 1,500",-0.77,9185,458368
2022-07-26,11:20:00,194000,"▼ 2,000",-1.02,24740,449183
2022-07-26,11:10:00,194500,"▼ 1,500",-0.77,5999,424443
2022-07-26,11:00:00,195000,"▼ 1,000",-0.51,5926,418444
2022-07-26,10:50:00,194500,"▼ 1,500",-0.77,27414,412518
2022-07-26,10:40:00,193500,"▼ 2,500",-1.28,15613,385104
2022-07-26,10:30:00,194000,"▼ 2,000",-1.02,13438,369491
2022-07-26,10:20:00,194000,"▼ 2,000",-1.02,12556,356053
2022-07-26,10:10:00,193500,"▼ 2,500",-1.28,13633,343497
2022-07-26,10:00:00,193500,"▼ 2,500",-1.28,24194,329864
2022-07-26,09:50:00,193000,"▼ 3,000",-1.53,27530,305670
2022-07-26,09:40:00,193000,"▼ 3,000",-1.53,50307,278140
2022-07-26,09:30:00,195000,"▼ 1,000",-0.51,30577,227833
2022-07-26,09:20:00,193500,"▼ 2,500",-1.28,18215,197256
2022-07-26,09:10:00,193500,"▼ 2,500",-1.28,25305,179041
2022-07-26,09:00:00,193000,"▼ 3,000",-1.53,153298,153736
2022-07-26,08:30:00,196000,0,0.0,438,438
