date,time,price,change,change(%),amount,volume
2023-01-25,15:30:00,165700,1200,0.73%,20129,357074
2023-01-25,15:10:00,166000,1500,0.91%,10940,336945
2023-01-25,15:00:00,166000,1500,0.91%,15637,326005
2023-01-25,14:50:00,165800,1300,0.79%,9193,310368
2023-01-25,14:40:00,165500,1000,0.61%,9569,301175
2023-01-25,14:30:00,165500,1000,0.61%,13367,291606
2023-01-25,14:20:00,165600,1100,0.67%,9930,278239
2023-01-25,14:10:00,165700,1200,0.73%,5328,268309
2023-01-25,14:00:00,165700,1200,0.73%,5017,262981
2023-01-25,13:50:00,165700,1200,0.73%,7928,257964
2023-01-25,13:40:00,165700,1200,0.73%,12051,250036
2023-01-25,13:30:00,166000,1500,0.91%,9662,237985
2023-01-25,13:20:00,166000,1500,0.91%,4842,228323
2023-01-25,13:10:00,166100,1600,0.97%,12788,223481
2023-01-25,13:00:00,166100,1600,0.97%,2999,210693
2023-01-25,12:50:00,166100,1600,0.97%,6050,207694
2023-01-25,12:40:00,166200,1700,1.03%,4164,201644
2023-01-25,12:30:00,166100,1600,0.97%,2880,197480
2023-01-25,12:20:00,166200,1700,1.03%,5269,194600
2023-01-25,12:10:00,166200,1700,1.03%,2085,189331
2023-01-25,12:00:00,166300,1800,1.09%,6948,187246
2023-01-25,11:50:00,166400,1900,1.16%,2581,180298
2023-01-25,11:40:00,166400,1900,1.16%,4388,177717
2023-01-25,11:30:00,166400,1900,1.16%,5583,173329
2023-01-25,11:20:00,166500,2000,1.22%,4215,167746
2023-01-25,11:10:00,166500,2000,1.22%,5168,163531
2023-01-25,11:00:00,166400,1900,1.16%,4200,158363
2023-01-25,10:50:00,166500,2000,1.22%,10488,154163
2023-01-25,10:40:00,166500,2000,1.22%,16572,143675
2023-01-25,10:30:00,166200,1700,1.03%,6357,127103
2023-01-25,10:20:00,166200,1700,1.03%,3724,120746
2023-01-25,10:10:00,166300,1800,1.09%,7863,117022
2023-01-25,10:00:00,166200,1700,1.03%,9781,109159
2023-01-25,09:50:00,165800,1300,0.79%,7429,99378
2023-01-25,09:40:00,165800,1300,0.79%,7357,91949
2023-01-25,09:30:00,166200,1700,1.03%,18679,84592
2023-01-25,09:20:00,166500,2000,1.22%,13891,65913
2023-01-25,09:10:00,166400,1900,1.16%,17330,52022
2023-01-25,09:00:00,166100,1600,0.97%,34692,34692
