date,time,price,change,change(%),amount,volume
2022-10-18,15:50:00,172500,"▲ 5,500",3.29,875,1407036
2022-10-18,15:40:00,172500,"▲ 5,500",3.29,1079,1406161
2022-10-18,15:30:00,172500,"▲ 5,500",3.29,53642,1405082
2022-10-18,15:10:00,172500,"▲ 5,500",3.29,21084,1351440
2022-10-18,15:00:00,171500,"▲ 4,500",2.69,27771,1330356
2022-10-18,14:50:00,172500,"▲ 5,500",3.29,60977,1302585
2022-10-18,14:40:00,172500,"▲ 5,500",3.29,15887,1241608
2022-10-18,14:30:00,172500,"▲ 5,500",3.29,36417,1225721
2022-10-18,14:20:00,172500,"▲ 5,500",3.29,12145,1189304
2022-10-18,14:10:00,172500,"▲ 5,500",3.29,11279,1177159
2022-10-18,14:00:00,172000,"▲ 5,000",2.99,29921,1165880
2022-10-18,13:50:00,172500,"▲ 5,500",3.29,16608,1135959
2022-10-18,13:40:00,172000,"▲ 5,000",2.99,26529,1119351
2022-10-18,13:30:00,173000,"▲ 6,000",3.59,52158,1092822
2022-10-18,13:20:00,172500,"▲ 5,500",3.29,27169,1040664
2022-10-18,13:10:00,172000,"▲ 5,000",2.99,23470,1013495
2022-10-18,13:00:00,172000,"▲ 5,000",2.99,21049,990025
2022-10-18,12:50:00,172000,"▲ 5,000",2.99,9738,968976
2022-10-18,12:40:00,172000,"▲ 5,000",2.99,15422,959238
2022-10-18,12:30:00,171500,"▲ 4,500",2.69,33211,943816
2022-10-18,13:20:00,172500,"▲ 5,500",3.29,27169,1040664
2022-10-18,13:10:00,172000,"▲ 5,000",2.99,23470,1013495
2022-10-18,13:00:00,172000,"▲ 5,000",2.99,21049,990025
2022-10-18,12:50:00,172000,"▲ 5,000",2.99,9738,968976
2022-10-18,12:40:00,172000,"▲ 5,000",2.99,15422,959238
2022-10-18,12:30:00,171500,"▲ 4,500",2.69,33211,943816
2022-10-18,12:20:00,171000,"▲ 4,000",2.4,7169,910605
2022-10-18,12:10:00,171500,"▲ 4,500",2.69,18756,903436
2022-10-18,12:00:00,171000,"▲ 4,000",2.4,6612,884680
2022-10-18,11:50:00,171000,"▲ 4,000",2.4,7314,878068
2022-10-18,11:40:00,171000,"▲ 4,000",2.4,10083,870754
2022-10-18,11:30:00,171000,"▲ 4,000",2.4,18374,860671
2022-10-18,11:20:00,170500,"▲ 3,500",2.1,26164,842297
2022-10-18,11:10:00,170000,"▲ 3,000",1.8,18218,816133
2022-10-18,11:00:00,171000,"▲ 4,000",2.4,35617,797915
2022-10-18,10:50:00,170000,"▲ 3,000",1.8,17975,762298
2022-10-18,10:40:00,169500,"▲ 2,500",1.5,9748,744323
2022-10-18,10:30:00,170000,"▲ 3,000",1.8,18522,734575
2022-10-18,10:20:00,169500,"▲ 2,500",1.5,22893,716053
2022-10-18,10:10:00,170000,"▲ 3,000",1.8,72462,693160
2022-10-18,10:00:00,170500,"▲ 3,500",2.1,33058,620698
2022-10-18,09:50:00,171500,"▲ 4,500",2.69,53978,587640
2022-10-18,09:40:00,171000,"▲ 4,000",2.4,43400,533662
2022-10-18,09:30:00,172500,"▲ 5,500",3.29,92627,490262
2022-10-18,09:20:00,173000,"▲ 6,000",3.59,91763,397635
2022-10-18,09:10:00,171000,"▲ 4,000",2.4,55708,305872
2022-10-18,09:00:00,171500,"▲ 4,500",2.69,250147,250164
2022-10-18,08:30:00,167000,0,0.0,17,17
