date,time,price,change,change(%),amount,volume
2022-07-27,15:50:00,61800,▲ 100,0.16,3179,7184274
2022-07-27,15:40:00,61800,▲ 100,0.16,4955,7181095
2022-07-27,15:30:00,61800,▲ 100,0.16,826926,7176140
2022-07-27,15:10:00,61700,0,0.0,412054,6349214
2022-07-27,15:00:00,61600,▼ 100,-0.16,209656,5937160
2022-07-27,14:50:00,61500,▼ 200,-0.32,351515,5727504
2022-07-27,14:40:00,61500,▼ 200,-0.32,312482,5375989
2022-07-27,14:30:00,61400,▼ 300,-0.49,85652,5063507
2022-07-27,14:20:00,61400,▼ 300,-0.49,502816,4977855
2022-07-27,14:10:00,61200,▼ 500,-0.81,96233,4475039
2022-07-27,14:00:00,61200,▼ 500,-0.81,69782,4378806
2022-07-27,13:50:00,61200,▼ 500,-0.81,73227,4309024
2022-07-27,13:40:00,61300,▼ 400,-0.65,65283,4235797
2022-07-27,13:30:00,61200,▼ 500,-0.81,59658,4170514
2022-07-27,13:20:00,61300,▼ 400,-0.65,128528,4110856
2022-07-27,13:10:00,61300,▼ 400,-0.65,113527,3982328
2022-07-27,13:00:00,61300,▼ 400,-0.65,46218,3868801
2022-07-27,12:50:00,61300,▼ 400,-0.65,104463,3822583
2022-07-27,12:40:00,61400,▼ 300,-0.49,127651,3718120
2022-07-27,12:30:00,61300,▼ 400,-0.65,39920,3590469
2022-07-27,13:20:00,61300,▼ 400,-0.65,128528,4110856
2022-07-27,13:10:00,61300,▼ 400,-0.65,113527,3982328
2022-07-27,13:00:00,61300,▼ 400,-0.65,46218,3868801
2022-07-27,12:50:00,61300,▼ 400,-0.65,104463,3822583
2022-07-27,12:40:00,61400,▼ 300,-0.49,127651,3718120
2022-07-27,12:30:00,61300,▼ 400,-0.65,39920,3590469
2022-07-27,12:20:00,61400,▼ 300,-0.49,80960,3550549
2022-07-27,12:10:00,61300,▼ 400,-0.65,107675,3469589
2022-07-27,12:00:00,61300,▼ 400,-0.65,44365,3361914
2022-07-27,11:50:00,61300,▼ 400,-0.65,100115,3317549
2022-07-27,11:40:00,61300,▼ 400,-0.65,260129,3217434
2022-07-27,11:30:00,61400,▼ 300,-0.49,65915,2957305
2022-07-27,11:20:00,61400,▼ 300,-0.49,67039,2891390
2022-07-27,11:10:00,61300,▼ 400,-0.65,52678,2824351
2022-07-27,11:00:00,61300,▼ 400,-0.65,87475,2771673
2022-07-27,10:50:00,61300,▼ 400,-0.65,82046,2684198
2022-07-27,10:40:00,61400,▼ 300,-0.49,67389,2602152
2022-07-27,10:30:00,61400,▼ 300,-0.49,212753,2534763
2022-07-27,10:20:00,61400,▼ 300,-0.49,157923,2322010
2022-07-27,10:10:00,61500,▼ 200,-0.32,121263,2164087
2022-07-27,10:00:00,61600,▼ 100,-0.16,253485,2042824
2022-07-27,09:50:00,61600,▼ 100,-0.16,49515,1789339
2022-07-27,09:40:00,61500,▼ 200,-0.32,66649,1739824
2022-07-27,09:30:00,61600,▼ 100,-0.16,264017,1673175
2022-07-27,09:20:00,61500,▼ 200,-0.32,194507,1409158
2022-07-27,09:10:00,61800,▲ 100,0.16,368607,1214651
2022-07-27,09:00:00,61500,▼ 200,-0.32,844351,846044
2022-07-27,08:30:00,61700,0,0.0,1693,1693
