date,time,price,change,change(%),amount,volume
2022-10-25,15:50:00,57700,▲ 200,0.35,564,16902720
2022-10-25,15:40:00,57700,▲ 200,0.35,4784,16902156
2022-10-25,15:30:00,57700,▲ 200,0.35,1248558,16897372
2022-10-25,15:10:00,57700,▲ 200,0.35,522806,15648814
2022-10-25,15:00:00,58000,▲ 500,0.87,328417,15126008
2022-10-25,14:50:00,57700,▲ 200,0.35,466608,14797591
2022-10-25,14:40:00,57900,▲ 400,0.7,111527,14330983
2022-10-25,14:30:00,57900,▲ 400,0.7,408808,14219456
2022-10-25,14:20:00,58000,▲ 500,0.87,180318,13810648
2022-10-25,14:10:00,57900,▲ 400,0.7,304469,13630330
2022-10-25,14:00:00,58000,▲ 500,0.87,248165,13325861
2022-10-25,13:50:00,58100,▲ 600,1.04,175141,13077696
2022-10-25,13:40:00,58200,▲ 700,1.22,162579,12902555
2022-10-25,13:30:00,58200,▲ 700,1.22,250963,12739976
2022-10-25,13:20:00,58200,▲ 700,1.22,336643,12489013
2022-10-25,13:10:00,58100,▲ 600,1.04,184600,12152370
2022-10-25,13:00:00,58100,▲ 600,1.04,147704,11967770
2022-10-25,12:50:00,58100,▲ 600,1.04,258645,11820066
2022-10-25,12:40:00,58000,▲ 500,0.87,94115,11561421
2022-10-25,12:30:00,58000,▲ 500,0.87,140375,11467306
2022-10-25,13:20:00,58200,▲ 700,1.22,336643,12489013
2022-10-25,13:10:00,58100,▲ 600,1.04,184600,12152370
2022-10-25,13:00:00,58100,▲ 600,1.04,147704,11967770
2022-10-25,12:50:00,58100,▲ 600,1.04,258645,11820066
2022-10-25,12:40:00,58000,▲ 500,0.87,94115,11561421
2022-10-25,12:30:00,58000,▲ 500,0.87,140375,11467306
2022-10-25,12:20:00,58100,▲ 600,1.04,185498,11326931
2022-10-25,12:10:00,58000,▲ 500,0.87,184710,11141433
2022-10-25,12:00:00,57900,▲ 400,0.7,166362,10956723
2022-10-25,11:50:00,58000,▲ 500,0.87,151177,10790361
2022-10-25,11:40:00,58000,▲ 500,0.87,108399,10639184
2022-10-25,11:30:00,57800,▲ 300,0.52,302688,10530785
2022-10-25,11:20:00,58000,▲ 500,0.87,356075,10228097
2022-10-25,11:10:00,58200,▲ 700,1.22,601094,9872022
2022-10-25,11:00:00,58300,▲ 800,1.39,499200,9270928
2022-10-25,10:50:00,58500,"▲ 1,000",1.74,631812,8771728
2022-10-25,10:40:00,58500,"▲ 1,000",1.74,582508,8139916
2022-10-25,10:30:00,58400,▲ 900,1.57,456446,7557408
2022-10-25,10:20:00,58200,▲ 700,1.22,135312,7100962
2022-10-25,10:10:00,58300,▲ 800,1.39,175853,6965650
2022-10-25,10:00:00,58200,▲ 700,1.22,333542,6789797
2022-10-25,09:50:00,58300,▲ 800,1.39,600603,6456255
2022-10-25,09:40:00,58400,▲ 900,1.57,400840,5855652
2022-10-25,09:30:00,58300,▲ 800,1.39,552895,5454812
2022-10-25,09:20:00,58400,▲ 900,1.57,1032842,4901917
2022-10-25,09:10:00,58200,▲ 700,1.22,2007596,3869075
2022-10-25,09:00:00,57800,▲ 300,0.52,1851135,1861479
2022-10-25,08:30:00,57500,0,0.0,10344,10344
