date,time,price,change,change(%),amount,volume
2022-11-07,15:50:00,94800,"▼ 1,400",-1.46,27,434453
2022-11-07,15:40:00,94800,"▼ 1,400",-1.46,148,434426
2022-11-07,15:30:00,94800,"▼ 1,400",-1.46,31123,434278
2022-11-07,15:10:00,94400,"▼ 1,800",-1.87,11026,403155
2022-11-07,15:00:00,94600,"▼ 1,600",-1.66,20528,392129
2022-11-07,14:50:00,94800,"▼ 1,400",-1.46,24965,371601
2022-11-07,14:40:00,95100,"▼ 1,100",-1.14,25998,346636
2022-11-07,14:30:00,95600,▼ 600,-0.62,12785,320638
2022-11-07,14:20:00,95600,▼ 600,-0.62,18093,307853
2022-11-07,14:10:00,95700,▼ 500,-0.52,8866,289760
2022-11-07,14:00:00,95700,▼ 500,-0.52,20389,280894
2022-11-07,13:50:00,95400,▼ 800,-0.83,14818,260505
2022-11-07,13:40:00,95200,"▼ 1,000",-1.04,10345,245687
2022-11-07,13:30:00,95000,"▼ 1,200",-1.25,14730,235342
2022-11-07,13:20:00,95200,"▼ 1,000",-1.04,19820,220612
2022-11-07,13:10:00,94600,"▼ 1,600",-1.66,4214,200792
2022-11-07,13:00:00,94600,"▼ 1,600",-1.66,3256,196578
2022-11-07,12:50:00,94500,"▼ 1,700",-1.77,4953,193322
2022-11-07,12:40:00,94600,"▼ 1,600",-1.66,8335,188369
2022-11-07,12:30:00,94500,"▼ 1,700",-1.77,4120,180034
2022-11-07,13:20:00,95200,"▼ 1,000",-1.04,19820,220612
2022-11-07,13:10:00,94600,"▼ 1,600",-1.66,4214,200792
2022-11-07,13:00:00,94600,"▼ 1,600",-1.66,3256,196578
2022-11-07,12:50:00,94500,"▼ 1,700",-1.77,4953,193322
2022-11-07,12:40:00,94600,"▼ 1,600",-1.66,8335,188369
2022-11-07,12:30:00,94500,"▼ 1,700",-1.77,4120,180034
2022-11-07,12:20:00,94600,"▼ 1,600",-1.66,5471,175914
2022-11-07,12:10:00,94400,"▼ 1,800",-1.87,5617,170443
2022-11-07,12:00:00,94300,"▼ 1,900",-1.98,5724,164826
2022-11-07,11:50:00,94400,"▼ 1,800",-1.87,3159,159102
2022-11-07,11:40:00,94400,"▼ 1,800",-1.87,7717,155943
2022-11-07,11:30:00,94700,"▼ 1,500",-1.56,6520,148226
2022-11-07,11:20:00,94700,"▼ 1,500",-1.56,4497,141706
2022-11-07,11:10:00,94900,"▼ 1,300",-1.35,9614,137209
2022-11-07,11:00:00,95100,"▼ 1,100",-1.14,4348,127595
2022-11-07,10:50:00,95300,▼ 900,-0.94,8716,123247
2022-11-07,10:40:00,94900,"▼ 1,300",-1.35,5938,114531
2022-11-07,10:30:00,94900,"▼ 1,300",-1.35,9946,108593
2022-11-07,10:20:00,94600,"▼ 1,600",-1.66,3535,98647
2022-11-07,10:10:00,94300,"▼ 1,900",-1.98,6655,95112
2022-11-07,10:00:00,94600,"▼ 1,600",-1.66,7983,88457
2022-11-07,09:50:00,94200,"▼ 2,000",-2.08,11627,80474
2022-11-07,09:40:00,95000,"▼ 1,200",-1.25,6187,68847
2022-11-07,09:30:00,95100,"▼ 1,100",-1.14,19744,62660
2022-11-07,09:20:00,95300,▼ 900,-0.94,11950,42916
2022-11-07,09:10:00,95600,▼ 600,-0.62,9878,30966
2022-11-07,09:00:00,95800,▼ 400,-0.42,21058,21088
2022-11-07,08:30:00,96200,0,0.0,30,30
