,date,time,price,change,change(%),amount,volume
0,2025-02-26,15:30:00,56600,600,-1.05%,1412613,17766801
1,2025-02-26,15:15:00,57000,500,-0.87%,522712,16354188
2,2025-02-26,15:10:00,57000,300,-0.52%,96412,15831476
3,2025-02-26,15:05:00,57100,300,-0.52%,410628,15735064
4,2025-02-26,15:00:00,57000,400,-0.70%,462573,15324436
5,2025-02-26,14:55:00,56900,500,-0.87%,452104,14861863
6,2025-02-26,14:50:00,56800,600,-1.05%,734302,14409759
7,2025-02-26,14:45:00,56700,600,-1.05%,123401,13675457
8,2025-02-26,14:40:00,56700,600,-1.05%,73380,13552056
9,2025-02-26,14:35:00,56700,600,-1.05%,78179,13478676
10,2025-02-26,14:30:00,56700,600,-1.05%,114484,13400497
11,2025-02-26,14:25:00,56700,600,-1.05%,67776,13286013
12,2025-02-26,14:20:00,56700,600,-1.05%,108653,13218237
13,2025-02-26,14:15:00,56700,600,-1.05%,81444,13109584
14,2025-02-26,14:10:00,56700,600,-1.05%,66958,13028140
15,2025-02-26,14:05:00,56700,600,-1.05%,62479,12961182
16,2025-02-26,14:00:00,56700,600,-1.05%,103295,12898703
17,2025-02-26,13:55:00,56700,600,-1.05%,80767,12795408
18,2025-02-26,13:50:00,56700,600,-1.05%,109785,12714641
19,2025-02-26,13:45:00,56700,600,-1.05%,54870,12604856
20,2025-02-26,13:40:00,56700,600,-1.05%,69908,12549986
21,2025-02-26,13:35:00,56700,600,-1.05%,74841,12480078
22,2025-02-26,13:30:00,56700,600,-1.05%,72451,12405237
23,2025-02-26,13:25:00,56700,600,-1.05%,71358,12332786
24,2025-02-26,13:20:00,56700,600,-1.05%,65872,12261428
25,2025-02-26,13:15:00,56700,600,-1.05%,59959,12195556
26,2025-02-26,13:10:00,56700,600,-1.05%,43674,12135597
27,2025-02-26,13:05:00,56700,600,-1.05%,56464,12091923
28,2025-02-26,13:00:00,56700,700,-1.22%,301684,12035459
29,2025-02-26,12:55:00,56600,700,-1.22%,68638,11733775
30,2025-02-26,12:50:00,56600,700,-1.22%,89060,11665137
31,2025-02-26,12:45:00,56600,700,-1.22%,65395,11576077
32,2025-02-26,12:40:00,56600,700,-1.22%,61030,11510682
33,2025-02-26,12:35:00,56600,700,-1.22%,95251,11449652
34,2025-02-26,12:30:00,56600,700,-1.22%,122406,11354401
35,2025-02-26,12:25:00,56600,700,-1.22%,66705,11231995
36,2025-02-26,12:20:00,56600,700,-1.22%,71450,11165290
37,2025-02-26,12:15:00,56600,700,-1.22%,60433,11093840
38,2025-02-26,12:10:00,56600,700,-1.22%,35651,11033407
39,2025-02-26,12:05:00,56600,800,-1.39%,103603,10997756
40,2025-02-26,12:00:00,56600,800,-1.39%,103181,10894153
41,2025-02-26,11:55:00,56600,800,-1.39%,234353,10790972
42,2025-02-26,11:50:00,56500,800,-1.40%,61651,10556619
43,2025-02-26,11:45:00,56500,800,-1.40%,235418,10494968
44,2025-02-26,11:40:00,56500,800,-1.40%,98011,10259550
45,2025-02-26,11:35:00,56500,800,-1.40%,116460,10161539
46,2025-02-26,11:30:00,56500,800,-1.40%,72948,10045079
47,2025-02-26,11:25:00,56500,800,-1.40%,68427,9972131
48,2025-02-26,11:20:00,56500,800,-1.40%,78058,9903704
49,2025-02-26,11:15:00,56500,800,-1.40%,71338,9825646
50,2025-02-26,11:10:00,56500,900,-1.57%,405664,9754308
51,2025-02-26,11:05:00,56600,800,-1.39%,329786,9348644
52,2025-02-26,11:00:00,56600,700,-1.22%,93542,9018858
53,2025-02-26,10:55:00,56600,700,-1.22%,83243,8925316
54,2025-02-26,10:50:00,56600,700,-1.22%,122488,8842073
55,2025-02-26,10:45:00,56600,800,-1.39%,264600,8719585
56,2025-02-26,10:40:00,56500,800,-1.40%,101882,8454985
57,2025-02-26,10:35:00,56600,800,-1.39%,290215,8353103
58,2025-02-26,10:30:00,56600,700,-1.22%,107013,8062888
59,2025-02-26,10:25:00,56600,800,-1.39%,160177,7955875
60,2025-02-26,10:20:00,56500,800,-1.40%,85381,7795698
61,2025-02-26,10:15:00,56600,800,-1.39%,265583,7710317
62,2025-02-26,10:10:00,56600,800,-1.39%,230021,7444734
63,2025-02-26,10:05:00,56600,700,-1.22%,154951,7214713
64,2025-02-26,10:00:00,56600,800,-1.39%,296340,7059762
65,2025-02-26,09:55:00,56500,800,-1.40%,140853,6763422
66,2025-02-26,09:50:00,56500,800,-1.40%,103962,6622569
67,2025-02-26,09:45:00,56500,900,-1.57%,316639,6518607
68,2025-02-26,09:40:00,56500,900,-1.57%,376076,6201968
69,2025-02-26,09:35:00,56500,900,-1.57%,215151,5825892
70,2025-02-26,09:30:00,56400,1100,-1.91%,459370,5610741
71,2025-02-26,09:25:00,56300,1100,-1.92%,980059,5151371
72,2025-02-26,09:20:00,56500,1000,-1.74%,1128845,4171312
73,2025-02-26,09:15:00,56700,800,-1.39%,793793,3042467
74,2025-02-26,09:10:00,56700,700,-1.22%,836716,2248674
75,2025-02-26,09:05:00,57000,600,-1.04%,664671,1411958
76,2025-02-26,09:00:00,57100,400,-0.70%,747287,747287
