,date,time,price,change,change(%),amount,volume
0,2025-08-25,15:30:00,225500,3500,1.58%,26718,563050
1,2025-08-25,15:15:00,225500,3500,1.58%,13863,536332
2,2025-08-25,15:10:00,225500,3500,1.58%,6048,522469
3,2025-08-25,15:05:00,225500,3500,1.58%,3409,516421
4,2025-08-25,15:00:00,225500,3500,1.58%,3165,513012
5,2025-08-25,14:55:00,225500,3500,1.58%,6128,509847
6,2025-08-25,14:50:00,225500,3500,1.58%,12211,503719
7,2025-08-25,14:45:00,225500,3500,1.58%,11057,491508
8,2025-08-25,14:40:00,225500,3500,1.58%,4137,480451
9,2025-08-25,14:35:00,225500,3500,1.58%,4863,476314
10,2025-08-25,14:30:00,225500,3500,1.58%,12324,471451
11,2025-08-25,14:25:00,225500,3500,1.58%,2426,459127
12,2025-08-25,14:20:00,225500,3500,1.58%,5106,456701
13,2025-08-25,14:15:00,225500,3500,1.58%,8736,451595
14,2025-08-25,14:10:00,225250,3250,1.46%,5531,442859
15,2025-08-25,14:05:00,225500,3500,1.58%,8124,437328
16,2025-08-25,14:00:00,225500,3500,1.58%,9896,429204
17,2025-08-25,13:55:00,225500,3500,1.58%,20334,419308
18,2025-08-25,13:50:00,225000,3000,1.35%,2271,398974
19,2025-08-25,13:45:00,224750,2750,1.24%,3617,396703
20,2025-08-25,13:40:00,225000,3000,1.35%,10160,393086
21,2025-08-25,13:35:00,225000,3000,1.35%,17994,382926
22,2025-08-25,13:30:00,225000,3000,1.35%,2798,364932
23,2025-08-25,13:25:00,225000,3000,1.35%,2531,362134
24,2025-08-25,13:20:00,225000,3000,1.35%,2149,359603
25,2025-08-25,13:15:00,225000,3000,1.35%,4399,357454
26,2025-08-25,13:10:00,225000,3000,1.35%,2387,353055
27,2025-08-25,13:05:00,224750,2750,1.24%,1406,350668
28,2025-08-25,13:00:00,224750,2750,1.24%,2030,349262
29,2025-08-25,12:55:00,224750,2750,1.24%,1199,347232
30,2025-08-25,12:50:00,225000,3000,1.35%,2295,346033
31,2025-08-25,12:45:00,225000,3000,1.35%,6634,343738
32,2025-08-25,12:40:00,225000,3000,1.35%,4381,337104
33,2025-08-25,12:35:00,225000,3000,1.35%,6100,332723
34,2025-08-25,12:30:00,225000,3000,1.35%,4430,326623
35,2025-08-25,12:25:00,225000,3000,1.35%,2974,322193
36,2025-08-25,12:20:00,225000,3000,1.35%,4815,319219
37,2025-08-25,12:15:00,225000,3000,1.35%,8681,314404
38,2025-08-25,12:10:00,224750,2750,1.24%,2586,305723
39,2025-08-25,12:05:00,225000,3000,1.35%,4095,303137
40,2025-08-25,12:00:00,224750,2750,1.24%,8500,299042
41,2025-08-25,11:55:00,225000,3000,1.35%,1603,290542
42,2025-08-25,11:50:00,225000,3000,1.35%,1430,288939
43,2025-08-25,11:45:00,225500,3500,1.58%,10535,287509
44,2025-08-25,11:40:00,225000,3000,1.35%,1052,276974
45,2025-08-25,11:35:00,225000,3000,1.35%,2016,275922
46,2025-08-25,11:30:00,225000,3000,1.35%,5079,273906
47,2025-08-25,11:25:00,225000,3000,1.35%,8337,268827
48,2025-08-25,11:20:00,225000,3000,1.35%,6176,260490
49,2025-08-25,11:15:00,225500,3500,1.58%,17164,254314
50,2025-08-25,11:10:00,225000,3000,1.35%,14721,237150
51,2025-08-25,11:05:00,224500,2500,1.13%,8853,222429
52,2025-08-25,11:00:00,224000,2000,0.90%,2242,213576
53,2025-08-25,10:55:00,224000,2000,0.90%,2754,211334
54,2025-08-25,10:50:00,224000,2000,0.90%,7167,208580
55,2025-08-25,10:45:00,223500,1500,0.68%,2661,201413
56,2025-08-25,10:40:00,223500,1500,0.68%,6236,198752
57,2025-08-25,10:35:00,223500,1500,0.68%,2814,192516
58,2025-08-25,10:30:00,223500,1500,0.68%,916,189702
59,2025-08-25,10:25:00,224000,2000,0.90%,6487,188786
60,2025-08-25,10:20:00,223500,1500,0.68%,2687,182299
61,2025-08-25,10:15:00,223500,1500,0.68%,1253,179612
62,2025-08-25,10:10:00,223500,1500,0.68%,3898,178359
63,2025-08-25,10:05:00,224000,2000,0.90%,6851,174461
64,2025-08-25,10:00:00,224000,2000,0.90%,1750,167610
65,2025-08-25,09:55:00,224500,2500,1.13%,19727,165860
66,2025-08-25,09:50:00,223500,1500,0.68%,8535,146133
67,2025-08-25,09:45:00,223000,1000,0.45%,1963,137598
68,2025-08-25,09:40:00,223000,1000,0.45%,1631,135635
69,2025-08-25,09:35:00,223500,1500,0.68%,7546,134004
70,2025-08-25,09:30:00,223000,1000,0.00%,15890,126458
71,2025-08-25,09:25:00,222000,500,-0.22%,4519,110568
72,2025-08-25,09:20:00,222500,500,-0.22%,11684,106049
73,2025-08-25,09:15:00,223000,1000,0.45%,14474,94365
74,2025-08-25,09:10:00,223000,1000,0.45%,8511,79891
75,2025-08-25,09:05:00,223000,1000,0.45%,17675,71380
76,2025-08-25,09:00:00,224500,2500,1.13%,53705,53705
