,date,time,price,change,change(%),amount,volume
0,2024-02-07,15:30:00,75000,600,0.81%,545499,16502387
1,2024-02-07,15:15:00,75100,700,0.94%,136303,15956888
2,2024-02-07,15:10:00,75100,700,0.94%,211269,15818865
3,2024-02-07,15:05:00,75000,600,0.81%,254703,15607596
4,2024-02-07,15:00:00,74900,500,0.67%,59196,15352893
5,2024-02-07,14:55:00,74900,500,0.67%,71067,15293457
6,2024-02-07,14:50:00,74900,500,0.67%,252146,15222390
7,2024-02-07,14:45:00,74900,500,0.67%,49873,14970244
8,2024-02-07,14:40:00,74900,500,0.67%,99297,14920371
9,2024-02-07,14:35:00,74800,400,0.54%,68987,14821074
10,2024-02-07,14:30:00,74800,400,0.54%,248068,14752087
11,2024-02-07,14:25:00,74700,300,0.40%,51988,14504019
12,2024-02-07,14:20:00,74700,300,0.40%,186035,14452031
13,2024-02-07,14:15:00,74700,300,0.40%,45154,14265996
14,2024-02-07,14:10:00,74700,300,0.40%,56873,14220842
15,2024-02-07,14:05:00,74800,400,0.54%,293864,14163969
16,2024-02-07,14:00:00,74800,400,0.54%,243312,13870105
17,2024-02-07,13:55:00,74700,300,0.40%,113319,13626793
18,2024-02-07,13:50:00,74600,200,0.00%,206608,13513474
19,2024-02-07,13:45:00,74500,100,0.00%,78407,13306866
20,2024-02-07,13:40:00,74500,100,0.13%,215024,13228459
21,2024-02-07,13:35:00,74600,200,0.27%,118564,13013435
22,2024-02-07,13:30:00,74600,200,0.27%,130975,12894871
23,2024-02-07,13:25:00,74500,100,0.13%,112607,12763896
24,2024-02-07,13:20:00,74600,200,0.27%,158114,12651289
25,2024-02-07,13:15:00,74500,100,0.13%,426913,12493175
26,2024-02-07,13:10:00,74600,200,0.27%,149852,12066262
27,2024-02-07,13:05:00,74600,200,0.27%,316660,11916410
28,2024-02-07,13:00:00,74600,200,0.27%,46691,11599750
29,2024-02-07,12:55:00,74600,200,0.27%,52655,11553059
30,2024-02-07,12:50:00,74600,200,0.27%,72920,11500404
31,2024-02-07,12:45:00,74700,300,0.40%,179940,11427484
32,2024-02-07,12:40:00,74800,400,0.54%,355129,11247544
33,2024-02-07,12:35:00,75000,600,0.81%,284091,10892415
34,2024-02-07,12:30:00,75100,700,0.94%,142018,10608324
35,2024-02-07,12:25:00,75100,700,0.94%,43820,10466306
36,2024-02-07,12:20:00,75100,700,0.94%,36620,10422486
37,2024-02-07,12:15:00,75100,700,0.94%,27884,10385866
38,2024-02-07,12:10:00,75100,700,0.94%,68125,10357982
39,2024-02-07,12:05:00,75100,700,0.94%,92694,10289857
40,2024-02-07,12:00:00,75100,700,0.94%,164809,10197163
41,2024-02-07,11:55:00,75200,800,1.08%,212885,10032354
42,2024-02-07,11:50:00,75000,600,0.81%,421180,9819469
43,2024-02-07,11:45:00,75000,600,0.81%,206545,9398289
44,2024-02-07,11:40:00,75000,600,0.81%,24468,9191744
45,2024-02-07,11:35:00,75100,700,0.94%,97849,9167276
46,2024-02-07,11:30:00,75200,800,1.08%,67817,9069427
47,2024-02-07,11:25:00,75200,800,1.08%,176272,9001610
48,2024-02-07,11:20:00,75200,800,1.08%,93151,8825338
49,2024-02-07,11:15:00,75200,800,1.08%,207058,8732187
50,2024-02-07,11:10:00,75200,800,1.08%,74323,8525129
51,2024-02-07,11:05:00,75200,800,1.08%,175786,8450806
52,2024-02-07,11:00:00,75300,900,1.21%,179721,8275020
53,2024-02-07,10:55:00,75200,800,1.08%,215213,8095299
54,2024-02-07,10:50:00,75300,900,1.21%,229725,7880086
55,2024-02-07,10:45:00,75300,900,1.21%,234977,7650361
56,2024-02-07,10:40:00,75400,1000,1.34%,348566,7415384
57,2024-02-07,10:35:00,75400,1000,1.34%,194002,7066818
58,2024-02-07,10:30:00,75400,1000,1.34%,344152,6872816
59,2024-02-07,10:25:00,75500,1100,1.48%,390028,6528664
60,2024-02-07,10:20:00,75500,1100,1.48%,376933,6138636
61,2024-02-07,10:15:00,75400,1000,1.34%,320069,5761703
62,2024-02-07,10:10:00,75400,1000,1.34%,321927,5441634
63,2024-02-07,10:05:00,75300,900,1.21%,53294,5119707
64,2024-02-07,10:00:00,75300,900,1.21%,478561,5066413
65,2024-02-07,09:55:00,75400,1000,1.34%,378975,4587852
66,2024-02-07,09:50:00,75300,900,1.21%,284478,4208877
67,2024-02-07,09:45:00,75400,1000,1.34%,328154,3924399
68,2024-02-07,09:40:00,75300,900,1.21%,365976,3596245
69,2024-02-07,09:35:00,75200,800,1.08%,172993,3230269
70,2024-02-07,09:30:00,75200,800,1.08%,242941,3057276
71,2024-02-07,09:25:00,75200,800,1.08%,381929,2814335
72,2024-02-07,09:20:00,75100,700,0.94%,207277,2432406
73,2024-02-07,09:15:00,75100,700,0.94%,479321,2225129
74,2024-02-07,09:10:00,74900,500,0.67%,190207,1745808
75,2024-02-07,09:05:00,74900,500,0.67%,580421,1555601
76,2024-02-07,09:00:00,74900,500,0.67%,975180,975180
