,date,time,price,change,change(%),amount,volume
0,2025-11-24,15:30:00,96700,1900,2.00%,9063442,28496380
1,2025-11-24,15:15:00,97600,2800,2.95%,293793,19432938
2,2025-11-24,15:10:00,97800,3000,3.16%,214988,19139145
3,2025-11-24,15:05:00,97800,3000,3.16%,181831,18924157
4,2025-11-24,15:00:00,97700,2900,3.06%,133267,18742326
5,2025-11-24,14:55:00,97800,3000,3.16%,200034,18609059
6,2025-11-24,14:50:00,97800,3000,3.16%,196135,18409025
7,2025-11-24,14:45:00,97700,2900,3.06%,141219,18212890
8,2025-11-24,14:40:00,97600,2800,2.95%,160162,18071671
9,2025-11-24,14:35:00,97600,2800,2.95%,221588,17911509
10,2025-11-24,14:30:00,97600,2800,2.95%,99203,17689921
11,2025-11-24,14:25:00,97600,2800,2.95%,101948,17590718
12,2025-11-24,14:20:00,97600,2800,2.95%,157620,17488770
13,2025-11-24,14:15:00,97600,2800,2.95%,185206,17331150
14,2025-11-24,14:10:00,97400,2600,2.74%,197343,17145944
15,2025-11-24,14:05:00,97200,2400,2.53%,216275,16948601
16,2025-11-24,14:00:00,96800,2000,2.11%,355777,16732326
17,2025-11-24,13:55:00,97100,2300,2.43%,378462,16376549
18,2025-11-24,13:50:00,97100,2300,2.43%,281657,15998087
19,2025-11-24,13:45:00,97100,2300,2.43%,163554,15716430
20,2025-11-24,13:40:00,97200,2400,2.53%,143865,15552876
21,2025-11-24,13:35:00,97100,2300,2.43%,222966,15409011
22,2025-11-24,13:30:00,97500,2700,2.85%,284151,15186045
23,2025-11-24,13:25:00,97100,2300,2.43%,231214,14901894
24,2025-11-24,13:20:00,97200,2400,2.53%,136294,14670680
25,2025-11-24,13:15:00,97300,2500,2.64%,265022,14534386
26,2025-11-24,13:10:00,97700,2900,3.06%,190222,14269364
27,2025-11-24,13:05:00,97700,2900,3.06%,317804,14079142
28,2025-11-24,13:00:00,97900,3100,3.27%,405402,13761338
29,2025-11-24,12:55:00,98000,3200,3.38%,192289,13355936
30,2025-11-24,12:50:00,98200,3400,3.59%,329964,13163647
31,2025-11-24,12:45:00,98300,3500,3.69%,166132,12833683
32,2025-11-24,12:40:00,98300,3500,3.69%,110457,12667551
33,2025-11-24,12:35:00,98300,3500,3.69%,183971,12557094
34,2025-11-24,12:30:00,98400,3600,3.80%,86319,12373123
35,2025-11-24,12:25:00,98400,3600,3.80%,48191,12286804
36,2025-11-24,12:20:00,98400,3600,3.80%,115389,12238613
37,2025-11-24,12:15:00,98300,3500,3.69%,350588,12123224
38,2025-11-24,12:10:00,98600,3800,4.01%,145462,11772636
39,2025-11-24,12:05:00,98800,4000,4.22%,161429,11627174
40,2025-11-24,12:00:00,98900,4100,4.32%,106462,11465745
41,2025-11-24,11:55:00,99000,4200,4.43%,232426,11359283
42,2025-11-24,11:50:00,98900,4100,4.32%,76753,11126857
43,2025-11-24,11:45:00,98900,4100,4.32%,202807,11050104
44,2025-11-24,11:40:00,98800,4000,4.22%,135722,10847297
45,2025-11-24,11:35:00,98700,3900,4.11%,83464,10711575
46,2025-11-24,11:30:00,98700,3900,4.11%,98502,10628111
47,2025-11-24,11:25:00,98700,3900,4.11%,74388,10529609
48,2025-11-24,11:20:00,98600,3800,4.01%,121702,10455221
49,2025-11-24,11:15:00,98500,3700,3.90%,83065,10333519
50,2025-11-24,11:10:00,98500,3700,3.90%,106410,10250454
51,2025-11-24,11:05:00,98700,3900,4.11%,107189,10144044
52,2025-11-24,11:00:00,98700,3900,4.11%,120395,10036855
53,2025-11-24,10:55:00,98800,4000,4.22%,132050,9916460
54,2025-11-24,10:50:00,98700,3900,4.11%,140138,9784410
55,2025-11-24,10:45:00,98400,3600,3.80%,148132,9644272
56,2025-11-24,10:40:00,98600,3800,4.01%,219295,9496140
57,2025-11-24,10:35:00,98800,4000,4.22%,125407,9276845
58,2025-11-24,10:30:00,98800,4000,4.22%,191383,9151438
59,2025-11-24,10:25:00,98900,4100,4.32%,215418,8960055
60,2025-11-24,10:20:00,98700,3900,4.11%,220509,8744637
61,2025-11-24,10:15:00,98800,4000,4.22%,149751,8524128
62,2025-11-24,10:10:00,98900,4100,4.32%,111275,8374377
63,2025-11-24,10:05:00,98900,4100,4.32%,274352,8263102
64,2025-11-24,10:00:00,98900,4100,4.32%,317287,7988750
65,2025-11-24,09:55:00,99000,4200,4.43%,325926,7671463
66,2025-11-24,09:50:00,98900,4100,4.32%,275428,7345537
67,2025-11-24,09:45:00,98900,4100,4.32%,302843,7070109
68,2025-11-24,09:40:00,98900,4100,4.32%,556918,6767266
69,2025-11-24,09:35:00,98500,3700,3.90%,543145,6210348
70,2025-11-24,09:30:00,98200,3400,3.59%,399702,5667203
71,2025-11-24,09:25:00,98300,3500,3.69%,677621,5267501
72,2025-11-24,09:20:00,98000,3200,3.38%,384760,4589880
73,2025-11-24,09:15:00,98300,3500,3.69%,526972,4205120
74,2025-11-24,09:10:00,98300,3500,3.69%,888756,3678148
75,2025-11-24,09:05:00,98100,3300,3.48%,937009,2789392
76,2025-11-24,09:00:00,98400,3600,3.80%,1852383,1852383
