,date,time,price,change,change(%),amount,volume
0,2025-09-18,15:30:00,139300,2500,1.83%,19376,437628
1,2025-09-18,15:15:00,139600,2800,2.05%,3891,418252
2,2025-09-18,15:10:00,139700,2900,2.12%,3519,414361
3,2025-09-18,15:05:00,139800,3000,2.19%,7452,410842
4,2025-09-18,15:00:00,140000,3200,2.34%,6295,403390
5,2025-09-18,14:55:00,140000,3200,2.34%,6479,397095
6,2025-09-18,14:50:00,140000,3200,2.34%,5599,390616
7,2025-09-18,14:45:00,139800,3000,2.19%,4504,385017
8,2025-09-18,14:40:00,139700,2900,2.12%,5432,380513
9,2025-09-18,14:35:00,139700,2900,2.12%,4080,375081
10,2025-09-18,14:30:00,139600,2800,2.05%,4836,371001
11,2025-09-18,14:25:00,139200,2400,1.75%,2826,366165
12,2025-09-18,14:20:00,139100,2300,1.68%,2711,363339
13,2025-09-18,14:15:00,139100,2300,1.68%,3278,360628
14,2025-09-18,14:10:00,138800,2000,1.46%,2574,357350
15,2025-09-18,14:05:00,139000,2200,1.61%,3626,354776
16,2025-09-18,14:00:00,139500,2700,1.97%,4081,351150
17,2025-09-18,13:55:00,139500,2700,1.97%,4240,347069
18,2025-09-18,13:50:00,140000,3200,2.34%,7453,342829
19,2025-09-18,13:45:00,140000,3200,2.34%,4216,335376
20,2025-09-18,13:40:00,140000,3200,2.34%,6567,331160
21,2025-09-18,13:35:00,140200,3400,2.49%,4567,324593
22,2025-09-18,13:30:00,140400,3600,2.63%,10495,320026
23,2025-09-18,13:25:00,140100,3300,2.41%,3419,309531
24,2025-09-18,13:20:00,139900,3100,2.27%,3558,306112
25,2025-09-18,13:15:00,140200,3400,2.49%,7404,302554
26,2025-09-18,13:10:00,140200,3400,2.49%,12682,295150
27,2025-09-18,13:05:00,139800,3000,2.19%,3356,282468
28,2025-09-18,13:00:00,139700,2900,2.12%,5671,279112
29,2025-09-18,12:55:00,139400,2600,1.90%,4963,273441
30,2025-09-18,12:50:00,139100,2300,1.68%,5083,268478
31,2025-09-18,12:45:00,139200,2400,1.75%,4080,263395
32,2025-09-18,12:40:00,139000,2200,1.61%,4384,259315
33,2025-09-18,12:35:00,139000,2200,1.61%,3032,254931
34,2025-09-18,12:30:00,138900,2100,1.54%,4358,251899
35,2025-09-18,12:25:00,138800,2000,1.46%,9691,247541
36,2025-09-18,12:20:00,138400,1600,1.17%,2270,237850
37,2025-09-18,12:15:00,138400,1600,1.17%,2543,235580
38,2025-09-18,12:10:00,138400,1600,1.17%,3127,233037
39,2025-09-18,12:05:00,138400,1600,1.17%,2101,229910
40,2025-09-18,12:00:00,138500,1700,1.24%,4364,227809
41,2025-09-18,11:55:00,138300,1500,1.10%,3883,223445
42,2025-09-18,11:50:00,138300,1500,1.10%,2448,219562
43,2025-09-18,11:45:00,138300,1500,1.10%,2262,217114
44,2025-09-18,11:40:00,138300,1500,1.10%,2193,214852
45,2025-09-18,11:35:00,138400,1600,1.17%,2722,212659
46,2025-09-18,11:30:00,138400,1600,1.17%,2621,209937
47,2025-09-18,11:25:00,138500,1700,1.24%,6040,207316
48,2025-09-18,11:20:00,138300,1500,1.10%,2863,201276
49,2025-09-18,11:15:00,138300,1500,1.10%,3800,198413
50,2025-09-18,11:10:00,138200,1400,1.02%,3318,194613
51,2025-09-18,11:05:00,138200,1400,1.02%,3860,191295
52,2025-09-18,11:00:00,138800,2000,1.46%,9038,187435
53,2025-09-18,10:55:00,138100,1300,0.95%,8567,178397
54,2025-09-18,10:50:00,137500,700,0.51%,3376,169830
55,2025-09-18,10:45:00,137500,700,0.51%,3442,166454
56,2025-09-18,10:40:00,137200,400,0.00%,3291,163012
57,2025-09-18,10:35:00,136900,100,-0.07%,1407,159721
58,2025-09-18,10:30:00,136900,300,-0.22%,2127,158314
59,2025-09-18,10:25:00,137000,300,0.22%,5860,156187
60,2025-09-18,10:20:00,137000,200,0.15%,1858,150327
61,2025-09-18,10:15:00,137500,700,0.51%,4806,148469
62,2025-09-18,10:10:00,137600,800,0.58%,4723,143663
63,2025-09-18,10:05:00,138200,1400,1.02%,4274,138940
64,2025-09-18,10:00:00,138900,2100,1.54%,5853,134666
65,2025-09-18,09:55:00,138900,2100,1.54%,16753,128813
66,2025-09-18,09:50:00,137300,500,-0.36%,3950,112060
67,2025-09-18,09:45:00,136700,1000,-0.73%,12419,108110
68,2025-09-18,09:40:00,136500,1100,-0.80%,7149,95691
69,2025-09-18,09:35:00,137100,800,-0.58%,19463,88542
70,2025-09-18,09:30:00,137000,400,0.29%,4597,69079
71,2025-09-18,09:25:00,137200,400,0.29%,7906,64482
72,2025-09-18,09:20:00,137400,600,0.44%,6509,56576
73,2025-09-18,09:15:00,137700,900,0.66%,10598,50067
74,2025-09-18,09:10:00,138200,1400,1.02%,9508,39469
75,2025-09-18,09:05:00,139100,2300,1.68%,15885,29961
76,2025-09-18,09:00:00,138500,1700,-1.21%,14076,14076
