,date,time,price,change,change(%),amount,volume
0,2024-06-12,15:30:00,76500,1300,1.73%,956242,16689846
1,2024-06-12,15:15:00,76500,1300,1.73%,383455,15733604
2,2024-06-12,15:10:00,76700,1500,1.99%,648581,15342697
3,2024-06-12,15:05:00,76600,1400,1.86%,212570,14693556
4,2024-06-12,15:00:00,76700,1500,1.99%,367933,14480986
5,2024-06-12,14:55:00,77100,1900,2.53%,1019239,14113053
6,2024-06-12,14:50:00,77000,1800,2.39%,1479873,13093814
7,2024-06-12,14:45:00,76200,1000,1.33%,1141437,11613941
8,2024-06-12,14:40:00,75600,400,0.53%,128491,10472504
9,2024-06-12,14:35:00,75600,400,0.53%,72354,10344013
10,2024-06-12,14:30:00,75600,400,0.53%,38299,10271659
11,2024-06-12,14:25:00,75600,400,0.53%,96453,10233360
12,2024-06-12,14:20:00,75600,400,0.53%,446097,10136907
13,2024-06-12,14:15:00,75400,200,0.27%,54681,9690810
14,2024-06-12,14:10:00,75400,200,0.27%,41112,9636129
15,2024-06-12,14:05:00,75400,200,0.27%,37033,9595017
16,2024-06-12,14:00:00,75500,300,0.40%,256006,9557984
17,2024-06-12,13:55:00,75500,300,0.40%,165281,9301978
18,2024-06-12,13:50:00,75500,300,0.40%,21238,9136695
19,2024-06-12,13:45:00,75600,400,0.53%,215414,9115457
20,2024-06-12,13:40:00,75500,300,0.40%,24580,8900043
21,2024-06-12,13:35:00,75600,400,0.53%,407338,8875463
22,2024-06-12,13:30:00,75400,200,0.27%,51253,8468125
23,2024-06-12,13:25:00,75500,300,0.40%,198920,8416872
24,2024-06-12,13:20:00,75500,300,0.40%,46576,8217952
25,2024-06-12,13:15:00,75500,300,0.40%,29159,8171376
26,2024-06-12,13:10:00,75500,300,0.40%,54325,8142217
27,2024-06-12,13:05:00,75500,300,0.40%,29321,8087892
28,2024-06-12,13:00:00,75500,300,0.40%,46075,8058571
29,2024-06-12,12:55:00,75500,300,0.40%,217419,8012496
30,2024-06-12,12:50:00,75400,200,0.27%,34863,7795077
31,2024-06-12,12:45:00,75400,200,0.27%,28015,7760214
32,2024-06-12,12:40:00,75500,300,0.40%,109276,7732199
33,2024-06-12,12:35:00,75500,300,0.40%,26483,7622923
34,2024-06-12,12:30:00,75500,300,0.40%,25218,7596440
35,2024-06-12,12:25:00,75500,300,0.40%,28725,7571222
36,2024-06-12,12:20:00,75500,300,0.40%,17273,7542497
37,2024-06-12,12:15:00,75500,300,0.40%,173265,7525224
38,2024-06-12,12:10:00,75500,300,0.40%,179303,7351959
39,2024-06-12,12:05:00,75500,300,0.40%,27220,7172656
40,2024-06-12,12:00:00,75500,300,0.40%,21336,7145436
41,2024-06-12,11:55:00,75500,300,0.40%,36317,7124100
42,2024-06-12,11:50:00,75500,300,0.40%,26506,7087783
43,2024-06-12,11:45:00,75500,300,0.40%,48220,7061277
44,2024-06-12,11:40:00,75500,300,0.40%,124351,7013057
45,2024-06-12,11:35:00,75500,300,0.40%,77113,6888706
46,2024-06-12,11:30:00,75500,300,0.40%,38326,6811593
47,2024-06-12,11:25:00,75500,300,0.40%,47004,6773267
48,2024-06-12,11:20:00,75600,400,0.53%,99823,6726263
49,2024-06-12,11:15:00,75600,400,0.53%,36798,6626440
50,2024-06-12,11:10:00,75700,500,0.66%,160867,6589642
51,2024-06-12,11:05:00,75700,500,0.66%,37657,6428775
52,2024-06-12,11:00:00,75700,500,0.66%,143286,6391118
53,2024-06-12,10:55:00,75700,500,0.66%,116825,6247832
54,2024-06-12,10:50:00,75800,600,0.80%,162368,6131007
55,2024-06-12,10:45:00,75700,500,0.66%,111748,5968639
56,2024-06-12,10:40:00,75600,400,0.53%,80142,5856891
57,2024-06-12,10:35:00,75700,500,0.66%,130675,5776749
58,2024-06-12,10:30:00,75700,500,0.66%,149989,5646074
59,2024-06-12,10:25:00,75600,400,0.53%,89826,5496085
60,2024-06-12,10:20:00,75700,500,0.66%,188784,5406259
61,2024-06-12,10:15:00,75700,500,0.66%,178368,5217475
62,2024-06-12,10:10:00,75600,400,0.53%,334696,5039107
63,2024-06-12,10:05:00,75700,500,0.66%,114521,4704411
64,2024-06-12,10:00:00,75700,500,0.66%,118927,4589890
65,2024-06-12,09:55:00,75800,600,0.80%,293499,4470963
66,2024-06-12,09:50:00,75900,700,0.93%,263750,4177464
67,2024-06-12,09:45:00,75900,700,0.93%,276675,3913714
68,2024-06-12,09:40:00,75800,600,0.80%,214669,3637039
69,2024-06-12,09:35:00,75800,600,0.80%,248326,3422370
70,2024-06-12,09:30:00,75400,200,0.27%,206823,3174044
71,2024-06-12,09:25:00,75400,200,0.27%,281173,2967221
72,2024-06-12,09:20:00,75500,300,0.40%,269574,2686048
73,2024-06-12,09:15:00,75600,400,0.53%,286789,2416474
74,2024-06-12,09:10:00,75700,500,0.66%,242167,2129685
75,2024-06-12,09:05:00,75900,700,0.93%,557426,1887518
76,2024-06-12,09:00:00,76100,900,1.20%,1330092,1330092
