,date,time,price,change,change(%),amount,volume
0,2023-05-12,15:30:00,208500,500,0.24%,32217,537712
1,2023-05-12,15:15:00,209000,1000,0.48%,28413,505495
2,2023-05-12,15:10:00,209000,1000,0.48%,8445,477082
3,2023-05-12,15:05:00,208500,500,0.24%,6663,468637
4,2023-05-12,15:00:00,208500,500,0.24%,6420,461974
5,2023-05-12,14:55:00,208500,500,0.24%,6448,455554
6,2023-05-12,14:50:00,209000,1000,0.48%,7692,449106
7,2023-05-12,14:45:00,209000,1000,0.48%,7866,441414
8,2023-05-12,14:40:00,208500,500,0.24%,4313,433548
9,2023-05-12,14:35:00,208500,500,0.24%,4337,429235
10,2023-05-12,14:30:00,208500,500,0.24%,3215,424898
11,2023-05-12,14:25:00,208500,500,0.24%,1843,421683
12,2023-05-12,14:20:00,209000,1000,0.48%,10156,419840
13,2023-05-12,14:15:00,209000,1000,0.48%,2620,409684
14,2023-05-12,14:10:00,209000,1000,0.48%,2767,407064
15,2023-05-12,14:05:00,209000,1000,0.48%,2961,404297
16,2023-05-12,14:00:00,209000,1000,0.48%,1545,401336
17,2023-05-12,13:55:00,209000,1000,0.48%,3948,399791
18,2023-05-12,13:50:00,209500,1500,0.72%,17819,395843
19,2023-05-12,13:45:00,209000,1000,0.48%,4650,378024
20,2023-05-12,13:40:00,209500,1500,0.72%,17958,373374
21,2023-05-12,13:35:00,209500,1500,0.72%,1964,355416
22,2023-05-12,13:30:00,209500,1500,0.72%,5088,353452
23,2023-05-12,13:25:00,209500,1500,0.72%,12311,348364
24,2023-05-12,13:20:00,209500,1500,0.72%,6726,336053
25,2023-05-12,13:15:00,209500,1500,0.72%,17221,329327
26,2023-05-12,13:10:00,209000,1000,0.48%,2340,312106
27,2023-05-12,13:05:00,209000,1000,0.48%,9145,309766
28,2023-05-12,13:00:00,208500,500,0.24%,1628,300621
29,2023-05-12,12:55:00,208500,500,0.24%,2089,298993
30,2023-05-12,12:50:00,208500,500,0.24%,5708,296904
31,2023-05-12,12:45:00,208500,500,0.24%,1386,291196
32,2023-05-12,12:40:00,208500,500,0.24%,9615,289810
33,2023-05-12,12:35:00,208000,500,0.00%,1165,280195
34,2023-05-12,12:30:00,208000,1000,0.00%,3876,279030
35,2023-05-12,12:25:00,208000,500,0.00%,3148,275154
36,2023-05-12,12:20:00,208000,500,0.00%,1332,272006
37,2023-05-12,12:15:00,208000,500,0.00%,5362,270674
38,2023-05-12,12:10:00,208000,500,0.00%,1835,265312
39,2023-05-12,12:05:00,208000,1000,0.00%,8333,263477
40,2023-05-12,12:00:00,207500,1000,-0.48%,806,255144
41,2023-05-12,11:55:00,208000,1000,0.00%,3795,254338
42,2023-05-12,11:50:00,208000,500,0.00%,1435,250543
43,2023-05-12,11:45:00,208000,500,0.00%,1258,249108
44,2023-05-12,11:40:00,208000,500,0.00%,1509,247850
45,2023-05-12,11:35:00,208000,500,0.00%,3744,246341
46,2023-05-12,11:30:00,208000,500,0.00%,1782,242597
47,2023-05-12,11:25:00,208500,500,0.24%,3310,240815
48,2023-05-12,11:20:00,208500,500,0.24%,4842,237505
49,2023-05-12,11:15:00,208500,500,0.24%,9620,232663
50,2023-05-12,11:10:00,208500,500,0.24%,10427,223043
51,2023-05-12,11:05:00,208000,1000,0.00%,5223,212616
52,2023-05-12,11:00:00,207000,1500,-0.72%,5341,207393
53,2023-05-12,10:55:00,207500,1500,-0.72%,12284,202052
54,2023-05-12,10:50:00,207500,1000,-0.48%,8720,189768
55,2023-05-12,10:45:00,207500,1000,-0.48%,3128,181048
56,2023-05-12,10:40:00,207500,1000,-0.48%,2449,177920
57,2023-05-12,10:35:00,207500,1000,-0.48%,1948,175471
58,2023-05-12,10:30:00,207500,1000,-0.48%,2617,173523
59,2023-05-12,10:25:00,207500,1000,-0.48%,3286,170906
60,2023-05-12,10:20:00,207500,1000,-0.48%,1681,167620
61,2023-05-12,10:15:00,208000,1000,0.00%,8410,165939
62,2023-05-12,10:10:00,207500,1000,-0.48%,922,157529
63,2023-05-12,10:05:00,208500,1000,0.48%,6612,156607
64,2023-05-12,10:00:00,209000,1000,0.48%,10982,149995
65,2023-05-12,09:55:00,208500,500,0.24%,9709,139013
66,2023-05-12,09:50:00,208000,500,0.00%,2035,129304
67,2023-05-12,09:45:00,208000,1500,0.00%,10610,127269
68,2023-05-12,09:40:00,207000,1500,-0.72%,2446,116659
69,2023-05-12,09:35:00,207000,1500,-0.72%,6204,114213
70,2023-05-12,09:30:00,207500,2000,-0.95%,13132,108009
71,2023-05-12,09:25:00,207000,2000,-0.96%,7010,94877
72,2023-05-12,09:20:00,207000,2000,-0.96%,7180,87867
73,2023-05-12,09:15:00,207500,2500,-1.19%,24218,80687
74,2023-05-12,09:10:00,208000,1000,0.00%,10507,56469
75,2023-05-12,09:05:00,207500,2000,-0.95%,20724,45962
76,2023-05-12,09:00:00,208000,1500,-0.72%,25238,25238
