,date,time,price,change,change(%),amount,volume
0,2024-07-30,15:30:00,173300,1700,-0.97%,10934,394113
1,2024-07-30,15:15:00,173600,1500,-0.86%,4525,383179
2,2024-07-30,15:10:00,173600,1600,-0.91%,4174,378622
3,2024-07-30,15:05:00,173600,1600,-0.91%,3961,374448
4,2024-07-30,15:00:00,173600,1600,-0.91%,3617,370487
5,2024-07-30,14:55:00,173600,1600,-0.91%,2366,366870
6,2024-07-30,14:50:00,173700,1700,-0.97%,4554,364504
7,2024-07-30,14:45:00,173600,1600,-0.91%,1993,359950
8,2024-07-30,14:40:00,173600,1800,-1.03%,3032,357957
9,2024-07-30,14:35:00,173300,1900,-1.08%,2658,354925
10,2024-07-30,14:30:00,173300,1900,-1.08%,2830,352267
11,2024-07-30,14:25:00,173600,2000,-1.14%,5285,349437
12,2024-07-30,14:20:00,173600,2000,-1.14%,4988,344152
13,2024-07-30,14:15:00,173200,2100,-1.20%,4862,339164
14,2024-07-30,14:10:00,173300,2200,-1.25%,3869,334302
15,2024-07-30,14:05:00,173100,2300,-1.31%,5566,330433
16,2024-07-30,14:00:00,173500,2400,-1.36%,20238,324867
17,2024-07-30,13:55:00,173600,1600,-0.91%,4772,304629
18,2024-07-30,13:50:00,173900,1500,-0.86%,4225,299857
19,2024-07-30,13:45:00,174000,1300,-0.74%,2997,295632
20,2024-07-30,13:40:00,174200,1100,-0.63%,3282,292635
21,2024-07-30,13:35:00,174200,1000,-0.57%,2632,289353
22,2024-07-30,13:30:00,174300,1000,-0.57%,2543,286721
23,2024-07-30,13:25:00,174300,1100,-0.63%,3494,284178
24,2024-07-30,13:20:00,174000,1400,-0.80%,2022,280684
25,2024-07-30,13:15:00,173700,1500,-0.86%,2026,278662
26,2024-07-30,13:10:00,173600,1600,-0.91%,2075,276636
27,2024-07-30,13:05:00,173700,1600,-0.91%,1689,274561
28,2024-07-30,13:00:00,173900,1600,-0.91%,2915,272872
29,2024-07-30,12:55:00,173600,1600,-0.91%,2241,269957
30,2024-07-30,12:50:00,173600,1900,-1.08%,2721,267716
31,2024-07-30,12:45:00,173500,1900,-1.08%,2830,264995
32,2024-07-30,12:40:00,173500,1800,-1.03%,2237,262165
33,2024-07-30,12:35:00,173400,1800,-1.03%,2583,259928
34,2024-07-30,12:30:00,173500,1700,-0.97%,2528,257345
35,2024-07-30,12:25:00,173500,1800,-1.03%,4426,254817
36,2024-07-30,12:20:00,173600,1700,-0.97%,3697,250391
37,2024-07-30,12:15:00,173700,1600,-0.91%,2371,246694
38,2024-07-30,12:10:00,173700,1600,-0.91%,3732,244323
39,2024-07-30,12:05:00,173800,1700,-0.97%,8942,240591
40,2024-07-30,12:00:00,174100,1300,-0.74%,4022,231649
41,2024-07-30,11:55:00,174200,1100,-0.63%,4172,227627
42,2024-07-30,11:50:00,174300,900,-0.51%,1944,223455
43,2024-07-30,11:45:00,174500,800,-0.46%,2011,221511
44,2024-07-30,11:40:00,174500,800,-0.46%,1887,219500
45,2024-07-30,11:35:00,174800,700,-0.40%,3425,217613
46,2024-07-30,11:30:00,174800,300,-0.17%,1517,214188
47,2024-07-30,11:25:00,175000,300,-0.17%,2040,212671
48,2024-07-30,11:20:00,175000,200,0.00%,1498,210631
49,2024-07-30,11:15:00,175200,200,-0.11%,7181,209133
50,2024-07-30,11:10:00,174900,500,-0.29%,2891,201952
51,2024-07-30,11:05:00,174700,600,-0.34%,1841,199061
52,2024-07-30,11:00:00,174500,900,-0.51%,1834,197220
53,2024-07-30,10:55:00,174500,1200,-0.68%,4163,195386
54,2024-07-30,10:50:00,174000,1300,-0.74%,5835,191223
55,2024-07-30,10:45:00,174100,1200,-0.68%,2760,185388
56,2024-07-30,10:40:00,174200,1200,-0.68%,2713,182628
57,2024-07-30,10:35:00,174300,1300,-0.74%,12684,179915
58,2024-07-30,10:30:00,174600,800,-0.46%,5744,167231
59,2024-07-30,10:25:00,174800,600,-0.34%,7539,161487
60,2024-07-30,10:20:00,174800,400,-0.23%,3320,153948
61,2024-07-30,10:15:00,174700,400,-0.23%,1871,150628
62,2024-07-30,10:10:00,174800,500,-0.29%,4690,148757
63,2024-07-30,10:05:00,175100,300,0.00%,4055,144067
64,2024-07-30,10:00:00,175500,500,0.29%,3776,140012
65,2024-07-30,09:55:00,175500,500,0.29%,4270,136236
66,2024-07-30,09:50:00,175700,700,0.40%,5861,131966
67,2024-07-30,09:45:00,175100,300,-0.17%,4255,126105
68,2024-07-30,09:40:00,175100,300,0.00%,5852,121850
69,2024-07-30,09:35:00,175700,700,0.40%,6682,115998
70,2024-07-30,09:30:00,175300,300,-0.17%,6052,109316
71,2024-07-30,09:25:00,175100,600,0.34%,11613,103264
72,2024-07-30,09:20:00,175400,400,0.23%,10349,91651
73,2024-07-30,09:15:00,175400,400,0.00%,7213,81302
74,2024-07-30,09:10:00,175800,800,0.46%,11472,74089
75,2024-07-30,09:05:00,176500,1500,0.86%,22842,62617
76,2024-07-30,09:00:00,176600,1600,-0.90%,39775,39775
